actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-04T23:12:09.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-04T23:12:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-04T23:12:12.1Z,1,REGULAR,jumpball,recovered,[],1630558,,,1610612748,0,0,2026-01-04T23:12:12Z,40000,False,,,0,,Jump Ball K. Ware vs. K. Matković: Tip to D. Mitchell,"[1630558, 1642276, 1631255]",1610612748.0,MIA,startperiod,D. Mitchell,1630558.0,Mitchell,D. Mitchell,Ware,1642276.0,Matković,1631255.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-01-04T23:12:22.9Z,1,REGULAR,3pt,Jump Shot,[],1630558,27.677398160315374,78.18627450980392,1610612748,3,0,2026-01-04T23:12:29Z,70000,False,-141.0,208.0,1,left,D. Mitchell 25' 3PT  (3 PTS) (B. Adebayo 1 AST),"[1630558, 1628389]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.1,Made,3.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2026-01-04T23:12:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,91.93495400788436,44.36274509803921,1610612740,3,2,2026-01-04T23:12:53Z,90000,False,-28.0,23.0,1,right,D. Queen driving Layup (2 PTS) (T. Murphy III 1 AST),"[1642852, 1630530]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,3.66,Made,2.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,,,,,
11,PT11M14.00S,2026-01-04T23:12:56.4Z,1,REGULAR,3pt,Jump Shot,[],1626181,30.699737187910642,40.68627450980392,1610612748,6,2,2026-01-04T23:13:20Z,110000,False,47.0,236.0,1,left,N. Powell 24' 3PT pullup (3 PTS),[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,24.07,Made,3.0,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2026-01-04T23:13:04.6Z,1,REGULAR,foul,personal,['1freethrow'],1642852,,,1610612748,6,2,2026-01-04T23:13:13Z,120000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (Powell 1 FT),"[1642852, 1626181]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,,,,1148.0,1.0,0.0,Powell,1626181.0,,,,,,,,,
14,PT11M14.00S,2026-01-04T23:13:25.7Z,1,REGULAR,freethrow,1 of 1,[],1626181,,,1610612748,6,2,2026-01-04T23:13:29Z,140000,False,,,0,,MISS N. Powell Free Throw 1 of 1,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
15,PT11M12.00S,2026-01-04T23:13:27.7Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,6,2,2026-01-04T23:13:29Z,150000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,
16,PT10M59.00S,2026-01-04T23:13:39.6Z,1,REGULAR,3pt,Jump Shot,[],1630530,69.59592641261499,74.01960784313727,1610612740,6,5,2026-01-04T23:14:01Z,160000,False,120.0,233.0,1,right,T. Murphy III 26' 3PT pullup (3 PTS),[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,26.24,Made,3.0,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2026-01-04T23:13:53.9Z,1,REGULAR,3pt,Jump Shot,[],203952,27.54599211563732,19.11764705882353,1610612748,6,5,2026-01-04T23:14:00Z,170000,False,154.0,206.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
