actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-04T19:11:28.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-04T19:11:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-04-04T19:11:30.7Z,1,REGULAR,jumpball,recovered,[],1630558,,,1610612748,0,0,2026-04-04T19:11:30Z,40000,False,,,0,,Jump Ball B. Adebayo vs. A. Gill: Tip to D. Mitchell,"[1630558, 1628389, 1630264]",1610612748.0,MIA,startperiod,D. Mitchell,1630558.0,Mitchell,D. Mitchell,Adebayo,1628389.0,Gill,1630264.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-04-04T19:11:46.1Z,1,REGULAR,turnover,out-of-bounds,[],1641796,,,1610612748,0,0,2026-04-04T19:12:00Z,70000,False,,,0,,P. Larsson bad pass out-of-bounds TURNOVER (1 TO),[1641796],1610612748.0,MIA,bad pass,,,Larsson,P. Larsson,,,,,Mid-Range,16-24 Right Center,200833.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2026-04-04T19:12:06.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642267,81.2910643889619,19.607843137254903,1610612764,0,0,2026-04-04T19:12:11Z,80000,False,-152.0,123.0,1,right,MISS B. Carrington 19' Jump Shot,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,,,19.58,Missed,,,,,,,,,,,,,,,,
9,PT11M24.00S,2026-04-04T19:12:10.3Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,0,0,2026-04-04T19:12:11Z,90000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M19.00S,2026-04-04T19:12:15.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628389,33.722076215505915,56.86274509803921,1610612748,3,0,2026-04-04T19:12:25Z,100000,False,-34.0,264.0,1,left,B. Adebayo 26' 3PT running (3 PTS) (S. Fontecchio 1 AST),"[1628389, 1631323]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,26.67,Made,,,,,3.0,S. Fontecchio,1631323.0,1.0,,,,,,,,
12,PT10M57.00S,2026-04-04T19:12:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,92.59198423127464,56.61764705882353,1610612764,3,2,2026-04-04T19:13:02Z,120000,False,33.0,17.0,1,right,W. Riley driving Layup (2 PTS),[1642860],1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,3.73,Made,,,,,2.0,,,,,,,,,,,
13,PT10M57.00S,2026-04-04T19:12:43.1Z,1,REGULAR,foul,personal,['1freethrow'],203952,,,1610612764,3,2,2026-04-04T19:12:56Z,130000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Riley 1 FT),"[203952, 1642860]",1610612748.0,MIA,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,200833.0,,,,,,,,,,,,1.0,0.0,Riley,1642860.0,,,,
15,PT10M57.00S,2026-04-04T19:13:08.8Z,1,REGULAR,freethrow,1 of 1,[],1642860,,,1610612764,3,3,2026-04-04T19:13:08Z,150000,False,,,0,,W. Riley Free Throw 1 of 1 (3 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
16,PT10M47.00S,2026-04-04T19:13:21.8Z,1,REGULAR,foul,personal,['2freethrow'],1641731,,,1610612748,3,3,2026-04-04T19:13:31Z,160000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Larsson 2 FT),"[1641731, 1641796]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,2530.0,,,,,,,,,,,,1.0,0.0,Larsson,1641796.0,,,,
18,PT10M47.00S,2026-04-04T19:13:47.9Z,1,REGULAR,freethrow,1 of 2,[],1641796,,,1610612748,4,3,2026-04-04T19:13:48Z,180000,False,,,0,,P. Larsson Free Throw 1 of 2 (1 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
19,PT10M47.00S,2026-04-04T19:14:04.5Z,1,REGULAR,freethrow,2 of 2,[],1641796,,,1610612748,5,3,2026-04-04T19:14:04Z,190000,False,,,0,,P. Larsson Free Throw 2 of 2 (2 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
