actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
168,PT10M25.00S,2026-01-18T01:43:29.8Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,31,42,2026-01-18T01:43:33Z,1630000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,167.0,2.0,2.0,0.0,,,,,,,,,,,
169,PT10M20.00S,2026-01-18T01:43:37.4Z,2,REGULAR,foul,personal,[],1626181,,,1610612760,31,42,2026-01-18T01:43:51Z,1640000,False,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1631096]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,1628159.0,,,,,,1.0,0.0,Holmgren,1631096.0,,,,,,,
171,PT10M10.00S,2026-01-18T01:44:13.8Z,2,REGULAR,3pt,Jump Shot,[],1630598,74.29369250985545,16.42156862745098,1610612760,31,42,2026-01-18T01:44:20Z,1660000,False,-168.0,189.0,1,right,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
172,PT10M06.00S,2026-01-18T01:44:17.8Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,31,42,2026-01-18T01:44:20Z,1670000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,
173,PT09M59.00S,2026-01-18T01:44:24.9Z,2,REGULAR,3pt,Jump Shot,[],1642276,32.37516425755584,48.0392156862745,1610612748,34,42,2026-01-18T01:44:31Z,1680000,False,10.0,252.0,1,left,K. Ware 25' 3PT  (3 PTS) (N. Jović 1 AST),"[1642276, 1631107]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,25.2,Made,3.0,,,,,,,,,,,N. Jović,1631107.0,1.0,,,,
175,PT09M42.00S,2026-01-18T01:44:44.4Z,2,REGULAR,turnover,double dribble,[],1630198,,,1610612760,34,42,2026-01-18T01:45:13Z,1700000,False,,,0,,I. Joe double dribble TURNOVER (1 TO),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Center,,,,201638.0,1.0,,,,,,,,,,,,,,,
176,PT09M29.00S,2026-01-18T01:45:07.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642276,9.641918528252305,57.84313725490196,1610612748,34,42,2026-01-18T01:45:26Z,1710000,False,-39.0,38.0,1,left,MISS K. Ware turnaround Hook - blocked,"[1642276, 1631096]",1610612748.0,MIA,turnaround,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,Holmgren,1631096.0
177,PT09M29.00S,2026-01-18T01:45:07.5Z,2,REGULAR,block,,[],1631096,,,1610612748,34,42,2026-01-18T01:45:10Z,1720000,False,,,0,,C. Holmgren BLOCK (2 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
178,PT09M29.00S,2026-01-18T01:45:07.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,34,42,2026-01-18T01:45:24Z,1730000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,176.0,,,,,,,,,,,,,,
179,PT09M24.00S,2026-01-18T01:45:26.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641796,8.065045992115643,50.98039215686275,1610612748,36,42,2026-01-18T01:47:43Z,1740000,False,-5.0,23.0,1,left,P. Larsson driving Layup (4 PTS) (D. Smith 2 AST),"[1641796, 1630696]",1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,2.38,Made,4.0,,,,,,,,,,,D. Smith,1630696.0,2.0,,,,
180,PT09M09.00S,2026-01-18T01:45:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,94.00459921156373,52.94117647058824,1610612760,36,44,2026-01-18T01:45:50Z,1750000,False,15.0,4.0,1,right,A. Wiggins driving Layup (2 PTS) (C. Holmgren 2 AST),"[1630598, 1631096]",1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.52,Made,2.0,,,,,,,,,,,C. Holmgren,1631096.0,2.0,,,,
182,PT08M58.00S,2026-01-18T01:45:54.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641796,7.276609724047319,53.67647058823529,1610612748,38,44,2026-01-18T01:45:59Z,1770000,False,-18.0,16.0,1,left,P. Larsson turnaround Hook (6 PTS) (N. Jović 2 AST),"[1641796, 1631107]",1610612748.0,MIA,turnaround,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,2.43,Made,6.0,,,,,,,,,,,N. Jović,1631107.0,2.0,,,,
184,PT08M58.00S,2026-01-18T01:46:00.6Z,2,REGULAR,foul,personal,['1freethrow'],1631096,,,1610612748,38,44,2026-01-18T01:46:15Z,1790000,False,,,0,,C. Holmgren shooting personal FOUL (2 PF) (Larsson 1 FT),"[1631096, 1641796]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,1628159.0,,,,,,2.0,0.0,Larsson,1641796.0,,,,,,,
187,PT08M58.00S,2026-01-18T01:46:25.5Z,2,REGULAR,freethrow,1 of 1,[],1641796,,,1610612748,38,44,2026-01-18T01:46:30Z,1810000,False,,,0,,MISS P. Larsson Free Throw 1 of 1,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
188,PT08M55.00S,2026-01-18T01:46:28.5Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,38,44,2026-01-18T01:46:30Z,1820000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,187.0,3.0,2.0,1.0,,,,,,,,,,,
189,PT08M42.00S,2026-01-18T01:46:41.8Z,2,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612760,38,44,2026-01-18T01:46:56Z,1830000,False,,,0,,N. Powell shooting personal FOUL (2 PF) (Holmgren 2 FT),"[1626181, 1631096]",1610612748.0,MIA,shooting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,1628159.0,,,,,,2.0,0.0,Holmgren,1631096.0,,,,,,,
191,PT08M42.00S,2026-01-18T01:47:11.4Z,2,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,38,45,2026-01-18T01:47:11Z,1850000,False,,,0,,C. Holmgren Free Throw 1 of 2 (5 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
192,PT08M42.00S,2026-01-18T01:47:28.8Z,2,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,38,46,2026-01-18T01:47:28Z,1860000,False,,,0,,C. Holmgren Free Throw 2 of 2 (6 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
193,PT08M33.00S,2026-01-18T01:47:39.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630696,17.000657030223394,61.51960784313725,1610612748,38,46,2026-01-18T01:47:46Z,1870000,False,-58.0,107.0,1,left,MISS D. Smith 12' turnaround Shot,[1630696],1610612748.0,MIA,turnaround,,,Smith,D. Smith,,,,,In The Paint (Non-RA),8-16 Center,12.18,Missed,,,,,,,,,,,,,,,,,,
195,PT08M29.00S,2026-01-18T01:47:43.6Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,38,46,2026-01-18T01:47:46Z,1880000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,193.0,4.0,3.0,1.0,,,,,,,,,,,
211,PT08M27.00S,2026-01-18T01:47:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,92.95335085413929,47.05882352941176,1610612760,38,46,2026-01-18T01:52:12Z,1885000,False,-15.0,14.0,1,right,MISS J. Williams driving Layup - blocked,"[1631114, 1630696]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,Smith,1630696.0
212,PT08M27.00S,2026-01-18T01:47:44.4Z,2,REGULAR,block,,[],1630696,,,1610612760,38,46,2026-01-18T01:52:12Z,1887500,False,,,0,,D. Smith BLOCK (1 BLK),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
213,PT08M27.00S,2026-01-18T01:47:44.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,38,46,2026-01-18T01:52:12Z,1888750,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,211.0,,,,,,,,,,,,,,
197,PT08M27.00S,2026-01-18T01:48:10.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,38,46,2026-01-18T01:48:10Z,1900000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M27.00S,2026-01-18T01:50:09.8Z,2,REGULAR,substitution,out,[],1631107,,,1610612748,38,46,2026-01-18T01:50:47Z,1920000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M27.00S,2026-01-18T01:50:09.8Z,2,REGULAR,substitution,in,[],1631323,,,1610612748,38,46,2026-01-18T01:50:47Z,1930000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M13.00S,2026-01-18T01:51:10.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630696,17.394875164257556,43.872549019607845,1610612748,38,46,2026-01-18T01:53:18Z,1940000,False,31.0,111.0,1,left,MISS D. Smith 11' driving floating Shot,[1630696],1610612748.0,MIA,driving floating,,,Smith,D. Smith,,,,,In The Paint (Non-RA),8-16 Center,11.51,Missed,,,,,,,,,,,,,,,,,,
202,PT08M06.00S,2026-01-18T01:51:17.6Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,38,46,2026-01-18T01:51:18Z,1950000,False,,,0,,K. Ware REBOUND (Off:1 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,,,,201.0,3.0,2.0,1.0,,,,,,,,,,,
203,PT08M06.00S,2026-01-18T01:51:17.1Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642276,5.590000152587891,50.0,1610612748,38,46,2026-01-18T01:55:09Z,1960000,False,0.0,0.0,1,left,MISS K. Ware tip DUNK - blocked,"[1642276, 1631096]",1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,Holmgren,1631096.0
234,PT08M06.00S,2026-01-18T01:51:17.1Z,2,REGULAR,block,,[],1631096,,,1610612748,38,46,2026-01-18T01:55:09Z,1965000,False,,,0,,C. Holmgren BLOCK (3 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
204,PT08M06.00S,2026-01-18T01:51:17.1Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,38,46,2026-01-18T01:55:09Z,1970000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,
205,PT07M51.00S,2026-01-18T01:51:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,93.47897503285151,41.17647058823529,1610612760,38,46,2026-01-18T01:55:41Z,1980000,False,-44.0,9.0,1,right,MISS J. Williams cutting Layup,[1631114],1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,,,,,,,,,,,,,,,,,,
206,PT07M49.00S,2026-01-18T01:51:33.3Z,2,REGULAR,rebound,defensive,[],1641796,,,1610612748,38,46,2026-01-18T01:51:33Z,1990000,False,,,0,,P. Larsson REBOUND (Off:1 Def:2),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,205.0,3.0,2.0,1.0,,,,,,,,,,,
207,PT07M45.00S,2026-01-18T01:51:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641796,7.539421813403408,49.26470588235294,1610612748,40,46,2026-01-18T01:51:45Z,2000000,False,4.0,18.0,1,left,P. Larsson running finger roll Layup (8 PTS) (S. Fontecchio 1 AST),"[1641796, 1631323]",1610612748.0,MIA,running finger roll,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.88,Made,8.0,,,,,,,,,,,S. Fontecchio,1631323.0,1.0,,,,
209,PT07M23.00S,2026-01-18T01:51:59.1Z,2,REGULAR,3pt,Jump Shot,[],1630598,95.97568988173455,95.09803921568627,1610612760,40,49,2026-01-18T01:52:34Z,2020000,False,225.0,-15.0,1,right,A. Wiggins 3PT  (5 PTS) (I. Joe 1 AST),"[1630598, 1630198]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,22.6,Made,5.0,,,,,,,,,,,I. Joe,1630198.0,1.0,,,,
214,PT07M10.00S,2026-01-18T01:52:15.5Z,2,REGULAR,violation,kicked ball,[],1631114,,,1610612748,40,49,2026-01-18T01:52:46Z,2040000,False,,,0,,J. Williams kicked ball VIOLATION,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,203054.0,,,,,,,,,,,,,,,,
215,PT07M10.00S,2026-01-18T01:52:24.0Z,2,REGULAR,substitution,out,[],1630696,,,1610612748,40,49,2026-01-18T01:52:33Z,2050000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M10.00S,2026-01-18T01:52:24.0Z,2,REGULAR,substitution,out,[],1626181,,,1610612748,40,49,2026-01-18T01:52:33Z,2060000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M10.00S,2026-01-18T01:52:24.0Z,2,REGULAR,substitution,in,[],203952,,,1610612748,40,49,2026-01-18T01:52:33Z,2070000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M10.00S,2026-01-18T01:52:24.0Z,2,REGULAR,substitution,in,[],1642857,,,1610612748,40,49,2026-01-18T01:52:33Z,2080000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M55.00S,2026-01-18T01:52:56.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,7.670827858081481,62.745098039215684,1610612748,40,49,2026-01-18T01:53:10Z,2090000,False,-64.0,20.0,1,left,MISS P. Larsson 6' driving floating Shot,[1641796],1610612748.0,MIA,driving floating,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,
220,PT06M53.00S,2026-01-18T01:53:01.3Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,40,49,2026-01-18T01:53:01Z,2100000,False,,,0,,K. Ware REBOUND (Off:2 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,219.0,4.0,2.0,2.0,,,,,,,,,,,
221,PT06M53.00S,2026-01-18T01:53:01.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642276,5.590000152587891,50.0,1610612748,40,49,2026-01-18T02:06:16Z,2110000,False,0.0,0.0,1,left,MISS K. Ware tip Layup,[1642276],1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
222,PT06M53.00S,2026-01-18T01:53:01.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,40,49,2026-01-18T02:06:16Z,2120000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,221.0,,,,,,,,,,,,,,
226,PT06M45.00S,2026-01-18T01:53:24.2Z,2,REGULAR,3pt,Jump Shot,[],1631096,67.85479632063075,51.470588235294116,1610612760,40,49,2026-01-18T01:53:33Z,2160000,False,7.0,250.0,1,right,MISS C. Holmgren 24' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,24.98,Missed,,,,,,,,,,,,,,,,,,
227,PT06M41.00S,2026-01-18T01:53:27.5Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,40,49,2026-01-18T01:53:27Z,2170000,False,,,0,,K. Ware REBOUND (Off:2 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,,,,,,226.0,5.0,3.0,2.0,,,,,,,,,,,
228,PT06M32.00S,2026-01-18T01:53:36.4Z,2,REGULAR,3pt,Jump Shot,[],1642276,29.09001314060447,24.019607843137265,1610612748,40,49,2026-01-18T01:53:43Z,2180000,False,130.0,221.0,1,left,MISS K. Ware 25' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
229,PT06M26.00S,2026-01-18T01:53:42.4Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,40,49,2026-01-18T01:53:43Z,2190000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,228.0,3.0,3.0,0.0,,,,,,,,,,,
231,PT06M24.00S,2026-01-18T01:53:44.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,76.92181340341656,13.480392156862735,1610612760,40,52,2026-01-18T01:53:54Z,2210000,False,-183.0,164.0,1,right,I. Joe 24' 3PT running (6 PTS) (J. Williams 3 AST),"[1630198, 1631114]",1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,24.57,Made,6.0,,,,,,,,,,,J. Williams,1631114.0,3.0,,,,
233,PT06M21.00S,2026-01-18T01:53:54.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,40,52,2026-01-18T01:53:54Z,2230000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M21.00S,2026-01-18T01:56:23.7Z,2,REGULAR,substitution,out,[],1642276,,,1610612748,40,52,2026-01-18T01:56:42Z,2240000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M21.00S,2026-01-18T01:56:23.7Z,2,REGULAR,substitution,out,[],1641796,,,1610612748,40,52,2026-01-18T01:56:42Z,2250000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M21.00S,2026-01-18T01:56:23.7Z,2,REGULAR,substitution,in,[],1642066,,,1610612748,40,52,2026-01-18T01:56:42Z,2260000,False,,,0,,SUB in: M. Gardner,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M21.00S,2026-01-18T01:56:23.7Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,40,52,2026-01-18T01:56:42Z,2270000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M05.00S,2026-01-18T01:57:01.2Z,2,REGULAR,3pt,Jump Shot,[],1642066,28.038764783180028,26.225490196078425,1610612748,43,52,2026-01-18T01:57:07Z,2280000,False,119.0,211.0,1,left,M. Gardner 24' 3PT  (3 PTS) (K. Jakučionis 2 AST),"[1642066, 1642857]",1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Above the Break 3,24+ Right Center,24.23,Made,3.0,,,,,,,,,,,K. Jakučionis,1642857.0,2.0,,,,
241,PT05M47.00S,2026-01-18T01:57:20.5Z,2,REGULAR,turnover,out-of-bounds,[],1631114,,,1610612760,43,52,2026-01-18T01:57:26Z,2300000,False,,,0,,J. Williams bad pass out-of-bounds TURNOVER (1 TO),[1631114],1610612760.0,OKC,bad pass,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,203054.0,1.0,,,,,,,,,,,,,,,
242,PT05M41.00S,2026-01-18T01:57:33.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642066,12.532851511169525,3.9215686274509807,1610612748,46,52,2026-01-18T01:57:54Z,2310000,False,230.0,65.0,1,left,M. Gardner 3PT  (6 PTS) (K. Jakučionis 3 AST),"[1642066, 1642857]",1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Right Corner 3,24+ Right,23.95,Made,6.0,,,,,,,,,,,K. Jakučionis,1642857.0,3.0,,,,
244,PT05M39.00S,2026-01-18T01:58:00.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612760,46,52,2026-01-18T01:58:00Z,2330000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M39.00S,2026-01-18T01:58:53.0Z,2,REGULAR,substitution,out,[],1631096,,,1610612760,46,52,2026-01-18T01:59:11Z,2340000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M39.00S,2026-01-18T01:58:53.0Z,2,REGULAR,substitution,out,[],1631114,,,1610612760,46,52,2026-01-18T01:59:11Z,2350000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M39.00S,2026-01-18T01:58:53.0Z,2,REGULAR,substitution,out,[],1642349,,,1610612760,46,52,2026-01-18T01:59:11Z,2360000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M39.00S,2026-01-18T01:58:53.0Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,46,52,2026-01-18T01:59:11Z,2370000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M39.00S,2026-01-18T01:58:53.0Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,46,52,2026-01-18T01:59:11Z,2380000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M39.00S,2026-01-18T01:58:53.0Z,2,REGULAR,substitution,in,[],1631119,,,1610612760,46,52,2026-01-18T01:59:11Z,2390000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M16.00S,2026-01-18T01:59:34.9Z,2,REGULAR,2pt,Jump Shot,[],1629652,76.92181340341656,43.38235294117647,1610612760,46,52,2026-01-18T01:59:40Z,2400000,False,-33.0,164.0,1,right,MISS L. Dort 16' turnaround Shot,[1629652],1610612760.0,OKC,turnaround,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,16.77,Missed,,,,,,,,,,,,,,,,,,
252,PT05M12.00S,2026-01-18T01:59:38.9Z,2,REGULAR,rebound,defensive,[],1642857,,,1610612748,46,52,2026-01-18T01:59:40Z,2410000,False,,,0,,K. Jakučionis REBOUND (Off:0 Def:2),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Mid-Range,16-24 Center,,,,,,251.0,2.0,2.0,0.0,,,,,,,,,,,
253,PT05M08.00S,2026-01-18T01:59:43.4Z,2,REGULAR,3pt,Jump Shot,[],1631323,30.929697766097235,75.98039215686275,1610612748,46,52,2026-01-18T01:59:50Z,2420000,False,-130.0,238.0,1,left,MISS S. Fontecchio 27' 3PT,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
254,PT05M04.00S,2026-01-18T01:59:47.4Z,2,REGULAR,rebound,offensive,[],1631323,,,1610612748,46,52,2026-01-18T01:59:47Z,2430000,False,,,0,,S. Fontecchio REBOUND (Off:2 Def:1),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,253.0,3.0,1.0,2.0,,,,,,,,,,,
255,PT05M01.00S,2026-01-18T01:59:50.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642066,26.987516425755587,17.892156862745097,1610612748,49,52,2026-01-18T01:59:55Z,2440000,False,161.0,201.0,1,left,M. Gardner 25' 3PT  (9 PTS) (S. Fontecchio 2 AST),"[1642066, 1631323]",1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Above the Break 3,24+ Right Center,25.74,Made,9.0,,,,,,,,,,,S. Fontecchio,1631323.0,2.0,,,,
257,PT04M42.00S,2026-01-18T02:00:08.8Z,2,REGULAR,3pt,Jump Shot,[],1629652,69.82588699080158,73.77450980392157,1610612760,49,52,2026-01-18T02:00:14Z,2460000,False,119.0,231.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
