actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-12-28T01:12:15.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-28T01:12:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-12-28T01:12:18.9Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612754,0,0,2025-12-28T01:12:18Z,40000,False,,,0,,Jump Ball J. Huff vs. K. Ware: Tip to P. Siakam,"[1627783, 1630643, 1642276]",1610612754.0,IND,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Huff,1630643.0,Ware,1642276.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-12-28T01:12:52.8Z,1,REGULAR,2pt,Jump Shot,[],1629614,26.49474375821288,47.30392156862745,1610612754,0,2,2025-12-28T01:12:59Z,80000,False,13.0,197.0,1,left,A. Nembhard 19' pullup Jump Shot (2 PTS) (J. Huff 1 AST),"[1629614, 1630643]",1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Center,19.71,Made,2.0,J. Huff,1630643.0,1.0,,,,,,,,,,,,,,
10,PT11M17.00S,2025-12-28T01:13:12.1Z,1,REGULAR,3pt,Jump Shot,[],203952,67.36202365308804,66.42156862745098,1610612748,3,2,2025-12-28T01:13:17Z,100000,False,82.0,254.0,1,right,A. Wiggins 26' 3PT  (3 PTS) (P. Larsson 1 AST),"[203952, 1641796]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,26.72,Made,3.0,P. Larsson,1641796.0,1.0,,,,,,,,,,,,,,
12,PT11M03.00S,2025-12-28T01:13:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,17.821944809461236,40.931372549019606,1610612754,3,4,2025-12-28T01:13:32Z,120000,False,45.0,115.0,1,left,P. Siakam 12' turnaround fadeaway Jump Shot (2 PTS),[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,12.36,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M44.00S,2025-12-28T01:13:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,89.83245729303549,54.90196078431373,1610612748,3,4,2025-12-28T01:46:26Z,130000,False,25.0,43.0,1,right,MISS N. Powell driving floating Shot - blocked,"[1626181, 1630643]",1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,Huff,1630643.0,,,,,,,,,,,,
61,PT10M44.00S,2025-12-28T01:13:45.9Z,1,REGULAR,block,,[],1630643,,,1610612748,3,4,2025-12-28T01:19:05Z,135000,False,,,0,,J. Huff BLOCK (1 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M41.00S,2025-12-28T01:13:48.9Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,3,4,2025-12-28T01:19:05Z,140000,False,,,0,,K. Ware REBOUND (Off:1 Def:0),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,
15,PT10M41.00S,2025-12-28T01:13:49.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642276,94.40999984741211,50.0,1610612748,5,4,2025-12-28T01:13:49Z,150000,False,0.0,0.0,1,right,K. Ware tip Layup (2 PTS),[1642276],1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2025-12-28T01:13:53.9Z,1,REGULAR,3pt,Jump Shot,[],1630643,7.178055190538765,3.6764705882352944,1610612754,5,4,2025-12-28T01:13:58Z,160000,False,232.0,15.0,1,left,MISS J. Huff 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Right Corner 3,24+ Right,23.21,Missed,,,,,,,,,,,,,,,,,,
17,PT10M32.00S,2025-12-28T01:13:57.6Z,1,REGULAR,rebound,offensive,[],1642277,,,1610612754,5,4,2025-12-28T01:13:57Z,170000,False,,,0,,J. Furphy REBOUND (Off:1 Def:0),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Right Corner 3,24+ Right,,,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,
18,PT10M30.00S,2025-12-28T01:13:59.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,28.07161629434954,80.3921568627451,1610612754,5,4,2025-12-28T01:14:04Z,180000,False,-152.0,211.0,1,left,MISS B. Mathurin 26' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
19,PT10M25.00S,2025-12-28T01:14:04.2Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,5,4,2025-12-28T01:14:04Z,190000,False,,,0,,K. Ware REBOUND (Off:1 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,,,,18.0,2.0,1.0,1.0,,,,,,,,
20,PT10M18.00S,2025-12-28T01:14:10.5Z,1,REGULAR,3pt,Jump Shot,[],1642276,68.15045992115637,71.56862745098039,1610612748,8,4,2025-12-28T01:14:15Z,200000,False,108.0,247.0,1,right,K. Ware 26' 3PT  (5 PTS) (A. Wiggins 1 AST),"[1642276, 203952]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,26.94,Made,5.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,
22,PT10M09.00S,2025-12-28T01:14:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,5.075558475689881,52.69607843137255,1610612754,8,6,2025-12-28T01:14:26Z,220000,False,-13.0,-5.0,1,left,P. Siakam driving Layup (4 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.43,Made,4.0,,,,,,,,,,,,,,,,,
23,PT09M56.00S,2025-12-28T01:14:37.0Z,1,REGULAR,foul,personal,['2freethrow'],1642277,,,1610612748,8,6,2025-12-28T01:15:02Z,230000,False,,,0,,J. Furphy shooting personal FOUL (1 PF) (Larsson 2 FT),"[1642277, 1641796]",1610612754.0,IND,shooting,,,Furphy,J. Furphy,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201245.0,1.0,0.0,Larsson,1641796.0,,,
25,PT09M56.00S,2025-12-28T01:15:05.6Z,1,REGULAR,freethrow,1 of 2,[],1641796,,,1610612748,9,6,2025-12-28T01:15:05Z,250000,False,,,0,,P. Larsson Free Throw 1 of 2 (1 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
26,PT09M56.00S,2025-12-28T01:15:20.5Z,1,REGULAR,freethrow,2 of 2,[],1641796,,,1610612748,10,6,2025-12-28T01:15:20Z,260000,False,,,0,,P. Larsson Free Throw 2 of 2 (2 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
27,PT09M33.00S,2025-12-28T01:15:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630643,6.521024967148489,46.568627450980394,1610612754,10,8,2025-12-28T01:18:52Z,270000,False,17.0,9.0,1,left,J. Huff driving Layup (2 PTS) (A. Nembhard 1 AST),"[1630643, 1629614]",1610612754.0,IND,driving,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,1.93,Made,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,,,
29,PT09M20.00S,2025-12-28T01:15:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642276,93.51182654402102,46.81372549019608,1610612748,12,8,2025-12-28T01:16:02Z,290000,False,-16.0,8.0,1,right,K. Ware driving Layup (7 PTS) (D. Mitchell 1 AST),"[1642276, 1630558]",1610612748.0,MIA,driving,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.8,Made,7.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
31,PT09M01.00S,2025-12-28T01:16:17.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630643,6.521024967148489,49.26470588235294,1610612754,12,10,2025-12-28T01:16:25Z,310000,False,4.0,9.0,1,left,J. Huff reverse DUNK (4 PTS) (A. Nembhard 2 AST),"[1630643, 1629614]",1610612754.0,IND,reverse,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,0.95,Made,4.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,,,,,
33,PT08M52.00S,2025-12-28T01:16:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,91.27792378449409,47.30392156862745,1610612748,12,10,2025-12-28T01:16:35Z,330000,False,-13.0,29.0,1,right,MISS P. Larsson driving Layup,[1641796],1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,,
34,PT08M52.00S,2025-12-28T01:16:29.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,12,10,2025-12-28T01:16:29Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,33.0,,,,,,,,,,,
35,PT08M52.00S,2025-12-28T01:16:35.0Z,1,REGULAR,foul,personal,[],1627783,,,1610612748,12,10,2025-12-28T01:16:43Z,350000,False,,,0,,P. Siakam loose ball personal FOUL (1 PF),"[1627783, 1641796]",1610612754.0,IND,loose ball,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1628480.0,1.0,0.0,Larsson,1641796.0,,,
37,PT08M46.00S,2025-12-28T01:17:03.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626181,83.26215505913272,30.637254901960787,1610612748,12,10,2025-12-28T01:17:12Z,370000,False,-97.0,105.0,1,right,MISS N. Powell 14' fadeaway Shot,[1626181],1610612748.0,MIA,fadeaway,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,14.27,Missed,,,,,,,,,,,,,,,,,,
38,PT08M42.00S,2025-12-28T01:17:08.5Z,1,REGULAR,rebound,offensive,[],203952,,,1610612748,12,10,2025-12-28T01:17:08Z,380000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,37.0,1.0,0.0,1.0,,,,,,,,
39,PT08M39.00S,2025-12-28T01:17:11.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203952,83.919185282523,69.11764705882352,1610612748,12,10,2025-12-28T01:17:17Z,390000,False,96.0,99.0,1,right,MISS A. Wiggins 13' step back Shot,[203952],1610612748.0,MIA,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,13.74,Missed,,,,,,,,,,,,,,,,,,
40,PT08M35.00S,2025-12-28T01:17:15.5Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,12,10,2025-12-28T01:17:17Z,400000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,
