actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-22T01:11:42.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-22T01:11:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-02-22T01:11:46.0Z,1,REGULAR,jumpball,recovered,[],1642857,,,1610612748,0,0,2026-02-22T01:11:46Z,40000,False,,,0,,Jump Ball B. Adebayo vs. O. Prosper: Tip to K. Jakučionis,"[1642857, 1628389, 1641765]",1610612748.0,MIA,startperiod,K. Jakučionis,1642857.0,Jakučionis,K. Jakučionis,Adebayo,1628389.0,Prosper,1641765.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-02-22T01:11:59.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,6.521024967148489,51.9607843137255,1610612748,2,0,2026-02-22T01:13:46Z,70000,False,-10.0,9.0,1,left,A. Wiggins Layup (2 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.32,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M18.00S,2026-02-22T01:12:22.1Z,1,REGULAR,3pt,Jump Shot,[],1629660,68.54467805519053,72.05882352941177,1610612763,2,0,2026-02-22T01:12:28Z,80000,False,110.0,243.0,1,right,MISS T. Jerome 26' step back 3PT,[1629660],1610612763.0,MEM,step back,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,26.7,Missed,,,,,,,,,,,,,,,,,,
9,PT11M14.00S,2026-02-22T01:12:26.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,0,2026-02-22T01:12:28Z,90000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M10.00S,2026-02-22T01:12:35.4Z,1,REGULAR,foul,personal,['3freethrow'],1641765,,,1610612748,2,0,2026-02-22T01:12:48Z,100000,False,,,0,,O. Prosper shooting personal FOUL (1 PF) (Powell 3 FT),"[1641765, 1626181]",1610612763.0,MEM,shooting,,,Prosper,O. Prosper,,,,,Left Corner 3,24+ Left,,,,,,,,201638.0,1.0,0.0,Powell,1626181.0,,,,,,,,
13,PT11M10.00S,2026-02-22T01:13:32.0Z,1,REGULAR,freethrow,1 of 3,[],1626181,,,1610612748,2,0,2026-02-22T01:14:03Z,130000,False,,,0,,MISS N. Powell Free Throw 1 of 3,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M10.00S,2026-02-22T01:13:32.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,2,0,2026-02-22T01:14:03Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,
15,PT11M10.00S,2026-02-22T01:13:32.0Z,1,REGULAR,freethrow,2 of 3,[],1626181,,,1610612748,2,0,2026-02-22T01:14:03Z,150000,False,,,0,,MISS N. Powell Free Throw 2 of 3,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M10.00S,2026-02-22T01:13:32.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,2,0,2026-02-22T01:14:03Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,
17,PT11M10.00S,2026-02-22T01:13:32.0Z,1,REGULAR,freethrow,3 of 3,[],1626181,,,1610612748,2,0,2026-02-22T01:14:03Z,170000,False,,,0,,MISS N. Powell Free Throw 3 of 3,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
