actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
657,PT05M29.00S,2026-03-11T01:50:15.6Z,4,REGULAR,freethrow,2 of 2,[],1630702,,,1610612764,137,112,2026-03-11T01:50:15Z,6480000,False,,,0,,J. Hardy Free Throw 2 of 2 (13 PTS),[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
658,PT05M21.00S,2026-03-11T01:50:32.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641731,,,1610612748,137,112,2026-03-11T01:50:41Z,6490000,False,,,0,,B. Coulibaly personal FOUL (3 PF) (Adebayo 2 FT),"[1641731, 1628389]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,203592.0,3.0,1.0,Adebayo,1628389.0,,,
660,PT05M21.00S,2026-03-11T01:50:56.2Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,138,112,2026-03-11T01:50:56Z,6510000,False,,,0,,B. Adebayo Free Throw 1 of 2 (73 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,73.0,,,,,,,,,,,,,,,,,
661,PT05M21.00S,2026-03-11T01:51:10.4Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,139,112,2026-03-11T01:51:10Z,6520000,False,,,0,,B. Adebayo Free Throw 2 of 2 (74 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,74.0,,,,,,,,,,,,,,,,,
662,PT05M03.00S,2026-03-11T01:51:30.4Z,4,REGULAR,3pt,Jump Shot,[],1630702,22.421156373193167,7.107843137254902,1610612764,139,112,2026-03-11T01:51:42Z,6530000,False,214.0,158.0,1,left,MISS J. Hardy 26' fadeaway 3PT,[1630702],1610612764.0,WAS,fadeaway,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
663,PT04M58.00S,2026-03-11T01:51:35.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,139,112,2026-03-11T01:51:42Z,6540000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,662.0,,,,,,,,,,,,,,,,
665,PT04M51.00S,2026-03-11T01:51:56.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642860,6.389618922470433,48.03921568627451,1610612764,139,114,2026-03-11T01:52:03Z,6560000,False,10.0,8.0,1,left,W. Riley driving finger roll Layup (19 PTS),[1642860],1610612764.0,WAS,driving finger roll,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,1.24,Made,19.0,,,,,,,,,,,,,,,,,
666,PT04M34.00S,2026-03-11T01:52:16.4Z,4,REGULAR,turnover,traveling,[],1628389,,,1610612748,139,114,2026-03-11T01:52:22Z,6570000,False,,,0,,B. Adebayo traveling TURNOVER (4 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202049.0,,,,,4.0,,
667,PT04M17.00S,2026-03-11T01:52:47.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630702,10.33180026281209,48.03921568627451,1610612764,139,116,2026-03-11T01:52:54Z,6580000,False,10.0,45.0,1,left,J. Hardy driving floating Jump Shot (15 PTS) (B. Coulibaly 4 AST),"[1630702, 1641731]",1610612764.0,WAS,driving floating,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,4.57,Made,15.0,,,,,,,B. Coulibaly,1641731.0,4.0,,,,,,,,
669,PT03M59.00S,2026-03-11T01:53:04.8Z,4,REGULAR,3pt,Jump Shot,[],1628389,67.49342969776609,62.00980392156863,1610612748,139,116,2026-03-11T02:16:26Z,6600000,False,60.0,253.0,1,right,MISS B. Adebayo 26' pullup 3PT,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
670,PT03M55.00S,2026-03-11T01:53:08.8Z,4,REGULAR,rebound,offensive,[],1631323,,,1610612748,139,116,2026-03-11T01:53:10Z,6610000,False,,,0,,S. Fontecchio REBOUND (Off:2 Def:3),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,,,,669.0,,,5.0,3.0,2.0,,,,,,,,,,,
671,PT03M55.00S,2026-03-11T01:53:09.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631323,93.38042049934296,50.73529411764706,1610612748,141,116,2026-03-11T01:53:14Z,6620000,False,4.0,10.0,1,right,S. Fontecchio putback Layup (18 PTS),[1631323],1610612748.0,MIA,putback,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,1.04,Made,18.0,,,,,,,,,,,,,,,,,
672,PT03M44.00S,2026-03-11T01:53:19.7Z,4,REGULAR,3pt,Jump Shot,[],1642860,10.200394218134035,3.9215686274509802,1610612764,141,119,2026-03-11T01:53:25Z,6630000,False,230.0,43.0,1,left,W. Riley 3PT  (22 PTS) (B. Coulibaly 5 AST),"[1642860, 1641731]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Right Corner 3,24+ Right,23.45,Made,22.0,,,,,,,B. Coulibaly,1641731.0,5.0,,,,,,,,
674,PT03M26.00S,2026-03-11T01:53:39.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.85479632063075,49.26470588235294,1610612748,143,119,2026-03-11T01:53:47Z,6650000,False,-4.0,15.0,1,right,B. Adebayo Layup (76 PTS) (D. Smith 5 AST),"[1628389, 1630696]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.52,Made,76.0,,,,,,,D. Smith,1630696.0,5.0,,,,,,,,
676,PT03M26.00S,2026-03-11T01:53:44.2Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642860,,,1610612748,143,119,2026-03-11T01:53:59Z,6670000,False,,,0,,W. Riley shooting personal FOUL (4 PF) (Adebayo 1 FT),"[1642860, 1628389]",1610612764.0,WAS,shooting,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,4.0,0.0,Adebayo,1628389.0,,,
678,PT03M26.00S,2026-03-11T01:54:08.2Z,4,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,144,119,2026-03-11T01:54:08Z,6690000,False,,,0,,B. Adebayo Free Throw 1 of 1 (77 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,77.0,,,,,,,,,,,,,,,,,
679,PT03M10.00S,2026-03-11T01:54:28.5Z,4,REGULAR,3pt,Jump Shot,[],1630702,34.510512483574246,48.77450980392157,1610612764,144,119,2026-03-11T01:54:35Z,6700000,False,6.0,272.0,1,left,MISS J. Hardy 27' 3PT,[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,27.2,Missed,,,,,,,,,,,,,,,,,,
680,PT03M06.00S,2026-03-11T01:54:32.5Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,144,119,2026-03-11T01:54:35Z,6710000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,679.0,,,9.0,8.0,1.0,,,,,,,,,,,
681,PT03M02.00S,2026-03-11T01:54:35.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628389,67.36202365308804,45.588235294117645,1610612748,144,119,2026-03-11T02:02:32Z,6720000,False,-22.0,254.0,1,right,MISS B. Adebayo 25' running pullup 3PT,[1628389],1610612748.0,MIA,running pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.53,Missed,,,,,,,,,,,,,,,,,,
682,PT02M58.00S,2026-03-11T01:54:39.9Z,4,REGULAR,rebound,offensive,[],1631323,,,1610612748,144,119,2026-03-11T01:54:39Z,6730000,False,,,0,,S. Fontecchio REBOUND (Off:3 Def:3),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,,,,681.0,,,6.0,3.0,3.0,,,,,,,,,,,
683,PT02M56.00S,2026-03-11T01:54:45.6Z,4,REGULAR,foul,offensive,[],1628389,,,1610612748,144,119,2026-03-11T01:56:06Z,6740000,False,,,0,,B. Adebayo charge offensive FOUL (3 PF),"[1628389, 1630702]",1610612748.0,MIA,charge,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203592.0,3.0,0.0,Hardy,1630702.0,,,
685,PT02M56.00S,2026-03-11T01:54:45.6Z,4,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,144,119,2026-03-11T01:54:45Z,6760000,False,,,0,,B. Adebayo offensive foul TURNOVER (5 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203592.0,,,,,5.0,,
687,PT02M56.00S,2026-03-11T01:55:23.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,144,119,2026-03-11T01:55:23Z,6780000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT02M56.00S,2026-03-11T01:57:49.8Z,4,REGULAR,substitution,out,[],1631323,,,1610612764,144,119,2026-03-11T01:58:01Z,6820000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT02M56.00S,2026-03-11T01:57:49.8Z,4,REGULAR,substitution,out,[],1631170,,,1610612764,144,119,2026-03-11T01:58:01Z,6830000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT02M56.00S,2026-03-11T01:57:49.8Z,4,REGULAR,substitution,in,[],1642857,,,1610612764,144,119,2026-03-11T01:58:01Z,6840000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT02M56.00S,2026-03-11T01:57:49.8Z,4,REGULAR,substitution,in,[],1642066,,,1610612764,144,119,2026-03-11T01:58:01Z,6850000,False,,,0,,SUB in: M. Gardner,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT02M32.00S,2026-03-11T01:58:11.3Z,4,REGULAR,turnover,bad pass,[],1630702,,,1610612764,144,119,2026-03-11T01:58:18Z,6860000,False,,,0,,J. Hardy bad pass TURNOVER (3 TO),"[1630702, 1642352]",1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,3.0,Johnson,1642352.0
696,PT02M32.00S,2026-03-11T01:58:11.3Z,4,REGULAR,steal,,[],1642352,,,1610612748,144,119,2026-03-11T01:58:13Z,6870000,False,,,0,,K. Johnson STEAL (2 STL),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
697,PT02M17.00S,2026-03-11T01:58:25.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628389,67.7562417871222,54.41176470588235,1610612748,144,119,2026-03-11T01:58:33Z,6880000,False,22.0,251.0,1,right,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
698,PT02M14.00S,2026-03-11T01:58:29.1Z,4,REGULAR,rebound,offensive,[],1642352,,,1610612748,144,119,2026-03-11T01:58:29Z,6890000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,697.0,,,1.0,0.0,1.0,,,,,,,,,,,
699,PT02M09.00S,2026-03-11T01:58:34.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628389,73.14388961892247,18.627450980392158,1610612748,144,119,2026-03-11T01:58:44Z,6900000,False,-157.0,200.0,1,right,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
700,PT02M06.00S,2026-03-11T01:58:37.4Z,4,REGULAR,rebound,offensive,[],1642066,,,1610612748,144,119,2026-03-11T01:58:44Z,6910000,False,,,0,,M. Gardner REBOUND (Off:3 Def:5),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Above the Break 3,24+ Left Center,,,,699.0,,,8.0,5.0,3.0,,,,,,,,,,,
701,PT02M05.00S,2026-03-11T01:58:39.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612748,144,119,2026-03-11T01:59:07Z,6920000,False,,,0,,A. Gill shooting personal FOUL (4 PF) (Adebayo 2 FT),"[1630264, 1628389]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,4.0,0.0,Adebayo,1628389.0,,,
703,PT02M05.00S,2026-03-11T01:59:05.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,144,119,2026-03-11T01:59:05Z,6940000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT02M05.00S,2026-03-11T02:00:48.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628389,,,1610612748,145,119,2026-03-11T02:00:48Z,6960000,False,,,0,,B. Adebayo Free Throw 1 of 2 (78 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,78.0,,,,,,,,,,,,,,,,,
706,PT02M05.00S,2026-03-11T02:01:03.7Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628389,,,1610612748,146,119,2026-03-11T02:01:03Z,6970000,False,,,0,,B. Adebayo Free Throw 2 of 2 (79 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,79.0,,,,,,,,,,,,,,,,,
707,PT01M49.00S,2026-03-11T02:01:21.9Z,4,REGULAR,3pt,Jump Shot,[],1630702,30.831143232588698,64.70588235294117,1610612764,146,119,2026-03-11T02:01:28Z,6980000,False,-74.0,237.0,1,left,MISS J. Hardy 24' 3PT,[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
708,PT01M45.00S,2026-03-11T02:01:25.9Z,4,REGULAR,rebound,defensive,[],1630696,,,1610612748,146,119,2026-03-11T02:01:28Z,6990000,False,,,0,,D. Smith REBOUND (Off:0 Def:3),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Center,,,,707.0,,,3.0,3.0,0.0,,,,,,,,,,,
710,PT01M44.00S,2026-03-11T02:01:28.1Z,4,REGULAR,turnover,out-of-bounds,[],1630696,,,1610612748,146,119,2026-03-11T02:01:36Z,7010000,False,,,0,,D. Smith bad pass out-of-bounds TURNOVER (2 TO),[1630696],1610612748.0,MIA,bad pass,,,Smith,D. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,203592.0,,,,,2.0,,
711,PT01M40.00S,2026-03-11T02:01:47.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630696,,,1610612764,146,119,2026-03-11T02:01:59Z,7020000,False,,,0,,D. Smith personal FOUL (3 PF) (Hardy 2 FT),"[1630696, 1630702]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,203592.0,3.0,0.0,Hardy,1630702.0,,,
713,PT01M40.00S,2026-03-11T02:02:20.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630702,,,1610612764,146,120,2026-03-11T02:02:20Z,7040000,False,,,0,,J. Hardy Free Throw 1 of 2 (16 PTS),[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
714,PT01M40.00S,2026-03-11T02:02:48.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630702,,,1610612764,146,121,2026-03-11T02:02:48Z,7050000,False,,,0,,J. Hardy Free Throw 2 of 2 (17 PTS),[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
715,PT01M37.00S,2026-03-11T02:03:00.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630702,,,1610612748,146,121,2026-03-11T02:03:16Z,7060000,False,,,0,,J. Hardy personal FOUL (4 PF) (Adebayo 2 FT),"[1630702, 1628389]",1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202049.0,4.0,0.0,Adebayo,1628389.0,,,
717,PT01M37.00S,2026-03-11T02:03:28.7Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,147,121,2026-03-11T02:03:28Z,7080000,False,,,0,,B. Adebayo Free Throw 1 of 2 (80 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,80.0,,,,,,,,,,,,,,,,,
718,PT01M37.00S,2026-03-11T02:03:45.4Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,148,121,2026-03-11T02:03:45Z,7090000,False,,,0,,B. Adebayo Free Throw 2 of 2 (81 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,81.0,,,,,,,,,,,,,,,,,
720,PT01M35.00S,2026-03-11T02:03:53.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630696,,,1610612764,148,121,2026-03-11T02:04:19Z,7110000,False,,,0,,D. Smith personal FOUL (4 PF) (Carrington 2 FT),"[1630696, 1642267]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,4.0,0.0,Carrington,1642267.0,,,
722,PT01M35.00S,2026-03-11T02:04:22.5Z,4,REGULAR,freethrow,1 of 2,[],1642267,,,1610612764,148,121,2026-03-11T02:04:22Z,7130000,False,,,0,,MISS B. Carrington Free Throw 1 of 2,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
723,PT01M35.00S,2026-03-11T02:04:22.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,148,121,2026-03-11T02:04:22Z,7140000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,722.0,,,,,,,,,,,,,,,,
724,PT01M35.00S,2026-03-11T02:04:41.5Z,4,REGULAR,freethrow,2 of 2,[],1642267,,,1610612764,148,122,2026-03-11T02:04:41Z,7150000,False,,,0,,B. Carrington Free Throw 2 of 2 (7 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
725,PT01M25.00S,2026-03-11T02:04:56.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630702,,,1610612748,148,122,2026-03-11T02:05:10Z,7160000,False,,,0,,J. Hardy personal FOUL (5 PF) (Johnson 2 FT),"[1630702, 1642352]",1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202049.0,5.0,0.0,Johnson,1642352.0,,,
727,PT01M25.00S,2026-03-11T02:05:40.6Z,4,REGULAR,freethrow,1 of 2,[],1642352,,,1610612748,148,122,2026-03-11T02:05:56Z,7180000,False,,,0,,MISS K. Johnson Free Throw 1 of 2,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
728,PT01M25.00S,2026-03-11T02:05:40.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,148,122,2026-03-11T02:05:56Z,7190000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,727.0,,,,,,,,,,,,,,,,
729,PT01M25.00S,2026-03-11T02:05:40.6Z,4,REGULAR,freethrow,2 of 2,[],1642352,,,1610612748,148,122,2026-03-11T02:05:56Z,7200000,False,,,0,,MISS K. Johnson Free Throw 2 of 2,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
730,PT01M24.00S,2026-03-11T02:05:41.6Z,4,REGULAR,rebound,defensive,[],1641731,,,1610612764,148,122,2026-03-11T02:05:56Z,7210000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:6),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,729.0,,,6.0,6.0,0.0,,,,,,,,,,,
731,PT01M24.00S,2026-03-11T02:05:54.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642857,,,1610612764,148,122,2026-03-11T02:06:15Z,7220000,False,,,0,,K. Jakučionis take personal FOUL (3 PF) (Coulibaly 2 FT),"[1642857, 1641731]",1610612748.0,MIA,take,,,Jakučionis,K. Jakučionis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,203592.0,3.0,0.0,Coulibaly,1641731.0,,,
733,PT01M24.00S,2026-03-11T02:06:17.8Z,4,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,148,123,2026-03-11T02:06:17Z,7240000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (9 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
734,PT01M24.00S,2026-03-11T02:06:29.2Z,4,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,148,124,2026-03-11T02:06:29Z,7250000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (10 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
737,PT01M21.00S,2026-03-11T02:06:45.3Z,4,REGULAR,turnover,bad pass,[],1630696,,,1610612748,148,124,2026-03-11T02:07:00Z,7280000,False,,,0,,D. Smith bad pass TURNOVER (3 TO),"[1630696, 1641731]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,3.0,Coulibaly,1641731.0
738,PT01M21.00S,2026-03-11T02:06:45.3Z,4,REGULAR,steal,,[],1641731,,,1610612764,148,124,2026-03-11T02:06:47Z,7290000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
739,PT01M19.00S,2026-03-11T02:06:49.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642267,6.652431011826544,50.73529411764706,1610612764,148,126,2026-03-11T02:20:58Z,7300000,False,-4.0,10.0,1,left,B. Carrington driving Layup (9 PTS) (B. Coulibaly 6 AST),"[1642267, 1641731]",1610612764.0,WAS,driving,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,1.07,Made,9.0,,,,,,,B. Coulibaly,1641731.0,6.0,,,,,,,,
740,PT01M16.00S,2026-03-11T02:06:54.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612748,148,126,2026-03-11T02:07:13Z,7310000,False,,,0,,A. Gill shooting personal FOUL (5 PF) (Adebayo 2 FT),"[1630264, 1628389]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203592.0,5.0,0.0,Adebayo,1628389.0,,,
743,PT01M16.00S,2026-03-11T02:07:25.3Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,149,126,2026-03-11T02:07:25Z,7330000,False,,,0,,B. Adebayo Free Throw 1 of 2 (82 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,82.0,,,,,,,,,,,,,,,,,
744,PT01M16.00S,2026-03-11T02:07:53.3Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,150,126,2026-03-11T02:07:53Z,7340000,False,,,0,,B. Adebayo Free Throw 2 of 2 (83 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,83.0,,,,,,,,,,,,,,,,,
745,PT01M14.00S,2026-03-11T02:07:59.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642857,,,1610612764,150,126,2026-03-11T02:25:44Z,7342500,False,,,0,,K. Jakučionis personal FOUL (4 PF) (Carrington 2 FT),"[1642857, 1642267]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,2003.0,4.0,0.0,Carrington,1642267.0,,,
747,PT01M14.00S,2026-03-11T02:08:47.2Z,4,REGULAR,freethrow,1 of 2,[],1642267,,,1610612764,150,126,2026-03-11T02:26:03Z,7345000,False,,,0,,MISS B. Carrington Free Throw 1 of 2,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
748,PT01M14.00S,2026-03-11T02:08:47.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,150,126,2026-03-11T02:26:03Z,7347500,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,747.0,,,,,,,,,,,,,,,,
753,PT01M14.00S,2026-03-11T02:08:47.2Z,4,REGULAR,freethrow,2 of 2,[],1642267,,,1610612764,150,127,2026-03-11T02:26:03Z,7348750,False,,,0,,B. Carrington Free Throw 2 of 2 (10 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
767,PT01M08.00S,2026-03-11T02:09:07.5Z,4,REGULAR,substitution,out,[],1630696,,,1610612748,150,127,2026-03-11T02:27:20Z,7394375,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
768,PT01M08.00S,2026-03-11T02:09:07.5Z,4,REGULAR,substitution,out,[],1628389,,,1610612748,150,127,2026-03-11T02:27:20Z,7417187,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
