actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
81,PT04M03.00S,2024-01-02T02:24:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627750,7.966491458607096,45.83333333333333,1610612743,15,11,2024-01-02T02:24:33Z,810000,False,21.0,22.0,1,left,MISS J. Murray driving Layup - blocked,"[1627750, 1641733]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,3.06,Missed,,,,,,,,,Smith Jr.,1641733.0,,,,,,
82,PT04M03.00S,2024-01-02T02:24:28.5Z,1,REGULAR,block,,[],1641733,,,1610612743,15,11,2024-01-02T02:36:36Z,820000,False,,,0,,N. Smith Jr. BLOCK (1 BLK),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT04M03.00S,2024-01-02T02:24:28.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,15,11,2024-01-02T02:24:33Z,830000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,81.0,,,,,,,,,,,,,,
85,PT03M47.00S,2024-01-02T02:24:55.1Z,1,REGULAR,3pt,Jump Shot,[],1641706,80.23981603153744,7.598039215686274,1610612766,15,11,2024-01-02T02:25:02Z,850000,False,-212.0,133.0,1,right,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,25.04,Missed,,,,,,,,,,,,,,,,
86,PT03M44.00S,2024-01-02T02:24:58.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,15,11,2024-01-02T02:24:58Z,860000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,85.0,3.0,3.0,0.0,,,,,,,,,,,
87,PT03M35.00S,2024-01-02T02:25:07.3Z,1,REGULAR,3pt,Jump Shot,[],1631212,7.835085413929041,1.715686274509804,1610612743,18,11,2024-01-02T02:25:14Z,870000,False,241.0,21.0,1,left,P. Watson 24' 3PT  (3 PTS) (N. Jokic 3 AST),"[1631212, 203999]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Right Corner 3,24+ Right,,,24.23,Made,3.0,,,,,N. Jokic,203999.0,3.0,,,,,,,,
95,PT03M18.00S,2024-01-02T02:25:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,82.60512483574244,47.794117647058826,1610612766,18,13,2024-01-02T02:26:42Z,885000,False,-11.0,111.0,1,right,B. Miller 11' Jump Shot (5 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,11.15,Made,5.0,,,,,,,,,,,,,,,
89,PT03M18.00S,2024-01-02T02:25:24.6Z,1,REGULAR,foul,personal,['1freethrow'],203484,,,1610612766,18,13,2024-01-02T02:25:46Z,890000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Miller 1 FT),"[203484, 1641706]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,201245.0,,,,,,,,,,,,,,1.0,0.0,Miller,1641706.0,,
92,PT03M18.00S,2024-01-02T02:25:52.7Z,1,REGULAR,foul,technical,['1freethrow'],203484,,,1610612766,18,13,2024-01-02T02:25:59Z,920000,False,,,0,,K. Caldwell-Pope technical FOUL (1 Tech),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,201245.0,,,,,,,,,,,,,,1.0,1.0,,,,
93,PT03M18.00S,2024-01-02T02:26:00.1Z,1,REGULAR,freethrow,1 of 1,[],1641706,,,1610612766,18,14,2024-01-02T02:26:00Z,930000,False,,,0,,B. Miller technical Free Throw 1 of 1 (6 PTS),[1641706],1610612766.0,CHA,technical,,,Miller,B. Miller,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
94,PT03M18.00S,2024-01-02T02:26:32.7Z,1,REGULAR,freethrow,1 of 1,[],1641706,,,1610612766,18,15,2024-01-02T02:27:31Z,940000,False,,,0,,B. Miller Free Throw 1 of 1 (7 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
102,PT03M18.00S,2024-01-02T02:26:36.6Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,18,15,2024-01-02T02:28:47Z,945000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M18.00S,2024-01-02T02:26:36.6Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,18,15,2024-01-02T02:28:47Z,947500,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M18.00S,2024-01-02T02:26:36.6Z,1,REGULAR,substitution,in,[],1631128,,,1610612743,18,15,2024-01-02T02:28:47Z,948750,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M18.00S,2024-01-02T02:26:36.6Z,1,REGULAR,substitution,in,[],202704,,,1610612743,18,15,2024-01-02T02:28:47Z,949375,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M03.00S,2024-01-02T02:26:40.6Z,1,REGULAR,2pt,Jump Shot,[],202704,6.783837056504599,69.11764705882352,1610612743,18,15,2024-01-02T02:26:54Z,950000,False,-96.0,11.0,1,left,MISS R. Jackson 9' turnaround Shot,[202704],1610612743.0,DEN,turnaround,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,,,9.63,Missed,,,,,,,,,,,,,,,,
97,PT02M57.00S,2024-01-02T02:26:46.6Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,18,15,2024-01-02T02:26:54Z,960000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,
98,PT02M54.00S,2024-01-02T02:26:49.9Z,1,REGULAR,3pt,Jump Shot,[],1641706,68.9388961892247,28.921568627450984,1610612766,18,15,2024-01-02T02:32:35Z,970000,False,-105.0,239.0,1,right,MISS B. Miller 26' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,26.17,Missed,,,,,,,,,,,,,,,,
99,PT02M50.00S,2024-01-02T02:26:53.9Z,1,REGULAR,rebound,defensive,[],202704,,,1610612743,18,15,2024-01-02T02:27:01Z,980000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,
100,PT02M45.00S,2024-01-02T02:27:00.1Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,18,15,2024-01-02T02:27:18Z,990000,False,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (1 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,2714.0,1.0,,,,,,,,,,,,,,,,,,
101,PT02M45.00S,2024-01-02T02:27:11.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,18,15,2024-01-02T02:27:11Z,1000000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M45.00S,2024-01-02T02:29:17.5Z,1,REGULAR,substitution,out,[],203484,,,1610612766,18,15,2024-01-02T02:29:38Z,1010000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M45.00S,2024-01-02T02:29:17.5Z,1,REGULAR,substitution,out,[],203999,,,1610612766,18,15,2024-01-02T02:29:38Z,1020000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M45.00S,2024-01-02T02:29:17.5Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,18,15,2024-01-02T02:29:38Z,1030000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M45.00S,2024-01-02T02:29:17.5Z,1,REGULAR,substitution,in,[],1630192,,,1610612766,18,15,2024-01-02T02:29:38Z,1040000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M45.00S,2024-01-02T02:29:17.5Z,1,REGULAR,substitution,in,[],1631124,,,1610612766,18,15,2024-01-02T02:29:38Z,1050000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M45.00S,2024-01-02T02:29:17.5Z,1,REGULAR,substitution,in,[],1628970,,,1610612766,18,15,2024-01-02T02:29:38Z,1060000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M34.00S,2024-01-02T02:30:02.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,68.15045992115637,40.19607843137255,1610612766,18,18,2024-01-02T02:30:10Z,1070000,False,-49.0,247.0,1,right,P. Washington 25' 3PT  (3 PTS) (C. Martin 1 AST),"[1629023, 1628998]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,25.17,Made,3.0,,,,,C. Martin,1628998.0,1.0,,,,,,,,
116,PT02M12.00S,2024-01-02T02:30:23.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,18.74178712220762,54.41176470588235,1610612743,18,18,2024-01-02T02:30:29Z,1090000,False,-22.0,124.0,1,left,MISS P. Watson 12' pullup Shot,[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,12.57,Missed,,,,,,,,,,,,,,,,
117,PT02M10.00S,2024-01-02T02:30:25.7Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,18,18,2024-01-02T02:30:29Z,1100000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,116.0,1.0,0.0,1.0,,,,,,,,,,,
118,PT02M09.00S,2024-01-02T02:30:27.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631212,31.35676741130092,58.82352941176471,1610612743,18,18,2024-01-02T02:30:32Z,1110000,False,-44.0,242.0,1,left,MISS P. Watson 24' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,24.63,Missed,,,,,,,,,,,,,,,,
119,PT02M06.00S,2024-01-02T02:30:30.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,18,18,2024-01-02T02:30:32Z,1120000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,
120,PT01M58.00S,2024-01-02T02:30:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,80.89684625492772,37.254901960784316,1610612766,18,18,2024-01-02T02:30:45Z,1130000,False,-64.0,127.0,1,right,MISS N. Smith Jr. 14' pullup Shot,[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,14.22,Missed,,,,,,,,,,,,,,,,
121,PT01M55.00S,2024-01-02T02:30:42.0Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,18,18,2024-01-02T02:30:45Z,1140000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,120.0,2.0,1.0,1.0,,,,,,,,,,,
122,PT01M45.00S,2024-01-02T02:30:51.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630192,5.995400788436268,49.26470588235294,1610612743,20,18,2024-01-02T02:30:58Z,1150000,False,4.0,4.0,1,left,Z. Nnaji alley-oop DUNK (2 PTS) (R. Jackson 1 AST),"[1630192, 202704]",1610612743.0,DEN,alley-oop,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,0.54,Made,2.0,,,,,R. Jackson,202704.0,1.0,,,,,,,,
124,PT01M24.00S,2024-01-02T02:31:11.7Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,20,18,2024-01-02T02:31:17Z,1170000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1631212]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Watson,1631212.0
125,PT01M24.00S,2024-01-02T02:31:11.7Z,1,REGULAR,steal,,[],1631212,,,1610612743,20,18,2024-01-02T02:31:14Z,1180000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT01M10.00S,2024-01-02T02:31:28.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631128,5.863994743758213,45.588235294117645,1610612743,22,18,2024-01-02T02:31:34Z,1190000,False,22.0,3.0,1,left,C. Braun driving Layup (2 PTS),[1631128],1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,2.23,Made,2.0,,,,,,,,,,,,,,,
127,PT01M10.00S,2024-01-02T02:31:31.3Z,1,REGULAR,foul,personal,['1freethrow'],1641733,,,1610612743,22,18,2024-01-02T02:31:54Z,1200000,False,,,0,,N. Smith Jr. shooting personal FOUL (1 PF) (Braun 1 FT),"[1641733, 1631128]",1610612766.0,CHA,shooting,,,Smith Jr.,N. Smith Jr.,,,,,Restricted Area,0-8 Center,2714.0,,,,,,,,,,,,,,1.0,0.0,Braun,1631128.0,,
129,PT01M10.00S,2024-01-02T02:31:59.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1631128,,,1610612743,22,18,2024-01-02T02:32:07Z,1220000,False,,,0,,MISS C. Braun Free Throw 1 of 1,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
130,PT01M08.00S,2024-01-02T02:32:01.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,22,18,2024-01-02T02:32:07Z,1230000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,
131,PT00M50.90S,2024-01-02T02:32:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.59198423127464,46.07843137254902,1610612766,22,18,2024-01-02T02:32:23Z,1240000,False,-20.0,17.0,1,right,MISS M. Bridges driving finger roll Layup - blocked,"[1628970, 1630192]",1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,2.6,Missed,,,,,,,,,Nnaji,1630192.0,,,,,,
132,PT00M50.90S,2024-01-02T02:32:17.2Z,1,REGULAR,block,,[],1630192,,,1610612766,22,18,2024-01-02T02:32:18Z,1250000,False,,,0,,Z. Nnaji BLOCK (1 BLK),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT00M49.10S,2024-01-02T02:32:19.0Z,1,REGULAR,rebound,defensive,[],1631124,,,1610612743,22,18,2024-01-02T02:32:23Z,1260000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,
134,PT00M39.60S,2024-01-02T02:32:28.9Z,1,REGULAR,2pt,Jump Shot,[],202704,23.73521681997372,50.73529411764706,1610612743,22,18,2024-01-02T02:37:05Z,1270000,False,-4.0,171.0,1,left,MISS R. Jackson 17' step back Shot,[202704],1610612743.0,DEN,step back,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Center,,,17.06,Missed,,,,,,,,,,,,,,,,
135,PT00M36.60S,2024-01-02T02:32:31.9Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,22,18,2024-01-02T02:32:34Z,1280000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,134.0,3.0,3.0,0.0,,,,,,,,,,,
136,PT00M24.80S,2024-01-02T02:32:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,94.56307490144546,46.32352941176471,1610612766,22,18,2024-01-02T02:32:49Z,1290000,False,-18.0,-1.0,1,right,MISS C. Martin driving reverse Layup,[1628998],1610612766.0,CHA,driving reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,1.85,Missed,,,,,,,,,,,,,,,,
137,PT00M23.10S,2024-01-02T02:32:45.4Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,22,18,2024-01-02T02:32:49Z,1300000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,
139,PT00M01.30S,2024-01-02T02:33:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,10.726018396846255,39.950980392156865,1610612743,24,18,2024-01-02T02:33:15Z,1320000,False,50.0,48.0,1,left,R. Jackson 6' Layup (2 PTS),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,6.97,Made,2.0,,,,,,,,,,,,,,,
140,PT00M00.50S,2024-01-02T02:33:14.9Z,1,REGULAR,3pt,Jump Shot,[],1641706,9.674770039421814,47.549019607843135,1610612766,24,18,2024-01-02T02:33:29Z,1330000,False,-12.0,797.0,1,right,MISS B. Miller 79' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,79.67,Missed,,,,,,,,,,,,,,,,
141,PT00M00.10S,2024-01-02T02:33:15.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,24,18,2024-01-02T02:33:29Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,140.0,,,,,,,,,,,,,,
142,PT00M00.00S,2024-01-02T02:33:32.2Z,1,REGULAR,period,end,[],0,,,1610612766,24,18,2024-01-02T02:33:32Z,1350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-01-02T02:35:34.2Z,2,REGULAR,substitution,out,['startperiod'],1641733,,,1610612766,24,18,2024-01-02T02:35:55Z,1360000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-01-02T02:35:34.2Z,2,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,24,18,2024-01-02T02:35:55Z,1370000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-01-02T02:35:34.2Z,2,REGULAR,substitution,out,['startperiod'],1641706,,,1610612766,24,18,2024-01-02T02:35:55Z,1380000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-01-02T02:35:34.2Z,2,REGULAR,substitution,in,['startperiod'],1631121,,,1610612766,24,18,2024-01-02T02:35:55Z,1390000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-01-02T02:35:34.2Z,2,REGULAR,substitution,in,['startperiod'],202397,,,1610612766,24,18,2024-01-02T02:35:55Z,1400000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-01-02T02:35:34.2Z,2,REGULAR,substitution,in,['startperiod'],1641877,,,1610612766,24,18,2024-01-02T02:35:55Z,1410000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-01-02T02:36:03.8Z,2,REGULAR,period,start,[],0,,,1610612743,24,18,2024-01-02T02:36:03Z,1420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M47.00S,2024-01-02T02:36:16.2Z,2,REGULAR,turnover,out-of-bounds,[],1630192,,,1610612743,24,18,2024-01-02T02:36:21Z,1430000,False,,,0,,Z. Nnaji bad pass out-of-bounds TURNOVER (1 TO),[1630192],1610612743.0,DEN,bad pass,,,Nnaji,Z. Nnaji,,,,,Mid-Range,16-24 Right Center,2714.0,1.0,,,,,,,,,,,,,,,,,,
151,PT11M33.00S,2024-01-02T02:36:42.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628970,91.01511169513797,61.274509803921575,1610612766,24,20,2024-01-02T02:36:53Z,1440000,False,56.0,32.0,1,right,M. Bridges 6' turnaround fadeaway Jump Shot (2 PTS),[1628970],1610612766.0,CHA,turnaround fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,6.48,Made,2.0,,,,,,,,,,,,,,,
152,PT11M20.00S,2024-01-02T02:36:58.9Z,2,REGULAR,foul,offensive,[],1631124,,,1610612743,24,20,2024-01-02T02:37:06Z,1450000,False,,,0,,J. Strawther charge offensive FOUL (1 PF),"[1631124, 1641877]",1610612743.0,DEN,charge,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,1628482.0,,,,,,,,,,,,,,1.0,0.0,Mensah,1641877.0,,
154,PT11M20.00S,2024-01-02T02:36:58.9Z,2,REGULAR,turnover,offensive foul,[],1631124,,,1610612743,24,20,2024-01-02T02:36:58Z,1470000,False,,,0,,J. Strawther offensive foul TURNOVER (1 TO),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,1628482.0,1.0,,,,,,,,,,,,,,,,,,
155,PT11M08.00S,2024-01-02T02:37:24.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,92.72339027595268,48.529411764705884,1610612766,24,22,2024-01-02T02:37:30Z,1480000,False,-7.0,16.0,1,right,M. Bridges driving Layup (4 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,1.75,Made,4.0,,,,,,,,,,,,,,,
156,PT11M08.00S,2024-01-02T02:37:28.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,24,22,2024-01-02T02:37:28Z,1490000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT10M51.00S,2024-01-02T02:40:30.5Z,2,REGULAR,2pt,Jump Shot,[],202704,13.091327201051248,67.8921568627451,1610612743,24,22,2024-01-02T02:40:36Z,1500000,False,-89.0,71.0,1,left,MISS R. Jackson 11' fadeaway Shot,[202704],1610612743.0,DEN,fadeaway,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,,,11.4,Missed,,,,,,,,,,,,,,,,
158,PT10M49.00S,2024-01-02T02:40:32.5Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,24,22,2024-01-02T02:40:36Z,1510000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,157.0,4.0,4.0,0.0,,,,,,,,,,,
159,PT10M34.00S,2024-01-02T02:40:47.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,93.38042049934296,48.28431372549019,1610612766,24,24,2024-01-02T02:40:52Z,1520000,False,-9.0,10.0,1,right,B. McGowens driving finger roll Layup (2 PTS),[1631121],1610612766.0,CHA,driving finger roll,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,1.3,Made,2.0,,,,,,,,,,,,,,,
160,PT10M23.00S,2024-01-02T02:40:58.9Z,2,REGULAR,3pt,Jump Shot,[],1631124,27.54599211563732,81.86274509803921,1610612743,24,24,2024-01-02T02:41:06Z,1530000,False,-159.0,206.0,1,left,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,,,26.07,Missed,,,,,,,,,,,,,,,,
161,PT10M21.00S,2024-01-02T02:41:00.9Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,24,24,2024-01-02T02:41:06Z,1540000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,160.0,5.0,5.0,0.0,,,,,,,,,,,
162,PT10M10.00S,2024-01-02T02:41:11.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,81.8166885676741,36.76470588235294,1610612766,24,26,2024-01-02T02:41:18Z,1550000,False,-66.0,118.0,1,right,P. Washington 13' driving floating Jump Shot (5 PTS) (I. Smith 1 AST),"[1629023, 202397]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,13.57,Made,5.0,,,,,I. Smith,202397.0,1.0,,,,,,,,
