actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
177,PT11M30.00S,2024-03-10T02:39:07.3Z,2,REGULAR,3pt,Jump Shot,[],1627750,31.09395532194481,26.225490196078432,1610612743,41,24,2024-03-10T02:39:12Z,1740000,False,119.0,240.0,1,left,J. Murray 26' 3PT pullup (11 PTS) (J. Holiday 1 AST),"[1627750, 203200]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,26.77,Made,11.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,
179,PT11M07.00S,2024-03-10T02:39:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.9862023653088,54.166666666666664,1610612762,41,24,2024-03-10T02:39:37Z,1760000,False,21.0,13.0,1,right,MISS J. Clarkson driving finger roll Layup - blocked,"[203903, 1630192]",1610612762.0,UTA,driving finger roll,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,2.47,Missed,,,,,Nnaji,1630192.0,,,,,,,,,,
180,PT11M07.00S,2024-03-10T02:39:30.9Z,2,REGULAR,block,,[],1630192,,,1610612762,41,24,2024-03-10T02:39:32Z,1770000,False,,,0,,Z. Nnaji BLOCK (1 BLK),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
181,PT11M05.00S,2024-03-10T02:39:32.9Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,41,24,2024-03-10T02:39:37Z,1780000,False,,,0,,P. Watson REBOUND (Off:0 Def:3),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,179.0,3.0,3.0,0.0,,,,,,
182,PT11M01.00S,2024-03-10T02:39:37.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,11.514454664914586,1.715686274509804,1610612743,41,24,2024-03-10T02:49:58Z,1790000,False,241.0,56.0,1,left,MISS J. Murray 24' running 3PT,[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,24.77,Missed,,,,,,,,,,,,,,,,
183,PT10M55.00S,2024-03-10T02:39:43.5Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,41,24,2024-03-10T02:39:49Z,1800000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,,,,,,,,182.0,1.0,1.0,0.0,,,,,,
184,PT10M53.00S,2024-03-10T02:39:44.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203903,74.32654402102497,84.80392156862744,1610612762,41,24,2024-03-10T02:39:56Z,1810000,False,174.0,189.0,1,right,MISS J. Clarkson 25' running 3PT,[203903],1610612762.0,UTA,running,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,25.68,Missed,,,,,,,,,,,,,,,,
185,PT10M50.00S,2024-03-10T02:39:47.4Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,41,24,2024-03-10T02:39:56Z,1820000,False,,,0,,P. Watson REBOUND (Off:0 Def:4),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,184.0,4.0,4.0,0.0,,,,,,
186,PT10M33.00S,2024-03-10T02:40:04.6Z,2,REGULAR,3pt,Jump Shot,[],1631128,25.969119579500656,79.65686274509804,1610612743,44,24,2024-03-10T02:40:11Z,1830000,False,-148.0,192.0,1,left,C. Braun 24' 3PT  (3 PTS) (J. Murray 3 AST),"[1631128, 1627750]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,24.23,Made,3.0,J. Murray,1627750.0,3.0,,,,,,,,,,,,
188,PT10M17.00S,2024-03-10T02:40:20.1Z,2,REGULAR,3pt,Jump Shot,[],1630548,85.23324572930355,3.6764705882352944,1610612762,44,24,2024-03-10T02:40:25Z,1850000,False,-232.0,86.0,1,right,MISS J. Juzang 24' 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Left Corner 3,24+ Left,,,24.72,Missed,,,,,,,,,,,,,,,,
189,PT10M14.00S,2024-03-10T02:40:23.1Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,44,24,2024-03-10T02:40:25Z,1860000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,,,,,,,,,,,188.0,1.0,1.0,0.0,,,,,,
190,PT10M02.00S,2024-03-10T02:40:35.1Z,2,REGULAR,3pt,Jump Shot,[],1627750,29.517082785808146,77.20588235294117,1610612743,47,24,2024-03-10T02:40:41Z,1870000,False,-136.0,225.0,1,left,J. Murray 26' 3PT pullup (14 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,26.29,Made,14.0,,,,,,,,,,,,,,,
191,PT10M01.00S,2024-03-10T02:40:42.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,47,24,2024-03-10T02:40:42Z,1880000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M01.00S,2024-03-10T02:42:57.6Z,2,REGULAR,substitution,out,[],1641718,,,1610612762,47,24,2024-03-10T02:43:19Z,1890000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M01.00S,2024-03-10T02:42:57.6Z,2,REGULAR,substitution,in,[],1627739,,,1610612762,47,24,2024-03-10T02:43:19Z,1900000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M43.00S,2024-03-10T02:43:48.2Z,2,REGULAR,2pt,Jump Shot,[],203903,81.02825229960578,26.715686274509803,1610612762,47,24,2024-03-10T02:43:54Z,1910000,False,-116.0,126.0,1,right,MISS J. Clarkson 17' step back Shot,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Left Center,,,17.14,Missed,,,,,,,,,,,,,,,,
195,PT09M40.00S,2024-03-10T02:43:51.2Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,47,24,2024-03-10T02:43:54Z,1920000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,194.0,2.0,2.0,0.0,,,,,,
196,PT09M39.00S,2024-03-10T02:43:55.4Z,2,REGULAR,foul,personal,[],1627739,,,1610612743,47,24,2024-03-10T02:44:01Z,1930000,False,,,0,,K. Dunn personal FOUL (2 PF),"[1627739, 1630192]",1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,200834.0,,,,,,,,,,,,,,,,2.0,0.0,Nnaji,1630192.0
198,PT09M30.00S,2024-03-10T02:44:15.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,5.863994743758213,48.529411764705884,1610612743,49,24,2024-03-10T02:44:24Z,1950000,False,7.0,3.0,1,left,C. Braun alley-oop Layup (5 PTS) (J. Holiday 2 AST),"[1631128, 203200]",1610612743.0,DEN,alley-oop,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,0.78,Made,5.0,J. Holiday,203200.0,2.0,,,,,,,,,,,,
200,PT09M14.00S,2024-03-10T02:44:30.9Z,2,REGULAR,3pt,Jump Shot,[],1629659,79.58278580814718,7.352941176470589,1610612762,49,24,2024-03-10T02:44:37Z,1970000,False,-213.0,139.0,1,right,MISS T. Horton-Tucker 25' step back 3PT,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,25.47,Missed,,,,,,,,,,,,,,,,
201,PT09M11.00S,2024-03-10T02:44:33.9Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,49,24,2024-03-10T02:44:37Z,1980000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,200.0,1.0,1.0,0.0,,,,,,
202,PT09M03.00S,2024-03-10T02:44:42.7Z,2,REGULAR,turnover,out-of-bounds,[],1631212,,,1610612743,49,24,2024-03-10T02:44:55Z,1990000,False,,,0,,P. Watson lost ball out-of-bounds TURNOVER (1 TO),[1631212],1610612743.0,DEN,lost ball,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,200834.0,1.0,,,,,,,,,,,,,,,,,,
203,PT09M03.00S,2024-03-10T02:44:45.7Z,2,REGULAR,substitution,out,[],1631117,,,1610612762,49,24,2024-03-10T02:44:50Z,2000000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M03.00S,2024-03-10T02:44:45.7Z,2,REGULAR,substitution,in,[],1630209,,,1610612762,49,24,2024-03-10T02:44:50Z,2010000,False,,,0,,SUB in: O. Yurtseven,[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M47.00S,2024-03-10T02:45:14.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630548,86.94152431011827,96.32352941176471,1610612762,49,24,2024-03-10T02:45:21Z,2020000,False,232.0,70.0,1,right,MISS J. Juzang 24' step back 3PT,[1630548],1610612762.0,UTA,step back,,,Juzang,J. Juzang,,,,,Right Corner 3,24+ Right,,,24.2,Missed,,,,,,,,,,,,,,,,
206,PT08M44.00S,2024-03-10T02:45:17.3Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,49,24,2024-03-10T02:45:21Z,2030000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Right Corner 3,24+ Right,,,,,,,,,,,205.0,1.0,1.0,0.0,,,,,,
207,PT08M32.00S,2024-03-10T02:45:29.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,5.995400788436268,51.9607843137255,1610612743,49,24,2024-03-10T02:45:35Z,2040000,False,-10.0,4.0,1,left,MISS J. Murray driving finger roll Layup,[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,1.05,Missed,,,,,,,,,,,,,,,,
208,PT08M30.00S,2024-03-10T02:45:31.5Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,49,24,2024-03-10T02:45:31Z,2050000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,207.0,2.0,1.0,1.0,,,,,,
209,PT08M30.00S,2024-03-10T02:45:31.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,5.590000152587891,50.0,1610612743,49,24,2024-03-10T02:45:31Z,2060000,False,0.0,0.0,1,left,MISS Z. Nnaji tip Layup,[1630192],1610612743.0,DEN,tip,,,Nnaji,Z. Nnaji,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
210,PT08M27.00S,2024-03-10T02:45:35.1Z,2,REGULAR,rebound,offensive,[],1627750,,,1610612743,49,24,2024-03-10T02:45:35Z,2070000,False,,,0,,J. Murray REBOUND (Off:1 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,,,,,,,,,,,209.0,2.0,1.0,1.0,,,,,,
211,PT08M27.00S,2024-03-10T02:45:35.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627750,5.590000152587891,50.0,1610612743,51,24,2024-03-10T02:45:45Z,2080000,False,0.0,0.0,1,left,J. Murray putback Layup (16 PTS),[1627750],1610612743.0,DEN,putback,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,0.0,Made,16.0,,,,,,,,,,,,,,,
212,PT08M02.00S,2024-03-10T02:45:59.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630548,90.48948751642575,51.9607843137255,1610612762,51,26,2024-03-10T02:53:58Z,2090000,False,10.0,37.0,1,right,J. Juzang driving floating Jump Shot (2 PTS),[1630548],1610612762.0,UTA,driving floating,,,Juzang,J. Juzang,,,,,Restricted Area,0-8 Center,,,3.82,Made,2.0,,,,,,,,,,,,,,,
213,PT07M35.00S,2024-03-10T02:46:27.7Z,2,REGULAR,3pt,Jump Shot,[],1627750,33.98488830486202,54.41176470588235,1610612743,54,26,2024-03-10T02:46:34Z,2100000,False,-22.0,267.0,1,left,J. Murray 26' 3PT step back (19 PTS) (J. Holiday 3 AST),"[1627750, 203200]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,26.79,Made,19.0,J. Holiday,203200.0,3.0,,,,,,,,,,,,
215,PT07M13.00S,2024-03-10T02:46:48.2Z,2,REGULAR,3pt,Jump Shot,[],1629659,76.42904073587385,14.215686274509803,1610612762,54,29,2024-03-10T02:46:54Z,2120000,False,-179.0,169.0,1,right,T. Horton-Tucker 24' 3PT  (3 PTS) (J. Juzang 1 AST),"[1629659, 1630548]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,24.62,Made,3.0,J. Juzang,1630548.0,1.0,,,,,,,,,,,,
217,PT06M53.00S,2024-03-10T02:47:09.8Z,2,REGULAR,foul,personal,['3freethrow'],1627739,,,1610612743,54,29,2024-03-10T02:55:29Z,2132500,False,,,0,,K. Dunn shooting personal FOUL (3 PF) (Murray 3 FT),"[1627739, 1627750]",1610612762.0,UTA,shooting,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,202007.0,,,,,,,,,,,,,,,,3.0,0.0,Murray,1627750.0
219,PT06M53.00S,2024-03-10T02:47:51.6Z,2,REGULAR,freethrow,1 of 3,[],1627750,,,1610612743,55,29,2024-03-10T02:55:59Z,2160000,False,,,0,,J. Murray Free Throw 1 of 3 (20 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
220,PT06M53.00S,2024-03-10T02:47:51.6Z,2,REGULAR,freethrow,2 of 3,[],1627750,,,1610612743,56,29,2024-03-10T02:55:59Z,2170000,False,,,0,,J. Murray Free Throw 2 of 3 (21 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
291,PT06M53.00S,2024-03-10T02:48:22.8Z,2,REGULAR,substitution,out,[],1629659,,,1610612743,56,29,2024-03-10T03:02:03Z,2195000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT06M53.00S,2024-03-10T02:48:22.8Z,2,REGULAR,substitution,out,[],1627739,,,1610612743,56,29,2024-03-10T03:02:03Z,2207500,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT06M53.00S,2024-03-10T02:48:22.8Z,2,REGULAR,substitution,in,[],1629012,,,1610612743,56,29,2024-03-10T03:02:03Z,2213750,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT06M53.00S,2024-03-10T02:48:22.8Z,2,REGULAR,substitution,in,[],1641718,,,1610612743,56,29,2024-03-10T03:02:03Z,2216875,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M53.00S,2024-03-10T02:47:51.6Z,2,REGULAR,freethrow,3 of 3,[],1627750,,,1610612743,57,29,2024-03-10T02:55:59Z,2220000,False,,,0,,J. Murray Free Throw 3 of 3 (22 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
226,PT06M40.00S,2024-03-10T02:48:54.0Z,2,REGULAR,foul,personal,[],1631128,,,1610612762,57,29,2024-03-10T02:49:00Z,2230000,False,,,0,,C. Braun personal FOUL (2 PF),"[1631128, 1641718]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,200834.0,,,,,,,,,,,,,,,,2.0,0.0,George,1641718.0
228,PT06M40.00S,2024-03-10T02:48:58.2Z,2,REGULAR,substitution,out,[],1631128,,,1610612762,57,29,2024-03-10T02:49:12Z,2250000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M40.00S,2024-03-10T02:48:58.2Z,2,REGULAR,substitution,out,[],1630192,,,1610612762,57,29,2024-03-10T02:49:12Z,2260000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M40.00S,2024-03-10T02:48:58.2Z,2,REGULAR,substitution,out,[],1627750,,,1610612762,57,29,2024-03-10T02:49:12Z,2270000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M40.00S,2024-03-10T02:48:58.2Z,2,REGULAR,substitution,in,[],202704,,,1610612762,57,29,2024-03-10T02:49:12Z,2280000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M40.00S,2024-03-10T02:48:58.2Z,2,REGULAR,substitution,in,[],203999,,,1610612762,57,29,2024-03-10T02:49:12Z,2290000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M40.00S,2024-03-10T02:48:58.2Z,2,REGULAR,substitution,in,[],1629008,,,1610612762,57,29,2024-03-10T02:49:12Z,2300000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M34.00S,2024-03-10T02:49:33.0Z,2,REGULAR,3pt,Jump Shot,[],1641718,70.51576872536137,74.75490196078431,1610612762,57,32,2024-03-10T02:49:41Z,2310000,False,124.0,225.0,1,right,K. George 25' 3PT pullup (7 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,25.65,Made,7.0,,,,,,,,,,,,,,,
235,PT06M18.00S,2024-03-10T02:49:49.0Z,2,REGULAR,3pt,Jump Shot,[],202704,29.122864651773984,72.79411764705883,1610612743,60,32,2024-03-10T02:58:37Z,2320000,False,-114.0,221.0,1,left,R. Jackson 24' 3PT pullup (6 PTS) (N. Jokic 4 AST),"[202704, 203999]",1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,24.89,Made,6.0,N. Jokic,203999.0,4.0,,,,,,,,,,,,
237,PT06M04.00S,2024-03-10T02:50:03.3Z,2,REGULAR,2pt,Jump Shot,[],203903,82.34231274638634,30.637254901960787,1610612762,60,32,2024-03-10T02:50:08Z,2340000,False,-97.0,113.0,1,right,MISS J. Clarkson 14' pullup Shot,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,,,14.92,Missed,,,,,,,,,,,,,,,,
238,PT06M01.00S,2024-03-10T02:50:06.3Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,60,32,2024-03-10T02:50:08Z,2350000,False,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,237.0,4.0,3.0,1.0,,,,,,
240,PT05M46.00S,2024-03-10T02:50:23.7Z,2,REGULAR,substitution,out,[],1631212,,,1610612743,60,32,2024-03-10T02:50:41Z,2370000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M46.00S,2024-03-10T02:50:23.7Z,2,REGULAR,substitution,out,[],203200,,,1610612743,60,32,2024-03-10T02:50:41Z,2380000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M46.00S,2024-03-10T02:50:23.7Z,2,REGULAR,substitution,out,[],1630548,,,1610612743,60,32,2024-03-10T02:50:41Z,2390000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M46.00S,2024-03-10T02:50:23.7Z,2,REGULAR,substitution,in,[],203484,,,1610612743,60,32,2024-03-10T02:50:41Z,2400000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M46.00S,2024-03-10T02:50:23.7Z,2,REGULAR,substitution,in,[],203932,,,1610612743,60,32,2024-03-10T02:50:41Z,2410000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M46.00S,2024-03-10T02:50:23.7Z,2,REGULAR,substitution,in,[],1641729,,,1610612743,60,32,2024-03-10T02:50:41Z,2420000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M40.00S,2024-03-10T02:50:55.6Z,2,REGULAR,2pt,Jump Shot,[],203999,6.915243101182654,80.3921568627451,1610612743,62,32,2024-03-10T02:51:02Z,2430000,False,-152.0,13.0,1,left,N. Jokic 15' step back Jump Shot (10 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,step back,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,15.25,Made,10.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,
248,PT05M23.00S,2024-03-10T02:51:11.1Z,2,REGULAR,3pt,Jump Shot,[],1629012,66.5735873850197,35.294117647058826,1610612762,62,32,2024-03-10T02:51:19Z,2450000,False,-74.0,262.0,1,right,MISS C. Sexton 27' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,27.18,Missed,,,,,,,,,,,,,,,,
249,PT05M21.00S,2024-03-10T02:51:13.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,62,32,2024-03-10T02:51:19Z,2460000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,248.0,,,,,,,,,
251,PT05M16.00S,2024-03-10T02:51:32.4Z,2,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,62,32,2024-03-10T02:51:48Z,2480000,False,,,0,,A. Gordon step out-of-bounds TURNOVER (2 TO),[203932],1610612743.0,DEN,step,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,2.0,,,,,,,,,,,,,,,,,,
252,PT05M03.00S,2024-03-10T02:51:54.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641718,79.84559789750328,51.9607843137255,1610612762,62,32,2024-03-10T03:03:34Z,2490000,False,10.0,137.0,1,right,MISS K. George 13' pullup Shot,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,13.74,Missed,,,,,,,,,,,,,,,,
253,PT05M01.00S,2024-03-10T02:51:56.7Z,2,REGULAR,rebound,defensive,[],202704,,,1610612743,62,32,2024-03-10T02:52:01Z,2500000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,252.0,1.0,1.0,0.0,,,,,,
254,PT04M54.00S,2024-03-10T02:52:04.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,24.392247043363994,82.35294117647058,1610612743,65,32,2024-03-10T03:03:55Z,2510000,False,-162.0,177.0,1,left,M. Porter Jr. 3PT running (8 PTS) (R. Jackson 2 AST),"[1629008, 202704]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,23.97,Made,8.0,R. Jackson,202704.0,2.0,,,,,,,,,,,,
256,PT04M43.00S,2024-03-10T02:52:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,94.30026281208936,51.470588235294116,1610612762,65,32,2024-03-10T02:52:21Z,2530000,False,7.0,1.0,1,right,MISS C. Sexton driving reverse Layup,[1629012],1610612762.0,UTA,driving reverse,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,0.75,Missed,,,,,,,,,,,,,,,,
257,PT04M41.00S,2024-03-10T02:52:17.1Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,65,32,2024-03-10T02:52:21Z,2540000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,256.0,2.0,2.0,0.0,,,,,,
258,PT04M39.00S,2024-03-10T02:52:20.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629008,6.1268068331143235,49.01960784313725,1610612743,67,32,2024-03-10T02:52:31Z,2550000,False,5.0,5.0,1,left,M. Porter Jr. running DUNK (10 PTS) (A. Gordon 6 AST),"[1629008, 203932]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,0.71,Made,10.0,A. Gordon,203932.0,6.0,,,,,,,,,,,,
260,PT04M39.00S,2024-03-10T02:52:23.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,67,32,2024-03-10T02:52:23Z,2570000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M39.00S,2024-03-10T02:55:00.0Z,2,REGULAR,substitution,out,[],1630209,,,1610612762,67,32,2024-03-10T02:55:28Z,2580000,False,,,0,,SUB out: O. Yurtseven,[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
