actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
87,PT03M49.00S,2024-03-22T01:25:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.06636005256242,45.588235294117645,1610612743,22,22,2024-03-22T01:32:34Z,870000,False,-22.0,22.0,1,right,MISS A. Gordon driving Layup - blocked,"[203932, 1630173]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,Achiuwa,1630173.0
88,PT03M49.00S,2024-03-22T01:25:56.9Z,1,REGULAR,block,,[],1630173,,,1610612743,22,22,2024-03-22T01:25:58Z,880000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT03M46.00S,2024-03-22T01:25:59.9Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,22,22,2024-03-22T01:26:00Z,890000,False,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,87.0,1.0,0.0,1.0,,,,,
90,PT03M46.00S,2024-03-22T01:25:59.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,94.56307490144546,50.98039215686274,1610612743,24,22,2024-03-22T01:33:21Z,900000,False,5.0,-1.0,1,right,A. Gordon putback Layup (2 PTS),[203932],1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,,,,,,,,,,,,,,,,,
91,PT03M22.00S,2024-03-22T01:26:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,5.075558475689881,47.794117647058826,1610612752,24,24,2024-03-22T01:26:28Z,910000,False,11.0,-5.0,1,left,J. Hart driving reverse Layup (2 PTS) (P. Achiuwa 1 AST),"[1628404, 1630173]",1610612752.0,NYK,driving reverse,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.2,Made,2.0,,,,,,,,,,,,,P. Achiuwa,1630173.0,1.0,,
93,PT03M00.00S,2024-03-22T01:26:44.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.59855453350855,41.911764705882355,1610612743,24,24,2024-03-22T01:26:53Z,930000,False,-40.0,64.0,1,right,MISS N. Jokic 7' driving floating bank Shot,[203999],1610612743.0,DEN,driving floating bank,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,7.58,Missed,,,,,,,,,,,,,,,,,,
94,PT02M58.00S,2024-03-22T01:26:46.5Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,24,24,2024-03-22T01:26:53Z,940000,False,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,93.0,5.0,4.0,1.0,,,,,
95,PT02M58.00S,2024-03-22T01:26:47.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,93.38042049934296,48.529411764705884,1610612743,26,24,2024-03-22T01:26:58Z,950000,False,-7.0,10.0,1,right,N. Jokic putback Layup (5 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.22,Made,5.0,,,,,,,,,,,,,,,,,
96,PT02M41.00S,2024-03-22T01:27:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,9.674770039421814,45.588235294117645,1610612752,26,26,2024-03-22T01:34:28Z,960000,False,22.0,38.0,1,left,P. Achiuwa Jump Shot (2 PTS) (J. Brunson 6 AST),"[1630173, 1628973]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,2.0,,,,,,,,,,,,,J. Brunson,1628973.0,6.0,,
98,PT02M29.00S,2024-03-22T01:27:15.9Z,1,REGULAR,2pt,Jump Shot,[],1629008,75.1149802890933,55.63725490196079,1610612743,28,26,2024-03-22T01:27:21Z,980000,False,28.0,181.0,1,right,M. Porter Jr. 18' step back Jump Shot (8 PTS) (R. Jackson 1 AST),"[1629008, 202704]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,18.36,Made,8.0,,,,,,,,,,,,,R. Jackson,202704.0,1.0,,
100,PT02M17.00S,2024-03-22T01:27:28.1Z,1,REGULAR,3pt,Jump Shot,[],1630540,16.245072273324574,2.450980392156863,1610612752,28,26,2024-03-22T01:27:33Z,1000000,False,238.0,100.0,1,left,MISS M. McBride 25' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
101,PT02M14.00S,2024-03-22T01:27:31.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,28,26,2024-03-22T01:27:33Z,1010000,False,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,100.0,6.0,5.0,1.0,,,,,
102,PT02M09.00S,2024-03-22T01:27:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203932,93.51182654402102,49.26470588235294,1610612743,30,26,2024-03-22T01:27:45Z,1020000,False,-4.0,8.0,1,right,A. Gordon running Layup (4 PTS) (N. Jokic 5 AST),"[203932, 203999]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.93,Made,4.0,,,,,,,,,,,,,N. Jokic,203999.0,5.0,,
104,PT01M47.00S,2024-03-22T01:27:57.6Z,1,REGULAR,2pt,Jump Shot,[],1628973,15.062417871222076,67.40196078431373,1610612752,30,26,2024-03-22T01:28:03Z,1040000,False,-87.0,89.0,1,left,MISS J. Brunson 12' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,12.45,Missed,,,,,,,,,,,,,,,,,,
105,PT01M45.00S,2024-03-22T01:27:59.6Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,30,26,2024-03-22T01:28:03Z,1050000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,104.0,2.0,1.0,1.0,,,,,
106,PT01M34.00S,2024-03-22T01:28:12.9Z,1,REGULAR,foul,personal,[],1630173,,,1610612743,30,26,2024-03-22T01:30:50Z,1060000,False,,,0,,P. Achiuwa personal FOUL (1 PF),"[1630173, 203999]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,1628484.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,,,
108,PT01M34.00S,2024-03-22T01:28:35.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,30,26,2024-03-22T01:28:35Z,1080000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT01M34.00S,2024-03-22T01:30:48.0Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,30,26,2024-03-22T01:31:08Z,1090000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT01M34.00S,2024-03-22T01:30:48.0Z,1,REGULAR,substitution,out,[],203932,,,1610612743,30,26,2024-03-22T01:31:08Z,1100000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M34.00S,2024-03-22T01:30:48.0Z,1,REGULAR,substitution,out,[],1628978,,,1610612743,30,26,2024-03-22T01:31:08Z,1110000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M34.00S,2024-03-22T01:30:48.0Z,1,REGULAR,substitution,out,[],1628973,,,1610612743,30,26,2024-03-22T01:31:08Z,1120000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M34.00S,2024-03-22T01:30:48.0Z,1,REGULAR,substitution,in,[],1631128,,,1610612743,30,26,2024-03-22T01:31:08Z,1130000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M34.00S,2024-03-22T01:30:48.0Z,1,REGULAR,substitution,in,[],1631212,,,1610612743,30,26,2024-03-22T01:31:08Z,1140000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M34.00S,2024-03-22T01:30:48.0Z,1,REGULAR,substitution,in,[],202692,,,1610612743,30,26,2024-03-22T01:31:08Z,1150000,False,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M34.00S,2024-03-22T01:30:48.0Z,1,REGULAR,substitution,in,[],202711,,,1610612743,30,26,2024-03-22T01:31:08Z,1160000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M23.00S,2024-03-22T01:31:25.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,92.9862023653088,60.78431372549019,1610612743,32,26,2024-03-22T01:31:37Z,1170000,False,54.0,13.0,1,right,N. Jokic turnaround bank Hook (7 PTS),[203999],1610612743.0,DEN,turnaround bank,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,7.0,,,,,,,,,,,,,,,,,
119,PT01M04.00S,2024-03-22T01:31:43.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,11.908672798948752,52.20588235294118,1610612752,32,28,2024-03-22T01:31:49Z,1190000,False,-11.0,59.0,1,left,P. Achiuwa 6' turnaround Hook (4 PTS) (B. Bogdanovic 1 AST),"[1630173, 202711]",1610612752.0,NYK,turnaround,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,4.0,,,,,,,,,,,,,B. Bogdanovic,202711.0,1.0,,
121,PT00M46.90S,2024-03-22T01:32:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,90.22667542706965,42.40196078431372,1610612743,32,28,2024-03-22T01:32:10Z,1210000,False,-38.0,39.0,1,right,MISS N. Jokic bank Shot,[203999],1610612743.0,DEN,bank,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
122,PT00M45.30S,2024-03-22T01:32:05.8Z,1,REGULAR,rebound,defensive,[],202711,,,1610612752,32,28,2024-03-22T01:32:10Z,1220000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,
123,PT00M38.50S,2024-03-22T01:32:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,19.267411300919843,43.872549019607845,1610612752,32,28,2024-03-22T01:32:20Z,1230000,False,31.0,129.0,1,left,MISS B. Bogdanovic 13' turnaround fadeaway Shot,[202711],1610612752.0,NYK,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,13.22,Missed,,,,,,,,,,,,,,,,,,
124,PT00M35.70S,2024-03-22T01:32:15.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,32,28,2024-03-22T01:32:20Z,1240000,False,,,0,,N. Jokic REBOUND (Off:1 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,123.0,7.0,6.0,1.0,,,,,
125,PT00M25.70S,2024-03-22T01:32:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.67214191852825,47.05882352941176,1610612743,32,28,2024-03-22T01:32:34Z,1250000,False,-15.0,26.0,1,right,MISS N. Jokic finger roll Layup,[203999],1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,,
126,PT00M22.80S,2024-03-22T01:32:28.3Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,32,28,2024-03-22T01:32:34Z,1260000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,
127,PT00M09.60S,2024-03-22T01:32:42.9Z,1,REGULAR,foul,personal,[],1631212,,,1610612752,32,28,2024-03-22T01:34:51Z,1270000,False,,,0,,P. Watson take personal FOUL (1 PF),"[1631212, 202692]",1610612743.0,DEN,take,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,,,,203591.0,1.0,0.0,Burks,202692.0,,,,,,,,,,,,
129,PT00M09.60S,2024-03-22T01:32:56.9Z,1,REGULAR,substitution,out,[],202704,,,1610612752,32,28,2024-03-22T01:33:23Z,1290000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M09.60S,2024-03-22T01:32:56.9Z,1,REGULAR,substitution,out,[],203999,,,1610612752,32,28,2024-03-22T01:33:23Z,1300000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M09.60S,2024-03-22T01:32:56.9Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,32,28,2024-03-22T01:33:23Z,1310000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M09.60S,2024-03-22T01:32:56.9Z,1,REGULAR,substitution,in,[],203932,,,1610612752,32,28,2024-03-22T01:33:23Z,1320000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M09.60S,2024-03-22T01:32:56.9Z,1,REGULAR,substitution,in,[],203200,,,1610612752,32,28,2024-03-22T01:33:23Z,1330000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M09.60S,2024-03-22T01:32:56.9Z,1,REGULAR,substitution,in,[],1628973,,,1610612752,32,28,2024-03-22T01:33:23Z,1340000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M03.10S,2024-03-22T01:33:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,13.091327201051248,35.294117647058826,1610612752,32,30,2024-03-22T01:33:39Z,1350000,False,74.0,71.0,1,left,J. Brunson 10' driving floating bank Jump Shot (8 PTS),[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,10.19,Made,8.0,,,,,,,,,,,,,,,,,
136,PT00M00.40S,2024-03-22T01:33:37.5Z,1,REGULAR,3pt,Jump Shot,[],1631212,41.869250985545335,41.42156862745098,1610612743,32,30,2024-03-22T03:07:27Z,1360000,False,-43.0,494.0,1,right,MISS P. Watson 49' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,49.58,Missed,,,,,,,,,,,,,,,,,,
137,PT00M00.10S,2024-03-22T01:33:37.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,32,30,2024-03-22T03:07:27Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,136.0,,,,,,,,
138,PT00M00.00S,2024-03-22T01:33:42.7Z,1,REGULAR,period,end,[],0,,,1610612743,32,30,2024-03-22T01:33:42Z,1380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2024-03-22T01:35:39.7Z,2,REGULAR,substitution,out,['startperiod'],203484,,,1610612743,32,30,2024-03-22T01:36:05Z,1390000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2024-03-22T01:35:39.7Z,2,REGULAR,substitution,out,['startperiod'],203932,,,1610612743,32,30,2024-03-22T01:36:05Z,1400000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2024-03-22T01:35:39.7Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612743,32,30,2024-03-22T01:36:05Z,1410000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2024-03-22T01:35:39.7Z,2,REGULAR,substitution,in,['startperiod'],201599,,,1610612743,32,30,2024-03-22T01:36:05Z,1420000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-03-22T01:35:39.7Z,2,REGULAR,substitution,in,['startperiod'],1627750,,,1610612743,32,30,2024-03-22T01:36:05Z,1430000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-03-22T01:35:39.7Z,2,REGULAR,substitution,in,['startperiod'],1630579,,,1610612743,32,30,2024-03-22T01:36:05Z,1440000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-03-22T01:36:16.2Z,2,REGULAR,period,start,[],0,,,1610612752,32,30,2024-03-22T01:36:16Z,1450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M49.00S,2024-03-22T01:36:26.8Z,2,REGULAR,3pt,Jump Shot,[],202711,24.129434954007884,14.705882352941178,1610612752,32,30,2024-03-22T01:36:32Z,1460000,False,176.0,174.0,1,left,MISS B. Bogdanovic 24' 3PT,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
147,PT11M44.00S,2024-03-22T01:36:31.8Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,32,30,2024-03-22T01:36:32Z,1470000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,
148,PT11M32.00S,2024-03-22T01:36:43.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631212,89.96386333771353,39.21568627450981,1610612743,34,30,2024-03-22T01:40:50Z,1480000,False,-54.0,42.0,1,right,P. Watson 6' turnaround Hook (2 PTS) (C. Braun 1 AST),"[1631212, 1631128]",1610612743.0,DEN,turnaround,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,6.82,Made,2.0,,,,,,,,,,,,,C. Braun,1631128.0,1.0,,
150,PT11M14.00S,2024-03-22T01:37:03.1Z,2,REGULAR,foul,personal,[],201599,,,1610612752,34,30,2024-03-22T01:37:16Z,1500000,False,,,0,,D. Jordan personal FOUL (1 PF),"[201599, 1630579]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,1628484.0,1.0,0.0,Sims,1630579.0,,,,,,,,,,,,
152,PT11M07.00S,2024-03-22T01:37:27.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,18.2161629434954,48.28431372549019,1610612752,34,32,2024-03-22T01:37:32Z,1520000,False,9.0,119.0,1,left,M. McBride 11' pullup Jump Shot (4 PTS) (J. Sims 1 AST),"[1630540, 1630579]",1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,In The Paint (Non-RA),8-16 Center,11.9,Made,4.0,,,,,,,,,,,,,J. Sims,1630579.0,1.0,,
154,PT10M38.00S,2024-03-22T01:37:57.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612743,34,32,2024-03-22T01:38:08Z,1540000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Left Corner 3,24+ Left,,,,203591.0,,,,,,,,,,,,,,,,
155,PT10M17.00S,2024-03-22T01:38:32.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202692,31.882391590013142,42.40196078431372,1610612752,34,35,2024-03-22T01:38:38Z,1550000,False,38.0,247.0,1,left,A. Burks 25' 3PT  (3 PTS) (P. Achiuwa 2 AST),"[202692, 1630173]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,25.01,Made,3.0,,,,,,,,,,,,,P. Achiuwa,1630173.0,2.0,,
157,PT09M57.00S,2024-03-22T01:38:52.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,92.85479632063075,46.568627450980394,1610612743,36,35,2024-03-22T01:43:49Z,1570000,False,-17.0,15.0,1,right,J. Murray driving Layup (12 PTS),[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.26,Made,12.0,,,,,,,,,,,,,,,,,
158,PT09M37.00S,2024-03-22T01:39:14.1Z,2,REGULAR,foul,personal,['2freethrow'],203200,,,1610612752,36,35,2024-03-22T01:39:24Z,1580000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Burks 2 FT),"[203200, 202692]",1610612743.0,DEN,shooting,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,1.0,0.0,Burks,202692.0,,,,,,,,,,,,
160,PT09M37.00S,2024-03-22T01:39:49.3Z,2,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,36,35,2024-03-22T01:39:49Z,1600000,False,,,0,,MISS A. Burks Free Throw 1 of 2,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT09M37.00S,2024-03-22T01:39:49.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,36,35,2024-03-22T01:39:49Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,
162,PT09M37.00S,2024-03-22T01:39:50.0Z,2,REGULAR,substitution,out,[],1630579,,,1610612752,36,35,2024-03-22T01:39:55Z,1620000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT09M37.00S,2024-03-22T01:39:50.0Z,2,REGULAR,substitution,in,[],1628392,,,1610612752,36,35,2024-03-22T01:39:55Z,1630000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT09M37.00S,2024-03-22T01:40:12.4Z,2,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,36,36,2024-03-22T01:40:12Z,1640000,False,,,0,,A. Burks Free Throw 2 of 2 (4 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
165,PT09M21.00S,2024-03-22T01:40:31.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,93.9060446780552,48.28431372549019,1610612743,38,36,2024-03-22T01:40:37Z,1650000,False,-9.0,5.0,1,right,D. Jordan reverse DUNK (2 PTS) (J. Murray 2 AST),"[201599, 1627750]",1610612743.0,DEN,reverse,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,,,,,,,,,,,,,J. Murray,1627750.0,2.0,,
167,PT09M05.00S,2024-03-22T01:40:48.8Z,2,REGULAR,turnover,out-of-bounds,[],202692,,,1610612752,38,36,2024-03-22T01:40:55Z,1670000,False,,,0,,A. Burks bad pass out-of-bounds TURNOVER (1 TO),[202692],1610612752.0,NYK,bad pass,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,1628484.0,,,,,1.0,,,,,,,,,,,
168,PT08M46.00S,2024-03-22T01:41:17.8Z,2,REGULAR,foul,personal,[],1628392,,,1610612743,38,36,2024-03-22T01:41:29Z,1680000,False,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1627750]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,1.0,0.0,Murray,1627750.0,,,,,,,,,,,,
170,PT08M38.00S,2024-03-22T01:41:47.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631212,92.19776609724047,4.6568627450980395,1610612743,38,36,2024-03-22T01:41:52Z,1700000,False,-227.0,21.0,1,right,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,22.77,Missed,,,,,,,,,,,,,,,,,,
171,PT08M35.00S,2024-03-22T01:41:50.4Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,38,36,2024-03-22T01:41:52Z,1710000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,170.0,3.0,2.0,1.0,,,,,
172,PT08M17.00S,2024-03-22T01:42:07.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,6.389618922470433,40.44117647058824,1610612752,38,36,2024-03-22T01:46:24Z,1720000,False,48.0,8.0,1,left,MISS B. Bogdanovic floating Shot,[202711],1610612752.0,NYK,floating,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,,,,,,
