actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-25T19:38:38.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-25T19:38:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-25T19:38:40.2Z,1,REGULAR,jumpball,recovered,[],203932,,,1610612743,0,0,2023-12-25T19:38:40Z,40000,False,,,0,,Jump Ball N. Jokic vs. K. Looney: Tip to A. Gordon,"[203932, 203999, 1626172]",1610612743.0,DEN,startperiod,A. Gordon,203932.0,Gordon,A. Gordon,Jokic,203999.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-12-25T19:38:54.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,7.440867279894875,35.294117647058826,1610612743,0,0,2023-12-25T19:39:42Z,70000,False,74.0,17.0,1,left,MISS N. Jokic 7' turnaround bank Hook,[203999],1610612743.0,DEN,turnaround bank,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,7.55,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-12-25T19:38:56.1Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,0,0,2023-12-25T19:38:58Z,80000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-12-25T19:39:09.3Z,1,REGULAR,2pt,Jump Shot,[],1630228,93.24901445466492,33.33333333333333,1610612744,0,0,2023-12-25T19:41:01Z,90000,False,-83.0,11.0,1,right,MISS J. Kuminga 8' floating Shot,[1630228],1610612744.0,GSW,floating,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Left,8.4,Missed,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2023-12-25T19:39:14.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,0,2023-12-25T19:39:17Z,100000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2023-12-25T19:39:18.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203932,4.28712220762155,48.28431372549019,1610612743,2,0,2023-12-25T19:40:15Z,110000,False,9.0,-12.0,1,left,A. Gordon running DUNK (2 PTS),[203932],1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M55.00S,2023-12-25T19:39:44.6Z,1,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,2,0,2023-12-25T19:39:54Z,120000,False,,,0,,K. Thompson step out-of-bounds TURNOVER (1 TO),[202691],1610612744.0,GSW,step,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,,202027.0,1.0,,,,,,,,,,,
14,PT10M42.00S,2023-12-25T19:40:11.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627750,18.084756898817346,38.72549019607843,1610612743,4,0,2023-12-25T19:41:19Z,140000,False,56.0,117.0,1,left,J. Murray 13' driving floating Jump Shot (2 PTS),[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.03,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M28.00S,2023-12-25T19:40:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,93.51182654402102,50.73529411764706,1610612744,4,0,2023-12-25T19:41:52Z,150000,False,4.0,8.0,1,right,MISS K. Looney Layup,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,0.93,Missed,,,,,,,,,,,,,,,,,,
