actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
88,PT04M22.00S,2024-03-01T03:23:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.80354796320631,48.03921568627451,1610612743,23,11,2024-03-01T03:24:03Z,870000,False,-10.0,25.0,1,right,N. Jokic finger roll Layup (2 PTS),[203999],1610612743.0,DEN,finger roll,,,,,,Restricted Area,0-8 Center,2.64,Made,2.0,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,
89,PT04M16.00S,2024-03-01T03:24:03.4Z,1,REGULAR,turnover,out-of-bounds,[],1631107,,,1610612748,23,11,2024-03-01T03:24:18Z,880000,False,,,0,,N. Jovic bad pass out-of-bounds TURNOVER (1 TO),[1631107],1610612748.0,MIA,bad pass,,,,,,Mid-Range,16-24 Center,,,,Jovic,N. Jovic,,,,,,,,2714.0,,,,,1.0,,,,,
90,PT04M00.00S,2024-03-01T03:24:31.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629008,93.77463863337714,50.245098039215684,1610612743,23,11,2024-03-01T03:24:37Z,890000,False,1.0,6.0,1,right,MISS M. Porter Jr. Layup,[1629008],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,0.61,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
91,PT03M56.00S,2024-03-01T03:24:34.7Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,23,11,2024-03-01T03:24:34Z,900000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Porter Jr.,M. Porter Jr.,,,,90.0,5.0,4.0,1.0,,,,,,,,,,,
92,PT03M56.00S,2024-03-01T03:24:34.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629008,94.40999984741211,50.0,1610612743,25,11,2024-03-01T03:24:44Z,910000,False,0.0,0.0,1,right,M. Porter Jr. tip Layup (6 PTS),[1629008],1610612743.0,DEN,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
93,PT03M44.00S,2024-03-01T03:24:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,5.469776609724048,53.18627450980392,1610612748,25,13,2024-03-01T03:26:42Z,920000,False,-16.0,-1.0,1,left,C. Martin driving Layup (2 PTS) (N. Jovic 1 AST),"[1628997, 1631107]",1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,Martin,C. Martin,N. Jovic,1631107.0,1.0,,,,,,,,,,,,,,,
95,PT03M35.00S,2024-03-01T03:24:56.4Z,1,REGULAR,3pt,Jump Shot,[],1629008,67.62483574244416,42.40196078431372,1610612743,28,13,2024-03-01T03:25:02Z,940000,False,-38.0,252.0,1,right,M. Porter Jr. 25' 3PT  (9 PTS) (K. Caldwell-Pope 2 AST),"[1629008, 203484]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,25.47,Made,9.0,Porter Jr.,M. Porter Jr.,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,,
97,PT03M28.00S,2024-03-01T03:25:03.8Z,1,REGULAR,turnover,bad pass,[],1631107,,,1610612748,28,13,2024-03-01T03:25:07Z,960000,False,,,0,,N. Jovic bad pass TURNOVER (2 TO),"[1631107, 203932]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jovic,N. Jovic,,,,,,,,,,,,,2.0,Gordon,203932.0,,,
98,PT03M28.00S,2024-03-01T03:25:03.8Z,1,REGULAR,steal,,[],203932,,,1610612743,28,13,2024-03-01T03:25:05Z,970000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,
99,PT03M24.00S,2024-03-01T03:25:06.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202704,74.98357424441524,83.57843137254902,1610612743,28,13,2024-03-01T03:25:11Z,980000,False,168.0,183.0,1,right,MISS R. Jackson 24' 3PT,[202704],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,
100,PT03M23.00S,2024-03-01T03:25:07.9Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,28,13,2024-03-01T03:25:11Z,990000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Rozier,T. Rozier,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,
101,PT03M21.00S,2024-03-01T03:25:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628997,5.863994743758213,47.549019607843135,1610612748,28,15,2024-03-01T03:25:24Z,1000000,False,12.0,3.0,1,left,C. Martin running Layup (4 PTS) (T. Rozier 2 AST),"[1628997, 1626179]",1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,1.26,Made,4.0,Martin,C. Martin,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,,
103,PT03M21.00S,2024-03-01T03:25:15.2Z,1,REGULAR,foul,personal,['1freethrow'],203484,,,1610612748,28,15,2024-03-01T03:25:22Z,1020000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Martin 1 FT),"[203484, 1628997]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,2714.0,1.0,0.0,Martin,1628997.0,,,,,,
105,PT03M21.00S,2024-03-01T03:25:24.3Z,1,REGULAR,substitution,out,[],1629008,,,1610612748,28,15,2024-03-01T03:26:42Z,1040000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
106,PT03M21.00S,2024-03-01T03:25:24.3Z,1,REGULAR,substitution,out,[],1626179,,,1610612748,28,15,2024-03-01T03:26:42Z,1050000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
107,PT03M21.00S,2024-03-01T03:25:24.3Z,1,REGULAR,substitution,in,[],1631128,,,1610612748,28,15,2024-03-01T03:26:42Z,1060000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
108,PT03M21.00S,2024-03-01T03:25:24.3Z,1,REGULAR,substitution,in,[],202710,,,1610612748,28,15,2024-03-01T03:26:42Z,1070000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
130,PT03M21.00S,2024-03-01T03:25:24.3Z,1,REGULAR,substitution,out,[],1631107,,,1610612748,28,15,2024-03-01T03:30:47Z,1075000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,,,,,,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,
131,PT03M21.00S,2024-03-01T03:25:24.3Z,1,REGULAR,substitution,in,[],1626153,,,1610612748,28,15,2024-03-01T03:30:47Z,1077500,False,,,0,,SUB in: D. Wright,[1626153],1610612748.0,MIA,,,,,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,
109,PT03M21.00S,2024-03-01T03:25:55.3Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628997,,,1610612748,28,16,2024-03-01T03:25:55Z,1080000,False,,,0,,C. Martin Free Throw 1 of 1 (5 PTS),[1628997],1610612748.0,MIA,,,,,,,,,,Made,5.0,Martin,C. Martin,,,,,,,,,,,,,,,,,,
110,PT03M06.00S,2024-03-01T03:26:14.0Z,1,REGULAR,violation,kicked ball,[],1628389,,,1610612743,28,16,2024-03-01T03:29:40Z,1090000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,201246.0,,,,,,,,,,
111,PT03M06.00S,2024-03-01T03:26:25.4Z,1,REGULAR,substitution,out,[],203932,,,1610612743,28,16,2024-03-01T03:26:37Z,1100000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,
112,PT03M06.00S,2024-03-01T03:26:25.4Z,1,REGULAR,substitution,out,[],1628389,,,1610612743,28,16,2024-03-01T03:26:37Z,1110000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
113,PT03M06.00S,2024-03-01T03:26:25.4Z,1,REGULAR,substitution,in,[],1631212,,,1610612743,28,16,2024-03-01T03:26:37Z,1120000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
129,PT03M06.00S,2024-03-01T03:26:25.4Z,1,REGULAR,substitution,in,[],1631115,,,1610612743,28,16,2024-03-01T03:28:54Z,1137500,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,,,,,,,,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,
115,PT02M58.00S,2024-03-01T03:26:42.0Z,1,REGULAR,3pt,Jump Shot,[],203484,93.77463863337714,96.07843137254902,1610612743,31,16,2024-03-01T03:30:11Z,1140000,False,230.0,6.0,1,right,K. Caldwell-Pope 3PT pullup (11 PTS) (N. Jokic 3 AST),"[203484, 203999]",1610612743.0,DEN,pullup,,,,,,Right Corner 3,24+ Right,23.05,Made,11.0,Caldwell-Pope,K. Caldwell-Pope,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,,
117,PT02M37.00S,2024-03-01T03:27:03.2Z,1,REGULAR,turnover,bad pass,[],1628997,,,1610612748,31,16,2024-03-01T03:27:13Z,1160000,False,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628997, 1631128]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Martin,C. Martin,,,,,,,,,,,,,1.0,Braun,1631128.0,,,
118,PT02M37.00S,2024-03-01T03:27:03.2Z,1,REGULAR,steal,,[],1631128,,,1610612743,31,16,2024-03-01T03:27:06Z,1170000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
119,PT02M14.00S,2024-03-01T03:27:26.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203999,91.93495400788436,56.127450980392155,1610612743,31,16,2024-03-01T03:27:34Z,1180000,False,31.0,23.0,1,right,MISS N. Jokic Hook,[203999],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,3.85,Missed,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,
120,PT02M12.00S,2024-03-01T03:27:28.1Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,31,16,2024-03-01T03:27:28Z,1190000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Martin,C. Martin,,,,119.0,2.0,2.0,0.0,,,,,,,,,,,
121,PT02M03.00S,2024-03-01T03:27:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,7.30946123521682,40.68627450980392,1610612748,31,16,2024-03-01T03:27:43Z,1200000,False,47.0,16.0,1,left,MISS J. Jaquez Jr. driving Layup,[1631170],1610612748.0,MIA,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,
122,PT02M00.00S,2024-03-01T03:27:40.4Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612748,31,16,2024-03-01T03:27:40Z,1210000,False,,,0,,O. Robinson REBOUND (Off:1 Def:0),[1631115],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Robinson,O. Robinson,,,,121.0,1.0,0.0,1.0,,,,,,,,,,,
123,PT01M51.00S,2024-03-01T03:27:49.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202710,11.514454664914586,52.69607843137255,1610612748,31,18,2024-03-01T03:27:57Z,1220000,False,-13.0,56.0,1,left,J. Butler turnaround Jump Shot (2 PTS),[202710],1610612748.0,MIA,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,2.0,Butler,J. Butler,,,,,,,,,,,,,,,,,,
124,PT01M26.00S,2024-03-01T03:28:14.0Z,1,REGULAR,2pt,Jump Shot,[],202704,87.72996057818659,74.01960784313727,1610612743,31,18,2024-03-01T03:32:11Z,1230000,False,120.0,63.0,1,right,MISS R. Jackson 13' pullup Shot,[202704],1610612743.0,DEN,pullup,,,,,,Mid-Range,8-16 Right,13.55,Missed,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,
125,PT01M25.00S,2024-03-01T03:28:15.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,31,18,2024-03-01T03:28:21Z,1240000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,,,,,,,124.0,,,,,,,,,,,,,,
126,PT01M25.00S,2024-03-01T03:28:19.2Z,1,REGULAR,foul,personal,[],203999,,,1610612748,31,18,2024-03-01T03:32:49Z,1250000,False,,,0,,N. Jokic loose ball personal FOUL (2 PF),"[203999, 1628997]",1610612743.0,DEN,loose ball,,,,,,Restricted Area,0-8 Center,,,,Jokic,N. Jokic,,,,,,,,1629178.0,2.0,0.0,Martin,1628997.0,,,,,,
132,PT01M25.00S,2024-03-01T03:31:28.6Z,1,REGULAR,substitution,out,[],203484,,,1610612748,31,18,2024-03-01T03:31:47Z,1270000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,,,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,
133,PT01M25.00S,2024-03-01T03:31:28.6Z,1,REGULAR,substitution,out,[],203999,,,1610612748,31,18,2024-03-01T03:31:47Z,1280000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,,,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,
134,PT01M25.00S,2024-03-01T03:31:28.6Z,1,REGULAR,substitution,in,[],1630192,,,1610612748,31,18,2024-03-01T03:31:47Z,1290000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,
135,PT01M25.00S,2024-03-01T03:31:28.6Z,1,REGULAR,substitution,in,[],1627750,,,1610612748,31,18,2024-03-01T03:31:47Z,1300000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
136,PT01M11.00S,2024-03-01T03:32:05.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202710,6.1268068331143235,47.05882352941176,1610612748,31,20,2024-03-01T03:32:10Z,1310000,False,15.0,5.0,1,left,J. Butler driving DUNK (4 PTS),[202710],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,1.56,Made,4.0,Butler,J. Butler,,,,,,,,,,,,,,,,,,
137,PT00M56.20S,2024-03-01T03:32:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,90.88370565045992,51.225490196078425,1610612743,33,20,2024-03-01T03:34:27Z,1320000,False,6.0,33.0,1,right,R. Jackson driving Layup (2 PTS),[202704],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,3.38,Made,2.0,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,
138,PT00M34.40S,2024-03-01T03:32:45.6Z,1,REGULAR,2pt,Jump Shot,[],1626153,8.09789750328515,74.26470588235294,1610612748,33,20,2024-03-01T03:32:50Z,1330000,False,-121.0,24.0,1,left,MISS D. Wright 12' turnaround fadeaway Shot,[1626153],1610612748.0,MIA,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,12.36,Missed,,Wright,D. Wright,,,,,,,,,,,,,,,,,,
139,PT00M31.90S,2024-03-01T03:32:48.1Z,1,REGULAR,rebound,defensive,[],202704,,,1610612743,33,20,2024-03-01T03:32:50Z,1340000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Left,,,,Jackson,R. Jackson,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,
140,PT00M13.60S,2024-03-01T03:33:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631128,83.65637319316689,41.17647058823529,1610612743,33,20,2024-03-01T03:33:17Z,1350000,False,-44.0,101.0,1,right,MISS C. Braun 11' driving floating Shot,[1631128],1610612743.0,DEN,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.03,Missed,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
141,PT00M10.50S,2024-03-01T03:33:09.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,33,20,2024-03-01T03:33:17Z,1360000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,140.0,,,,,,,,,,,,,,
143,PT00M00.10S,2024-03-01T03:33:40.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,76.5604467805519,89.70588235294117,1610612743,36,20,2024-03-01T03:37:12Z,1380000,False,199.0,168.0,1,right,J. Murray 25' 3PT turnaround bank (6 PTS),[1627750],1610612743.0,DEN,turnaround bank,,,,,,Above the Break 3,24+ Right Center,25.99,Made,6.0,Murray,J. Murray,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2024-03-01T03:33:48.8Z,1,REGULAR,period,end,[],0,,,1610612748,36,20,2024-03-01T03:33:48Z,1390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-03-01T03:36:37.8Z,2,REGULAR,substitution,out,['startperiod'],1626153,,,1610612748,36,20,2024-03-01T03:36:59Z,1400000,False,,,0,,SUB out: D. Wright,[1626153],1610612748.0,MIA,,,,,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-03-01T03:36:37.8Z,2,REGULAR,substitution,in,['startperiod'],1629130,,,1610612748,36,20,2024-03-01T03:36:59Z,1410000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-03-01T03:37:21.0Z,2,REGULAR,period,start,[],0,,,1610612748,36,20,2024-03-01T03:37:21Z,1420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M50.00S,2024-03-01T03:37:31.8Z,2,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612748,36,20,2024-03-01T03:37:59Z,1430000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Butler 2 FT),"[1631212, 202710]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,,Watson,P. Watson,,,,,,,,1629178.0,1.0,0.0,Butler,202710.0,,,,,,
151,PT11M50.00S,2024-03-01T03:38:01.7Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,36,21,2024-03-01T03:38:01Z,1450000,False,,,0,,J. Butler Free Throw 1 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,5.0,Butler,J. Butler,,,,,,,,,,,,,,,,,,
152,PT11M50.00S,2024-03-01T03:38:15.5Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,36,22,2024-03-01T03:38:15Z,1460000,False,,,0,,J. Butler Free Throw 2 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,6.0,Butler,J. Butler,,,,,,,,,,,,,,,,,,
153,PT11M38.00S,2024-03-01T03:38:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.85479632063075,54.166666666666664,1610612743,38,22,2024-03-01T03:38:42Z,1470000,False,21.0,15.0,1,right,R. Jackson driving finger roll Layup (4 PTS),[202704],1610612743.0,DEN,driving finger roll,,,,,,Restricted Area,0-8 Center,2.55,Made,4.0,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,
154,PT11M20.00S,2024-03-01T03:38:53.0Z,2,REGULAR,foul,personal,[],1631128,,,1610612748,38,22,2024-03-01T03:39:03Z,1480000,False,,,0,,C. Braun personal FOUL (1 PF),"[1631128, 1629130]",1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,,,,Braun,C. Braun,,,,,,,,2714.0,1.0,0.0,Robinson,1629130.0,,,,,,
156,PT11M10.00S,2024-03-01T03:39:17.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,15.588042049934298,39.46078431372549,1610612748,38,22,2024-03-01T03:39:24Z,1500000,False,53.0,94.0,1,left,MISS J. Butler 10' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,10.78,Missed,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
157,PT11M09.00S,2024-03-01T03:39:18.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,38,22,2024-03-01T03:39:24Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,156.0,,,,,,,,,,,,,,
158,PT11M09.00S,2024-03-01T03:39:22.0Z,2,REGULAR,foul,personal,[],1631128,,,1610612748,38,22,2024-03-01T03:41:00Z,1520000,False,,,0,,C. Braun loose ball personal FOUL (2 PF),"[1631128, 1631115]",1610612743.0,DEN,loose ball,,,,,,Restricted Area,0-8 Center,,,,Braun,C. Braun,,,,,,,,201246.0,2.0,0.0,Robinson,1631115.0,,,,,,
161,PT10M59.00S,2024-03-01T03:39:54.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629130,6.783837056504599,43.13725490196079,1610612748,38,24,2024-03-01T03:40:03Z,1550000,False,34.0,11.0,1,left,D. Robinson driving finger roll Layup (2 PTS),[1629130],1610612748.0,MIA,driving finger roll,,,,,,Restricted Area,0-8 Center,3.61,Made,2.0,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
162,PT10M46.00S,2024-03-01T03:40:07.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,94.1688567674113,53.92156862745098,1610612743,38,24,2024-03-01T03:40:11Z,1560000,False,20.0,2.0,1,right,MISS P. Watson driving Layup,[1631212],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,1.97,Missed,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
163,PT10M44.00S,2024-03-01T03:40:09.2Z,2,REGULAR,rebound,offensive,[],1631128,,,1610612743,38,24,2024-03-01T03:40:09Z,1570000,False,,,0,,C. Braun REBOUND (Off:1 Def:0),[1631128],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Braun,C. Braun,,,,162.0,1.0,0.0,1.0,,,,,,,,,,,
164,PT10M36.00S,2024-03-01T03:40:16.6Z,2,REGULAR,turnover,lost ball,[],1630192,,,1610612743,38,24,2024-03-01T03:40:20Z,1580000,False,,,0,,Z. Nnaji lost ball TURNOVER (1 TO),"[1630192, 1631170]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,1.0,Jaquez Jr.,1631170.0,,,
165,PT10M36.00S,2024-03-01T03:40:16.6Z,2,REGULAR,steal,,[],1631170,,,1610612748,38,24,2024-03-01T03:40:18Z,1590000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,
166,PT10M32.00S,2024-03-01T03:40:20.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,4.812746386333772,47.30392156862745,1610612748,38,26,2024-03-01T03:40:31Z,1600000,False,13.0,-7.0,1,left,J. Butler running DUNK (8 PTS) (J. Jaquez Jr. 1 AST),"[202710, 1631170]",1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,1.53,Made,8.0,Butler,J. Butler,J. Jaquez Jr.,1631170.0,1.0,,,,,,,,,,,,,,,
168,PT10M32.00S,2024-03-01T03:40:26.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,38,26,2024-03-01T03:40:26Z,1620000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M32.00S,2024-03-01T03:43:18.8Z,2,REGULAR,substitution,out,[],202704,,,1610612743,38,26,2024-03-01T03:43:49Z,1630000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,
170,PT10M32.00S,2024-03-01T03:43:18.8Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,38,26,2024-03-01T03:43:49Z,1640000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
171,PT10M14.00S,2024-03-01T03:44:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,94.30026281208936,44.85294117647059,1610612743,38,26,2024-03-01T03:44:13Z,1650000,False,-26.0,1.0,1,right,MISS Z. Nnaji driving reverse Layup,[1630192],1610612743.0,DEN,driving reverse,,,,,,Restricted Area,0-8 Center,2.57,Missed,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,
172,PT10M11.00S,2024-03-01T03:44:07.9Z,2,REGULAR,rebound,defensive,[],1631115,,,1610612748,38,26,2024-03-01T03:44:10Z,1660000,False,,,0,,O. Robinson REBOUND (Off:1 Def:1),[1631115],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Robinson,O. Robinson,,,,171.0,2.0,1.0,1.0,,,,,,,,,,,
174,PT10M02.00S,2024-03-01T03:44:35.9Z,2,REGULAR,3pt,Jump Shot,[],1629130,13.091327201051248,95.34313725490196,1610612748,38,29,2024-03-01T03:44:41Z,1680000,False,-227.0,71.0,1,left,D. Robinson 3PT  (5 PTS) (O. Robinson 1 AST),"[1629130, 1631115]",1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,23.74,Made,5.0,Robinson,D. Robinson,O. Robinson,1631115.0,1.0,,,,,,,,,,,,,,,
