actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
22,PT09M51.00S,2023-11-09T03:16:53.6Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,9,2,2023-11-09T03:16:53Z,220000,False,,,0,,A. Gordon Free Throw 2 of 2 (2 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M39.00S,2023-11-09T03:17:07.1Z,1,REGULAR,3pt,Jump Shot,[],201939,77.08607095926413,89.70588235294117,1610612744,9,2,2023-11-09T03:17:16Z,230000,False,199.0,163.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
24,PT09M36.00S,2023-11-09T03:17:10.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,9,2,2023-11-09T03:17:16Z,240000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,
25,PT09M31.00S,2023-11-09T03:17:15.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202704,21.107095926412615,11.27450980392157,1610612743,9,2,2023-11-09T03:17:26Z,250000,False,194.0,146.0,1,left,MISS R. Jackson 24' 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,24.24,Missed,,,,,,,,,,,,,,,,,,
26,PT09M28.00S,2023-11-09T03:17:18.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,9,2,2023-11-09T03:17:26Z,260000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,
27,PT09M24.00S,2023-11-09T03:17:22.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,72.88107752956637,82.59803921568627,1610612744,9,2,2023-11-09T03:17:45Z,270000,False,163.0,202.0,1,right,MISS K. Thompson 25' running 3PT,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
28,PT09M20.00S,2023-11-09T03:17:26.5Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,9,2,2023-11-09T03:17:45Z,280000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,
29,PT09M01.00S,2023-11-09T03:17:45.3Z,1,REGULAR,3pt,Jump Shot,[],203999,28.465834428383708,71.81372549019608,1610612743,9,2,2023-11-09T03:17:51Z,290000,False,-109.0,215.0,1,left,MISS N. Jokic 24' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,24.12,Missed,,,,,,,,,,,,,,,,,,
30,PT08M58.00S,2023-11-09T03:17:48.3Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,9,2,2023-11-09T03:17:51Z,300000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,
31,PT08M50.00S,2023-11-09T03:17:59.0Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,9,2,2023-11-09T03:18:07Z,310000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,202035.0,,,,,,,,,,
32,PT08M37.00S,2023-11-09T03:18:21.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203932,22.421156373193167,58.57843137254902,1610612743,11,2,2023-11-09T03:18:29Z,320000,False,-43.0,158.0,1,left,A. Gordon 16' step back Jump Shot (4 PTS) (R. Jackson 1 AST),"[203932, 202704]",1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Center,16.4,Made,4.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,
34,PT08M20.00S,2023-11-09T03:18:41.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626172,91.67214191852825,50.98039215686274,1610612744,11,4,2023-11-09T03:19:04Z,340000,False,5.0,26.0,1,right,K. Looney bank Hook (2 PTS) (S. Curry 1 AST),"[1626172, 201939]",1610612744.0,GSW,bank,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.63,Made,2.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
35,PT08M20.00S,2023-11-09T03:18:46.1Z,1,REGULAR,foul,personal,['1freethrow'],203932,,,1610612744,11,4,2023-11-09T03:18:54Z,350000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Looney 1 FT),"[203932, 1626172]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,202041.0,,,,,1.0,0.0,Looney,1626172.0,,
37,PT08M20.00S,2023-11-09T03:19:09.4Z,1,REGULAR,freethrow,1 of 1,[],1626172,,,1610612744,11,5,2023-11-09T03:19:09Z,370000,False,,,0,,K. Looney Free Throw 1 of 1 (3 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
39,PT08M04.00S,2023-11-09T03:19:27.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,26.62614980289093,80.63725490196079,1610612743,11,5,2023-11-09T03:19:32Z,380000,False,-153.0,198.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.02,Missed,,,,,,,,,,,,,,,,,,
40,PT08M01.00S,2023-11-09T03:19:30.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,11,5,2023-11-09T03:19:32Z,390000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,39.0,,,,,,,,,
42,PT07M47.00S,2023-11-09T03:19:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,87.72996057818659,58.08823529411765,1610612744,11,5,2023-11-09T03:20:00Z,410000,False,40.0,63.0,1,right,MISS A. Wiggins 7' driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,,
43,PT07M45.00S,2023-11-09T03:19:54.7Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,11,5,2023-11-09T03:20:00Z,420000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,
45,PT07M36.00S,2023-11-09T03:20:25.7Z,1,REGULAR,3pt,Jump Shot,[],203999,31.225361366622867,56.86274509803921,1610612743,11,5,2023-11-09T03:20:32Z,440000,False,-34.0,241.0,1,left,MISS N. Jokic 24' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,24.34,Missed,,,,,,,,,,,,,,,,,,
46,PT07M32.00S,2023-11-09T03:20:29.7Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,11,5,2023-11-09T03:20:32Z,450000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,
47,PT07M19.00S,2023-11-09T03:20:42.5Z,1,REGULAR,3pt,Jump Shot,[],203952,74.58935611038108,16.176470588235293,1610612744,11,5,2023-11-09T03:20:48Z,460000,False,-169.0,186.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
48,PT07M16.00S,2023-11-09T03:20:45.5Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,11,5,2023-11-09T03:20:48Z,470000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,
49,PT07M12.00S,2023-11-09T03:20:50.6Z,1,REGULAR,foul,personal,[],202691,,,1610612743,11,5,2023-11-09T03:21:02Z,480000,False,,,0,,K. Thompson personal FOUL (1 PF),"[202691, 203932]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1626302.0,,,,,1.0,0.0,Gordon,203932.0,,
51,PT07M05.00S,2023-11-09T03:21:15.1Z,1,REGULAR,3pt,Jump Shot,[],203999,19.398817345597898,93.38235294117648,1610612743,11,5,2023-11-09T03:21:21Z,500000,False,-217.0,130.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,,,,,,,,,,,,,,,,,
52,PT07M04.00S,2023-11-09T03:21:16.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,11,5,2023-11-09T03:21:21Z,510000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,51.0,,,,,,,,,
54,PT06M51.00S,2023-11-09T03:21:43.8Z,1,REGULAR,3pt,Jump Shot,[],202691,67.7562417871222,52.94117647058824,1610612744,11,5,2023-11-09T03:21:49Z,530000,False,15.0,251.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
55,PT06M47.00S,2023-11-09T03:21:47.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,11,5,2023-11-09T03:21:49Z,540000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,
56,PT06M41.00S,2023-11-09T03:21:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,8.360709592641262,43.13725490196079,1610612743,11,5,2023-11-09T03:24:34Z,550000,False,34.0,26.0,1,left,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
57,PT06M36.00S,2023-11-09T03:21:58.4Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,11,5,2023-11-09T03:22:01Z,560000,False,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,56.0,3.0,2.0,1.0,,,,,,
58,PT06M36.00S,2023-11-09T03:21:58.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,5.590000152587891,50.0,1610612743,11,5,2023-11-09T03:21:58Z,570000,False,0.0,0.0,1,left,MISS A. Gordon tip Layup,[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
59,PT06M34.00S,2023-11-09T03:22:00.4Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,11,5,2023-11-09T03:22:00Z,580000,False,,,0,,A. Gordon REBOUND (Off:2 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,58.0,4.0,2.0,2.0,,,,,,
60,PT06M34.00S,2023-11-09T03:22:00.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203932,5.590000152587891,50.0,1610612743,11,5,2023-11-09T03:22:03Z,590000,False,0.0,0.0,1,left,MISS A. Gordon tip Layup,[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
61,PT06M34.00S,2023-11-09T03:22:00.4Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,11,5,2023-11-09T03:22:03Z,600000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,60.0,3.0,3.0,0.0,,,,,,
62,PT06M26.00S,2023-11-09T03:22:09.0Z,1,REGULAR,turnover,lost ball,[],201939,,,1610612744,11,5,2023-11-09T03:22:16Z,610000,False,,,0,,S. Curry lost ball TURNOVER (2 TO),"[201939, 203999]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,Jokic,203999.0,,,,,,,,,,,
63,PT06M26.00S,2023-11-09T03:22:09.0Z,1,REGULAR,steal,,[],203999,,,1610612743,11,5,2023-11-09T03:26:16Z,620000,False,,,0,,N. Jokic STEAL (2 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT06M22.00S,2023-11-09T03:22:12.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629008,32.013797634691194,49.26470588235294,1610612743,14,5,2023-11-09T03:22:37Z,630000,False,4.0,248.0,1,left,M. Porter Jr. 24' 3PT  (3 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,24.84,Made,3.0,,,,,,,,,,,,,,,,,
65,PT06M01.00S,2023-11-09T03:22:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,90.88370565045992,40.68627450980392,1610612744,14,7,2023-11-09T03:22:42Z,640000,False,-47.0,33.0,1,right,K. Looney driving Layup (5 PTS),[1626172],1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,5.72,Made,5.0,,,,,,,,,,,,,,,,,
66,PT05M41.00S,2023-11-09T03:22:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.389618922470433,56.86274509803921,1610612743,14,7,2023-11-09T03:22:58Z,650000,False,-34.0,8.0,1,left,MISS N. Jokic Layup,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
67,PT05M38.00S,2023-11-09T03:22:57.4Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,14,7,2023-11-09T03:22:58Z,660000,False,,,0,,D. Saric REBOUND (Off:0 Def:1),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,
68,PT05M23.00S,2023-11-09T03:23:12.3Z,1,REGULAR,2pt,Jump Shot,[],202691,85.49605781865965,17.892156862745097,1610612744,14,9,2023-11-09T03:23:19Z,670000,False,-161.0,84.0,1,right,K. Thompson 18' step back Jump Shot (4 PTS),[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left,18.11,Made,4.0,,,,,,,,,,,,,,,,,
69,PT05M03.00S,2023-11-09T03:23:31.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,5.863994743758213,4.411764705882353,1610612743,17,9,2023-11-09T03:23:38Z,680000,False,228.0,3.0,1,left,M. Porter Jr. 3PT  (6 PTS) (K. Caldwell-Pope 1 AST),"[1629008, 203484]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,22.79,Made,6.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,
71,PT04M45.00S,2023-11-09T03:23:52.3Z,1,REGULAR,foul,personal,['2freethrow'],202704,,,1610612744,17,9,2023-11-09T03:24:06Z,700000,False,,,0,,R. Jackson shooting personal FOUL (1 PF) (Wiggins 2 FT),"[202704, 203952]",1610612743.0,DEN,shooting,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626302.0,,,,,1.0,0.0,Wiggins,203952.0,,
73,PT04M45.00S,2023-11-09T03:24:03.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,17,9,2023-11-09T03:24:03Z,720000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M45.00S,2023-11-09T03:26:54.1Z,1,REGULAR,substitution,out,[],202704,,,1610612744,17,9,2023-11-09T03:27:24Z,730000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M45.00S,2023-11-09T03:26:54.1Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,17,9,2023-11-09T03:27:24Z,740000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M45.00S,2023-11-09T03:26:54.1Z,1,REGULAR,substitution,out,[],202691,,,1610612744,17,9,2023-11-09T03:27:24Z,750000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M45.00S,2023-11-09T03:26:54.1Z,1,REGULAR,substitution,in,[],1631221,,,1610612744,17,9,2023-11-09T03:27:24Z,760000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612743.0,DEN,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M45.00S,2023-11-09T03:26:54.1Z,1,REGULAR,substitution,in,[],101108,,,1610612744,17,9,2023-11-09T03:27:24Z,770000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M45.00S,2023-11-09T03:26:54.1Z,1,REGULAR,substitution,in,[],1631218,,,1610612744,17,9,2023-11-09T03:27:24Z,780000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M45.00S,2023-11-09T03:27:39.4Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,17,10,2023-11-09T03:27:39Z,790000,False,,,0,,A. Wiggins Free Throw 1 of 2 (1 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
81,PT04M45.00S,2023-11-09T03:27:53.1Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,17,11,2023-11-09T03:27:53Z,800000,False,,,0,,A. Wiggins Free Throw 2 of 2 (2 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
82,PT04M33.00S,2023-11-09T03:28:07.7Z,1,REGULAR,2pt,Jump Shot,[],1629008,25.57490144546649,53.67647058823529,1610612743,17,11,2023-11-09T03:28:15Z,810000,False,-18.0,188.0,1,left,MISS M. Porter Jr. 18' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,18.88,Missed,,,,,,,,,,,,,,,,,,
83,PT04M29.00S,2023-11-09T03:28:11.7Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,17,11,2023-11-09T03:28:15Z,820000,False,,,0,,D. Saric REBOUND (Off:0 Def:2),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,16-24 Center,,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,
84,PT04M16.00S,2023-11-09T03:28:23.8Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612744,17,11,2023-11-09T03:28:30Z,830000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 203484]",1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Caldwell-Pope,203484.0,,,,,,,,,,,
