actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-05T01:10:51.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-05T01:10:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-05T01:10:54.9Z,1,REGULAR,jumpball,recovered,[],203897,,,1610612741,0,0,2023-11-05T01:10:54Z,40000,False,,,0,,Jump Ball N. Vucevic vs. N. Jokic: Tip to Z. LaVine,"[203897, 202696, 203999]",1610612741.0,CHI,startperiod,Z. LaVine,203897.0,LaVine,Z. LaVine,Vucevic,202696.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-11-05T01:11:08.1Z,1,REGULAR,2pt,Jump Shot,[],202696,84.1819973718791,15.686274509803921,1610612741,0,0,2023-11-05T01:11:14Z,70000,False,-172.0,96.0,1,right,MISS N. Vucevic 19' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left,19.67,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-11-05T01:11:12.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,0,2023-11-05T01:11:14Z,80000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-11-05T01:11:23.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,12.697109067017081,43.13725490196079,1610612743,0,0,2023-11-05T01:11:30Z,90000,False,34.0,67.0,1,left,MISS J. Murray 7' turnaround Shot,[1627750],1610612743.0,DEN,turnaround,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2023-11-05T01:11:26.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2023-11-05T01:11:30Z,100000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2023-11-05T01:11:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,86.28449408672799,60.5392156862745,1610612741,0,2,2023-11-05T01:13:27Z,110000,False,53.0,76.0,1,right,N. Vucevic 9' floating Jump Shot (2 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Right,9.28,Made,,,,,2.0,C. White,1629632.0,1.0,,,,,,,,,,
13,PT10M48.00S,2023-11-05T01:12:03.4Z,1,REGULAR,3pt,Jump Shot,[],1629008,25.04927726675427,14.950980392156863,1610612743,0,2,2023-11-05T01:12:09Z,130000,False,175.0,183.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2023-11-05T01:12:08.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,2,2023-11-05T01:12:09Z,140000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT10M32.00S,2023-11-05T01:12:18.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,86.15308804204993,45.588235294117645,1610612741,0,2,2023-11-05T01:12:26Z,150000,False,-22.0,78.0,1,right,MISS T. Craig 8' driving floating Shot,[1628470],1610612741.0,CHI,driving floating,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Center,8.08,Missed,,,,,,,,,,,,,,,,,,
16,PT10M28.00S,2023-11-05T01:12:22.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,2,2023-11-05T01:12:26Z,160000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M14.00S,2023-11-05T01:12:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.995400788436268,46.07843137254902,1610612743,2,2,2023-11-05T01:12:49Z,170000,False,20.0,4.0,1,left,N. Jokic finger roll Layup (2 PTS),[203999],1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,2.0,,,,,,,,,,,,,
18,PT09M53.00S,2023-11-05T01:12:59.8Z,1,REGULAR,turnover,traveling,[],1629632,,,1610612741,2,2,2023-11-05T01:13:15Z,180000,False,,,0,,C. White traveling TURNOVER (1 TO),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1146.0,1.0,,,,,,,,
19,PT09M40.00S,2023-11-05T01:13:22.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,5.469776609724048,94.85294117647058,1610612743,5,2,2023-11-05T01:13:30Z,190000,False,-224.0,-1.0,1,left,M. Porter Jr. 3PT  (3 PTS) (N. Jokic 1 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,22.43,Made,,,,,3.0,N. Jokic,203999.0,1.0,,,,,,,,,,
21,PT09M20.00S,2023-11-05T01:13:41.1Z,1,REGULAR,3pt,Jump Shot,[],203897,71.17279894875165,21.323529411764707,1610612741,5,2,2023-11-05T01:13:45Z,210000,False,-143.0,218.0,1,right,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
