actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,descriptor,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
371,PT09M45.00S,2024-04-07T02:30:44.3Z,3,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,78,66,2024-04-07T02:30:57Z,3700000,False,,,0,,N. Jokic lost ball out-of-bounds TURNOVER (2 TO),[203999],1610612743.0,DEN,2002.0,Jokic,N. Jokic,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,lost ball,,,,,,,,,,
372,PT09M38.00S,2024-04-07T02:31:00.1Z,3,REGULAR,foul,offensive,[],203992,,,1610612737,78,66,2024-04-07T02:31:20Z,3710000,False,,,0,,B. Bogdanovic offensive FOUL (3 PF),"[203992, 1631128]",1610612737.0,ATL,202053.0,Bogdanovic,B. Bogdanovic,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,3.0,0.0,Braun,1631128.0
374,PT09M38.00S,2024-04-07T02:31:00.1Z,3,REGULAR,turnover,offensive foul,[],203992,,,1610612737,78,66,2024-04-07T02:31:00Z,3730000,False,,,0,,B. Bogdanovic offensive foul TURNOVER (1 TO),[203992],1610612737.0,ATL,202053.0,Bogdanovic,B. Bogdanovic,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,,,,,,,
375,PT09M28.00S,2024-04-07T02:31:25.6Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,78,66,2024-04-07T02:31:30Z,3740000,False,,,0,,J. Murray bad pass TURNOVER (3 TO),"[1627750, 203991]",1610612743.0,DEN,,Murray,J. Murray,Above the Break 3,24+ Center,,,,,,,3.0,Capela,203991.0,,,,,,,,,,,
376,PT09M28.00S,2024-04-07T02:31:25.6Z,3,REGULAR,steal,,[],203991,,,1610612737,78,66,2024-04-07T02:31:27Z,3750000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,Capela,C. Capela,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
377,PT09M23.00S,2024-04-07T02:31:30.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203991,93.9060446780552,50.73529411764706,1610612737,78,68,2024-04-07T02:31:37Z,3760000,False,4.0,5.0,1,right,C. Capela running Layup (11 PTS) (D. Murray 10 AST),"[203991, 1627749]",1610612737.0,ATL,,Capela,C. Capela,Restricted Area,0-8 Center,0.61,Made,11.0,D. Murray,1627749.0,10.0,,,,running,,,,,,,,,,
379,PT09M23.00S,2024-04-07T02:31:34.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,78,68,2024-04-07T02:31:34Z,3780000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT09M11.00S,2024-04-07T02:34:35.7Z,3,REGULAR,3pt,Jump Shot,[],1629008,31.61957950065703,60.78431372549019,1610612743,78,68,2024-04-07T02:34:41Z,3790000,False,-54.0,245.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Above the Break 3,24+ Center,25.06,Missed,,,,,,,,,,,,,,,,,,
381,PT09M08.00S,2024-04-07T02:34:38.7Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,78,68,2024-04-07T02:34:41Z,3800000,False,,,0,,N. Jokic REBOUND (Off:1 Def:8),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Above the Break 3,24+ Center,,,,,,,,,,,380.0,9.0,8.0,1.0,,,,,,
382,PT09M06.00S,2024-04-07T02:34:41.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,8.229303547963205,44.85294117647059,1610612743,78,68,2024-04-07T02:34:50Z,3810000,False,26.0,25.0,1,left,MISS M. Porter Jr. cutting finger roll Layup - blocked,"[1629008, 1627749]",1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,cutting finger roll,,,,,Murray,1627749.0,,,,
383,PT09M06.00S,2024-04-07T02:34:41.1Z,3,REGULAR,block,,[],1627749,,,1610612743,78,68,2024-04-07T02:34:43Z,3820000,False,,,0,,D. Murray BLOCK (1 BLK),[1627749],1610612737.0,ATL,,Murray,D. Murray,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
384,PT09M04.00S,2024-04-07T02:34:43.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,78,68,2024-04-07T02:34:50Z,3830000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,Restricted Area,0-8 Center,,,,,,,,,,,382.0,,,,,,,,,
386,PT08M57.00S,2024-04-07T02:35:08.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203999,9.937582128777924,21.07843137254902,1610612743,80,68,2024-04-07T02:35:15Z,3850000,False,145.0,41.0,1,left,N. Jokic 15' turnaround fadeaway Jump Shot (14 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Mid-Range,8-16 Right,15.03,Made,14.0,,,,,,,turnaround fadeaway,,,,,,,,,,
387,PT08M40.00S,2024-04-07T02:35:25.2Z,3,REGULAR,3pt,Jump Shot,[],1627749,76.16622864651774,8.823529411764707,1610612737,80,71,2024-04-07T02:35:31Z,3860000,False,-206.0,172.0,1,right,D. Murray 26' 3PT  (10 PTS) (D. Hunter 2 AST),"[1627749, 1629631]",1610612737.0,ATL,,Murray,D. Murray,Above the Break 3,24+ Left Center,26.8,Made,10.0,D. Hunter,1629631.0,2.0,,,,,,,,,,,,,,
389,PT08M29.00S,2024-04-07T02:35:39.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,8.886333771353483,45.588235294117645,1610612743,82,71,2024-04-07T02:36:16Z,3880000,False,22.0,31.0,1,left,J. Murray driving finger roll Layup (13 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,Restricted Area,0-8 Center,3.81,Made,13.0,,,,,,,driving finger roll,,,,,,,,,,
390,PT08M29.00S,2024-04-07T02:35:43.0Z,3,REGULAR,foul,personal,['1freethrow'],1629631,,,1610612743,82,71,2024-04-07T02:35:46Z,3890000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Murray 1 FT),"[1629631, 1627750]",1610612737.0,ATL,2002.0,Hunter,D. Hunter,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,1.0,0.0,Murray,1627750.0
392,PT08M29.00S,2024-04-07T02:36:08.2Z,3,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,83,71,2024-04-07T02:36:08Z,3910000,False,,,0,,J. Murray Free Throw 1 of 1 (14 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,Made,14.0,,,,,,,,,,,,,,,,,
393,PT08M10.00S,2024-04-07T02:36:29.2Z,3,REGULAR,3pt,Jump Shot,[],1627749,67.49342969776609,44.11764705882353,1610612737,83,71,2024-04-07T02:36:34Z,3920000,False,-29.0,253.0,1,right,MISS D. Murray 25' pullup 3PT,[1627749],1610612737.0,ATL,,Murray,D. Murray,Above the Break 3,24+ Center,25.48,Missed,,,,,,,,pullup,,,,,,,,,,
394,PT08M07.00S,2024-04-07T02:36:32.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,83,71,2024-04-07T02:36:34Z,3930000,False,,,0,,N. Jokic REBOUND (Off:1 Def:9),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Above the Break 3,24+ Center,,,,,,,,,,,393.0,10.0,9.0,1.0,,,,,,
395,PT08M00.00S,2024-04-07T02:36:39.0Z,3,REGULAR,2pt,Jump Shot,[],1627750,17.345597897503286,84.33670343137256,1610612743,85,71,2024-04-07T02:36:49Z,3940000,False,-172.0,111.0,1,left,J. Murray 20' step back Jump Shot (16 PTS) (N. Jokic 8 AST),"[1627750, 203999]",1610612743.0,DEN,,Murray,J. Murray,Mid-Range,16-24 Left,20.42,Made,16.0,N. Jokic,203999.0,8.0,,,,step back,,,,,,,,,,
397,PT07M45.00S,2024-04-07T02:36:53.5Z,3,REGULAR,3pt,Jump Shot,[],203992,91.93495400788436,95.83333333333334,1610612737,85,74,2024-04-07T02:36:57Z,3960000,False,229.0,23.0,1,right,B. Bogdanovic 3PT  (16 PTS) (J. Johnson 4 AST),"[203992, 1630552]",1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Right Corner 3,24+ Right,23.04,Made,16.0,J. Johnson,1630552.0,4.0,,,,,,,,,,,,,,
399,PT07M25.00S,2024-04-07T02:37:13.6Z,3,REGULAR,2pt,Jump Shot,[],203999,22.552562417871222,48.03921568627451,1610612743,85,74,2024-04-07T02:37:17Z,3980000,False,10.0,159.0,1,left,MISS N. Jokic 15' Jump Shot,[203999],1610612743.0,DEN,,Jokic,N. Jokic,Mid-Range,8-16 Center,15.98,Missed,,,,,,,,,,,,,,,,,,
400,PT07M23.00S,2024-04-07T02:37:15.6Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,85,74,2024-04-07T02:37:17Z,3990000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Mid-Range,8-16 Center,,,,,,,,,,,399.0,1.0,1.0,0.0,,,,,,
401,PT07M18.00S,2024-04-07T02:37:21.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630552,94.56307490144546,45.09803921568628,1610612737,85,74,2024-04-07T02:41:12Z,4000000,False,-25.0,-1.0,1,right,MISS J. Johnson running Layup - blocked,"[1630552, 1627750]",1610612737.0,ATL,,Johnson,J. Johnson,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,running,,,,,Murray,1627750.0,,,,
402,PT07M18.00S,2024-04-07T02:37:21.2Z,3,REGULAR,block,,[],1627750,,,1610612737,85,74,2024-04-07T02:37:36Z,4010000,False,,,0,,J. Murray BLOCK (1 BLK),[1627750],1610612743.0,DEN,,Murray,J. Murray,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
403,PT07M13.00S,2024-04-07T02:37:26.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,85,74,2024-04-07T02:41:44Z,4020000,False,,,0,,N. Jokic REBOUND (Off:1 Def:10),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Restricted Area,0-8 Center,,,,,,,,,,,401.0,11.0,10.0,1.0,,,,,,
404,PT07M09.00S,2024-04-07T02:37:30.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,5.601182654402102,95.83333333333334,1610612743,88,74,2024-04-07T02:42:30Z,4030000,False,-229.0,0.0,1,left,K. Caldwell-Pope 3PT running (19 PTS) (M. Porter Jr. 2 AST),"[203484, 1629008]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,Left Corner 3,24+ Left,22.92,Made,19.0,M. Porter Jr.,1629008.0,2.0,,,,running,,,,,,,,,,
406,PT06M55.00S,2024-04-07T02:37:44.3Z,3,REGULAR,3pt,Jump Shot,[],1629631,81.15965834428384,91.66666666666666,1610612737,88,74,2024-04-07T02:37:52Z,4050000,False,208.0,125.0,1,right,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,Above the Break 3,24+ Right Center,24.27,Missed,,,,,,,,,,,,,,,,,,
407,PT06M52.00S,2024-04-07T02:37:47.3Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,88,74,2024-04-07T02:37:52Z,4060000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Above the Break 3,24+ Right Center,,,,,,,,,,,406.0,2.0,2.0,0.0,,,,,,
408,PT06M48.00S,2024-04-07T02:37:54.0Z,3,REGULAR,foul,personal,[],203992,,,1610612743,88,74,2024-04-07T02:38:24Z,4070000,False,,,0,,B. Bogdanovic personal FOUL (4 PF),"[203992, 1629008]",1610612737.0,ATL,2002.0,Bogdanovic,B. Bogdanovic,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,4.0,0.0,Porter Jr.,1629008.0
410,PT06M48.00S,2024-04-07T02:38:02.3Z,3,REGULAR,substitution,out,[],1630552,,,1610612743,88,74,2024-04-07T02:38:19Z,4090000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,
411,PT06M48.00S,2024-04-07T02:38:02.3Z,3,REGULAR,substitution,out,[],203992,,,1610612743,88,74,2024-04-07T02:38:19Z,4100000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,
412,PT06M48.00S,2024-04-07T02:38:02.3Z,3,REGULAR,substitution,in,[],1630249,,,1610612743,88,74,2024-04-07T02:38:19Z,4110000,False,,,0,,SUB in: V. Krejci,[1630249],1610612737.0,ATL,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,
413,PT06M48.00S,2024-04-07T02:38:02.3Z,3,REGULAR,substitution,in,[],1629726,,,1610612743,88,74,2024-04-07T02:38:19Z,4120000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,
414,PT06M45.00S,2024-04-07T02:38:22.2Z,3,REGULAR,3pt,Jump Shot,[],1629008,34.247700394218136,38.23529411764706,1610612743,88,74,2024-04-07T02:38:27Z,4130000,False,59.0,269.0,1,left,MISS M. Porter Jr. 27' 3PT,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Above the Break 3,24+ Center,27.57,Missed,,,,,,,,,,,,,,,,,,
415,PT06M42.00S,2024-04-07T02:38:25.2Z,3,REGULAR,rebound,defensive,[],1630249,,,1610612737,88,74,2024-04-07T02:38:27Z,4140000,False,,,0,,V. Krejci REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,Krejci,V. Krejci,Above the Break 3,24+ Center,,,,,,,,,,,414.0,1.0,1.0,0.0,,,,,,
416,PT06M34.00S,2024-04-07T02:38:32.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,91.27792378449409,51.71568627450981,1610612737,88,74,2024-04-07T02:44:16Z,4150000,False,9.0,29.0,1,right,MISS D. Murray driving floating Shot,[1627749],1610612737.0,ATL,,Murray,D. Murray,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,driving floating,,,,,,,,,,
417,PT06M32.00S,2024-04-07T02:38:34.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,88,74,2024-04-07T02:38:45Z,4160000,False,,,0,,N. Jokic REBOUND (Off:1 Def:11),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Restricted Area,0-8 Center,,,,,,,,,,,416.0,12.0,11.0,1.0,,,,,,
418,PT06M30.00S,2024-04-07T02:38:36.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629008,5.601182654402102,47.794117647058826,1610612743,90,74,2024-04-07T02:45:46Z,4170000,False,11.0,0.0,1,left,M. Porter Jr. running DUNK (12 PTS) (N. Jokic 9 AST),"[1629008, 203999]",1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Restricted Area,0-8 Center,1.1,Made,12.0,N. Jokic,203999.0,9.0,,,,running,,,,,,,,,,
420,PT06M13.00S,2024-04-07T02:38:53.3Z,3,REGULAR,2pt,Jump Shot,[],1629726,84.57621550591328,73.77450980392157,1610612737,90,76,2024-04-07T02:38:58Z,4190000,False,119.0,92.0,1,right,G. Mathews 15' fadeaway Jump Shot (11 PTS) (C. Capela 3 AST),"[1629726, 203991]",1610612737.0,ATL,,Mathews,G. Mathews,Mid-Range,8-16 Right,15.06,Made,11.0,C. Capela,203991.0,3.0,,,,fadeaway,,,,,,,,,,
422,PT05M55.00S,2024-04-07T02:39:11.3Z,3,REGULAR,3pt,Jump Shot,[],1631128,4.02431011826544,95.83333333333334,1610612743,93,76,2024-04-07T02:39:16Z,4210000,False,-229.0,-15.0,1,left,C. Braun 3PT  (5 PTS) (J. Murray 6 AST),"[1631128, 1627750]",1610612743.0,DEN,,Braun,C. Braun,Left Corner 3,24+ Left,22.97,Made,5.0,J. Murray,1627750.0,6.0,,,,,,,,,,,,,,
424,PT05M54.00S,2024-04-07T02:39:16.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,93,76,2024-04-07T02:39:16Z,4230000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M54.00S,2024-04-07T02:41:54.6Z,3,REGULAR,substitution,out,[],1627750,,,1610612737,93,76,2024-04-07T02:42:11Z,4240000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,
426,PT05M54.00S,2024-04-07T02:41:54.6Z,3,REGULAR,substitution,in,[],202704,,,1610612737,93,76,2024-04-07T02:42:11Z,4250000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,
427,PT05M41.00S,2024-04-07T02:42:25.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,94.03745072273325,47.794117647058826,1610612737,93,78,2024-04-07T02:42:30Z,4260000,False,-11.0,4.0,1,right,D. Murray driving Layup (12 PTS) (V. Krejci 2 AST),"[1627749, 1630249]",1610612737.0,ATL,,Murray,D. Murray,Restricted Area,0-8 Center,1.15,Made,12.0,V. Krejci,1630249.0,2.0,,,,driving,,,,,,,,,,
429,PT05M17.00S,2024-04-07T02:42:49.4Z,3,REGULAR,2pt,Jump Shot,[],203999,6.783837056504599,12.990196078431374,1610612743,93,78,2024-04-07T02:42:56Z,4280000,False,185.0,11.0,1,left,MISS N. Jokic 18' turnaround fadeaway Shot,[203999],1610612743.0,DEN,,Jokic,N. Jokic,Mid-Range,16-24 Right,18.53,Missed,,,,,,,,turnaround fadeaway,,,,,,,,,,
430,PT05M13.00S,2024-04-07T02:42:53.4Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,93,78,2024-04-07T02:42:56Z,4290000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Mid-Range,16-24 Right,,,,,,,,,,,429.0,3.0,2.0,1.0,,,,,,
431,PT05M13.00S,2024-04-07T02:42:53.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,5.601182654402102,44.85294117647059,1610612743,95,78,2024-04-07T02:43:01Z,4300000,False,26.0,0.0,1,left,M. Porter Jr. putback Layup (14 PTS),[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Restricted Area,0-8 Center,2.57,Made,14.0,,,,,,,putback,,,,,,,,,,
432,PT05M05.00S,2024-04-07T02:43:03.5Z,3,REGULAR,foul,personal,[],203484,,,1610612737,95,78,2024-04-07T02:43:18Z,4310000,False,,,0,,K. Caldwell-Pope personal FOUL (2 PF),"[203484, 1630249]",1610612743.0,DEN,2002.0,Caldwell-Pope,K. Caldwell-Pope,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,2.0,0.0,Krejci,1630249.0
434,PT05M05.00S,2024-04-07T02:43:11.3Z,3,REGULAR,substitution,out,[],203991,,,1610612737,95,78,2024-04-07T02:43:15Z,4330000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,
435,PT05M05.00S,2024-04-07T02:43:11.3Z,3,REGULAR,substitution,in,[],1628981,,,1610612737,95,78,2024-04-07T02:43:15Z,4340000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,
436,PT04M56.00S,2024-04-07T02:43:28.6Z,3,REGULAR,2pt,Jump Shot,[],1629631,83.52496714848883,30.14705882352941,1610612737,95,80,2024-04-07T02:43:35Z,4350000,False,-99.0,102.0,1,right,D. Hunter 14' driving floating Jump Shot (14 PTS) (D. Murray 11 AST),"[1629631, 1627749]",1610612737.0,ATL,,Hunter,D. Hunter,Mid-Range,8-16 Left,14.26,Made,14.0,D. Murray,1627749.0,11.0,,,,driving floating,,,,,,,,,,
438,PT04M36.00S,2024-04-07T02:43:51.9Z,3,REGULAR,foul,personal,[],1627749,,,1610612743,95,80,2024-04-07T02:44:25Z,4370000,False,,,0,,D. Murray personal FOUL (2 PF),"[1627749, 1629008]",1610612737.0,ATL,202053.0,Murray,D. Murray,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,2.0,0.0,Porter Jr.,1629008.0
440,PT04M36.00S,2024-04-07T02:44:06.6Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,95,80,2024-04-07T02:44:12Z,4390000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
441,PT04M36.00S,2024-04-07T02:44:06.6Z,3,REGULAR,substitution,in,[],1631212,,,1610612743,95,80,2024-04-07T02:44:12Z,4400000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,
442,PT04M30.00S,2024-04-07T02:44:24.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,18.873193166885677,62.254901960784316,1610612743,95,80,2024-04-07T02:44:30Z,4410000,False,-61.0,125.0,1,left,MISS R. Jackson 13' pullup Shot,[202704],1610612743.0,DEN,,Jackson,R. Jackson,In The Paint (Non-RA),8-16 Center,13.91,Missed,,,,,,,,pullup,,,,,,,,,,
443,PT04M27.00S,2024-04-07T02:44:27.1Z,3,REGULAR,rebound,defensive,[],1630249,,,1610612737,95,80,2024-04-07T02:44:30Z,4420000,False,,,0,,V. Krejci REBOUND (Off:0 Def:2),[1630249],1610612737.0,ATL,,Krejci,V. Krejci,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,442.0,2.0,2.0,0.0,,,,,,
444,PT04M20.00S,2024-04-07T02:44:35.2Z,3,REGULAR,turnover,bad pass,[],1627749,,,1610612737,95,80,2024-04-07T02:44:38Z,4430000,False,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 203484]",1610612737.0,ATL,,Murray,D. Murray,Mid-Range,8-16 Left,,,,,,,2.0,Caldwell-Pope,203484.0,,,,,,,,,,,
445,PT04M20.00S,2024-04-07T02:44:35.2Z,3,REGULAR,steal,,[],203484,,,1610612743,95,80,2024-04-07T02:44:36Z,4440000,False,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
446,PT04M17.00S,2024-04-07T02:44:38.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203484,32.40801576872536,54.90196078431373,1610612743,95,80,2024-04-07T02:44:45Z,4450000,False,-25.0,252.0,1,left,MISS K. Caldwell-Pope 25' running pullup 3PT,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,Above the Break 3,24+ Center,25.33,Missed,,,,,,,,running pullup,,,,,,,,,,
447,PT04M12.00S,2024-04-07T02:44:42.5Z,3,REGULAR,rebound,offensive,[],202704,,,1610612743,95,80,2024-04-07T02:44:42Z,4460000,False,,,0,,R. Jackson REBOUND (Off:2 Def:1),[202704],1610612743.0,DEN,,Jackson,R. Jackson,Above the Break 3,24+ Center,,,,,,,,,,,446.0,3.0,1.0,2.0,,,,,,
448,PT04M03.00S,2024-04-07T02:44:50.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203484,7.966491458607096,40.44117647058824,1610612743,97,80,2024-04-07T02:44:55Z,4470000,False,48.0,22.0,1,left,K. Caldwell-Pope cutting Layup (21 PTS) (N. Jokic 10 AST),"[203484, 203999]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,In The Paint (Non-RA),0-8 Center,5.28,Made,21.0,N. Jokic,203999.0,10.0,,,,cutting,,,,,,,,,,
450,PT03M51.00S,2024-04-07T02:45:04.0Z,3,REGULAR,turnover,lost ball,[],1629631,,,1610612737,97,80,2024-04-07T02:51:25Z,4490000,False,,,0,,D. Hunter lost ball TURNOVER (3 TO),"[1629631, 203999]",1610612737.0,ATL,,Hunter,D. Hunter,Mid-Range,16-24 Left Center,,,,,,,3.0,Jokic,203999.0,,,,,,,,,,,
451,PT03M51.00S,2024-04-07T02:45:04.0Z,3,REGULAR,steal,,[],203999,,,1610612743,97,80,2024-04-07T02:45:05Z,4500000,False,,,0,,N. Jokic STEAL (2 STL),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
452,PT03M51.00S,2024-04-07T02:45:06.2Z,3,REGULAR,foul,personal,[],1629631,,,1610612743,97,80,2024-04-07T02:45:29Z,4510000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 203999]",1610612737.0,ATL,2002.0,Hunter,D. Hunter,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,2.0,0.0,Jokic,203999.0
454,PT03M37.00S,2024-04-07T02:45:40.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,8.623521681997373,38.23529411764706,1610612743,99,80,2024-04-07T02:45:45Z,4530000,False,59.0,29.0,1,left,N. Jokic 6' driving floating bank Jump Shot (16 PTS) (R. Jackson 1 AST),"[203999, 202704]",1610612743.0,DEN,,Jokic,N. Jokic,In The Paint (Non-RA),0-8 Center,6.54,Made,16.0,R. Jackson,202704.0,1.0,,,,driving floating bank,,,,,,,,,,
456,PT03M30.00S,2024-04-07T02:45:46.9Z,3,REGULAR,3pt,Jump Shot,[],1629631,76.69185282522996,11.76470588235294,1610612737,99,80,2024-04-07T02:45:53Z,4550000,False,-191.0,167.0,1,right,MISS D. Hunter 25' pullup 3PT,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,pullup,,,,,,,,,,
457,PT03M27.00S,2024-04-07T02:45:49.9Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,99,80,2024-04-07T02:45:53Z,4560000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,Above the Break 3,24+ Left Center,,,,,,,,,,,456.0,2.0,2.0,0.0,,,,,,
458,PT03M12.00S,2024-04-07T02:46:05.9Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,99,80,2024-04-07T02:46:10Z,4570000,False,,,0,,N. Jokic bad pass TURNOVER (3 TO),"[203999, 1629726]",1610612743.0,DEN,,Jokic,N. Jokic,Mid-Range,8-16 Right,,,,,,,3.0,Mathews,1629726.0,,,,,,,,,,,
