actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-26T01:10:53.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-26T01:10:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-03-26T01:10:54.1Z,1,REGULAR,jumpball,recovered,[],1630590,,,1610612763,0,0,2024-03-26T01:10:54Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. N. Jokic: Tip to S. Pippen Jr.,"[1630590, 1628991, 203999]",1610612763.0,MEM,startperiod,S. Pippen Jr.,1630590.0,Pippen Jr.,S. Pippen Jr.,Jackson Jr.,1628991.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2024-03-26T01:11:14.3Z,1,REGULAR,3pt,Jump Shot,[],1641713,67.36202365308804,25.49019607843137,1610612763,0,0,2024-03-26T01:11:21Z,70000,False,-123.0,254.0,1,right,MISS G. Jackson 28' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,28.23,Missed,,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2024-03-26T01:11:17.3Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,0,0,2024-03-26T01:11:21Z,80000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2024-03-26T01:11:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,5.995400788436268,55.392156862745104,1610612743,0,0,2024-03-26T01:11:30Z,90000,False,-27.0,4.0,1,left,MISS K. Caldwell-Pope driving finger roll Layup,[203484],1610612743.0,DEN,driving finger roll,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,2.73,Missed,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2024-03-26T01:11:26.7Z,1,REGULAR,rebound,offensive,[],1631128,,,1610612743,0,0,2024-03-26T01:11:26Z,100000,False,,,0,,C. Braun REBOUND (Off:1 Def:0),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M12.00S,2024-03-26T01:11:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,5.601182654402102,47.549019607843135,1610612743,0,0,2024-03-26T01:11:42Z,110000,False,12.0,0.0,1,left,MISS M. Porter Jr. driving reverse Layup,[1629008],1610612743.0,DEN,driving reverse,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2024-03-26T01:11:38.6Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,0,0,2024-03-26T01:11:42Z,120000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M10.00S,2024-03-26T01:11:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,5.863994743758213,47.30392156862745,1610612743,0,0,2024-03-26T01:11:47Z,130000,False,13.0,3.0,1,left,MISS M. Porter Jr. putback Layup - blocked,"[1629008, 1628991]",1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,Jackson Jr.,1628991.0,,,,,,,,,,,,
14,PT11M10.00S,2024-03-26T01:11:39.2Z,1,REGULAR,block,,[],1628991,,,1610612743,0,0,2024-03-26T01:11:41Z,140000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M07.00S,2024-03-26T01:11:42.2Z,1,REGULAR,rebound,offensive,[],202704,,,1610612743,0,0,2024-03-26T01:11:47Z,150000,False,,,0,,R. Jackson REBOUND (Off:1 Def:0),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT11M02.00S,2024-03-26T01:11:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,7.703679369250986,47.794117647058826,1610612743,2,0,2024-03-26T01:11:54Z,160000,False,11.0,20.0,1,left,N. Jokic finger roll Layup (2 PTS) (R. Jackson 1 AST),"[203999, 202704]",1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,2.0,R. Jackson,202704.0,1.0,,,,,,,,
18,PT10M50.00S,2024-03-26T01:11:59.0Z,1,REGULAR,turnover,bad pass,[],1630590,,,1610612763,2,0,2024-03-26T01:12:03Z,180000,False,,,0,,S. Pippen Jr. bad pass TURNOVER (1 TO),"[1630590, 203484]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,,,,,
19,PT10M50.00S,2024-03-26T01:11:59.0Z,1,REGULAR,steal,,[],203484,,,1610612743,2,0,2024-03-26T01:12:00Z,190000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
20,PT10M47.00S,2024-03-26T01:12:02.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,5.601182654402102,48.28431372549019,1610612743,4,0,2024-03-26T01:12:10Z,200000,False,9.0,0.0,1,left,K. Caldwell-Pope running finger roll Layup (2 PTS),[203484],1610612743.0,DEN,running finger roll,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,2.0,,,,,,,,,,,
21,PT10M41.00S,2024-03-26T01:12:08.5Z,1,REGULAR,turnover,lost ball,[],1630217,,,1610612763,4,0,2024-03-26T01:12:16Z,210000,False,,,0,,D. Bane lost ball TURNOVER (1 TO),"[1630217, 202704]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Jackson,202704.0,,,,,
22,PT10M41.00S,2024-03-26T01:12:08.5Z,1,REGULAR,steal,,[],202704,,,1610612743,4,0,2024-03-26T01:12:10Z,220000,False,,,0,,R. Jackson STEAL (1 STL),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M21.00S,2024-03-26T01:12:30.3Z,1,REGULAR,foul,personal,[],1628991,,,1610612743,4,0,2024-03-26T01:12:37Z,230000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 203999]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Jokic,203999.0
25,PT10M21.00S,2024-03-26T01:12:57.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,4,0,2024-03-26T01:13:50Z,250000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.0,,,,
26,PT10M13.00S,2024-03-26T01:13:12.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631128,17.559132720105126,16.666666666666664,1610612743,6,0,2024-03-26T01:15:00Z,260000,False,167.0,113.0,1,left,C. Braun 20' pullup Jump Shot (2 PTS) (M. Porter Jr. 1 AST),"[1631128, 1629008]",1610612743.0,DEN,pullup,,,Braun,C. Braun,,,,,Mid-Range,16-24 Right,20.12,Made,,,,,,,2.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,
28,PT09M58.00S,2024-03-26T01:13:28.1Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612763,6,0,2024-03-26T01:13:33Z,280000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[203999, 1628991]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Jackson Jr.,1628991.0
30,PT09M58.00S,2024-03-26T01:14:01.8Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,6,1,2024-03-26T01:14:22Z,300000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
31,PT09M58.00S,2024-03-26T01:14:01.8Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,6,1,2024-03-26T01:14:22Z,310000,False,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
