actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
90,PT05M11.00S,2023-11-27T01:25:24.8Z,1,REGULAR,3pt,Jump Shot,[],1630170,33.196452036793694,56.372549019607845,1610612759,23,17,2023-11-27T01:29:58Z,900000,False,-32.0,260.0,1,left,D. Vassell 26' 3PT pullup (3 PTS) (C. Osman 1 AST),"[1630170, 1626224]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,26.15,Made,3.0,C. Osman,1626224.0,1.0,,,,,,,,,,,,,,
93,PT04M50.00S,2023-11-27T01:25:45.3Z,1,REGULAR,3pt,Jump Shot,[],203484,72.48685939553219,81.37254901960785,1610612743,26,17,2023-11-27T01:25:52Z,930000,False,157.0,206.0,1,right,K. Caldwell-Pope 25' 3PT  (5 PTS) (J. Holiday 2 AST),"[203484, 203200]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.9,Made,5.0,J. Holiday,203200.0,2.0,,,,,,,,,,,,,,
95,PT04M37.00S,2023-11-27T01:25:58.4Z,1,REGULAR,2pt,Jump Shot,[],1630170,23.340998685939553,71.56862745098039,1610612759,26,17,2023-11-27T01:26:15Z,950000,False,-108.0,167.0,1,left,MISS D. Vassell 19' step back Shot,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,19.87,Missed,,,,,,,,,,,,,,,,,,
96,PT04M35.00S,2023-11-27T01:26:00.2Z,1,REGULAR,rebound,offensive,[],1626224,,,1610612759,26,17,2023-11-27T01:26:00Z,960000,False,,,0,,C. Osman REBOUND (Off:1 Def:0),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Mid-Range,16-24 Left Center,,,,,,,95.0,,,,,,,1.0,0.0,1.0,,,,
97,PT04M26.00S,2023-11-27T01:26:10.5Z,1,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612759,26,17,2023-11-27T01:26:18Z,970000,False,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Johnson 2 FT),"[1630192, 1629640]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,2.0,0.0,Johnson,1629640.0,,,,,,,,
99,PT04M26.00S,2023-11-27T01:26:44.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629640,,,1610612759,26,18,2023-11-27T01:26:44Z,990000,False,,,0,,K. Johnson Free Throw 1 of 2 (1 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
100,PT04M26.00S,2023-11-27T01:26:49.1Z,1,REGULAR,substitution,out,[],1630192,,,1610612759,26,18,2023-11-27T01:26:52Z,1000000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M26.00S,2023-11-27T01:26:49.1Z,1,REGULAR,substitution,in,[],1631124,,,1610612759,26,18,2023-11-27T01:26:52Z,1010000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M26.00S,2023-11-27T01:27:06.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629640,,,1610612759,26,19,2023-11-27T01:27:06Z,1020000,False,,,0,,K. Johnson Free Throw 2 of 2 (2 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
103,PT04M16.00S,2023-11-27T01:27:17.4Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,26,19,2023-11-27T01:27:32Z,1030000,False,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 1628380]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,,,,,,Collins,1628380.0
104,PT04M16.00S,2023-11-27T01:27:17.4Z,1,REGULAR,steal,,[],1628380,,,1610612759,26,19,2023-11-27T01:27:21Z,1040000,False,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
105,PT04M16.00S,2023-11-27T01:27:22.2Z,1,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,26,19,2023-11-27T01:27:40Z,1050000,False,,,0,,Z. Collins step out-of-bounds TURNOVER (2 TO),[1628380],1610612759.0,SAS,step,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,202027.0,,,,,2.0,,,,,,,
106,PT04M16.00S,2023-11-27T01:27:41.5Z,1,REGULAR,substitution,out,[],1628380,,,1610612743,26,19,2023-11-27T01:27:45Z,1060000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M16.00S,2023-11-27T01:27:41.5Z,1,REGULAR,substitution,in,[],1629646,,,1610612743,26,19,2023-11-27T01:27:45Z,1070000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M01.00S,2023-11-27T01:28:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,93.77463863337714,41.911764705882355,1610612743,26,19,2023-11-27T01:28:11Z,1080000,False,-40.0,6.0,1,right,MISS N. Jokic driving Layup - blocked,"[203999, 1629646]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,Bassey,1629646.0,,
109,PT04M01.00S,2023-11-27T01:28:02.6Z,1,REGULAR,block,,[],1629646,,,1610612743,26,19,2023-11-27T01:28:04Z,1090000,False,,,0,,C. Bassey BLOCK (1 BLK),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT03M58.00S,2023-11-27T01:28:05.6Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,26,19,2023-11-27T01:28:11Z,1100000,False,,,0,,C. Osman REBOUND (Off:1 Def:1),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,,,108.0,,,,,,,2.0,1.0,1.0,,,,
111,PT03M56.00S,2023-11-27T01:28:11.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631124,,,1610612759,26,19,2023-11-27T01:33:15Z,1110000,False,,,0,,J. Strawther personal FOUL (1 PF) (Bassey 2 FT),"[1631124, 1629646]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,,1628954.0,1.0,0.0,Bassey,1629646.0,,,,,,,,
113,PT03M56.00S,2023-11-27T01:28:43.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629646,,,1610612759,26,20,2023-11-27T01:28:43Z,1130000,False,,,0,,C. Bassey Free Throw 1 of 2 (1 PTS),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
114,PT03M56.00S,2023-11-27T01:28:59.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629646,,,1610612759,26,21,2023-11-27T01:28:59Z,1140000,False,,,0,,C. Bassey Free Throw 2 of 2 (2 PTS),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
115,PT03M43.00S,2023-11-27T01:29:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,93.64323258869908,53.92156862745098,1610612743,28,21,2023-11-27T01:29:23Z,1150000,False,20.0,7.0,1,right,J. Strawther cutting Layup (2 PTS) (N. Jokic 3 AST),"[1631124, 203999]",1610612743.0,DEN,cutting,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,2.09,Made,2.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,
117,PT03M37.00S,2023-11-27T01:29:19.9Z,1,REGULAR,3pt,Jump Shot,[],1630170,19.398817345597898,90.93137254901961,1610612759,28,24,2023-11-27T01:29:26Z,1170000,False,-205.0,130.0,1,left,D. Vassell 24' 3PT  (6 PTS) (T. Jones 1 AST),"[1630170, 1630200]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,24.24,Made,6.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
120,PT03M25.00S,2023-11-27T01:29:37.8Z,1,REGULAR,substitution,out,[],203484,,,1610612743,28,24,2023-11-27T01:29:49Z,1200000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M25.00S,2023-11-27T01:29:37.8Z,1,REGULAR,substitution,out,[],203200,,,1610612743,28,24,2023-11-27T01:29:49Z,1210000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M25.00S,2023-11-27T01:29:37.8Z,1,REGULAR,substitution,in,[],1629008,,,1610612743,28,24,2023-11-27T01:29:49Z,1220000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M25.00S,2023-11-27T01:29:37.8Z,1,REGULAR,substitution,in,[],202704,,,1610612743,28,24,2023-11-27T01:29:49Z,1230000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M20.00S,2023-11-27T01:30:00.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,90.22667542706965,52.94117647058824,1610612743,30,24,2023-11-27T01:35:41Z,1240000,False,15.0,39.0,1,right,N. Jokic floating Jump Shot (5 PTS) (R. Jackson 2 AST),"[203999, 202704]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,4.21,Made,5.0,R. Jackson,202704.0,2.0,,,,,,,,,,,,,,
126,PT03M09.00S,2023-11-27T01:30:10.9Z,1,REGULAR,3pt,Jump Shot,[],1630170,32.14520367936925,57.59803921568627,1610612759,30,27,2023-11-27T01:30:15Z,1260000,False,-38.0,250.0,1,left,D. Vassell 25' 3PT  (9 PTS) (C. Bassey 1 AST),"[1630170, 1629646]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,25.26,Made,9.0,C. Bassey,1629646.0,1.0,,,,,,,,,,,,,,
128,PT02M55.00S,2023-11-27T01:30:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.99277266754271,48.529411764705884,1610612743,32,27,2023-11-27T01:30:34Z,1280000,False,-7.0,60.0,1,right,N. Jokic 6' turnaround Jump Shot (7 PTS) (J. Strawther 1 AST),"[203999, 1631124]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.09,Made,7.0,J. Strawther,1631124.0,1.0,,,,,,,,,,,,,,
130,PT02M55.00S,2023-11-27T01:30:37.6Z,1,REGULAR,foul,personal,['1freethrow'],1629646,,,1610612743,32,27,2023-11-27T01:30:45Z,1300000,False,,,0,,C. Bassey shooting personal FOUL (1 PF) (Jokic 1 FT),"[1629646, 203999]",1610612759.0,SAS,shooting,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,1.0,0.0,Jokic,203999.0,,,,,,,,
132,PT02M55.00S,2023-11-27T01:30:44.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,32,27,2023-11-27T01:33:15Z,1320000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M55.00S,2023-11-27T01:32:58.3Z,1,REGULAR,substitution,out,[],1629640,,,1610612743,32,27,2023-11-27T01:33:31Z,1330000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M55.00S,2023-11-27T01:32:58.3Z,1,REGULAR,substitution,in,[],1630577,,,1610612743,32,27,2023-11-27T01:33:31Z,1340000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M55.00S,2023-11-27T01:33:34.2Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,33,27,2023-11-27T01:33:34Z,1350000,False,,,0,,N. Jokic Free Throw 1 of 1 (8 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
136,PT02M33.00S,2023-11-27T01:33:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,19.136005256241788,64.95098039215686,1610612759,33,27,2023-11-27T01:33:55Z,1360000,False,-75.0,127.0,1,left,MISS C. Osman 14' pullup Shot,[1626224],1610612759.0,SAS,pullup,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Left,14.77,Missed,,,,,,,,,,,,,,,,,,
137,PT02M30.00S,2023-11-27T01:33:53.1Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,33,27,2023-11-27T01:33:55Z,1370000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,136.0,,,,,,,1.0,1.0,0.0,,,,
138,PT02M25.00S,2023-11-27T01:34:01.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630200,,,1610612743,33,27,2023-11-27T01:34:08Z,1380000,False,,,0,,T. Jones personal FOUL (1 PF) (Porter Jr. 2 FT),"[1630200, 1629008]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,
140,PT02M25.00S,2023-11-27T01:34:32.0Z,1,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,34,27,2023-11-27T01:34:32Z,1400000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (9 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
141,PT02M25.00S,2023-11-27T01:34:32.5Z,1,REGULAR,substitution,out,[],203999,,,1610612743,34,27,2023-11-27T01:34:51Z,1410000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M25.00S,2023-11-27T01:34:32.5Z,1,REGULAR,substitution,out,[],1629646,,,1610612743,34,27,2023-11-27T01:34:51Z,1420000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M25.00S,2023-11-27T01:34:32.5Z,1,REGULAR,substitution,in,[],201599,,,1610612743,34,27,2023-11-27T01:34:51Z,1430000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M25.00S,2023-11-27T01:34:32.5Z,1,REGULAR,substitution,in,[],1641705,,,1610612743,34,27,2023-11-27T01:34:51Z,1440000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M25.00S,2023-11-27T01:34:56.3Z,1,REGULAR,freethrow,2 of 2,[],1629008,,,1610612743,35,27,2023-11-27T01:34:56Z,1450000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (10 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
146,PT02M13.00S,2023-11-27T01:35:09.2Z,1,REGULAR,3pt,Jump Shot,[],1641705,31.488173455978973,27.205882352941174,1610612759,35,27,2023-11-27T01:35:16Z,1460000,False,114.0,243.0,1,left,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
147,PT02M10.00S,2023-11-27T01:35:12.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,35,27,2023-11-27T01:35:16Z,1470000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,146.0,,,,,,,,,,,,,
149,PT01M58.00S,2023-11-27T01:35:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201599,93.51182654402102,50.49019607843137,1610612743,37,27,2023-11-27T01:35:39Z,1490000,False,2.0,8.0,1,right,D. Jordan Layup (2 PTS) (M. Porter Jr. 2 AST),"[201599, 1629008]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,M. Porter Jr.,1629008.0,2.0,,,,,,,,,,,,,,
151,PT01M47.00S,2023-11-27T01:35:44.5Z,1,REGULAR,3pt,Jump Shot,[],1626224,19.92444152431012,8.333333333333332,1610612759,37,30,2023-11-27T01:35:50Z,1510000,False,208.0,135.0,1,left,C. Osman 24' 3PT  (3 PTS) (T. Jones 2 AST),"[1626224, 1630200]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,24.81,Made,3.0,T. Jones,1630200.0,2.0,,,,,,,,,,,,,,
153,PT01M25.00S,2023-11-27T01:36:06.1Z,1,REGULAR,3pt,Jump Shot,[],1631124,75.24638633377135,81.61764705882352,1610612743,37,30,2023-11-27T01:36:11Z,1530000,False,158.0,180.0,1,right,MISS J. Strawther 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,23.97,Missed,,,,,,,,,,,,,,,,,,
154,PT01M22.00S,2023-11-27T01:36:09.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,37,30,2023-11-27T01:36:11Z,1540000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,153.0,,,,,,,2.0,2.0,0.0,,,,
155,PT01M16.00S,2023-11-27T01:36:15.6Z,1,REGULAR,3pt,Jump Shot,[],1630577,26.231931668856767,77.94117647058823,1610612759,37,33,2023-11-27T01:36:20Z,1550000,False,-140.0,194.0,1,left,J. Champagnie 3PT  (3 PTS) (C. Osman 2 AST),"[1630577, 1626224]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,23.91,Made,3.0,C. Osman,1626224.0,2.0,,,,,,,,,,,,,,
157,PT01M04.00S,2023-11-27T01:36:27.2Z,1,REGULAR,3pt,Jump Shot,[],1629008,69.99014454664915,70.09803921568627,1610612743,37,33,2023-11-27T01:36:31Z,1570000,False,100.0,230.0,1,right,MISS M. Porter Jr. 25' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
158,PT01M01.00S,2023-11-27T01:36:30.2Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,37,33,2023-11-27T01:36:31Z,1580000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,157.0,,,,,,,3.0,3.0,0.0,,,,
159,PT00M52.80S,2023-11-27T01:36:40.0Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,37,33,2023-11-27T01:36:45Z,1590000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1631124]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,,,,Strawther,1631124.0
160,PT00M52.80S,2023-11-27T01:36:40.0Z,1,REGULAR,steal,,[],1631124,,,1610612743,37,33,2023-11-27T01:36:41Z,1600000,False,,,0,,J. Strawther STEAL (1 STL),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
161,PT00M44.80S,2023-11-27T01:36:49.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630200,,,1610612743,37,33,2023-11-27T01:36:58Z,1610000,False,,,0,,T. Jones shooting personal FOUL (2 PF) (Jordan 2 FT),"[1630200, 201599]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,1628954.0,2.0,0.0,Jordan,201599.0,,,,,,,,
163,PT00M44.80S,2023-11-27T01:37:22.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201599,,,1610612743,37,33,2023-11-27T01:37:22Z,1630000,False,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
164,PT00M44.80S,2023-11-27T01:37:22.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,37,33,2023-11-27T01:37:22Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,
165,PT00M44.80S,2023-11-27T01:37:22.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201599,,,1610612743,37,33,2023-11-27T01:38:11Z,1650000,False,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
166,PT00M43.30S,2023-11-27T01:37:23.5Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,37,33,2023-11-27T01:38:11Z,1660000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,165.0,,,,,,,2.0,1.0,1.0,,,,
167,PT00M43.30S,2023-11-27T01:37:48.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641705,,,1610612743,37,33,2023-11-27T01:38:01Z,1670000,False,,,0,,V. Wembanyama personal FOUL (1 PF) (Porter Jr. 2 FT),"[1641705, 1629008]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202027.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,
169,PT00M43.30S,2023-11-27T01:38:12.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629008,,,1610612743,38,33,2023-11-27T01:38:12Z,1690000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (11 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
170,PT00M43.30S,2023-11-27T01:38:28.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629008,,,1610612743,39,33,2023-11-27T01:38:28Z,1700000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (12 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
171,PT00M34.50S,2023-11-27T01:38:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630170,24.52365308804205,81.37254901960785,1610612759,39,33,2023-11-27T01:38:47Z,1710000,False,-157.0,178.0,1,left,MISS D. Vassell pullup 3PT,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,23.73,Missed,,,,,,,,,,,,,,,,,,
172,PT00M30.20S,2023-11-27T01:38:43.0Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,39,33,2023-11-27T01:38:47Z,1720000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left Center,,,,,,,171.0,,,,,,,4.0,3.0,1.0,,,,
173,PT00M30.20S,2023-11-27T01:38:45.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641705,5.590000152587891,50.0,1610612759,39,33,2023-11-27T01:38:49Z,1730000,False,0.0,0.0,1,left,MISS V. Wembanyama tip Layup,[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
174,PT00M30.20S,2023-11-27T01:38:45.7Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,39,33,2023-11-27T01:38:49Z,1740000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,173.0,,,,,,,5.0,3.0,2.0,,,,
175,PT00M30.20S,2023-11-27T01:38:47.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,5.590000152587891,50.0,1610612759,39,35,2023-11-27T01:38:47Z,1750000,False,0.0,0.0,1,left,V. Wembanyama tip Layup (9 PTS),[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,0.0,Made,9.0,,,,,,,,,,,,,,,,,
176,PT00M11.20S,2023-11-27T01:39:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,90.62089356110381,59.55882352941176,1610612743,39,35,2023-11-27T01:44:31Z,1760000,False,48.0,36.0,1,right,MISS J. Strawther driving floating Shot,[1631124],1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,,,,
177,PT00M09.20S,2023-11-27T01:39:08.9Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,39,35,2023-11-27T01:44:31Z,1770000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,176.0,,,,,,,6.0,4.0,2.0,,,,
