actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT11M14.00S,2024-01-27T22:49:42.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2024-01-27T22:49:53Z,150000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT11M03.00S,2024-01-27T22:49:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,90.3580814717477,49.26470588235294,1610612743,2,0,2024-01-27T22:50:05Z,160000,False,-4.0,38.0,1,right,A. Gordon driving reverse Layup (2 PTS) (J. Murray 1 AST),"[203932, 1627750]",1610612743.0,DEN,driving reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.83,Made,,,,,,,,,,2.0,J. Murray,1627750.0,1.0,,,,,
18,PT10M48.00S,2024-01-27T22:50:08.9Z,1,REGULAR,2pt,Jump Shot,[],1626162,24.78646517739816,55.14705882352941,1610612755,2,0,2024-01-27T22:50:17Z,180000,False,-26.0,180.0,1,left,MISS K. Oubre Jr. 18' pullup Shot,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,18.23,Missed,,,,,,,,,,,,,,,,,,
19,PT10M45.00S,2024-01-27T22:50:11.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,2,0,2024-01-27T22:50:17Z,190000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M37.00S,2024-01-27T22:50:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,82.7365308804205,47.794117647058826,1610612743,4,0,2024-01-27T22:50:30Z,200000,False,-11.0,110.0,1,right,K. Caldwell-Pope 11' turnaround fadeaway Jump Shot (2 PTS) (N. Jokic 1 AST),"[203484, 203999]",1610612743.0,DEN,turnaround fadeaway,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,11.03,Made,,,,,,,,,,2.0,N. Jokic,203999.0,1.0,,,,,
22,PT10M17.00S,2024-01-27T22:50:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,7.835085413929041,65.44117647058823,1610612755,4,2,2024-01-27T22:50:46Z,220000,False,-77.0,21.0,1,left,P. Reed 8' Jump Shot (2 PTS) (P. Beverley 1 AST),"[1630194, 201976]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,8.0,Made,,,,,,,,,,2.0,P. Beverley,201976.0,1.0,,,,,
24,PT10M00.00S,2024-01-27T22:50:56.5Z,1,REGULAR,3pt,Jump Shot,[],1627750,67.62483574244416,36.76470588235294,1610612743,7,2,2024-01-27T22:51:03Z,240000,False,-66.0,252.0,1,right,J. Murray 26' 3PT pullup (3 PTS) (M. Porter Jr. 1 AST),"[1627750, 1629008]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.04,Made,,,,,,,,,,3.0,M. Porter Jr.,1629008.0,1.0,,,,,
26,PT09M47.00S,2024-01-27T22:51:09.8Z,1,REGULAR,3pt,Jump Shot,[],1630194,27.808804204993432,19.607843137254903,1610612755,7,2,2024-01-27T22:51:17Z,260000,False,152.0,209.0,1,left,MISS P. Reed 25' 3PT,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
27,PT09M44.00S,2024-01-27T22:51:12.8Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,7,2,2024-01-27T22:51:17Z,270000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M38.00S,2024-01-27T22:51:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.32917214191852,43.38235294117647,1610612743,7,2,2024-01-27T22:54:00Z,280000,False,-33.0,20.0,1,right,MISS N. Jokic Layup - blocked,"[203999, 201976]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,Beverley,201976.0,,,,,,,,,
29,PT09M38.00S,2024-01-27T22:51:19.4Z,1,REGULAR,block,,[],201976,,,1610612743,7,2,2024-01-27T22:51:22Z,290000,False,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M34.00S,2024-01-27T22:51:23.4Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,7,2,2024-01-27T22:51:23Z,300000,False,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,
31,PT09M33.00S,2024-01-27T22:51:24.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,69.99014454664915,21.813725490196077,1610612743,10,2,2024-01-27T22:51:28Z,310000,False,-141.0,230.0,1,right,J. Murray 26' 3PT  (6 PTS) (A. Gordon 1 AST),"[1627750, 203932]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.94,Made,,,,,,,,,,6.0,A. Gordon,203932.0,1.0,,,,,
33,PT09M08.00S,2024-01-27T22:51:48.4Z,1,REGULAR,2pt,Jump Shot,[],202694,23.340998685939553,60.29411764705882,1610612755,10,4,2024-01-27T22:51:53Z,330000,False,-51.0,167.0,1,left,M. Morris Sr. 17' Jump Shot (2 PTS),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Center,17.47,Made,,,,,,,,,,2.0,,,,,,,,
34,PT08M59.00S,2024-01-27T22:51:57.3Z,1,REGULAR,3pt,Jump Shot,[],1627750,68.54467805519053,27.205882352941174,1610612743,13,4,2024-01-27T22:55:32Z,340000,False,-114.0,243.0,1,right,J. Murray 26' 3PT pullup (9 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.86,Made,,,,,,,,,,9.0,,,,,,,,
35,PT08M52.00S,2024-01-27T22:52:15.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,13,4,2024-01-27T22:52:15Z,350000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M38.00S,2024-01-27T22:55:46.3Z,1,REGULAR,2pt,Jump Shot,[],202694,19.530223390275953,20.34313725490196,1610612755,13,6,2024-01-27T22:55:54Z,360000,False,148.0,131.0,1,left,M. Morris Sr. 19' step back Jump Shot (4 PTS),[202694],1610612755.0,PHI,step back,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,19.79,Made,,,,,,,,,,4.0,,,,,,,,
37,PT08M13.00S,2024-01-27T22:56:10.4Z,1,REGULAR,3pt,Jump Shot,[],1629008,66.44218134034165,63.970588235294116,1610612743,16,6,2024-01-27T22:56:19Z,370000,False,70.0,263.0,1,right,M. Porter Jr. 27' 3PT  (3 PTS) (J. Murray 2 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,27.2,Made,,,,,,,,,,3.0,J. Murray,1627750.0,2.0,,,,,
39,PT07M53.00S,2024-01-27T22:56:30.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,10.200394218134035,44.85294117647059,1610612755,16,8,2024-01-27T22:56:38Z,390000,False,26.0,43.0,1,left,K. Oubre Jr. cutting DUNK (2 PTS) (P. Beverley 2 AST),"[1626162, 201976]",1610612755.0,PHI,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.04,Made,,,,,,,,,,2.0,P. Beverley,201976.0,2.0,,,,,
41,PT07M33.00S,2024-01-27T22:56:50.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,65.39093298291722,46.568627450980394,1610612743,16,8,2024-01-27T22:56:57Z,410000,False,-17.0,273.0,1,right,MISS M. Porter Jr. 27' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,27.33,Missed,,,,,,,,,,,,,,,,,,
42,PT07M32.00S,2024-01-27T22:56:51.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,16,8,2024-01-27T22:56:57Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,41.0,,,,,,,,,,,,,,,,,
43,PT07M32.00S,2024-01-27T22:56:58.5Z,1,REGULAR,substitution,out,[],1630194,,,1610612743,16,8,2024-01-27T22:57:09Z,430000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M32.00S,2024-01-27T22:56:58.5Z,1,REGULAR,substitution,in,[],1630231,,,1610612743,16,8,2024-01-27T22:57:09Z,440000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M19.00S,2024-01-27T22:57:24.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627750,76.42904073587385,63.725490196078425,1610612743,16,8,2024-01-27T22:57:31Z,450000,False,69.0,169.0,1,right,MISS J. Murray 18' fadeaway Shot,[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,18.25,Missed,,,,,,,,,,,,,,,,,,
46,PT07M15.00S,2024-01-27T22:57:28.5Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,16,8,2024-01-27T22:57:31Z,460000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,
47,PT07M14.00S,2024-01-27T22:57:28.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629008,87.33574244415243,46.07843137254902,1610612743,18,8,2024-01-27T22:57:35Z,470000,False,-20.0,67.0,1,right,M. Porter Jr. 6' Jump Shot (5 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.93,Made,,,,,,,,,,5.0,,,,,,,,
48,PT06M57.00S,2024-01-27T22:57:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,7.440867279894875,51.71568627450981,1610612755,18,10,2024-01-27T22:57:55Z,480000,False,-9.0,17.0,1,left,K. Martin reverse Layup (2 PTS) (P. Beverley 3 AST),"[1630231, 201976]",1610612755.0,PHI,reverse,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,,,,2.0,P. Beverley,201976.0,3.0,,,,,
50,PT06M45.00S,2024-01-27T22:57:59.8Z,1,REGULAR,foul,personal,[],201976,,,1610612743,18,10,2024-01-27T22:58:12Z,500000,False,,,0,,P. Beverley personal FOUL (1 PF),"[201976, 203932]",1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Gordon,203932.0
52,PT06M45.00S,2024-01-27T22:58:15.7Z,1,REGULAR,substitution,out,[],202694,,,1610612743,18,10,2024-01-27T22:58:31Z,520000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M45.00S,2024-01-27T22:58:15.7Z,1,REGULAR,substitution,out,[],1626162,,,1610612743,18,10,2024-01-27T22:58:31Z,530000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M45.00S,2024-01-27T22:58:15.7Z,1,REGULAR,substitution,out,[],201976,,,1610612743,18,10,2024-01-27T22:58:31Z,540000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M45.00S,2024-01-27T22:58:15.7Z,1,REGULAR,substitution,in,[],1630194,,,1610612743,18,10,2024-01-27T22:58:31Z,550000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M45.00S,2024-01-27T22:58:15.7Z,1,REGULAR,substitution,in,[],1627788,,,1610612743,18,10,2024-01-27T22:58:31Z,560000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M45.00S,2024-01-27T22:58:15.7Z,1,REGULAR,substitution,in,[],1627863,,,1610612743,18,10,2024-01-27T22:58:31Z,570000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M40.00S,2024-01-27T22:58:44.7Z,1,REGULAR,3pt,Jump Shot,[],1627750,67.62483574244416,38.23529411764706,1610612743,18,10,2024-01-27T22:58:50Z,580000,False,-59.0,252.0,1,right,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
59,PT06M37.00S,2024-01-27T22:58:47.7Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,18,10,2024-01-27T22:58:50Z,590000,False,,,0,,P. Reed REBOUND (Off:0 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT06M30.00S,2024-01-27T22:58:56.8Z,1,REGULAR,foul,personal,[],1629008,,,1610612755,18,10,2024-01-27T22:59:07Z,600000,False,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 1627788]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Korkmaz,1627788.0
62,PT06M24.00S,2024-01-27T22:59:23.8Z,1,REGULAR,turnover,out-of-bounds,[],201587,,,1610612755,18,10,2024-01-27T22:59:38Z,620000,False,,,0,,N. Batum bad pass out-of-bounds TURNOVER (1 TO),[201587],1610612755.0,PHI,bad pass,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,,,2534.0,,,,
63,PT06M16.00S,2024-01-27T22:59:41.6Z,1,REGULAR,foul,personal,[],201587,,,1610612743,18,10,2024-01-27T22:59:53Z,630000,False,,,0,,N. Batum personal FOUL (1 PF),"[201587, 1627750]",1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Murray,1627750.0
65,PT06M05.00S,2024-01-27T23:00:08.9Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,18,10,2024-01-27T23:00:15Z,650000,False,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1630194]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Reed,1630194.0,,,,,,,,,,,
66,PT06M05.00S,2024-01-27T23:00:08.9Z,1,REGULAR,steal,,[],1630194,,,1610612755,18,10,2024-01-27T23:00:10Z,660000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
67,PT06M02.00S,2024-01-27T23:00:14.2Z,1,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612755,18,10,2024-01-27T23:00:30Z,670000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Martin 2 FT),"[1627750, 1630231]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Martin,1630231.0
69,PT06M02.00S,2024-01-27T23:00:44.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630231,,,1610612755,18,11,2024-01-27T23:01:11Z,690000,False,,,0,,K. Martin Free Throw 1 of 2 (3 PTS),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
70,PT06M02.00S,2024-01-27T23:00:46.0Z,1,REGULAR,substitution,out,[],201587,,,1610612755,18,11,2024-01-27T23:00:55Z,700000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M02.00S,2024-01-27T23:00:46.0Z,1,REGULAR,substitution,in,[],1626162,,,1610612755,18,11,2024-01-27T23:00:55Z,710000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M02.00S,2024-01-27T23:00:44.3Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630231,,,1610612755,18,11,2024-01-27T23:01:11Z,720000,False,,,0,,MISS K. Martin Free Throw 2 of 2,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT05M58.00S,2024-01-27T23:00:48.3Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,18,11,2024-01-27T23:01:11Z,730000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,72.0,3.0,2.0,1.0,,,,,,,,,,,,,,
74,PT05M43.00S,2024-01-27T23:01:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,91.14651773981603,51.470588235294116,1610612743,20,11,2024-01-27T23:01:32Z,740000,False,7.0,31.0,1,right,A. Gordon alley-oop Layup (4 PTS) (N. Jokic 2 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,,,,,,4.0,N. Jokic,203999.0,2.0,,,,,
76,PT05M30.00S,2024-01-27T23:01:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,7.703679369250986,49.01960784313725,1610612755,20,13,2024-01-27T23:01:45Z,760000,False,5.0,20.0,1,left,D. House Jr. driving reverse Layup (2 PTS) (F. Korkmaz 1 AST),"[1627863, 1627788]",1610612755.0,PHI,driving reverse,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,,,,2.0,F. Korkmaz,1627788.0,1.0,,,,,
78,PT05M08.00S,2024-01-27T23:01:58.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,92.32917214191852,49.01960784313725,1610612743,22,13,2024-01-27T23:02:05Z,780000,False,-5.0,20.0,1,right,A. Gordon cutting DUNK (6 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,,,6.0,N. Jokic,203999.0,3.0,,,,,
80,PT04M48.00S,2024-01-27T23:02:17.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,8.492115637319317,42.64705882352941,1610612755,22,15,2024-01-27T23:02:23Z,800000,False,37.0,27.0,1,left,P. Reed turnaround Hook (4 PTS),[1630194],1610612755.0,PHI,turnaround,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,,,,,,,,,,4.0,,,,,,,,
81,PT04M42.00S,2024-01-27T23:02:24.0Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,22,15,2024-01-27T23:02:31Z,810000,False,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1627863]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,,,,,,,1.0,House Jr.,1627863.0,,,,,,,,,,,
82,PT04M42.00S,2024-01-27T23:02:24.0Z,1,REGULAR,steal,,[],1627863,,,1610612755,22,15,2024-01-27T23:02:26Z,820000,False,,,0,,D. House Jr. STEAL (1 STL),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
83,PT04M39.00S,2024-01-27T23:02:27.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,7.5722733245729295,49.01960784313725,1610612755,22,17,2024-01-27T23:02:43Z,830000,False,5.0,19.0,1,left,K. Oubre Jr. running DUNK (4 PTS) (K. Martin 1 AST),"[1626162, 1630231]",1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,,,4.0,K. Martin,1630231.0,1.0,,,,,
85,PT04M39.00S,2024-01-27T23:02:34.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,22,17,2024-01-27T23:02:34Z,850000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M39.00S,2024-01-27T23:05:32.4Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,22,17,2024-01-27T23:05:45Z,860000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
