actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
349,PT08M49.00S,2023-12-29T03:23:52.9Z,3,REGULAR,foul,personal,['2freethrow'],203484,,,1610612763,75,51,2023-12-29T03:24:11Z,3430000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Smart 2 FT),"[203484, 203935]",1610612743.0,DEN,1830.0,Caldwell-Pope,K. Caldwell-Pope,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,0.0,Smart,203935.0,,,
351,PT08M49.00S,2023-12-29T03:24:20.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203935,,,1610612763,75,52,2023-12-29T03:25:37Z,3450000,False,,,0,,M. Smart Free Throw 1 of 2 (11 PTS),[203935],1610612763.0,MEM,,Smart,M. Smart,,,,,Made,,,,,11.0,,,,,,,,,,,,
352,PT08M49.00S,2023-12-29T03:24:20.5Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",203935,,,1610612763,75,53,2023-12-29T03:25:37Z,3460000,False,,,0,,M. Smart Free Throw 2 of 2 (12 PTS),[203935],1610612763.0,MEM,,Smart,M. Smart,,,,,Made,,,,,12.0,,,,,,,,,,,,
353,PT08M39.00S,2023-12-29T03:24:46.5Z,3,REGULAR,3pt,Jump Shot,[],1631212,91.01511169513797,4.166666666666666,1610612743,75,53,2023-12-29T03:24:52Z,3470000,False,-229.0,32.0,1,right,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,Watson,P. Watson,,Left Corner 3,24+ Left,23.14,Missed,,,,,,,,,,,,,,,,,
354,PT08M36.00S,2023-12-29T03:24:49.5Z,3,REGULAR,rebound,defensive,[],1631246,,,1610612763,75,53,2023-12-29T03:24:52Z,3480000,False,,,0,,V. Williams Jr. REBOUND (Off:2 Def:7),[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,Left Corner 3,24+ Left,,,353.0,9.0,7.0,2.0,,,,,,,,,,,,,
355,PT08M30.00S,2023-12-29T03:24:56.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630217,6.783837056504599,53.67647058823529,1610612763,75,53,2023-12-29T03:27:03Z,3490000,False,-18.0,11.0,1,left,MISS D. Bane running finger roll Layup,[1630217],1610612763.0,MEM,,Bane,D. Bane,running finger roll,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,
356,PT08M29.00S,2023-12-29T03:24:57.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,75,53,2023-12-29T03:27:55Z,3500000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,Restricted Area,0-8 Center,,,355.0,,,,,,,,,,,,,,,,
357,PT08M09.00S,2023-12-29T03:25:27.8Z,3,REGULAR,2pt,Jump Shot,[],203999,84.1819973718791,27.941176470588236,1610612743,77,53,2023-12-29T03:25:35Z,3510000,False,-110.0,96.0,1,right,N. Jokic 14' turnaround Jump Shot (17 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,turnaround,Mid-Range,8-16 Left,14.64,Made,,,,,17.0,,,,,,,,,,,,
358,PT07M58.00S,2023-12-29T03:25:43.1Z,3,REGULAR,foul,personal,[],203484,,,1610612763,77,53,2023-12-29T03:26:03Z,3520000,False,,,0,,K. Caldwell-Pope personal FOUL (2 PF),"[203484, 1628991]",1610612743.0,DEN,1628484.0,Caldwell-Pope,K. Caldwell-Pope,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,
360,PT07M50.00S,2023-12-29T03:26:07.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,5.075558475689881,50.73529411764706,1610612763,77,55,2023-12-29T03:30:28Z,3540000,False,-4.0,-5.0,1,left,M. Smart driving Layup (14 PTS),[203935],1610612763.0,MEM,,Smart,M. Smart,driving,Restricted Area,0-8 Center,0.61,Made,,,,,14.0,,,,,,,,,,,,
361,PT07M30.00S,2023-12-29T03:26:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203484,93.51182654402102,52.20588235294118,1610612743,79,55,2023-12-29T03:26:35Z,3550000,False,11.0,8.0,1,right,K. Caldwell-Pope driving finger roll Layup (12 PTS) (P. Watson 2 AST),"[203484, 1631212]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,driving finger roll,Restricted Area,0-8 Center,1.39,Made,,,,,12.0,P. Watson,1631212.0,2.0,,,,,,,,,
363,PT07M30.00S,2023-12-29T03:26:35.9Z,3,REGULAR,foul,technical,['1freethrow'],203484,,,1610612763,79,55,2023-12-29T03:26:43Z,3570000,False,,,0,,K. Caldwell-Pope technical FOUL (1 Tech),[203484],1610612743.0,DEN,1628484.0,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,2.0,1.0,,,,,
364,PT07M30.00S,2023-12-29T03:26:54.7Z,3,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,79,56,2023-12-29T03:26:54Z,3580000,False,,,0,,D. Bane technical Free Throw 1 of 1 (14 PTS),[1630217],1610612763.0,MEM,,Bane,D. Bane,technical,,,,Made,,,,,14.0,,,,,,,,,,,,
365,PT07M19.00S,2023-12-29T03:27:18.3Z,3,REGULAR,3pt,Jump Shot,[],203935,30.56833114323259,31.862745098039213,1610612763,79,56,2023-12-29T03:27:27Z,3590000,False,91.0,235.0,1,left,MISS M. Smart 25' pullup 3PT,[203935],1610612763.0,MEM,,Smart,M. Smart,pullup,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,
366,PT07M14.00S,2023-12-29T03:27:21.7Z,3,REGULAR,rebound,offensive,[],1631246,,,1610612763,79,56,2023-12-29T03:27:21Z,3600000,False,,,0,,V. Williams Jr. REBOUND (Off:3 Def:7),[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,Above the Break 3,24+ Right Center,,,365.0,10.0,7.0,3.0,,,,,,,,,,,,,
648,PT07M12.00S,2023-12-29T03:27:22.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,11.038107752956636,44.140625,1610612763,79,56,2023-12-29T05:44:24Z,3610000,False,29.0,51.0,1,left,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 203999]",1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,driving,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,Jokic,203999.0,,,,,,,
649,PT07M12.00S,2023-12-29T03:27:22.0Z,3,REGULAR,block,,[],203999,,,1610612763,79,56,2023-12-29T05:44:24Z,3615000,False,,,0,,N. Jokic BLOCK (2 BLK),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
650,PT07M11.00S,2023-12-29T03:27:23.0Z,3,REGULAR,rebound,offensive,[],202687,,,1610612763,79,56,2023-12-29T05:45:07Z,3617500,False,,,0,,B. Biyombo REBOUND (Off:1 Def:3),[202687],1610612763.0,MEM,,Biyombo,B. Biyombo,,In The Paint (Non-RA),0-8 Center,,,648.0,4.0,3.0,1.0,,,,,,,,,,,,,
400,PT07M07.00S,2023-12-29T03:27:25.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,4.254270696452039,5.14705882352942,1610612763,79,56,2023-12-29T05:44:24Z,3620000,False,224.0,-13.0,1,left,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,Bane,D. Bane,,Right Corner 3,24+ Right,22.46,Missed,,,,,,,,,,,,,,,,,
401,PT07M05.00S,2023-12-29T03:27:27.8Z,3,REGULAR,rebound,offensive,[],1631246,,,1610612763,79,56,2023-12-29T03:36:11Z,3630000,False,,,0,,V. Williams Jr. REBOUND (Off:4 Def:7),[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,Right Corner 3,24+ Right,,,400.0,11.0,7.0,4.0,,,,,,,,,,,,,
370,PT07M03.00S,2023-12-29T03:27:33.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1631246,8.09789750328515,14.950980392156863,1610612763,79,56,2023-12-29T03:35:32Z,3640000,False,175.0,24.0,1,left,MISS V. Williams Jr. 17' turnaround Shot,[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,turnaround,Mid-Range,16-24 Right,17.68,Missed,,,,,,,,,,,,,,,,,
371,PT07M00.00S,2023-12-29T03:27:36.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,79,56,2023-12-29T03:27:38Z,3650000,False,,,0,,N. Jokic REBOUND (Off:0 Def:12),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,Mid-Range,16-24 Right,,,370.0,12.0,12.0,0.0,,,,,,,,,,,,,
372,PT06M50.00S,2023-12-29T03:27:46.3Z,3,REGULAR,3pt,Jump Shot,[],1631212,79.31997371879106,89.4607843137255,1610612743,82,56,2023-12-29T03:27:51Z,3660000,False,197.0,142.0,1,right,P. Watson 24' 3PT  (14 PTS) (N. Jokic 9 AST),"[1631212, 203999]",1610612743.0,DEN,,Watson,P. Watson,,Above the Break 3,24+ Right Center,24.3,Made,,,,,14.0,N. Jokic,203999.0,9.0,,,,,,,,,
375,PT06M29.00S,2023-12-29T03:28:06.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202687,7.046649145860711,49.01960784313725,1610612763,82,56,2023-12-29T03:28:15Z,3680000,False,5.0,14.0,1,left,MISS B. Biyombo Hook,[202687],1610612763.0,MEM,,Biyombo,B. Biyombo,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,
376,PT06M27.00S,2023-12-29T03:28:08.9Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,82,56,2023-12-29T03:28:15Z,3690000,False,,,0,,N. Jokic REBOUND (Off:0 Def:13),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,Restricted Area,0-8 Center,,,375.0,13.0,13.0,0.0,,,,,,,,,,,,,
377,PT06M26.00S,2023-12-29T03:28:12.8Z,3,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612743,82,56,2023-12-29T03:28:22Z,3700000,False,,,0,,D. Bane shooting personal FOUL (3 PF) (Watson 2 FT),"[1630217, 1631212]",1610612763.0,MEM,1626302.0,Bane,D. Bane,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,3.0,0.0,Watson,1631212.0,,,
379,PT06M26.00S,2023-12-29T03:28:45.0Z,3,REGULAR,foul,technical,['1freethrow'],203935,,,1610612743,82,56,2023-12-29T03:28:52Z,3720000,False,,,0,,M. Smart technical FOUL (1 Tech),[203935],1610612763.0,MEM,1626302.0,Smart,M. Smart,,,,,,,,,,,,,,,,1.0,1.0,,,,,
380,PT06M26.00S,2023-12-29T03:29:05.6Z,3,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,83,56,2023-12-29T03:29:05Z,3730000,False,,,0,,J. Murray technical Free Throw 1 of 1 (18 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,technical,,,,Made,,,,,18.0,,,,,,,,,,,,
381,PT06M26.00S,2023-12-29T03:29:11.3Z,3,REGULAR,substitution,out,[],1628991,,,1610612743,83,56,2023-12-29T03:29:28Z,3740000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,
382,PT06M26.00S,2023-12-29T03:29:11.3Z,3,REGULAR,substitution,out,[],203935,,,1610612743,83,56,2023-12-29T03:29:28Z,3750000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,
383,PT06M26.00S,2023-12-29T03:29:11.3Z,3,REGULAR,substitution,in,[],1629723,,,1610612743,83,56,2023-12-29T03:29:28Z,3760000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,
384,PT06M26.00S,2023-12-29T03:29:11.3Z,3,REGULAR,substitution,in,[],1631223,,,1610612743,83,56,2023-12-29T03:29:28Z,3770000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,
385,PT06M26.00S,2023-12-29T03:30:10.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1631212,,,1610612743,84,56,2023-12-29T03:38:45Z,3780000,False,,,0,,P. Watson Free Throw 1 of 2 (15 PTS),[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,Made,,,,,15.0,,,,,,,,,,,,
386,PT06M26.00S,2023-12-29T03:30:10.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1631212,,,1610612743,85,56,2023-12-29T03:38:45Z,3790000,False,,,0,,P. Watson Free Throw 2 of 2 (16 PTS),[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,Made,,,,,16.0,,,,,,,,,,,,
387,PT06M13.00S,2023-12-29T03:30:43.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.521024967148489,45.34313725490196,1610612763,85,58,2023-12-29T03:30:50Z,3800000,False,23.0,9.0,1,left,D. Bane driving finger roll Layup (16 PTS) (B. Biyombo 1 AST),"[1630217, 202687]",1610612763.0,MEM,,Bane,D. Bane,driving finger roll,Restricted Area,0-8 Center,2.49,Made,,,,,16.0,B. Biyombo,202687.0,1.0,,,,,,,,,
389,PT06M03.00S,2023-12-29T03:30:56.1Z,3,REGULAR,foul,personal,['2freethrow'],202687,,,1610612743,85,58,2023-12-29T03:31:07Z,3820000,False,,,0,,B. Biyombo shooting personal FOUL (3 PF) (Jokic 2 FT),"[202687, 203999]",1610612763.0,MEM,1626302.0,Biyombo,B. Biyombo,shooting,Mid-Range,8-16 Right,,,,,,,,,,,,,3.0,0.0,Jokic,203999.0,,,
391,PT06M03.00S,2023-12-29T03:31:22.8Z,3,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,86,58,2023-12-29T03:31:22Z,3840000,False,,,0,,N. Jokic Free Throw 1 of 2 (18 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,Made,,,,,18.0,,,,,,,,,,,,
392,PT06M03.00S,2023-12-29T03:31:33.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,86,58,2023-12-29T03:31:33Z,3850000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M03.00S,2023-12-29T03:34:10.8Z,3,REGULAR,substitution,out,[],202687,,,1610612743,86,58,2023-12-29T03:34:22Z,3860000,False,,,0,,SUB out: B. Biyombo,[202687],1610612763.0,MEM,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,
394,PT06M03.00S,2023-12-29T03:34:10.8Z,3,REGULAR,substitution,in,[],1630214,,,1610612743,86,58,2023-12-29T03:34:22Z,3870000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,
395,PT06M03.00S,2023-12-29T03:34:37.1Z,3,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,87,58,2023-12-29T03:34:37Z,3880000,False,,,0,,N. Jokic Free Throw 2 of 2 (19 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,Made,,,,,19.0,,,,,,,,,,,,
396,PT05M48.00S,2023-12-29T03:34:53.7Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612763,87,58,2023-12-29T03:35:02Z,3890000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Roddy 2 FT),"[203999, 1631223]",1610612743.0,DEN,1626302.0,Jokic,N. Jokic,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,0.0,Roddy,1631223.0,,,
398,PT05M48.00S,2023-12-29T03:35:20.9Z,3,REGULAR,freethrow,1 of 2,[],1631223,,,1610612763,87,58,2023-12-29T03:35:41Z,3910000,False,,,0,,MISS D. Roddy Free Throw 1 of 2,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,Missed,,,,,,,,,,,,,,,,,
399,PT05M48.00S,2023-12-29T03:35:20.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,87,58,2023-12-29T03:35:41Z,3920000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,398.0,,,,,,,,,,,,,,,,
402,PT05M48.00S,2023-12-29T03:35:20.9Z,3,REGULAR,freethrow,2 of 2,[],1631223,,,1610612763,87,58,2023-12-29T03:35:41Z,3930000,False,,,0,,MISS D. Roddy Free Throw 2 of 2,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,Missed,,,,,,,,,,,,,,,,,
403,PT05M46.00S,2023-12-29T03:35:22.9Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,87,58,2023-12-29T03:35:41Z,3940000,False,,,0,,P. Watson REBOUND (Off:0 Def:4),[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,402.0,4.0,4.0,0.0,,,,,,,,,,,,,
405,PT05M37.00S,2023-12-29T03:35:49.6Z,3,REGULAR,substitution,out,[],1631212,,,1610612743,87,58,2023-12-29T03:35:54Z,3960000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,
406,PT05M37.00S,2023-12-29T03:35:49.6Z,3,REGULAR,substitution,in,[],203200,,,1610612743,87,58,2023-12-29T03:35:54Z,3970000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,
408,PT05M33.00S,2023-12-29T03:36:23.5Z,3,REGULAR,2pt,Jump Shot,[],1627750,76.69185282522996,65.68627450980392,1610612743,89,58,2023-12-29T03:36:29Z,3990000,False,78.0,167.0,1,right,J. Murray 18' pullup Jump Shot (20 PTS) (K. Caldwell-Pope 2 AST),"[1627750, 203484]",1610612743.0,DEN,,Murray,J. Murray,pullup,Mid-Range,16-24 Right Center,18.41,Made,,,,,20.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,
410,PT05M16.00S,2023-12-29T03:36:45.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612763,89,58,2023-12-29T03:36:51Z,4010000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Roddy 2 FT),"[203200, 1631223]",1610612743.0,DEN,1830.0,Holiday,J. Holiday,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,0.0,Roddy,1631223.0,,,
412,PT05M16.00S,2023-12-29T03:37:09.0Z,3,REGULAR,freethrow,1 of 2,[],1631223,,,1610612763,89,59,2023-12-29T03:37:09Z,4030000,False,,,0,,D. Roddy Free Throw 1 of 2 (4 PTS),[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,Made,,,,,4.0,,,,,,,,,,,,
413,PT05M16.00S,2023-12-29T03:37:26.3Z,3,REGULAR,freethrow,2 of 2,[],1631223,,,1610612763,89,60,2023-12-29T03:37:26Z,4040000,False,,,0,,D. Roddy Free Throw 2 of 2 (5 PTS),[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,Made,,,,,5.0,,,,,,,,,,,,
414,PT04M59.00S,2023-12-29T03:37:48.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,93.51182654402102,50.98039215686274,1610612743,91,60,2023-12-29T03:37:55Z,4050000,False,5.0,8.0,1,right,N. Jokic Layup (21 PTS) (J. Murray 8 AST),"[203999, 1627750]",1610612743.0,DEN,,Jokic,N. Jokic,,Restricted Area,0-8 Center,0.98,Made,,,,,21.0,J. Murray,1627750.0,8.0,,,,,,,,,
416,PT04M59.00S,2023-12-29T03:37:53.1Z,3,REGULAR,foul,personal,['1freethrow'],1631246,,,1610612743,91,60,2023-12-29T03:37:58Z,4070000,False,,,0,,V. Williams Jr. shooting personal FOUL (2 PF) (Jokic 1 FT),"[1631246, 203999]",1610612763.0,MEM,1830.0,Williams Jr.,V. Williams Jr.,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,0.0,Jokic,203999.0,,,
418,PT04M59.00S,2023-12-29T03:38:06.4Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,91,60,2023-12-29T03:38:45Z,4090000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
419,PT04M59.00S,2023-12-29T03:38:06.4Z,3,REGULAR,substitution,in,[],1631124,,,1610612743,91,60,2023-12-29T03:38:45Z,4100000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,
420,PT04M59.00S,2023-12-29T03:38:26.2Z,3,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,92,60,2023-12-29T03:38:26Z,4110000,False,,,0,,N. Jokic Free Throw 1 of 1 (22 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,Made,,,,,22.0,,,,,,,,,,,,
421,PT04M49.00S,2023-12-29T03:38:37.4Z,3,REGULAR,3pt,Jump Shot,[],1629723,25.969119579500656,18.627450980392158,1610612763,92,63,2023-12-29T03:38:44Z,4120000,False,157.0,192.0,1,left,J. Konchar 24' 3PT  (5 PTS) (V. Williams Jr. 2 AST),"[1629723, 1631246]",1610612763.0,MEM,,Konchar,J. Konchar,,Above the Break 3,24+ Right Center,24.76,Made,,,,,5.0,V. Williams Jr.,1631246.0,2.0,,,,,,,,,
423,PT04M34.00S,2023-12-29T03:38:51.6Z,3,REGULAR,3pt,Jump Shot,[],203200,92.06636005256242,94.11764705882352,1610612743,95,63,2023-12-29T03:38:57Z,4140000,False,221.0,22.0,1,right,J. Holiday 3PT  (8 PTS) (K. Caldwell-Pope 3 AST),"[203200, 203484]",1610612743.0,DEN,,Holiday,J. Holiday,,Right Corner 3,24+ Right,22.17,Made,,,,,8.0,K. Caldwell-Pope,203484.0,3.0,,,,,,,,,
425,PT04M23.00S,2023-12-29T03:39:02.9Z,3,REGULAR,2pt,Jump Shot,[],1630217,6.389618922470433,8.088235294117647,1610612763,95,65,2023-12-29T03:39:07Z,4160000,False,210.0,8.0,1,left,D. Bane 20' step back Jump Shot (18 PTS),[1630217],1610612763.0,MEM,,Bane,D. Bane,step back,Mid-Range,16-24 Right,20.97,Made,,,,,18.0,,,,,,,,,,,,
426,PT04M06.00S,2023-12-29T03:39:20.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,91.40932982917214,54.90196078431373,1610612743,97,65,2023-12-29T03:39:27Z,4170000,False,25.0,28.0,1,right,N. Jokic turnaround Jump Shot (24 PTS) (J. Murray 9 AST),"[203999, 1627750]",1610612743.0,DEN,,Jokic,N. Jokic,turnaround,Restricted Area,0-8 Center,3.74,Made,,,,,24.0,J. Murray,1627750.0,9.0,,,,,,,,,
428,PT03M57.00S,2023-12-29T03:39:30.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,6.258212877792378,37.254901960784316,1610612763,97,67,2023-12-29T03:39:40Z,4190000,False,64.0,6.0,1,left,D. Bane 6' driving floating Jump Shot (20 PTS),[1630217],1610612763.0,MEM,,Bane,D. Bane,driving floating,In The Paint (Non-RA),0-8 Center,6.4,Made,,,,,20.0,,,,,,,,,,,,
429,PT03M57.00S,2023-12-29T03:39:36.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631124,,,1610612763,97,67,2023-12-29T03:39:52Z,4200000,False,,,0,,J. Strawther shooting personal FOUL (3 PF) (Bane 1 FT),"[1631124, 1630217]",1610612743.0,DEN,1628484.0,Strawther,J. Strawther,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,0.0,Bane,1630217.0,,,
431,PT03M57.00S,2023-12-29T03:39:43.1Z,3,REGULAR,substitution,out,[],1631246,,,1610612763,97,67,2023-12-29T03:40:47Z,4220000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,
432,PT03M57.00S,2023-12-29T03:39:43.1Z,3,REGULAR,substitution,out,[],1629723,,,1610612763,97,67,2023-12-29T03:40:47Z,4230000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,
433,PT03M57.00S,2023-12-29T03:39:43.1Z,3,REGULAR,substitution,in,[],1628991,,,1610612763,97,67,2023-12-29T03:40:47Z,4240000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,
434,PT03M57.00S,2023-12-29T03:39:43.1Z,3,REGULAR,substitution,in,[],203935,,,1610612763,97,67,2023-12-29T03:40:47Z,4250000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,
435,PT03M57.00S,2023-12-29T03:40:03.1Z,3,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,97,68,2023-12-29T03:40:03Z,4260000,False,,,0,,D. Bane Free Throw 1 of 1 (21 PTS),[1630217],1610612763.0,MEM,,Bane,D. Bane,,,,,Made,,,,,21.0,,,,,,,,,,,,
436,PT03M51.00S,2023-12-29T03:40:16.4Z,3,REGULAR,3pt,Jump Shot,[],1627750,74.98357424441524,12.5,1610612743,100,68,2023-12-29T03:40:23Z,4270000,False,-188.0,183.0,1,right,J. Murray 26' 3PT step back (23 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,step back,Above the Break 3,24+ Left Center,26.18,Made,,,,,23.0,,,,,,,,,,,,
437,PT03M35.00S,2023-12-29T03:40:31.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,5.338370565045992,62.00980392156863,1610612763,100,70,2023-12-29T03:40:38Z,4280000,False,-60.0,-2.0,1,left,X. Tillman 6' floating Jump Shot (2 PTS) (D. Bane 2 AST),"[1630214, 1630217]",1610612763.0,MEM,,Tillman,X. Tillman,floating,In The Paint (Non-RA),0-8 Center,6.0,Made,,,,,2.0,D. Bane,1630217.0,2.0,,,,,,,,,
439,PT03M23.00S,2023-12-29T03:40:43.9Z,3,REGULAR,3pt,Jump Shot,[],203484,92.46057818659659,2.696078431372549,1610612743,100,70,2023-12-29T03:40:55Z,4300000,False,-237.0,18.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,Left Corner 3,24+ Left,23.72,Missed,,,,,,,,,,,,,,,,,
440,PT03M20.00S,2023-12-29T03:40:47.5Z,3,REGULAR,rebound,offensive,[],203484,,,1610612743,100,70,2023-12-29T03:40:47Z,4310000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,Left Corner 3,24+ Left,,,439.0,1.0,0.0,1.0,,,,,,,,,,,,,
