actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-13T03:13:27.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-13T03:13:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-01-13T03:13:31.8Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2024-01-13T03:13:31Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. N. Jokic: Tip to C. McCollum,"[203468, 202685, 203999]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-01-13T03:13:45.1Z,1,REGULAR,3pt,Jump Shot,[],203468,75.24638633377135,83.82352941176471,1610612740,0,0,2024-01-13T03:13:50Z,70000,False,169.0,180.0,1,right,MISS C. McCollum 24' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,24.71,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-01-13T03:13:48.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,0,2024-01-13T03:13:50Z,80000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2024-01-13T03:13:56.7Z,1,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,0,0,2024-01-13T03:14:07Z,90000,False,,,0,,A. Gordon lost ball out-of-bounds TURNOVER (1 TO),[203932],1610612743.0,DEN,lost ball,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,,,,,2003.0,1.0,,,,,,,,,,,,
10,PT11M21.00S,2024-01-13T03:14:14.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,83.52496714848883,61.51960784313726,1610612740,0,2,2024-01-13T03:14:21Z,100000,False,58.0,102.0,1,right,B. Ingram 11' pullup bank Jump Shot (2 PTS),[1627742],1610612740.0,NOP,pullup bank,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,11.75,Made,,,,,,,2.0,,,,,,,,,,,
11,PT10M57.00S,2024-01-13T03:14:37.3Z,1,REGULAR,3pt,Jump Shot,[],1629008,2.578843626806833,95.09803921568627,1610612743,0,2,2024-01-13T03:14:42Z,110000,False,-225.0,-28.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,22.73,Missed,,,,,,,,,,,,,,,,,,
12,PT10M55.00S,2024-01-13T03:14:39.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,0,2,2024-01-13T03:14:42Z,120000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M48.00S,2024-01-13T03:14:46.9Z,1,REGULAR,3pt,Jump Shot,[],202685,71.96123521681997,18.38235294117647,1610612740,0,2,2024-01-13T03:14:51Z,130000,False,-158.0,211.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2024-01-13T03:14:49.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,2,2024-01-13T03:14:51Z,140000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
