actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-03T02:12:24.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-03T02:12:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M59.00S,2024-02-03T02:12:27.9Z,1,REGULAR,jumpball,recovered,[],203932,,,1610612743,0,0,2024-02-03T02:12:28Z,40000,False,,,0,,Jump Ball N. Jokic vs. D. Ayton: Tip to A. Gordon,"[203932, 203999, 1629028]",1610612743.0,DEN,startperiod,A. Gordon,203932.0,Gordon,A. Gordon,Jokic,203999.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-02-03T02:12:46.4Z,1,REGULAR,2pt,Jump Shot,[],203932,78.40013140604468,57.107843137254896,1610612743,0,0,2024-02-03T02:12:55Z,70000,False,36.0,151.0,1,right,MISS A. Gordon 15' fadeaway Shot,[203932],1610612743.0,DEN,fadeaway,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Center,15.46,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-02-03T02:12:49.4Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,0,0,2024-02-03T02:12:55Z,80000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-02-03T02:13:00.1Z,1,REGULAR,3pt,Jump Shot,[],1627763,6.652431011826544,93.87254901960785,1610612757,0,0,2024-02-03T02:13:06Z,90000,False,-219.0,10.0,1,left,MISS M. Brogdon 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,21.96,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2024-02-03T02:13:03.1Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,0,0,2024-02-03T02:13:03Z,100000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M18.00S,2024-02-03T02:13:08.6Z,1,REGULAR,3pt,Jump Shot,[],203484,80.1084099868594,91.66666666666666,1610612743,0,0,2024-02-03T02:13:12Z,110000,False,208.0,134.0,1,right,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2024-02-03T02:13:10.6Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,0,0,2024-02-03T02:13:12Z,120000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M56.00S,2024-02-03T02:13:31.6Z,1,REGULAR,3pt,Jump Shot,[],1627763,33.327858081471746,38.48039215686275,1610612757,0,0,2024-02-03T02:13:35Z,130000,False,58.0,261.0,1,left,MISS M. Brogdon 26' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.71,Missed,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2024-02-03T02:13:33.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2024-02-03T02:13:35Z,140000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
