actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M09.00S,2024-01-08T01:13:40.1Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,2,2,2024-01-08T01:13:45Z,160000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M06.00S,2024-01-08T01:13:45.9Z,1,REGULAR,foul,personal,[],1631093,,,1610612743,2,2,2024-01-08T01:14:12Z,170000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 203932]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,1627526.0,1.0,0.0,Gordon,203932.0,,,,,,,,,,,,
19,PT09M59.00S,2024-01-08T01:14:08.4Z,1,REGULAR,3pt,Jump Shot,[],1627750,33.590670170827856,48.03921568627451,1610612743,5,2,2024-01-08T01:14:15Z,190000,False,10.0,263.0,1,left,J. Murray 26' 3PT  (5 PTS) (M. Porter Jr. 1 AST),"[1627750, 1629008]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.35,Made,5.0,,,,,,,,,,M. Porter Jr.,1629008.0,1.0,,,,,
21,PT09M41.00S,2024-01-08T01:14:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,93.24901445466492,46.32352941176471,1610612765,5,4,2024-01-08T01:14:45Z,210000,False,-18.0,11.0,1,right,J. Duren Layup (4 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.14,Made,4.0,,,,,,,,,,C. Cunningham,1630595.0,1.0,,,,,
23,PT09M25.00S,2024-01-08T01:14:41.5Z,1,REGULAR,3pt,Jump Shot,[],1627750,26.231931668856767,17.401960784313726,1610612743,5,4,2024-01-08T01:15:41Z,230000,False,163.0,194.0,1,left,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
24,PT09M25.00S,2024-01-08T01:14:41.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,5,4,2024-01-08T01:14:47Z,240000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,
25,PT09M18.00S,2024-01-08T01:14:49.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,67.49342969776609,37.00980392156863,1610612765,5,7,2024-01-08T01:17:03Z,250000,False,-65.0,253.0,1,right,C. Cunningham 26' 3PT running (3 PTS) (B. Bogdanovic 1 AST),"[1630595, 202711]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,26.13,Made,3.0,,,,,,,,,,B. Bogdanovic,202711.0,1.0,,,,,
27,PT08M50.00S,2024-01-08T01:15:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,5.732588699080158,45.588235294117645,1610612743,7,7,2024-01-08T01:15:26Z,270000,False,22.0,1.0,1,left,M. Porter Jr. driving reverse Layup (2 PTS) (N. Jokic 1 AST),"[1629008, 203999]",1610612743.0,DEN,driving reverse,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,,,,,,,,,,N. Jokic,203999.0,1.0,,,,,
29,PT08M43.00S,2024-01-08T01:15:23.5Z,1,REGULAR,3pt,Jump Shot,[],1631093,72.7496714848883,15.441176470588236,1610612765,7,7,2024-01-08T01:18:00Z,290000,False,-173.0,204.0,1,right,MISS J. Ivey 26' pullup 3PT,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
30,PT08M43.00S,2024-01-08T01:15:23.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,7,7,2024-01-08T01:15:29Z,300000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,
31,PT08M29.00S,2024-01-08T01:15:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,5.995400788436268,50.49019607843137,1610612743,7,7,2024-01-08T01:15:47Z,310000,False,-2.0,4.0,1,left,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.46,Missed,,,,,,,,,,,,,,,,,,
32,PT08M27.00S,2024-01-08T01:15:40.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,7,7,2024-01-08T01:15:47Z,320000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,
33,PT08M21.00S,2024-01-08T01:15:46.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631093,94.69448094612353,3.9215686274509802,1610612765,7,7,2024-01-08T01:19:36Z,330000,False,-230.0,-3.0,1,right,MISS J. Ivey running 3PT,[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
34,PT08M17.00S,2024-01-08T01:15:50.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,7,7,2024-01-08T01:15:51Z,340000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,
35,PT08M06.00S,2024-01-08T01:16:00.7Z,1,REGULAR,foul,personal,['3freethrow'],1630595,,,1610612743,7,7,2024-01-08T01:16:08Z,350000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Porter Jr. 3 FT),"[1630595, 1629008]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,1627526.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,
37,PT08M06.00S,2024-01-08T01:16:32.8Z,1,REGULAR,freethrow,1 of 3,[],1629008,,,1610612743,8,7,2024-01-08T01:16:32Z,370000,False,,,0,,M. Porter Jr. Free Throw 1 of 3 (3 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
38,PT08M06.00S,2024-01-08T01:16:45.3Z,1,REGULAR,freethrow,2 of 3,[],1629008,,,1610612743,9,7,2024-01-08T01:16:45Z,380000,False,,,0,,M. Porter Jr. Free Throw 2 of 3 (4 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
39,PT08M06.00S,2024-01-08T01:16:57.7Z,1,REGULAR,freethrow,3 of 3,[],1629008,,,1610612743,10,7,2024-01-08T01:16:57Z,390000,False,,,0,,M. Porter Jr. Free Throw 3 of 3 (5 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
40,PT08M01.00S,2024-01-08T01:17:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,94.1688567674113,54.41176470588235,1610612765,10,7,2024-01-08T01:17:23Z,400000,False,22.0,2.0,1,right,MISS C. Cunningham driving Layup - blocked,"[1630595, 203999]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,Jokic,203999.0,,,
41,PT08M01.00S,2024-01-08T01:17:06.9Z,1,REGULAR,block,,[],203999,,,1610612765,10,7,2024-01-08T01:17:10Z,410000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M01.00S,2024-01-08T01:17:06.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,10,7,2024-01-08T01:17:23Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,40.0,,,,,,,,,,,
44,PT07M54.00S,2024-01-08T01:17:30.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630595,93.51182654402102,72.30392156862744,1610612765,10,7,2024-01-08T01:17:39Z,440000,False,112.0,8.0,1,right,MISS C. Cunningham 11' turnaround Shot - blocked,"[1630595, 1627750]",1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,11.18,Missed,,,,,,,,,,,,,,Murray,1627750.0,,,
45,PT07M54.00S,2024-01-08T01:17:30.0Z,1,REGULAR,block,,[],1627750,,,1610612765,10,7,2024-01-08T01:17:32Z,450000,False,,,0,,J. Murray BLOCK (1 BLK),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
46,PT07M54.00S,2024-01-08T01:17:30.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,10,7,2024-01-08T01:17:39Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,44.0,,,,,,,,,,,
48,PT07M45.00S,2024-01-08T01:17:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630587,94.43166885676742,53.67647058823529,1610612765,10,9,2024-01-08T01:18:00Z,480000,False,18.0,0.0,1,right,I. Livers driving reverse Layup (2 PTS) (J. Ivey 1 AST),"[1630587, 1631093]",1610612765.0,DET,driving reverse,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,,,,,,J. Ivey,1631093.0,1.0,,,,,
50,PT07M27.00S,2024-01-08T01:18:11.1Z,1,REGULAR,3pt,Jump Shot,[],203484,4.812746386333772,0.7352941176470588,1610612743,13,9,2024-01-08T01:18:18Z,500000,False,246.0,-7.0,1,left,K. Caldwell-Pope 24' 3PT  (3 PTS) (M. Porter Jr. 2 AST),"[203484, 1629008]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,24.64,Made,3.0,,,,,,,,,,M. Porter Jr.,1629008.0,2.0,,,,,
52,PT07M13.00S,2024-01-08T01:18:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,92.85479632063075,65.19607843137256,1610612765,13,11,2024-01-08T01:18:30Z,520000,False,76.0,15.0,1,right,B. Bogdanovic 7' driving floating bank Jump Shot (2 PTS) (C. Cunningham 2 AST),"[202711, 1630595]",1610612765.0,DET,driving floating bank,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,7.74,Made,2.0,,,,,,,,,,C. Cunningham,1630595.0,2.0,,,,,
54,PT06M55.00S,2024-01-08T01:18:45.8Z,1,REGULAR,foul,personal,[],202711,,,1610612743,13,11,2024-01-08T01:19:39Z,540000,False,,,0,,B. Bogdanovic personal FOUL (1 PF),"[202711, 203999]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,202049.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,,,
56,PT06M55.00S,2024-01-08T01:18:59.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,13,11,2024-01-08T01:18:59Z,560000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M55.00S,2024-01-08T01:21:15.3Z,1,REGULAR,substitution,out,[],1630595,,,1610612743,13,11,2024-01-08T01:21:29Z,570000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M55.00S,2024-01-08T01:21:15.3Z,1,REGULAR,substitution,out,[],1631093,,,1610612743,13,11,2024-01-08T01:21:29Z,580000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2024-01-08T01:21:15.3Z,1,REGULAR,substitution,in,[],202692,,,1610612743,13,11,2024-01-08T01:21:29Z,590000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2024-01-08T01:21:15.3Z,1,REGULAR,substitution,in,[],1630165,,,1610612743,13,11,2024-01-08T01:21:29Z,600000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M47.00S,2024-01-08T01:21:48.4Z,1,REGULAR,3pt,Jump Shot,[],203484,30.56833114323259,27.696078431372552,1610612743,13,11,2024-01-08T01:21:54Z,610000,False,112.0,235.0,1,left,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2024-01-08T01:21:52.4Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,13,11,2024-01-08T01:21:54Z,620000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,
63,PT06M31.00S,2024-01-08T01:22:03.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,93.64323258869908,49.01960784313725,1610612765,13,13,2024-01-08T01:22:07Z,630000,False,-5.0,7.0,1,right,J. Duren alley-oop DUNK (6 PTS) (K. Hayes 1 AST),"[1631105, 1630165]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.88,Made,6.0,,,,,,,,,,K. Hayes,1630165.0,1.0,,,,,
65,PT06M08.00S,2024-01-08T01:22:26.8Z,1,REGULAR,2pt,Jump Shot,[],1629008,23.209592641261498,50.49019607843137,1610612743,15,13,2024-01-08T01:23:04Z,650000,False,-2.0,166.0,1,left,M. Porter Jr. 16' pullup Jump Shot (7 PTS) (N. Jokic 2 AST),"[1629008, 203999]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,16.57,Made,7.0,,,,,,,,,,N. Jokic,203999.0,2.0,,,,,
67,PT05M52.00S,2024-01-08T01:22:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630587,93.38042049934296,53.67647058823529,1610612765,15,13,2024-01-08T01:22:49Z,670000,False,18.0,10.0,1,right,MISS I. Livers driving reverse Layup - blocked,"[1630587, 203999]",1610612765.0,DET,driving reverse,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,Jokic,203999.0,,,
68,PT05M52.00S,2024-01-08T01:22:42.9Z,1,REGULAR,block,,[],203999,,,1610612765,15,13,2024-01-08T01:22:44Z,680000,False,,,0,,N. Jokic BLOCK (2 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M50.00S,2024-01-08T01:22:44.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,15,13,2024-01-08T01:22:49Z,690000,False,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,
70,PT05M28.00S,2024-01-08T01:23:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,6.1268068331143235,49.26470588235294,1610612743,17,13,2024-01-08T01:23:10Z,700000,False,4.0,5.0,1,left,J. Murray driving reverse Layup (7 PTS) (N. Jokic 3 AST),"[1627750, 203999]",1610612743.0,DEN,driving reverse,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.63,Made,7.0,,,,,,,,,,N. Jokic,203999.0,3.0,,,,,
73,PT05M05.00S,2024-01-08T01:23:34.5Z,1,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612765,17,13,2024-01-08T01:23:45Z,720000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Livers 2 FT),"[1629008, 1630587]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,1627526.0,1.0,0.0,Livers,1630587.0,,,,,,,,,,,,
75,PT05M05.00S,2024-01-08T01:24:08.2Z,1,REGULAR,freethrow,1 of 2,[],1630587,,,1610612765,17,14,2024-01-08T01:24:08Z,740000,False,,,0,,I. Livers Free Throw 1 of 2 (3 PTS),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
76,PT05M05.00S,2024-01-08T01:24:09.0Z,1,REGULAR,substitution,out,[],1627750,,,1610612765,17,14,2024-01-08T01:24:21Z,750000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M05.00S,2024-01-08T01:24:09.0Z,1,REGULAR,substitution,in,[],202704,,,1610612765,17,14,2024-01-08T01:24:21Z,760000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M05.00S,2024-01-08T01:24:25.6Z,1,REGULAR,freethrow,2 of 2,[],1630587,,,1610612765,17,15,2024-01-08T01:24:25Z,770000,False,,,0,,I. Livers Free Throw 2 of 2 (4 PTS),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
79,PT04M48.00S,2024-01-08T01:24:44.5Z,1,REGULAR,3pt,Jump Shot,[],1629008,32.933639947437584,49.50980392156863,1610612743,17,15,2024-01-08T01:24:49Z,780000,False,2.0,257.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
80,PT04M46.00S,2024-01-08T01:24:46.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,17,15,2024-01-08T01:24:49Z,790000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,
81,PT04M35.00S,2024-01-08T01:24:57.6Z,1,REGULAR,turnover,bad pass,[],202711,,,1610612765,17,15,2024-01-08T01:25:00Z,800000,False,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 203932]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Gordon,203932.0
82,PT04M35.00S,2024-01-08T01:24:57.6Z,1,REGULAR,steal,,[],203932,,,1610612743,17,15,2024-01-08T01:24:59Z,810000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
83,PT04M23.00S,2024-01-08T01:25:09.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203932,8.360709592641262,46.568627450980394,1610612743,17,15,2024-01-08T01:25:15Z,820000,False,17.0,26.0,1,left,MISS A. Gordon driving finger roll Layup,[203932],1610612743.0,DEN,driving finger roll,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,,
84,PT04M20.00S,2024-01-08T01:25:12.5Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,17,15,2024-01-08T01:25:15Z,830000,False,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,83.0,1.0,0.0,1.0,,,,,,,,
85,PT04M20.00S,2024-01-08T01:25:12.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203932,5.590000152587891,50.0,1610612743,19,15,2024-01-08T01:25:17Z,840000,False,0.0,0.0,1,left,A. Gordon tip Layup (2 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
86,PT04M06.00S,2024-01-08T01:25:25.9Z,1,REGULAR,2pt,Jump Shot,[],1630165,80.3712220762155,28.186274509803923,1610612765,19,17,2024-01-08T01:25:30Z,850000,False,-109.0,132.0,1,right,K. Hayes 17' pullup Jump Shot (2 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left Center,17.13,Made,2.0,,,,,,,,,,,,,,,,,
87,PT03M47.00S,2024-01-08T01:25:45.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,28.728646517739815,20.098039215686274,1610612743,19,17,2024-01-08T01:25:51Z,860000,False,150.0,218.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
88,PT03M43.00S,2024-01-08T01:25:49.6Z,1,REGULAR,rebound,defensive,[],202692,,,1610612765,19,17,2024-01-08T01:25:51Z,870000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,
