actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-04-03T01:11:12.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-03T01:11:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-04-03T01:11:14.4Z,1,REGULAR,jumpball,recovered,[],203932,,,1610612743,0,0,2024-04-03T01:11:14Z,40000,False,,,0,,Jump Ball N. Jokic vs. V. Wembanyama: Tip to A. Gordon,"[203932, 203999, 1641705]",1610612743.0,DEN,startperiod,A. Gordon,203932.0,Gordon,A. Gordon,Jokic,203999.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-04-03T01:11:34.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,32.802233902759525,53.92156862745098,1610612743,0,0,2024-04-03T01:11:40Z,70000,False,-20.0,256.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2024-04-03T01:11:37.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,0,0,2024-04-03T01:11:40Z,80000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2024-04-03T01:11:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,93.11760840998686,53.67647058823529,1610612759,0,2,2024-04-03T01:11:49Z,90000,False,18.0,12.0,1,right,M. Branham Layup (2 PTS) (V. Wembanyama 1 AST),"[1631103, 1641705]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,
11,PT11M07.00S,2024-04-03T01:12:03.8Z,1,REGULAR,3pt,Jump Shot,[],203932,23.866622864651774,86.02941176470588,1610612743,3,2,2024-04-03T01:12:09Z,110000,False,-180.0,172.0,1,left,A. Gordon 24' 3PT  (3 PTS) (M. Porter Jr. 1 AST),"[203932, 1629008]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,3.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,
13,PT10M45.00S,2024-04-03T01:12:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,87.33574244415243,42.15686274509804,1610612759,3,2,2024-04-03T01:12:31Z,130000,False,-39.0,67.0,1,right,MISS V. Wembanyama 7' floating Shot,[1641705],1610612759.0,SAS,floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2024-04-03T01:12:28.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,3,2,2024-04-03T01:12:31Z,140000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M35.00S,2024-04-03T01:12:35.8Z,1,REGULAR,3pt,Jump Shot,[],1629008,2.9730617608409986,95.09803921568627,1610612743,3,2,2024-04-03T01:12:41Z,150000,False,-225.0,-25.0,1,left,MISS M. Porter Jr. step back 3PT,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
16,PT10M34.00S,2024-04-03T01:12:36.8Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,3,2,2024-04-03T01:12:41Z,160000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M28.00S,2024-04-03T01:12:44.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,64.86530880420499,47.05882352941176,1610612759,3,2,2024-04-03T01:13:17Z,170000,False,-15.0,278.0,1,right,MISS V. Wembanyama 27' running pullup 3PT,[1641705],1610612759.0,SAS,running pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,27.82,Missed,,,,,,,,,,,,,,,,,,
