actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-10-24T23:35:55.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-24T23:35:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-10-24T23:35:58.9Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2023-10-24T23:35:59Z,40000,False,,,0,,Jump Ball A. Davis vs. N. Jokic: Tip to L. James,"[2544, 203076, 203999]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-10-24T23:36:13.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,6.389618922470433,49.50980392156863,1610612747,0,2,2023-10-24T23:36:16Z,70000,False,2.0,8.0,1,left,A. Davis DUNK (2 PTS) (D. Russell 1 AST),"[203076, 1626156]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.8,Made,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
10,PT11M15.00S,2023-10-24T23:36:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.46714848883047,52.69607843137255,1610612743,2,2,2023-10-24T23:37:00Z,100000,False,13.0,65.0,1,right,N. Jokic 6' driving floating Jump Shot (2 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.67,Made,2.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
11,PT10M57.00S,2023-10-24T23:37:09.9Z,1,REGULAR,3pt,Jump Shot,[],1627752,11.514454664914586,2.696078431372549,1610612747,2,5,2023-10-24T23:37:13Z,110000,False,237.0,56.0,1,left,T. Prince 24' 3PT  (3 PTS) (L. James 1 AST),"[1627752, 2544]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,24.3,Made,3.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
13,PT10M40.00S,2023-10-24T23:37:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,88.25558475689881,48.77450980392157,1610612743,4,5,2023-10-24T23:37:31Z,130000,False,-6.0,58.0,1,right,J. Murray driving finger roll Layup (2 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.82,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M33.00S,2023-10-24T23:37:34.0Z,1,REGULAR,3pt,Jump Shot,[],1627752,19.793035479632064,91.42156862745098,1610612747,4,8,2023-10-24T23:37:38Z,140000,False,-207.0,134.0,1,left,T. Prince 24' 3PT  (6 PTS) (L. James 2 AST),"[1627752, 2544]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,24.65,Made,6.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
16,PT10M16.00S,2023-10-24T23:37:51.0Z,1,REGULAR,3pt,Jump Shot,[],1627750,69.85873850197109,25.245098039215684,1610612743,7,8,2023-10-24T23:37:57Z,160000,False,-124.0,231.0,1,right,J. Murray 26' 3PT step back (5 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.19,Made,5.0,,,,,,,,,,,,,,,,,
18,PT10M03.00S,2023-10-24T23:38:03.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,23.603810775295663,13.23529411764706,1610612747,7,8,2023-10-24T23:39:02Z,170000,False,184.0,169.0,1,left,MISS D. Russell 25' pullup 3PT,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.0,Missed,,,,,,,,,,,,,,,,,,
19,PT10M01.00S,2023-10-24T23:38:07.3Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,7,8,2023-10-24T23:38:07Z,180000,False,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,
20,PT09M49.00S,2023-10-24T23:38:19.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203076,21.23850197109067,28.186274509803923,1610612747,7,8,2023-10-24T23:38:29Z,190000,False,109.0,147.0,1,left,MISS A. Davis 18' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,18.31,Missed,,,,,,,,,,,,,,,,,,
21,PT09M46.00S,2023-10-24T23:38:22.3Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,7,8,2023-10-24T23:38:29Z,200000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
