actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
160,PT11M15.00S,2024-01-30T02:38:57.7Z,2,REGULAR,jumpball,recovered,[],1626192,,,1610612749,28,26,2024-01-30T03:00:00Z,1590000,False,,,0,,Jump Ball G. Antetokounmpo vs. D. Jordan: Tip to P. Connaughton,"[1626192, 203507, 201599]",1610612749.0,MIL,heldball,P. Connaughton,1626192.0,Connaughton,P. Connaughton,Antetokounmpo,203507.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,,,,,
163,PT11M06.00S,2024-01-30T02:39:06.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203081,91.93495400788436,52.94117647058824,1610612749,28,26,2024-01-30T05:49:09Z,1620000,False,15.0,23.0,1,right,MISS D. Lillard driving floating Shot,[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
164,PT11M06.00S,2024-01-30T02:39:06.9Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,28,26,2024-01-30T02:39:19Z,1630000,False,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,163.0,3.0,2.0,1.0,,,,,,,,,,,,,,
256,PT11M06.00S,2024-01-30T02:39:16.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,91.98423127463863,54.14368872549019,1610612749,28,26,2024-01-30T02:54:40Z,1640000,False,21.0,23.0,1,right,MISS B. Portis tip Layup,[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,,,,,,
257,PT11M06.00S,2024-01-30T02:39:16.8Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,28,26,2024-01-30T02:54:40Z,1645000,False,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,256.0,4.0,2.0,2.0,,,,,,,,,,,,,,
166,PT11M06.00S,2024-01-30T02:39:26.8Z,2,REGULAR,foul,personal,['2freethrow'],201599,,,1610612749,28,26,2024-01-30T02:39:33Z,1650000,False,,,0,,D. Jordan shooting personal FOUL (1 PF) (Portis 2 FT),"[201599, 1626171]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,1.0,0.0,Portis,1626171.0,,,
168,PT11M06.00S,2024-01-30T02:39:34.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626171,,,1610612749,28,27,2024-01-30T02:54:40Z,1670000,False,,,0,,B. Portis Free Throw 1 of 2 (1 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
169,PT11M06.00S,2024-01-30T02:39:34.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626171,,,1610612749,28,27,2024-01-30T02:54:40Z,1680000,False,,,0,,MISS B. Portis Free Throw 2 of 2,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
170,PT11M02.00S,2024-01-30T02:39:38.7Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,28,27,2024-01-30T02:40:00Z,1690000,False,,,0,,C. Braun REBOUND (Off:1 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,169.0,2.0,1.0,1.0,,,,,,,,,,,,,,
171,PT10M54.00S,2024-01-30T02:40:07.3Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612743,28,27,2024-01-30T02:40:19Z,1700000,False,,,0,,B. Portis shooting personal FOUL (2 PF) (Murray 2 FT),"[1626171, 1627750]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,2.0,0.0,Murray,1627750.0,,,
173,PT10M54.00S,2024-01-30T02:40:34.1Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,29,27,2024-01-30T02:40:34Z,1720000,False,,,0,,J. Murray Free Throw 1 of 2 (8 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
176,PT10M54.00S,2024-01-30T02:40:51.1Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,30,27,2024-01-30T02:40:51Z,1730000,False,,,0,,J. Murray Free Throw 2 of 2 (9 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
177,PT10M37.00S,2024-01-30T02:41:08.9Z,2,REGULAR,3pt,Jump Shot,[],1626192,87.99277266754271,95.58823529411765,1610612749,30,30,2024-01-30T02:41:14Z,1740000,False,228.0,60.0,1,right,P. Connaughton 3PT  (3 PTS) (D. Lillard 2 AST),"[1626192, 203081]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,23.58,Made,,,,,3.0,,,D. Lillard,203081.0,2.0,,,,,,,,
179,PT10M16.00S,2024-01-30T02:41:29.6Z,2,REGULAR,2pt,Jump Shot,[],202704,28.728646517739815,59.31372549019608,1610612743,32,30,2024-01-30T02:41:34Z,1760000,False,-47.0,218.0,1,left,R. Jackson 22' pullup Jump Shot (7 PTS) (C. Braun 1 AST),"[202704, 1631128]",1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Center,22.24,Made,,,,,7.0,,,C. Braun,1631128.0,1.0,,,,,,,,
181,PT09M58.00S,2024-01-30T02:41:51.8Z,2,REGULAR,foul,personal,[],201599,,,1610612749,32,30,2024-01-30T02:42:08Z,1780000,False,,,0,,D. Jordan personal FOUL (2 PF),"[201599, 1626171]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,2.0,0.0,Portis,1626171.0,,,
183,PT09M55.00S,2024-01-30T02:42:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.22667542706965,50.245098039215684,1610612749,32,32,2024-01-30T02:42:24Z,1800000,False,1.0,39.0,1,right,G. Antetokounmpo driving Layup (8 PTS) (P. Connaughton 1 AST),"[203507, 1626192]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,8.0,,,P. Connaughton,1626192.0,1.0,,,,,,,,
184,PT09M55.00S,2024-01-30T02:42:22.8Z,2,REGULAR,foul,personal,['1freethrow'],1631212,,,1610612749,32,32,2024-01-30T02:42:39Z,1810000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1631212, 203507]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1146.0,1.0,0.0,Antetokounmpo,203507.0,,,
186,PT09M55.00S,2024-01-30T02:43:03.0Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,32,32,2024-01-30T02:43:08Z,1830000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
187,PT09M50.00S,2024-01-30T02:43:08.0Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,32,32,2024-01-30T02:43:08Z,1840000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,,,
188,PT09M47.00S,2024-01-30T02:43:08.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627750,7.703679369250986,41.17647058823529,1610612743,34,32,2024-01-30T04:42:11Z,1850000,False,44.0,20.0,1,left,J. Murray running Layup (11 PTS),[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,,,,11.0,,,,,,,,,,,,,
189,PT09M36.00S,2024-01-30T02:43:23.4Z,2,REGULAR,foul,personal,[],1631128,,,1610612749,34,32,2024-01-30T02:46:42Z,1860000,False,,,0,,C. Braun personal FOUL (1 PF),"[1631128, 203081]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,203592.0,1.0,0.0,Lillard,203081.0,,,
195,PT09M30.00S,2024-01-30T02:43:49.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,88.25558475689881,43.872549019607845,1610612749,34,32,2024-01-30T04:42:33Z,1885000,False,-31.0,58.0,1,right,MISS G. Antetokounmpo 6' Layup,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,,,,,,,,,,,,,,,,,,
196,PT09M30.00S,2024-01-30T02:43:49.9Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,34,32,2024-01-30T03:05:11Z,1892500,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,,
193,PT09M29.00S,2024-01-30T02:44:16.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,34,32,2024-01-30T02:47:10Z,1900000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M29.00S,2024-01-30T02:45:55.5Z,2,REGULAR,substitution,out,[],202704,,,1610612743,34,32,2024-01-30T02:49:09Z,1915000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M29.00S,2024-01-30T02:45:55.5Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,34,32,2024-01-30T02:49:09Z,1917500,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M16.00S,2024-01-30T02:47:23.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,6.389618922470433,44.11764705882353,1610612743,36,32,2024-01-30T04:43:02Z,1920000,False,29.0,8.0,1,left,M. Porter Jr. pullup Jump Shot (5 PTS) (P. Watson 1 AST),"[1629008, 1631212]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,5.0,,,P. Watson,1631212.0,1.0,,,,,,,,
198,PT09M00.00S,2024-01-30T02:47:33.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.43166885676742,44.6078431372549,1610612749,36,34,2024-01-30T02:47:49Z,1930000,False,-27.0,0.0,1,right,D. Lillard Layup (5 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,5.0,,,,,,,,,,,,,
199,PT08M43.00S,2024-01-30T02:47:49.4Z,2,REGULAR,3pt,Jump Shot,[],1627750,32.802233902759525,66.42156862745098,1610612743,36,34,2024-01-30T03:08:21Z,1940000,False,-82.0,256.0,1,left,MISS J. Murray 26' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.87,Missed,,,,,,,,,,,,,,,,,,
200,PT08M38.00S,2024-01-30T02:47:54.4Z,2,REGULAR,rebound,offensive,[],1631128,,,1610612743,36,34,2024-01-30T02:47:55Z,1950000,False,,,0,,C. Braun REBOUND (Off:2 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,199.0,3.0,1.0,2.0,,,,,,,,,,,,,,
201,PT08M30.00S,2024-01-30T02:48:02.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631212,12.828515111695138,45.588235294117645,1610612743,38,34,2024-01-30T02:48:08Z,1960000,False,22.0,68.0,1,left,P. Watson 7' pullup Jump Shot (2 PTS),[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,,,,,2.0,,,,,,,,,,,,,
205,PT08M17.00S,2024-01-30T02:48:16.2Z,2,REGULAR,3pt,Jump Shot,[],203081,69.59592641261499,22.794117647058822,1610612749,38,37,2024-01-30T02:48:22Z,1970000,False,-136.0,233.0,1,right,D. Lillard 27' 3PT pullup (8 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.0,Made,,,,,8.0,,,,,,,,,,,,,
206,PT07M58.00S,2024-01-30T02:48:35.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201599,8.09789750328515,41.17647058823529,1610612743,38,37,2024-01-30T03:09:51Z,1980000,False,44.0,24.0,1,left,MISS D. Jordan alley-oop Layup,[201599],1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
207,PT07M58.00S,2024-01-30T02:48:35.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,38,37,2024-01-30T02:48:48Z,1990000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,206.0,,,,,,,,,,,,,,,,,
210,PT07M58.00S,2024-01-30T02:49:13.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,38,37,2024-01-30T02:49:30Z,2000000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,
211,PT07M58.00S,2024-01-30T02:49:19.9Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,38,37,2024-01-30T02:49:31Z,2010000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M58.00S,2024-01-30T02:49:19.9Z,2,REGULAR,substitution,out,[],203507,,,1610612749,38,37,2024-01-30T02:49:31Z,2020000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M58.00S,2024-01-30T02:49:19.9Z,2,REGULAR,substitution,in,[],201572,,,1610612749,38,37,2024-01-30T02:49:31Z,2030000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M58.00S,2024-01-30T02:49:19.9Z,2,REGULAR,substitution,in,[],1627736,,,1610612749,38,37,2024-01-30T02:49:31Z,2040000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M48.00S,2024-01-30T02:49:33.8Z,2,REGULAR,3pt,Jump Shot,[],203109,89.83245729303549,4.411764705882353,1610612749,38,37,2024-01-30T03:11:07Z,2050000,False,-228.0,43.0,1,right,MISS J. Crowder 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
216,PT07M48.00S,2024-01-30T02:49:33.8Z,2,REGULAR,rebound,offensive,[],203081,,,1610612749,38,37,2024-01-30T03:11:07Z,2060000,False,,,0,,D. Lillard REBOUND (Off:1 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Left Corner 3,24+ Left,,,215.0,2.0,1.0,1.0,,,,,,,,,,,,,,
217,PT07M34.00S,2024-01-30T02:49:38.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203109,92.90407358738501,1.248468137254902,1610612749,38,40,2024-01-30T03:12:00Z,2070000,False,-244.0,14.0,1,right,J. Crowder 24' 3PT step back (3 PTS) (B. Portis 1 AST),"[203109, 1626171]",1610612749.0,MIL,step back,,,Crowder,J. Crowder,,,,,Left Corner 3,24+ Left,24.42,Made,,,,,3.0,,,B. Portis,1626171.0,1.0,,,,,,,,
218,PT07M20.00S,2024-01-30T02:50:07.5Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,38,40,2024-01-30T02:50:18Z,2080000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M20.00S,2024-01-30T02:50:07.5Z,2,REGULAR,substitution,out,[],201599,,,1610612743,38,40,2024-01-30T02:50:18Z,2090000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M20.00S,2024-01-30T02:50:07.5Z,2,REGULAR,substitution,out,[],1627750,,,1610612743,38,40,2024-01-30T02:50:18Z,2100000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M20.00S,2024-01-30T02:50:07.5Z,2,REGULAR,substitution,in,[],203999,,,1610612743,38,40,2024-01-30T02:50:18Z,2110000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M20.00S,2024-01-30T02:50:07.5Z,2,REGULAR,substitution,in,[],203484,,,1610612743,38,40,2024-01-30T02:50:18Z,2120000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M20.00S,2024-01-30T02:50:07.5Z,2,REGULAR,substitution,in,[],202704,,,1610612743,38,40,2024-01-30T02:50:18Z,2130000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M16.00S,2024-01-30T02:50:29.1Z,2,REGULAR,2pt,Jump Shot,[],1629008,20.49934296977661,18.650428921568626,1610612743,38,40,2024-01-30T03:13:15Z,2150000,False,157.0,140.0,1,left,MISS M. Porter Jr. 21' Jump Shot,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,21.03,Missed,,,,,,,,,,,,,,,,,,
226,PT07M14.00S,2024-01-30T02:50:31.1Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,38,40,2024-01-30T03:13:15Z,2160000,False,,,0,,B. Portis REBOUND (Off:2 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,225.0,5.0,3.0,2.0,,,,,,,,,,,,,,
227,PT07M00.00S,2024-01-30T02:50:45.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,87.33574244415243,40.68627450980392,1610612749,38,42,2024-01-30T03:14:47Z,2170000,False,-47.0,67.0,1,right,B. Lopez 8' Jump Shot (7 PTS) (D. Lillard 3 AST),"[201572, 203081]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Left,8.12,Made,,,,,7.0,,,D. Lillard,203081.0,3.0,,,,,,,,
229,PT06M36.00S,2024-01-30T02:51:02.3Z,2,REGULAR,2pt,Jump Shot,[],203999,13.87976346911958,21.07843137254902,1610612743,38,42,2024-01-30T02:51:08Z,2190000,False,145.0,78.0,1,left,MISS N. Jokic 16' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right,16.43,Missed,,,,,,,,,,,,,,,,,,
230,PT06M31.00S,2024-01-30T02:51:07.3Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,38,42,2024-01-30T02:51:08Z,2200000,False,,,0,,B. Portis REBOUND (Off:2 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right,,,229.0,6.0,4.0,2.0,,,,,,,,,,,,,,
231,PT06M23.00S,2024-01-30T02:51:15.8Z,2,REGULAR,turnover,lost ball,[],203081,,,1610612749,38,42,2024-01-30T02:51:22Z,2210000,False,,,0,,D. Lillard lost ball TURNOVER (1 TO),"[203081, 203999]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Jokic,203999.0
232,PT06M23.00S,2024-01-30T02:51:15.8Z,2,REGULAR,steal,,[],203999,,,1610612743,38,42,2024-01-30T02:51:18Z,2220000,False,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
233,PT06M18.00S,2024-01-30T02:51:20.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,9.280551905387648,44.85294117647059,1610612743,40,42,2024-01-30T03:15:56Z,2230000,False,26.0,35.0,1,left,K. Caldwell-Pope running Layup (4 PTS) (N. Jokic 3 AST),"[203484, 203999]",1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,4.32,Made,,,,,4.0,,,N. Jokic,203999.0,3.0,,,,,,,,
235,PT05M59.00S,2024-01-30T02:51:38.4Z,2,REGULAR,2pt,Jump Shot,[],1626171,91.27792378449409,20.588235294117645,1610612749,40,42,2024-01-30T02:51:43Z,2250000,False,-147.0,29.0,1,right,MISS B. Portis 15' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,15.0,Missed,,,,,,,,,,,,,,,,,,
236,PT05M57.00S,2024-01-30T02:51:40.4Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,40,42,2024-01-30T02:51:43Z,2260000,False,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,235.0,4.0,4.0,0.0,,,,,,,,,,,,,,
237,PT05M49.00S,2024-01-30T02:51:49.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,6.652431011826544,41.17647058823529,1610612743,42,42,2024-01-30T02:51:59Z,2270000,False,44.0,10.0,1,left,M. Porter Jr. Layup (7 PTS) (N. Jokic 4 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.52,Made,,,,,7.0,,,N. Jokic,203999.0,4.0,,,,,,,,
240,PT05M35.00S,2024-01-30T02:52:11.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629008,,,1610612749,42,42,2024-01-30T02:52:21Z,2300000,False,,,0,,M. Porter Jr. personal FOUL (1 PF) (Lillard 2 FT),"[1629008, 203081]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1146.0,1.0,0.0,Lillard,203081.0,,,
242,PT05M35.00S,2024-01-30T02:53:00.6Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,42,43,2024-01-30T02:53:00Z,2320000,False,,,0,,D. Lillard Free Throw 1 of 2 (9 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
243,PT05M35.00S,2024-01-30T02:53:01.4Z,2,REGULAR,substitution,out,[],1631212,,,1610612749,42,43,2024-01-30T02:53:08Z,2330000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M35.00S,2024-01-30T02:53:01.4Z,2,REGULAR,substitution,out,[],203109,,,1610612749,42,43,2024-01-30T02:53:08Z,2340000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M35.00S,2024-01-30T02:53:01.4Z,2,REGULAR,substitution,in,[],203932,,,1610612749,42,43,2024-01-30T02:53:08Z,2350000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M35.00S,2024-01-30T02:53:01.4Z,2,REGULAR,substitution,in,[],203114,,,1610612749,42,43,2024-01-30T02:53:08Z,2360000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M35.00S,2024-01-30T02:53:27.9Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,42,44,2024-01-30T02:53:27Z,2370000,False,,,0,,D. Lillard Free Throw 2 of 2 (10 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
248,PT05M23.00S,2024-01-30T02:53:39.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,10.33180026281209,58.333333333333336,1610612743,44,44,2024-01-30T02:53:44Z,2380000,False,-42.0,45.0,1,left,N. Jokic 6' driving Hook (7 PTS) (R. Jackson 2 AST),"[203999, 202704]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.11,Made,,,,,7.0,,,R. Jackson,202704.0,2.0,,,,,,,,
250,PT05M12.00S,2024-01-30T02:53:49.0Z,2,REGULAR,3pt,Jump Shot,[],1627736,68.9388961892247,33.33333333333333,1610612749,44,44,2024-01-30T02:53:58Z,2400000,False,-83.0,239.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
251,PT05M10.00S,2024-01-30T02:53:51.0Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,44,44,2024-01-30T02:53:58Z,2410000,False,,,0,,A. Gordon REBOUND (Off:2 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,250.0,4.0,2.0,2.0,,,,,,,,,,,,,,
252,PT04M53.00S,2024-01-30T02:54:08.9Z,2,REGULAR,3pt,Jump Shot,[],1629008,25.36136662286465,12.768075980392158,1610612743,44,44,2024-01-30T02:57:38Z,2420000,False,186.0,186.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.31,Missed,,,,,,,,,,,,,,,,,,
