actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-28T02:13:57.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-28T02:13:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-28T02:13:59.7Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2024-03-28T02:13:59Z,40000,False,,,0,,Jump Ball D. Eubanks vs. N. Jokic: Tip to D. Booker,"[1626164, 1629234, 203999]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Eubanks,1629234.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-03-28T02:14:17.5Z,1,REGULAR,2pt,Jump Shot,[],203078,5.732588699080158,75.98039215686273,1610612756,0,0,2024-03-28T02:14:23Z,70000,False,-130.0,1.0,1,left,MISS B. Beal 12' pullup Shot,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,12.99,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-03-28T02:14:20.5Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,0,2024-03-28T02:14:23Z,80000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-03-28T02:14:32.7Z,1,REGULAR,2pt,Jump Shot,[],1629008,70.64717477003943,40.931372549019606,1610612743,0,0,2024-03-28T02:14:39Z,90000,False,-45.0,223.0,1,right,MISS M. Porter Jr. 22' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,22.79,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2024-03-28T02:14:36.7Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612756,0,0,2024-03-28T02:14:39Z,100000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M02.00S,2024-03-28T02:14:54.4Z,1,REGULAR,3pt,Jump Shot,[],203078,7.30946123521682,2.696078431372549,1610612756,0,3,2024-03-28T02:14:59Z,110000,False,237.0,16.0,1,left,B. Beal 3PT  (3 PTS) (D. Booker 1 AST),"[203078, 1626164]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,23.71,Made,,,,,3.0,D. Booker,1626164.0,1.0,,,,,,,,,,
13,PT10M42.00S,2024-03-28T02:15:13.5Z,1,REGULAR,3pt,Jump Shot,[],203484,70.38436268068331,23.03921568627451,1610612743,3,3,2024-03-28T02:15:19Z,130000,False,-135.0,226.0,1,right,K. Caldwell-Pope 26' 3PT  (3 PTS) (N. Jokic 1 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,26.31,Made,,,,,3.0,N. Jokic,203999.0,1.0,,,,,,,,,,
15,PT10M23.00S,2024-03-28T02:15:32.3Z,1,REGULAR,3pt,Jump Shot,[],203078,31.35676741130092,53.67647058823529,1610612756,3,6,2024-03-28T02:15:38Z,150000,False,-18.0,242.0,1,left,B. Beal 24' 3PT  (6 PTS) (D. Booker 2 AST),"[203078, 1626164]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,24.3,Made,,,,,6.0,D. Booker,1626164.0,2.0,,,,,,,,,,
17,PT10M03.00S,2024-03-28T02:15:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.9862023653088,57.35294117647059,1610612743,5,6,2024-03-28T02:15:58Z,170000,False,37.0,13.0,1,right,N. Jokic driving Layup (2 PTS) (R. Jackson 1 AST),"[203999, 202704]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.92,Made,,,,,2.0,R. Jackson,202704.0,1.0,,,,,,,,,,
