actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-11T02:14:17.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-11T02:14:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-04-11T02:14:19.5Z,1,REGULAR,jumpball,recovered,[],1630162,,,1610612750,0,0,2024-04-11T02:14:19Z,40000,False,,,0,,Jump Ball R. Gobert vs. N. Jokic: Tip to A. Edwards,"[1630162, 203497, 203999]",1610612750.0,MIN,startperiod,A. Edwards,1630162.0,Edwards,A. Edwards,Gobert,203497.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2024-04-11T02:14:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,91.01511169513797,58.08823529411765,1610612750,0,0,2024-04-11T02:14:46Z,70000,False,40.0,32.0,1,right,MISS N. Reid driving floating bank Shot,[1629675],1610612750.0,MIN,driving floating bank,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2024-04-11T02:14:43.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2024-04-11T02:14:46Z,80000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-04-11T02:14:52.8Z,1,REGULAR,3pt,Jump Shot,[],203484,17.821944809461236,91.91176470588235,1610612743,0,0,2024-04-11T02:15:01Z,90000,False,-210.0,115.0,1,left,MISS K. Caldwell-Pope step back 3PT,[203484],1610612743.0,DEN,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,23.91,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2024-04-11T02:14:54.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2024-04-11T02:14:56Z,100000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M08.00S,2024-04-11T02:15:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,91.14651773981603,41.42156862745098,1610612750,0,2,2024-04-11T02:15:13Z,110000,False,-43.0,31.0,1,right,M. Conley driving Layup (2 PTS),[201144],1610612750.0,MIN,driving,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,5.28,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M53.00S,2024-04-11T02:15:23.0Z,1,REGULAR,3pt,Jump Shot,[],1627750,5.732588699080158,95.09803921568627,1610612743,3,2,2024-04-11T02:15:28Z,120000,False,-225.0,1.0,1,left,J. Murray 3PT  (3 PTS) (A. Gordon 1 AST),"[1627750, 203932]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,22.55,Made,,,,,3.0,A. Gordon,203932.0,1.0,,,,,,,,,,
14,PT10M38.00S,2024-04-11T02:15:39.5Z,1,REGULAR,turnover,out-of-bounds,[],203497,,,1610612750,3,2,2024-04-11T02:15:47Z,140000,False,,,0,,R. Gobert bad pass out-of-bounds TURNOVER (1 TO),[203497],1610612750.0,MIN,bad pass,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202056.0,1.0,,,,,,,,
15,PT10M21.00S,2024-04-11T02:16:02.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203999,6.258212877792378,48.28431372549019,1610612743,3,2,2024-04-11T02:16:07Z,150000,False,9.0,6.0,1,left,MISS N. Jokic driving Hook,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,,,,,,,,,,
