actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT11M13.00S,2022-12-21T03:04:03.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.590000152587891,50.0,1610612743,2,0,2022-12-21T03:04:03Z,150000,False,0.0,0.0,1,left,MISS N. Jokic tip Layup,[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
16,PT11M12.00S,2022-12-21T03:04:04.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,2,0,2022-12-21T03:04:04Z,160000,False,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M54.00S,2022-12-21T03:04:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,91.27792378449409,56.61764705882353,1610612763,2,2,2022-12-21T03:05:56Z,170000,False,33.0,29.0,1,right,J. Morant driving floating bank Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M33.00S,2022-12-21T03:04:43.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,13.354139290407357,52.94117647058824,1610612743,4,2,2022-12-21T03:04:47Z,180000,False,-15.0,73.0,1,left,N. Jokic 7' Jump Shot (2 PTS) (B. Brown 1 AST),"[203999, 1628971]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,7.45,Made,,,,,2.0,,,B. Brown,1628971.0,1.0,,,,,,,,
20,PT10M22.00S,2022-12-21T03:04:54.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,87.72996057818659,53.92156862745098,1610612763,4,2,2022-12-21T03:04:59Z,200000,False,20.0,63.0,1,right,MISS S. Adams 6' floating Shot,[203500],1610612763.0,MEM,floating,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,,
21,PT10M21.00S,2022-12-21T03:04:55.1Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,4,2,2022-12-21T03:04:59Z,210000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M05.00S,2022-12-21T03:05:12.0Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612743,4,2,2022-12-21T03:05:15Z,220000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1628415]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Brooks,1628415.0,,,,,
23,PT10M05.00S,2022-12-21T03:05:12.0Z,1,REGULAR,steal,,[],1628415,,,1610612763,4,2,2022-12-21T03:05:14Z,230000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
24,PT09M57.00S,2022-12-21T03:05:20.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,69.07030223390277,74.01960784313727,1610612763,4,2,2022-12-21T03:05:28Z,240000,False,120.0,238.0,1,right,MISS J. Jackson Jr. 26' pullup 3PT,[1628991],1610612763.0,MEM,pullup,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
25,PT09M54.00S,2022-12-21T03:05:23.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,2,2022-12-21T03:05:28Z,250000,False,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,,,
26,PT09M49.00S,2022-12-21T03:05:27.9Z,1,REGULAR,2pt,Jump Shot,[],203484,15.719448094612352,76.47058823529412,1610612743,6,2,2022-12-21T03:05:34Z,260000,False,-132.0,95.0,1,left,K. Caldwell-Pope 16' pullup Jump Shot (2 PTS) (A. Gordon 1 AST),"[203484, 203932]",1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left,16.31,Made,,,,,2.0,,,A. Gordon,203932.0,1.0,,,,,,,,
28,PT09M27.00S,2022-12-21T03:05:51.2Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,6,2,2022-12-21T03:05:56Z,280000,False,,,0,,J. Morant bad pass out-of-bounds TURNOVER (1 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,202053.0,,,,
29,PT09M11.00S,2022-12-21T03:06:15.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628971,29.38567674113009,25.735294117647058,1610612743,9,2,2022-12-21T03:06:19Z,290000,False,121.0,224.0,1,left,B. Brown 25' 3PT  (3 PTS) (K. Caldwell-Pope 1 AST),"[1628971, 203484]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,25.45,Made,,,,,3.0,,,K. Caldwell-Pope,203484.0,1.0,,,,,,,,
31,PT08M57.00S,2022-12-21T03:06:29.0Z,1,REGULAR,3pt,Jump Shot,[],1628415,94.03745072273325,4.6568627450980395,1610612763,9,2,2022-12-21T03:06:35Z,310000,False,-227.0,4.0,1,right,MISS D. Brooks 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
32,PT08M53.00S,2022-12-21T03:06:33.0Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,9,2,2022-12-21T03:06:35Z,320000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT08M49.00S,2022-12-21T03:06:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,8.229303547963205,50.73529411764706,1610612743,9,2,2022-12-21T03:06:49Z,330000,False,-4.0,25.0,1,left,MISS C. Braun running Layup - blocked,"[1631128, 1628991]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,Jackson Jr.,1628991.0,,,,,,,,,,,
34,PT08M49.00S,2022-12-21T03:06:37.3Z,1,REGULAR,block,,[],1628991,,,1610612743,9,2,2022-12-21T03:06:39Z,340000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT08M49.00S,2022-12-21T03:06:37.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,9,2,2022-12-21T03:06:49Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,33.0,,,,,,,,,,,,,,,,,
36,PT08M42.00S,2022-12-21T03:07:00.8Z,1,REGULAR,turnover,lost ball,[],203484,,,1610612743,9,2,2022-12-21T03:07:04Z,360000,False,,,0,,K. Caldwell-Pope lost ball TURNOVER (2 TO),"[203484, 203500]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,Adams,203500.0,,,,,
37,PT08M42.00S,2022-12-21T03:07:00.8Z,1,REGULAR,steal,,[],203500,,,1610612763,9,2,2022-12-21T03:07:02Z,370000,False,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
38,PT08M35.00S,2022-12-21T03:07:08.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628415,92.72339027595268,56.372549019607845,1610612763,9,2,2022-12-21T03:07:13Z,380000,False,32.0,16.0,1,right,MISS D. Brooks running Layup,[1628415],1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,,,,,
39,PT08M33.00S,2022-12-21T03:07:10.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,9,2,2022-12-21T03:07:13Z,390000,False,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,38.0,3.0,2.0,1.0,,,,,,,,,,,,,,
40,PT08M23.00S,2022-12-21T03:07:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.915243101182654,47.794117647058826,1610612743,11,2,2022-12-21T03:07:33Z,400000,False,11.0,13.0,1,left,N. Jokic driving reverse Layup (4 PTS),[203999],1610612743.0,DEN,driving reverse,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,4.0,,,,,,,,,,,,,
41,PT08M23.00S,2022-12-21T03:07:27.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,11,2,2022-12-21T03:07:27Z,410000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M10.00S,2022-12-21T03:11:16.1Z,1,REGULAR,3pt,Jump Shot,[],1629630,66.70499342969777,50.0,1610612763,11,2,2022-12-21T03:11:21Z,420000,False,0.0,260.0,1,right,MISS J. Morant 26' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
43,PT08M06.00S,2022-12-21T03:11:20.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,11,2,2022-12-21T03:11:21Z,430000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M54.00S,2022-12-21T03:11:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.915243101182654,54.90196078431373,1610612743,11,2,2022-12-21T03:12:00Z,440000,False,-25.0,13.0,1,left,MISS A. Gordon driving Layup - blocked,"[203932, 1628991]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,Jackson Jr.,1628991.0,,,,,,,,,,,
45,PT07M54.00S,2022-12-21T03:11:31.3Z,1,REGULAR,block,,[],1628991,,,1610612743,11,2,2022-12-21T03:11:44Z,450000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M50.00S,2022-12-21T03:11:35.3Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,11,2,2022-12-21T03:11:45Z,460000,False,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,44.0,3.0,1.0,2.0,,,,,,,,,,,,,,
47,PT07M50.00S,2022-12-21T03:11:35.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203932,5.590000152587891,50.0,1610612743,13,2,2022-12-21T03:11:35Z,470000,False,0.0,0.0,1,left,A. Gordon putback DUNK (4 PTS),[203932],1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,,
48,PT07M32.00S,2022-12-21T03:11:53.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,88.91261498028909,39.705882352941174,1610612763,13,4,2022-12-21T03:12:00Z,480000,False,-51.0,52.0,1,right,J. Morant 7' driving floating Jump Shot (4 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,,,,,4.0,,,,,,,,,,,,,
49,PT07M11.00S,2022-12-21T03:12:18.8Z,1,REGULAR,turnover,traveling,[],1631128,,,1610612743,13,4,2022-12-21T03:12:23Z,490000,False,,,0,,C. Braun traveling TURNOVER (1 TO),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1.0,,,2882.0,,,,
50,PT06M57.00S,2022-12-21T03:12:46.8Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,13,4,2022-12-21T03:12:53Z,500000,False,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 203999]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Jokic,203999.0,,,,,
51,PT06M57.00S,2022-12-21T03:12:46.8Z,1,REGULAR,steal,,[],203999,,,1610612743,13,4,2022-12-21T03:12:49Z,510000,False,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT06M53.00S,2022-12-21T03:12:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,8.623521681997373,48.28431372549019,1610612743,15,4,2022-12-21T03:12:58Z,520000,False,9.0,29.0,1,left,B. Brown running finger roll Layup (5 PTS) (N. Jokic 1 AST),"[1628971, 203999]",1610612743.0,DEN,running finger roll,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,5.0,,,N. Jokic,203999.0,1.0,,,,,,,,
54,PT06M45.00S,2022-12-21T03:13:01.5Z,1,REGULAR,turnover,traveling,[],1629630,,,1610612763,15,4,2022-12-21T03:13:06Z,540000,False,,,0,,J. Morant traveling TURNOVER (3 TO),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,3.0,,,202053.0,,,,
55,PT06M45.00S,2022-12-21T03:13:06.7Z,1,REGULAR,substitution,out,[],1628991,,,1610612743,15,4,2022-12-21T03:13:12Z,550000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M45.00S,2022-12-21T03:13:06.7Z,1,REGULAR,substitution,in,[],1630583,,,1610612743,15,4,2022-12-21T03:13:12Z,560000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M27.00S,2022-12-21T03:13:38.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203932,11.777266754270697,48.03921568627451,1610612743,17,4,2022-12-21T03:13:42Z,570000,False,10.0,58.0,1,left,A. Gordon turnaround Hook (6 PTS),[203932],1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,5.9,Made,,,,,6.0,,,,,,,,,,,,,
58,PT06M16.00S,2022-12-21T03:13:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,91.80354796320631,47.30392156862745,1610612763,17,6,2022-12-21T03:13:53Z,580000,False,-13.0,25.0,1,right,D. Brooks driving finger roll Layup (2 PTS) (J. Morant 1 AST),"[1628415, 1629630]",1610612763.0,MEM,driving finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,2.0,,,J. Morant,1629630.0,1.0,,,,,,,,
60,PT05M58.00S,2022-12-21T03:14:07.6Z,1,REGULAR,3pt,Jump Shot,[],203484,29.77989487516426,72.79411764705883,1610612743,20,6,2022-12-21T03:14:12Z,600000,False,-114.0,227.0,1,left,K. Caldwell-Pope 25' 3PT  (5 PTS) (A. Gordon 2 AST),"[203484, 203932]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,25.44,Made,,,,,5.0,,,A. Gordon,203932.0,2.0,,,,,,,,
62,PT05M44.00S,2022-12-21T03:14:21.7Z,1,REGULAR,3pt,Jump Shot,[],1629723,89.30683311432325,94.85294117647058,1610612763,20,6,2022-12-21T03:14:25Z,620000,False,224.0,48.0,1,right,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
63,PT05M41.00S,2022-12-21T03:14:24.7Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,20,6,2022-12-21T03:14:25Z,630000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,
64,PT05M34.00S,2022-12-21T03:14:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,7.835085413929041,44.36274509803921,1610612743,20,6,2022-12-21T03:14:35Z,640000,False,28.0,21.0,1,left,MISS B. Brown driving finger roll Layup,[1628971],1610612743.0,DEN,driving finger roll,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,,,,,
65,PT05M32.00S,2022-12-21T03:14:34.2Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,20,6,2022-12-21T03:14:35Z,650000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT05M27.00S,2022-12-21T03:14:38.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629630,91.67214191852825,58.333333333333336,1610612763,20,6,2022-12-21T03:15:19Z,660000,False,42.0,26.0,1,right,MISS J. Morant driving floating bank Shot,[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,,
67,PT05M26.00S,2022-12-21T03:14:39.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,20,6,2022-12-21T03:15:19Z,670000,False,,,0,,A. Gordon REBOUND (Off:2 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,66.0,4.0,2.0,2.0,,,,,,,,,,,,,,
68,PT05M21.00S,2022-12-21T03:14:47.6Z,1,REGULAR,foul,personal,['2freethrow'],203500,,,1610612743,20,6,2022-12-21T03:15:01Z,680000,False,,,0,,S. Adams shooting personal FOUL (1 PF) (Gordon 2 FT),"[203500, 203932]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Gordon,203932.0
70,PT05M21.00S,2022-12-21T03:15:18.8Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,21,6,2022-12-21T03:15:18Z,700000,False,,,0,,A. Gordon Free Throw 1 of 2 (7 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
71,PT05M21.00S,2022-12-21T03:15:35.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,21,6,2022-12-21T03:15:35Z,710000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M21.00S,2022-12-21T03:18:30.9Z,1,REGULAR,substitution,out,[],203484,,,1610612743,21,6,2022-12-21T03:18:59Z,720000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M21.00S,2022-12-21T03:18:30.9Z,1,REGULAR,substitution,out,[],1628415,,,1610612743,21,6,2022-12-21T03:18:59Z,730000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M21.00S,2022-12-21T03:18:30.9Z,1,REGULAR,substitution,out,[],1629723,,,1610612743,21,6,2022-12-21T03:18:59Z,740000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M21.00S,2022-12-21T03:18:30.9Z,1,REGULAR,substitution,in,[],1628427,,,1610612743,21,6,2022-12-21T03:18:59Z,750000,False,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M21.00S,2022-12-21T03:18:30.9Z,1,REGULAR,substitution,in,[],1626145,,,1610612743,21,6,2022-12-21T03:18:59Z,760000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M21.00S,2022-12-21T03:18:30.9Z,1,REGULAR,substitution,in,[],1631223,,,1610612743,21,6,2022-12-21T03:18:59Z,770000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M21.00S,2022-12-21T03:19:06.9Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,22,6,2022-12-21T03:19:06Z,780000,False,,,0,,A. Gordon Free Throw 2 of 2 (8 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
