actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-18T02:10:46.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-18T02:10:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-01-18T02:10:48.6Z,1,REGULAR,jumpball,recovered,[],1629008,,,1610612743,0,0,2023-01-18T02:10:48Z,40000,False,,,0,,Jump Ball N. Jokic vs. J. Nurkic: Tip to M. Porter Jr.,"[1629008, 203999, 203994]",1610612743.0,DEN,startperiod,M. Porter Jr.,1629008.0,Porter Jr.,M. Porter Jr.,Jokic,203999.0,Nurkic,203994.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-01-18T02:11:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,91.80354796320631,42.64705882352941,1610612743,0,0,2023-01-18T02:11:08Z,70000,False,-37.0,25.0,1,right,MISS K. Caldwell-Pope driving Layup - blocked,"[203484, 203994]",1610612743.0,DEN,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,4.42,Missed,Nurkic,203994.0,,,,,,,,,,,,,,,,
8,PT11M45.00S,2023-01-18T02:11:01.3Z,1,REGULAR,block,,[],203994,,,1610612743,0,0,2023-01-18T02:11:03Z,80000,False,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M45.00S,2023-01-18T02:11:01.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,0,0,2023-01-18T02:11:08Z,90000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,,,,,,,,,,,,,,,
11,PT11M41.00S,2023-01-18T02:11:18.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,66.83639947437582,51.470588235294116,1610612743,0,0,2023-01-18T02:11:22Z,110000,False,7.0,259.0,1,right,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,25.93,Missed,,,,,,,,,,,,,,,,,,
12,PT11M38.00S,2023-01-18T02:11:21.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,0,0,2023-01-18T02:11:22Z,120000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M30.00S,2023-01-18T02:11:28.4Z,1,REGULAR,3pt,Jump Shot,[],203994,32.933639947437584,45.588235294117645,1610612757,0,3,2023-01-18T02:11:33Z,130000,False,22.0,257.0,1,left,J. Nurkic 25' 3PT  (3 PTS) (D. Lillard 1 AST),"[203994, 203081]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,25.8,Made,,,,,,,3.0,D. Lillard,203081.0,1.0,,,,,,,,
15,PT11M15.00S,2023-01-18T02:11:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,92.32917214191852,43.872549019607845,1610612743,2,3,2023-01-18T02:11:46Z,150000,False,-31.0,20.0,1,right,J. Murray driving finger roll Layup (2 PTS) (N. Jokic 1 AST),"[1627750, 203999]",1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,,2.0,N. Jokic,203999.0,1.0,,,,,,,,
17,PT10M56.00S,2023-01-18T02:12:02.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,9.674770039421814,48.03921568627451,1610612757,2,3,2023-01-18T02:12:06Z,170000,False,10.0,38.0,1,left,MISS J. Nurkic turnaround Hook,[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,,,,,,
