actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
165,PT09M41.00S,2022-12-26T04:22:08.2Z,2,REGULAR,3pt,Jump Shot,[],1627814,88.38699080157687,96.07843137254902,1610612756,28,32,2022-12-26T04:22:13Z,1600000,False,230.0,57.0,1,right,D. Lee 3PT  (8 PTS) (J. Okogie 1 AST),"[1627814, 1629006]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Right Corner 3,24+ Right,23.73,Made,8.0,,,,,,,,,J. Okogie,1629006.0,1.0,,,,,,
167,PT09M39.00S,2022-12-26T04:22:14.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,28,32,2022-12-26T04:22:14Z,1620000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M39.00S,2022-12-26T04:22:24.5Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,28,32,2022-12-26T04:25:31Z,1630000,False,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M39.00S,2022-12-26T04:22:24.5Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,28,32,2022-12-26T04:25:31Z,1640000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M39.00S,2022-12-26T04:22:24.5Z,2,REGULAR,substitution,in,[],203484,,,1610612743,28,32,2022-12-26T04:25:31Z,1650000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M39.00S,2022-12-26T04:22:24.5Z,2,REGULAR,substitution,in,[],203932,,,1610612743,28,32,2022-12-26T04:25:31Z,1660000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M15.00S,2022-12-26T04:26:10.3Z,2,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612743,28,32,2022-12-26T04:26:20Z,1670000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (Gordon 2 FT),"[1629006, 203932]",1610612756.0,PHX,shooting,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,,,,,2005.0,,,,,,,1.0,0.0,Gordon,203932.0
175,PT09M15.00S,2022-12-26T04:26:37.1Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,28,32,2022-12-26T04:26:37Z,1690000,False,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
176,PT09M15.00S,2022-12-26T04:26:37.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,28,32,2022-12-26T04:26:37Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,
177,PT09M15.00S,2022-12-26T04:26:55.3Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,29,32,2022-12-26T04:26:55Z,1710000,False,,,0,,A. Gordon Free Throw 2 of 2 (6 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
178,PT08M54.00S,2022-12-26T04:27:18.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202687,87.20433639947439,47.30392156862745,1610612756,29,34,2022-12-26T04:27:26Z,1720000,False,-13.0,68.0,1,right,B. Biyombo 6' turnaround Hook (2 PTS) (C. Paul 4 AST),"[202687, 101108]",1610612756.0,PHX,turnaround,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,6.91,Made,2.0,,,,,,,,,C. Paul,101108.0,4.0,,,,,,
180,PT08M41.00S,2022-12-26T04:27:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.046649145860711,46.32352941176471,1610612743,31,34,2022-12-26T04:27:37Z,1740000,False,18.0,14.0,1,left,A. Gordon driving finger roll Layup (8 PTS),[203932],1610612743.0,DEN,driving finger roll,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.29,Made,8.0,,,,,,,,,,,,,,,,,
181,PT08M24.00S,2022-12-26T04:27:50.5Z,2,REGULAR,foul,personal,[],203484,,,1610612756,31,34,2022-12-26T04:28:11Z,1750000,False,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 202687]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,,,202026.0,,,,,,,1.0,0.0,Biyombo,202687.0
183,PT08M14.00S,2022-12-26T04:28:17.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202687,89.04402102496715,44.85294117647059,1610612756,31,34,2022-12-26T04:28:24Z,1770000,False,-26.0,50.0,1,right,MISS B. Biyombo turnaround Hook,[202687],1610612756.0,PHX,turnaround,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
184,PT08M13.00S,2022-12-26T04:28:18.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,31,34,2022-12-26T04:28:30Z,1780000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,183.0,,,,,,,,,,,,,,,,
186,PT07M53.00S,2022-12-26T04:28:46.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,18.610381077529567,48.77450980392157,1610612743,33,34,2022-12-26T04:28:51Z,1800000,False,6.0,122.0,1,left,J. Murray 12' fadeaway Jump Shot (2 PTS),[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,12.26,Made,2.0,,,,,,,,,,,,,,,,,
187,PT07M37.00S,2022-12-26T04:29:07.7Z,2,REGULAR,foul,personal,[],1629008,,,1610612756,33,34,2022-12-26T04:29:43Z,1810000,False,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 1627814]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,202026.0,,,,,,,1.0,0.0,Lee,1627814.0
189,PT07M37.00S,2022-12-26T04:29:13.6Z,2,REGULAR,substitution,out,[],1629013,,,1610612756,33,34,2022-12-26T04:29:21Z,1830000,False,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT07M37.00S,2022-12-26T04:29:13.6Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,33,34,2022-12-26T04:29:21Z,1840000,False,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT07M36.00S,2022-12-26T04:29:38.2Z,2,REGULAR,turnover,5-second-violation,['team'],0,,,1610612756,33,34,2022-12-26T04:29:44Z,1850000,False,,,0,,PHX 5-second-violation Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202026.0,,,,,,,,,,
192,PT07M16.00S,2022-12-26T04:30:03.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,24.78646517739816,15.196078431372548,1610612743,33,34,2022-12-26T04:30:11Z,1860000,False,174.0,180.0,1,left,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
193,PT07M13.00S,2022-12-26T04:30:06.4Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,33,34,2022-12-26T04:30:11Z,1870000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,,192.0,3.0,2.0,1.0,,,,,,,,,,,,,
194,PT06M58.00S,2022-12-26T04:30:24.7Z,2,REGULAR,foul,personal,['2freethrow'],203932,,,1610612756,33,34,2022-12-26T04:30:41Z,1880000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Lee 2 FT),"[203932, 1627814]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,,,2005.0,,,,,,,1.0,0.0,Lee,1627814.0
196,PT06M58.00S,2022-12-26T04:30:59.7Z,2,REGULAR,freethrow,1 of 2,[],1627814,,,1610612756,33,35,2022-12-26T04:30:59Z,1900000,False,,,0,,D. Lee Free Throw 1 of 2 (9 PTS),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
197,PT06M58.00S,2022-12-26T04:31:01.6Z,2,REGULAR,substitution,out,[],1630192,,,1610612756,33,35,2022-12-26T04:31:21Z,1910000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT06M58.00S,2022-12-26T04:31:01.6Z,2,REGULAR,substitution,out,[],1627750,,,1610612756,33,35,2022-12-26T04:31:21Z,1920000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT06M58.00S,2022-12-26T04:31:01.6Z,2,REGULAR,substitution,out,[],202687,,,1610612756,33,35,2022-12-26T04:31:21Z,1930000,False,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M58.00S,2022-12-26T04:31:01.6Z,2,REGULAR,substitution,in,[],1628971,,,1610612756,33,35,2022-12-26T04:31:21Z,1940000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT06M58.00S,2022-12-26T04:31:01.6Z,2,REGULAR,substitution,in,[],203999,,,1610612756,33,35,2022-12-26T04:31:21Z,1950000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT06M58.00S,2022-12-26T04:31:01.6Z,2,REGULAR,substitution,in,[],1629028,,,1610612756,33,35,2022-12-26T04:31:21Z,1960000,False,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT06M58.00S,2022-12-26T04:31:34.7Z,2,REGULAR,freethrow,2 of 2,[],1627814,,,1610612756,33,36,2022-12-26T04:31:34Z,1970000,False,,,0,,D. Lee Free Throw 2 of 2 (10 PTS),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
204,PT06M50.00S,2022-12-26T04:31:46.9Z,2,REGULAR,foul,personal,[],1628969,,,1610612743,33,36,2022-12-26T04:32:14Z,1980000,False,,,0,,M. Bridges personal FOUL (3 PF),"[1628969, 1629008]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202026.0,,,,,,,3.0,0.0,Porter Jr.,1629008.0
206,PT06M48.00S,2022-12-26T04:32:17.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.178055190538765,48.529411764705884,1610612743,35,36,2022-12-26T04:32:27Z,2000000,False,7.0,15.0,1,left,A. Gordon alley-oop DUNK (10 PTS) (K. Caldwell-Pope 3 AST),"[203932, 203484]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.67,Made,10.0,,,,,,,,,K. Caldwell-Pope,203484.0,3.0,,,,,,
208,PT06M31.00S,2022-12-26T04:32:33.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,80.6340341655716,61.51960784313726,1610612756,35,36,2022-12-26T04:32:44Z,2020000,False,58.0,130.0,1,right,MISS C. Paul 14' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,14.17,Missed,,,,,,,,,,,,,,,,,,
209,PT06M26.00S,2022-12-26T04:32:38.9Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,35,36,2022-12-26T04:32:44Z,2030000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,208.0,2.0,2.0,0.0,,,,,,,,,,,,,
210,PT06M08.00S,2022-12-26T04:32:57.6Z,2,REGULAR,3pt,Jump Shot,[],203484,27.414586070959263,76.22549019607843,1610612743,38,36,2022-12-26T04:33:02Z,2040000,False,-131.0,205.0,1,left,K. Caldwell-Pope 24' 3PT  (5 PTS) (N. Jokic 3 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,24.35,Made,5.0,,,,,,,,,N. Jokic,203999.0,3.0,,,,,,
212,PT05M52.00S,2022-12-26T04:33:13.4Z,2,REGULAR,2pt,Jump Shot,[],1629028,77.7431011826544,62.5,1610612756,38,38,2022-12-26T04:33:19Z,2060000,False,62.0,157.0,1,right,D. Ayton 16' Jump Shot (5 PTS) (C. Paul 5 AST),"[1629028, 101108]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Right Center,16.87,Made,5.0,,,,,,,,,C. Paul,101108.0,5.0,,,,,,
214,PT05M35.00S,2022-12-26T04:33:30.5Z,2,REGULAR,2pt,Jump Shot,[],1629008,18.084756898817346,68.62745098039215,1610612743,38,38,2022-12-26T04:33:36Z,2080000,False,-93.0,117.0,1,left,MISS M. Porter Jr. 14' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,14.99,Missed,,,,,,,,,,,,,,,,,,
215,PT05M33.00S,2022-12-26T04:33:32.5Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,38,38,2022-12-26T04:33:36Z,2090000,False,,,0,,D. Ayton REBOUND (Off:0 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,214.0,6.0,6.0,0.0,,,,,,,,,,,,,
216,PT05M27.00S,2022-12-26T04:33:44.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612756,38,38,2022-12-26T04:33:55Z,2100000,False,,,0,,B. Brown personal FOUL (2 PF) (Ayton 2 FT),"[1628971, 1629028]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,202026.0,,,,,,,2.0,0.0,Ayton,1629028.0
218,PT05M27.00S,2022-12-26T04:34:14.1Z,2,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,38,39,2022-12-26T04:34:14Z,2120000,False,,,0,,D. Ayton Free Throw 1 of 2 (6 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
219,PT05M27.00S,2022-12-26T04:34:14.9Z,2,REGULAR,substitution,out,[],1629006,,,1610612756,38,39,2022-12-26T04:34:22Z,2130000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M27.00S,2022-12-26T04:34:14.9Z,2,REGULAR,substitution,in,[],1628470,,,1610612756,38,39,2022-12-26T04:34:22Z,2140000,False,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M27.00S,2022-12-26T04:34:34.6Z,2,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,38,40,2022-12-26T04:34:34Z,2150000,False,,,0,,D. Ayton Free Throw 2 of 2 (7 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
222,PT05M09.00S,2022-12-26T04:34:56.2Z,2,REGULAR,3pt,Jump Shot,[],1629008,29.911300919842315,22.794117647058822,1610612743,38,40,2022-12-26T04:35:28Z,2160000,False,136.0,229.0,1,left,MISS M. Porter Jr. 26' step back 3PT,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.61,Missed,,,,,,,,,,,,,,,,,,
223,PT05M06.00S,2022-12-26T04:34:59.2Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,38,40,2022-12-26T04:35:00Z,2170000,False,,,0,,D. Ayton REBOUND (Off:0 Def:7),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,222.0,7.0,7.0,0.0,,,,,,,,,,,,,
224,PT04M57.00S,2022-12-26T04:35:06.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,84.31340341655716,50.245098039215684,1610612756,38,40,2022-12-26T04:35:11Z,2180000,False,1.0,95.0,1,right,MISS C. Paul 9' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,9.5,Missed,,,,,,,,,,,,,,,,,,
225,PT04M56.00S,2022-12-26T04:35:09.1Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,38,40,2022-12-26T04:35:09Z,2190000,False,,,0,,D. Ayton REBOUND (Off:1 Def:7),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,224.0,8.0,7.0,1.0,,,,,,,,,,,,,
226,PT04M56.00S,2022-12-26T04:35:10.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629028,91.93495400788436,48.28431372549019,1610612756,38,40,2022-12-26T04:35:17Z,2200000,False,-9.0,23.0,1,right,MISS D. Ayton Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
227,PT04M56.00S,2022-12-26T04:35:10.1Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,38,40,2022-12-26T04:35:17Z,2210000,False,,,0,,N. Jokic REBOUND (Off:2 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,226.0,5.0,3.0,2.0,,,,,,,,,,,,,
228,PT04M56.00S,2022-12-26T04:35:23.7Z,2,REGULAR,foul,personal,[],101108,,,1610612743,38,40,2022-12-26T04:35:48Z,2220000,False,,,0,,C. Paul personal FOUL (1 PF),"[101108, 203999]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2005.0,,,,,,,1.0,0.0,Jokic,203999.0
230,PT04M56.00S,2022-12-26T04:35:32.1Z,2,REGULAR,substitution,out,[],101108,,,1610612743,38,40,2022-12-26T04:35:47Z,2240000,False,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M56.00S,2022-12-26T04:35:32.1Z,2,REGULAR,substitution,out,[],1628969,,,1610612743,38,40,2022-12-26T04:35:47Z,2250000,False,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT04M56.00S,2022-12-26T04:35:32.1Z,2,REGULAR,substitution,in,[],1629013,,,1610612743,38,40,2022-12-26T04:35:47Z,2260000,False,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT04M56.00S,2022-12-26T04:35:32.1Z,2,REGULAR,substitution,in,[],1630688,,,1610612743,38,40,2022-12-26T04:35:47Z,2270000,False,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M53.00S,2022-12-26T04:35:51.9Z,2,REGULAR,foul,personal,[],1628470,,,1610612743,38,40,2022-12-26T04:36:19Z,2280000,False,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 203932]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,,,,,,,,1146.0,,,,,,,1.0,0.0,Gordon,203932.0
236,PT04M44.00S,2022-12-26T04:36:25.5Z,2,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,38,40,2022-12-26T04:36:31Z,2300000,False,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (2 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2005.0,2.0,,,,,,,,,
237,PT04M35.00S,2022-12-26T04:36:39.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612756,38,40,2022-12-26T04:36:57Z,2310000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (Shamet 2 FT),"[203484, 1629013]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1146.0,,,,,,,2.0,0.0,Shamet,1629013.0
239,PT04M35.00S,2022-12-26T04:37:06.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629013,,,1610612756,38,41,2022-12-26T04:37:06Z,2330000,False,,,0,,L. Shamet Free Throw 1 of 2 (1 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
240,PT04M35.00S,2022-12-26T04:37:07.7Z,2,REGULAR,substitution,out,[],1629008,,,1610612756,38,41,2022-12-26T04:37:14Z,2340000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M35.00S,2022-12-26T04:37:07.7Z,2,REGULAR,substitution,in,[],1627750,,,1610612756,38,41,2022-12-26T04:37:14Z,2350000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M35.00S,2022-12-26T04:37:25.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629013,,,1610612756,38,42,2022-12-26T04:37:25Z,2360000,False,,,0,,L. Shamet Free Throw 2 of 2 (2 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
243,PT04M24.00S,2022-12-26T04:37:37.0Z,2,REGULAR,2pt,Jump Shot,[],203999,21.895532194480946,53.67647058823529,1610612743,38,42,2022-12-26T04:37:42Z,2370000,False,-18.0,153.0,1,left,MISS N. Jokic 15' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Center,15.44,Missed,,,,,,,,,,,,,,,,,,
244,PT04M22.00S,2022-12-26T04:37:39.0Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612756,38,42,2022-12-26T04:37:42Z,2380000,False,,,0,,D. Lee REBOUND (Off:0 Def:3),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Mid-Range,8-16 Center,,,,243.0,3.0,3.0,0.0,,,,,,,,,,,,,
245,PT04M15.00S,2022-12-26T04:37:47.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,84.05059132720105,49.754901960784316,1610612756,38,42,2022-12-26T04:39:33Z,2390000,False,-1.0,97.0,1,right,MISS D. Lee 9' driving floating Shot,[1627814],1610612756.0,PHX,driving floating,,,Lee,D. Lee,,,,,In The Paint (Non-RA),8-16 Center,9.74,Missed,,,,,,,,,,,,,,,,,,
246,PT04M12.00S,2022-12-26T04:37:50.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,38,42,2022-12-26T04:37:52Z,2400000,False,,,0,,N. Jokic REBOUND (Off:2 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,245.0,6.0,4.0,2.0,,,,,,,,,,,,,
247,PT04M08.00S,2022-12-26T04:37:55.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627814,,,1610612743,38,42,2022-12-26T04:38:05Z,2410000,False,,,0,,D. Lee personal FOUL (1 PF) (Murray 2 FT),"[1627814, 1627750]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Mid-Range,16-24 Center,,,,,,,,,,202026.0,,,,,,,1.0,0.0,Murray,1627750.0
249,PT04M08.00S,2022-12-26T04:38:43.8Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,39,42,2022-12-26T04:38:43Z,2430000,False,,,0,,J. Murray Free Throw 1 of 2 (3 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
250,PT04M08.00S,2022-12-26T04:39:04.2Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,40,42,2022-12-26T04:39:04Z,2440000,False,,,0,,J. Murray Free Throw 2 of 2 (4 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
251,PT03M53.00S,2022-12-26T04:39:21.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,89.56964520367937,44.11764705882353,1610612756,40,42,2022-12-26T04:39:37Z,2450000,False,-29.0,46.0,1,right,MISS D. Ayton Layup - blocked,"[1629028, 203999]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.42,Missed,,,,,,Jokic,203999.0,,,,,,,,,,,
252,PT03M53.00S,2022-12-26T04:39:21.9Z,2,REGULAR,block,,[],203999,,,1610612756,40,42,2022-12-26T04:39:25Z,2460000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
253,PT03M47.00S,2022-12-26T04:39:27.9Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,40,42,2022-12-26T04:39:28Z,2470000,False,,,0,,D. Ayton REBOUND (Off:2 Def:7),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,251.0,9.0,7.0,2.0,,,,,,,,,,,,,
