actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
87,PT04M51.00S,2023-01-02T01:24:02.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,92.85479632063075,57.84313725490197,1610612743,26,16,2023-01-02T01:24:13Z,860000,False,39.0,15.0,1,right,N. Jokic turnaround bank Hook (7 PTS),[203999],1610612743.0,DEN,turnaround bank,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,4.19,Made,,,,,,,7.0,,,,,,,,,,,
88,PT04M32.00S,2023-01-02T01:24:21.0Z,1,REGULAR,2pt,Jump Shot,[],203935,21.50131406044678,84.80392156862744,1610612738,26,16,2023-01-02T01:29:38Z,870000,False,-174.0,150.0,1,left,MISS M. Smart 22' pullup Shot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left Center,22.95,Missed,,,,,,,,,,,,,,,,,,
89,PT04M31.00S,2023-01-02T01:24:22.0Z,1,REGULAR,rebound,offensive,[],203935,,,1610612738,26,16,2023-01-02T01:24:25Z,880000,False,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left Center,,,88.0,1.0,0.0,1.0,,,,,,,,,,,,,,
90,PT04M26.00S,2023-01-02T01:24:27.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,8.886333771353483,3.431372549019608,1610612738,26,19,2023-01-02T01:24:31Z,890000,False,233.0,31.0,1,left,D. White 3PT  (5 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.49,Made,,,,,,,5.0,J. Brown,1627759.0,1.0,,,,,,,,
92,PT04M08.00S,2023-01-02T01:24:44.3Z,1,REGULAR,3pt,Jump Shot,[],203999,66.44218134034165,46.568627450980394,1610612743,29,19,2023-01-02T01:30:19Z,910000,False,-17.0,263.0,1,right,N. Jokic 26' 3PT pullup (10 PTS),[203999],1610612743.0,DEN,pullup,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,26.35,Made,,,,,,,10.0,,,,,,,,,,,
93,PT03M49.00S,2023-01-02T01:25:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,18.2161629434954,64.95098039215686,1610612738,29,21,2023-01-02T01:25:08Z,920000,False,-75.0,119.0,1,left,J. Brown 14' pullup Jump Shot (14 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,14.03,Made,,,,,,,14.0,,,,,,,,,,,
95,PT03M34.00S,2023-01-02T01:25:19.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,92.19776609724047,42.40196078431372,1610612743,31,21,2023-01-02T01:25:24Z,940000,False,-38.0,21.0,1,right,N. Jokic driving floating Jump Shot (12 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,4.33,Made,,,,,,,12.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,
97,PT03M16.00S,2023-01-02T01:25:36.0Z,1,REGULAR,3pt,Jump Shot,[],203935,30.962549277266753,31.127450980392158,1610612738,31,21,2023-01-02T01:25:41Z,960000,False,94.0,239.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
98,PT03M15.00S,2023-01-02T01:25:37.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,31,21,2023-01-02T01:25:41Z,970000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,97.0,3.0,3.0,0.0,,,,,,,,,,,,,,
99,PT03M10.00S,2023-01-02T01:25:43.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629008,79.97700394218134,35.294117647058826,1610612743,31,21,2023-01-02T01:31:14Z,980000,False,-74.0,136.0,1,right,MISS M. Porter Jr. 15' running pullup Shot,[1629008],1610612743.0,DEN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,15.43,Missed,,,,,,,,,,,,,,,,,,
100,PT03M09.00S,2023-01-02T01:25:44.1Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,31,21,2023-01-02T01:25:49Z,990000,False,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,99.0,2.0,1.0,1.0,,,,,,,,,,,,,,
101,PT02M57.00S,2023-01-02T01:25:56.8Z,1,REGULAR,3pt,Jump Shot,[],1628401,25.443495400788436,15.686274509803921,1610612738,31,21,2023-01-02T01:26:02Z,1000000,False,172.0,187.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
102,PT02M53.00S,2023-01-02T01:26:00.8Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,31,21,2023-01-02T01:26:02Z,1010000,False,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,101.0,2.0,1.0,1.0,,,,,,,,,,,,,,
103,PT02M47.00S,2023-01-02T01:26:05.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,28.728646517739815,21.568627450980394,1610612738,31,21,2023-01-02T01:26:13Z,1020000,False,142.0,218.0,1,left,MISS M. Brogdon 25' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
104,PT02M46.00S,2023-01-02T01:26:06.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,31,21,2023-01-02T01:26:13Z,1030000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,103.0,,,,,,,,,,,,,,,,,
105,PT02M46.00S,2023-01-02T01:26:13.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,31,21,2023-01-02T01:26:13Z,1040000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,31,21,2023-01-02T01:28:50Z,1050000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,out,[],1628971,,,1610612743,31,21,2023-01-02T01:28:50Z,1060000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,out,[],203932,,,1610612743,31,21,2023-01-02T01:28:50Z,1070000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612743,31,21,2023-01-02T01:28:50Z,1080000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,out,[],1628401,,,1610612743,31,21,2023-01-02T01:28:50Z,1090000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,out,[],203935,,,1610612743,31,21,2023-01-02T01:28:50Z,1100000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,out,[],201143,,,1610612743,31,21,2023-01-02T01:28:50Z,1110000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,31,21,2023-01-02T01:28:50Z,1120000,False,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,in,[],1628427,,,1610612743,31,21,2023-01-02T01:28:50Z,1130000,False,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,in,[],203484,,,1610612743,31,21,2023-01-02T01:28:50Z,1140000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,in,[],1629057,,,1610612743,31,21,2023-01-02T01:28:50Z,1150000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612743,31,21,2023-01-02T01:28:50Z,1160000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612743,31,21,2023-01-02T01:28:50Z,1170000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M46.00S,2023-01-02T01:28:08.4Z,1,REGULAR,substitution,in,[],1630573,,,1610612743,31,21,2023-01-02T01:28:50Z,1180000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M35.00S,2023-01-02T01:29:16.0Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612743,31,21,2023-01-02T01:29:26Z,1190000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Jokic 2 FT),"[1629684, 203999]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,,,,,201246.0,,,,,,,,1.0,0.0,Jokic,203999.0,,
122,PT02M35.00S,2023-01-02T01:29:39.6Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,32,21,2023-01-02T01:29:39Z,1210000,False,,,0,,N. Jokic Free Throw 1 of 2 (13 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
123,PT02M35.00S,2023-01-02T01:29:53.7Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,33,21,2023-01-02T01:29:53Z,1220000,False,,,0,,N. Jokic Free Throw 2 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
124,PT02M23.00S,2023-01-02T01:30:12.2Z,1,REGULAR,foul,personal,['2freethrow'],1630538,,,1610612738,33,21,2023-01-02T01:30:21Z,1230000,False,,,0,,B. Hyland shooting personal FOUL (1 PF) (Williams 2 FT),"[1630538, 1629684]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,,,,,,,201246.0,,,,,,,,1.0,0.0,Williams,1629684.0,,
126,PT02M23.00S,2023-01-02T01:30:31.3Z,1,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,33,22,2023-01-02T01:30:31Z,1250000,False,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
127,PT02M23.00S,2023-01-02T01:30:32.6Z,1,REGULAR,substitution,out,[],203999,,,1610612738,33,22,2023-01-02T01:30:35Z,1260000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M23.00S,2023-01-02T01:30:32.6Z,1,REGULAR,substitution,in,[],1630192,,,1610612738,33,22,2023-01-02T01:30:35Z,1270000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M23.00S,2023-01-02T01:30:50.6Z,1,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,33,23,2023-01-02T01:30:50Z,1280000,False,,,0,,G. Williams Free Throw 2 of 2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
130,PT02M03.00S,2023-01-02T01:31:11.4Z,1,REGULAR,turnover,bad pass,[],1630538,,,1610612743,33,23,2023-01-02T01:31:41Z,1290000,False,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 1629684]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Williams,1629684.0
131,PT02M03.00S,2023-01-02T01:31:11.4Z,1,REGULAR,steal,,[],1629684,,,1610612738,33,23,2023-01-02T01:31:12Z,1300000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
132,PT01M54.00S,2023-01-02T01:31:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629057,6.389618922470433,53.92156862745098,1610612738,33,25,2023-01-02T01:31:29Z,1310000,False,-20.0,8.0,1,left,R. Williams III driving reverse Layup (2 PTS) (J. Tatum 2 AST),"[1629057, 1628369]",1610612738.0,BOS,driving reverse,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,,2.0,J. Tatum,1628369.0,2.0,,,,,,,,
133,PT01M28.00S,2023-01-02T01:31:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628427,88.51839684625493,35.53921568627451,1610612743,35,25,2023-01-02T01:31:55Z,1320000,False,-72.0,55.0,1,right,V. Cancar 9' driving floating bank Jump Shot (2 PTS),[1628427],1610612743.0,DEN,driving floating bank,,,Cancar,V. Cancar,,,,,In The Paint (Non-RA),8-16 Left,9.11,Made,,,,,,,2.0,,,,,,,,,,,
134,PT01M10.00S,2023-01-02T01:32:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630573,6.389618922470433,56.86274509803921,1610612738,35,27,2023-01-02T01:32:10Z,1330000,False,-34.0,8.0,1,left,S. Hauser driving reverse Layup (2 PTS) (J. Tatum 3 AST),"[1630573, 1628369]",1610612738.0,BOS,driving reverse,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,3.51,Made,,,,,,,2.0,J. Tatum,1628369.0,3.0,,,,,,,,
136,PT00M47.80S,2023-01-02T01:32:27.9Z,1,REGULAR,3pt,Jump Shot,[],1630538,93.9060446780552,2.941176470588235,1610612743,35,27,2023-01-02T01:32:36Z,1350000,False,-235.0,5.0,1,right,MISS B. Hyland step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
137,PT00M43.40S,2023-01-02T01:32:32.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,27,2023-01-02T01:32:36Z,1360000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,136.0,4.0,4.0,0.0,,,,,,,,,,,,,,
138,PT00M41.70S,2023-01-02T01:32:37.8Z,1,REGULAR,foul,personal,['2freethrow'],1628427,,,1610612738,35,27,2023-01-02T01:32:52Z,1370000,False,,,0,,V. Cancar shooting personal FOUL (1 PF) (Tatum 2 FT),"[1628427, 1628369]",1610612743.0,DEN,shooting,,,Cancar,V. Cancar,,,,,Mid-Range,8-16 Center,,,,,,,1626300.0,,,,,,,,1.0,0.0,Tatum,1628369.0,,
140,PT00M41.70S,2023-01-02T01:33:06.5Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,35,27,2023-01-02T01:33:06Z,1390000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT00M41.70S,2023-01-02T01:33:06.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,35,27,2023-01-02T01:33:06Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,
143,PT00M41.70S,2023-01-02T01:33:25.1Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,35,28,2023-01-02T01:33:25Z,1410000,False,,,0,,J. Tatum Free Throw 2 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
144,PT00M26.40S,2023-01-02T01:33:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,81.2910643889619,53.18627450980392,1610612743,37,28,2023-01-02T01:33:50Z,1420000,False,16.0,123.0,1,right,B. Hyland 12' turnaround fadeaway Jump Shot (2 PTS),[1630538],1610612743.0,DEN,turnaround fadeaway,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Center,12.44,Made,,,,,,,2.0,,,,,,,,,,,
145,PT00M05.30S,2023-01-02T01:34:10.7Z,1,REGULAR,3pt,Jump Shot,[],1627763,33.196452036793694,50.0,1610612738,37,28,2023-01-02T01:34:15Z,1430000,False,0.0,260.0,1,left,MISS M. Brogdon 25' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
146,PT00M02.50S,2023-01-02T01:34:13.5Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,37,28,2023-01-02T01:34:13Z,1440000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,,
147,PT00M00.00S,2023-01-02T01:34:22.4Z,1,REGULAR,period,end,[],0,,,1610612743,37,28,2023-01-02T01:34:22Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-01-02T01:36:57.9Z,2,REGULAR,period,start,[],0,,,1610612738,37,28,2023-01-02T01:36:57Z,1460000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M44.00S,2023-01-02T01:37:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.937582128777924,49.754901960784316,1610612738,37,30,2023-01-02T01:38:13Z,1470000,False,1.0,41.0,1,left,J. Tatum driving finger roll Layup (3 PTS) (M. Brogdon 1 AST),"[1628369, 1627763]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.09,Made,,,,,,,3.0,M. Brogdon,1627763.0,1.0,,,,,,,,
151,PT11M34.00S,2023-01-02T01:37:25.9Z,2,REGULAR,turnover,traveling,[],1630538,,,1610612743,37,30,2023-01-02T01:37:31Z,1490000,False,,,0,,B. Hyland traveling TURNOVER (2 TO),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,,,,201246.0,2.0,,,,,,,,,,,,
152,PT11M23.00S,2023-01-02T01:37:48.6Z,2,REGULAR,foul,personal,['2freethrow'],203484,,,1610612738,37,30,2023-01-02T01:37:59Z,1500000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (Tatum 2 FT),"[203484, 1628369]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left,,,,,,,1626300.0,,,,,,,,2.0,0.0,Tatum,1628369.0,,
154,PT11M23.00S,2023-01-02T01:38:19.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,37,31,2023-01-02T01:38:19Z,1520000,False,,,0,,J. Tatum Free Throw 1 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
155,PT11M23.00S,2023-01-02T01:38:59.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,37,32,2023-01-02T01:38:59Z,1530000,False,,,0,,J. Tatum Free Throw 2 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
156,PT11M08.00S,2023-01-02T01:39:18.9Z,2,REGULAR,turnover,out-of-bounds,[],1631128,,,1610612743,37,32,2023-01-02T01:39:36Z,1540000,False,,,0,,C. Braun bad pass out-of-bounds TURNOVER (1 TO),[1631128],1610612743.0,DEN,bad pass,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,,201246.0,1.0,,,,,,,,,,,,
157,PT11M08.00S,2023-01-02T01:39:21.5Z,2,REGULAR,substitution,out,[],203484,,,1610612738,37,32,2023-01-02T01:39:29Z,1550000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M08.00S,2023-01-02T01:39:21.5Z,2,REGULAR,substitution,in,[],203932,,,1610612738,37,32,2023-01-02T01:39:29Z,1560000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT10M54.00S,2023-01-02T01:39:51.6Z,2,REGULAR,turnover,traveling,[],1628369,,,1610612738,37,32,2023-01-02T01:40:04Z,1570000,False,,,0,,J. Tatum traveling TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,1626300.0,1.0,,,,,,,,,,,,
160,PT10M32.00S,2023-01-02T01:40:32.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628427,76.82325886990802,10.53921568627451,1610612743,40,32,2023-01-02T01:40:36Z,1580000,False,-197.0,165.0,1,right,V. Cancar 25' 3PT  (5 PTS) (B. Hyland 1 AST),"[1628427, 1630538]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Left Center,25.75,Made,,,,,,,5.0,B. Hyland,1630538.0,1.0,,,,,,,,
162,PT10M20.00S,2023-01-02T01:40:45.1Z,2,REGULAR,3pt,Jump Shot,[],1630573,18.2161629434954,93.38235294117648,1610612738,40,32,2023-01-02T01:40:49Z,1600000,False,-217.0,119.0,1,left,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,,,
163,PT10M17.00S,2023-01-02T01:40:48.1Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,40,32,2023-01-02T01:40:49Z,1610000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,162.0,2.0,2.0,0.0,,,,,,,,,,,,,,
164,PT10M02.00S,2023-01-02T01:41:02.8Z,2,REGULAR,3pt,Jump Shot,[],1630538,66.5735873850197,10.53921568627451,1610612743,40,32,2023-01-02T01:41:09Z,1620000,False,-197.0,262.0,1,right,MISS B. Hyland 32' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,32.77,Missed,,,,,,,,,,,,,,,,,,
165,PT09M58.00S,2023-01-02T01:41:06.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,40,32,2023-01-02T01:44:03Z,1630000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,,
166,PT09M54.00S,2023-01-02T01:41:16.2Z,2,REGULAR,turnover,offensive goaltending,[],1629057,,,1610612738,40,32,2023-01-02T01:41:42Z,1640000,False,,,0,,R. Williams III offensive goaltending TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,1626300.0,1.0,,,,,,,,,,,,
167,PT09M54.00S,2023-01-02T01:41:29.3Z,2,REGULAR,substitution,out,[],1630573,,,1610612743,40,32,2023-01-02T01:41:32Z,1650000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT09M54.00S,2023-01-02T01:41:29.3Z,2,REGULAR,substitution,in,[],1628401,,,1610612743,40,32,2023-01-02T01:41:32Z,1660000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M41.00S,2023-01-02T01:41:55.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630538,84.05059132720105,29.901960784313726,1610612743,42,32,2023-01-02T01:42:01Z,1670000,False,-100.0,97.0,1,right,B. Hyland 14' fadeaway Jump Shot (4 PTS),[1630538],1610612743.0,DEN,fadeaway,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,14.0,Made,,,,,,,4.0,,,,,,,,,,,
