actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
87,PT04M18.00S,2023-02-05T02:23:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,23,23,2023-02-05T02:23:26Z,870000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M18.00S,2023-02-05T02:25:44.9Z,1,REGULAR,substitution,out,[],1629008,,,1610612737,23,23,2023-02-05T02:26:13Z,880000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M18.00S,2023-02-05T02:25:44.9Z,1,REGULAR,substitution,out,[],203932,,,1610612737,23,23,2023-02-05T02:26:13Z,890000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M18.00S,2023-02-05T02:25:44.9Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,23,23,2023-02-05T02:26:13Z,900000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M18.00S,2023-02-05T02:25:44.9Z,1,REGULAR,substitution,out,[],1631100,,,1610612737,23,23,2023-02-05T02:26:13Z,910000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M18.00S,2023-02-05T02:25:44.9Z,1,REGULAR,substitution,out,[],203991,,,1610612737,23,23,2023-02-05T02:26:13Z,920000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M18.00S,2023-02-05T02:25:44.9Z,1,REGULAR,substitution,in,[],1631128,,,1610612737,23,23,2023-02-05T02:26:13Z,930000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M18.00S,2023-02-05T02:25:44.9Z,1,REGULAR,substitution,in,[],1628427,,,1610612737,23,23,2023-02-05T02:26:13Z,940000,False,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M18.00S,2023-02-05T02:25:44.9Z,1,REGULAR,substitution,in,[],203992,,,1610612737,23,23,2023-02-05T02:26:13Z,950000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M18.00S,2023-02-05T02:25:44.9Z,1,REGULAR,substitution,in,[],1627749,,,1610612737,23,23,2023-02-05T02:26:13Z,960000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M18.00S,2023-02-05T02:25:44.9Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,23,23,2023-02-05T02:26:13Z,970000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M58.00S,2023-02-05T02:26:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,9.937582128777924,49.754901960784316,1610612737,23,23,2023-02-05T02:26:48Z,980000,False,1.0,41.0,1,left,MISS B. Bogdanovic driving floating Shot,[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.09,,,,,,,,,,,
99,PT03M56.00S,2023-02-05T02:26:45.4Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,23,23,2023-02-05T02:26:48Z,990000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,98.0,,,,,,,,,1.0,1.0,0.0,,
100,PT03M53.00S,2023-02-05T02:26:48.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628971,93.51182654402102,50.73529411764706,1610612743,25,23,2023-02-05T02:26:54Z,1000000,False,4.0,8.0,1,right,B. Brown running alley-oop DUNK (2 PTS) (V. Cancar 1 AST),"[1628971, 1628427]",1610612743.0,DEN,running alley-oop,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.93,V. Cancar,1628427.0,1.0,,,,,,,,
102,PT03M47.00S,2023-02-05T02:26:54.3Z,1,REGULAR,2pt,Jump Shot,[],203992,8.492115637319317,91.91176470588235,1610612737,25,25,2023-02-05T02:27:03Z,1020000,False,-210.0,27.0,1,left,B. Bogdanovic 21' Jump Shot (2 PTS) (D. Murray 5 AST),"[203992, 1627749]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left,,,,,,Made,,2.0,21.14,D. Murray,1627749.0,5.0,,,,,,,,
104,PT03M24.00S,2023-02-05T02:27:16.7Z,1,REGULAR,3pt,Jump Shot,[],1631128,67.09921156373193,36.029411764705884,1610612743,28,25,2023-02-05T02:27:20Z,1040000,False,-70.0,257.0,1,right,C. Braun 26' 3PT  (3 PTS) (B. Brown 1 AST),"[1631128, 1628971]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,,,,Made,,3.0,26.61,B. Brown,1628971.0,1.0,,,,,,,,
106,PT03M06.00S,2023-02-05T02:27:34.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,14.14257555847569,54.166666666666664,1610612737,28,25,2023-02-05T02:27:40Z,1060000,False,-21.0,80.0,1,left,MISS O. Okongwu 8' driving floating Shot - blocked,"[1630168, 203999]",1610612737.0,ATL,driving floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,8.3,,,,,,,,,,Jokic,203999.0
107,PT03M06.00S,2023-02-05T02:27:34.6Z,1,REGULAR,block,,[],203999,,,1610612737,28,25,2023-02-05T02:27:36Z,1070000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
108,PT03M05.00S,2023-02-05T02:27:35.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,28,25,2023-02-05T02:27:40Z,1080000,False,,,0,,N. Jokic REBOUND (Off:3 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,106.0,,,,,,,,,8.0,5.0,3.0,,
109,PT02M59.00S,2023-02-05T02:27:48.3Z,1,REGULAR,foul,personal,[],1630168,,,1610612743,28,25,2023-02-05T02:27:59Z,1090000,False,,,0,,O. Okongwu personal FOUL (1 PF),"[1630168, 203999]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Right,2534.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,
111,PT02M59.00S,2023-02-05T02:28:01.4Z,1,REGULAR,substitution,out,[],1628381,,,1610612743,28,25,2023-02-05T02:28:05Z,1110000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M59.00S,2023-02-05T02:28:01.4Z,1,REGULAR,substitution,in,[],1630552,,,1610612743,28,25,2023-02-05T02:28:05Z,1120000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M51.00S,2023-02-05T02:28:18.4Z,1,REGULAR,3pt,Jump Shot,[],203999,70.12155059132719,72.30392156862744,1610612743,28,25,2023-02-05T02:28:21Z,1130000,False,112.0,228.0,1,right,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.42,,,,,,,,,,,
114,PT02M49.00S,2023-02-05T02:28:20.4Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,28,25,2023-02-05T02:28:21Z,1140000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,113.0,,,,,,,,,1.0,1.0,0.0,,
115,PT02M42.00S,2023-02-05T02:28:33.2Z,1,REGULAR,violation,kicked ball,[],203999,,,1610612737,28,25,2023-02-05T02:29:09Z,1150000,False,,,0,,N. Jokic kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,
116,PT02M42.00S,2023-02-05T02:28:42.7Z,1,REGULAR,substitution,out,[],203999,,,1610612737,28,25,2023-02-05T02:28:46Z,1160000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M42.00S,2023-02-05T02:28:42.7Z,1,REGULAR,substitution,in,[],1630192,,,1610612737,28,25,2023-02-05T02:28:46Z,1170000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M33.00S,2023-02-05T02:29:03.8Z,1,REGULAR,2pt,Jump Shot,[],1627749,16.245072273324574,75.49019607843137,1610612737,28,27,2023-02-05T02:29:17Z,1190000,False,-127.0,100.0,1,left,D. Murray 16' pullup Jump Shot (7 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,Made,,7.0,16.22,,,,,,,,,,,
120,PT02M14.00S,2023-02-05T02:29:21.6Z,1,REGULAR,2pt,Jump Shot,[],1627750,88.25558475689881,17.647058823529413,1610612743,30,27,2023-02-05T02:29:31Z,1200000,False,-162.0,58.0,1,right,J. Murray 17' turnaround fadeaway Jump Shot (9 PTS),[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left,,,,,,Made,,9.0,17.18,,,,,,,,,,,
121,PT01M59.00S,2023-02-05T02:29:37.1Z,1,REGULAR,turnover,lost ball,[],1627749,,,1610612737,30,27,2023-02-05T02:29:45Z,1210000,False,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 1631128]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Braun,1631128.0,,,,,
122,PT01M59.00S,2023-02-05T02:29:37.1Z,1,REGULAR,steal,,[],1631128,,,1610612743,30,27,2023-02-05T02:29:38Z,1220000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
123,PT01M54.00S,2023-02-05T02:29:41.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627750,93.24901445466492,41.42156862745098,1610612743,32,27,2023-02-05T02:29:57Z,1230000,False,-43.0,11.0,1,right,J. Murray running Layup (11 PTS),[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,11.0,4.43,,,,,,,,,,,
124,PT01M44.00S,2023-02-05T02:29:51.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,21.76412614980289,9.313725490196079,1610612737,32,27,2023-02-05T02:29:59Z,1240000,False,203.0,152.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.4,,,,,,,,,,,
125,PT01M44.00S,2023-02-05T02:29:51.8Z,1,REGULAR,rebound,defensive,[],1628427,,,1610612743,32,27,2023-02-05T02:29:59Z,1250000,False,,,0,,V. Cancar REBOUND (Off:0 Def:1),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Right Center,,,,,,,124.0,,,,,,,,,1.0,1.0,0.0,,
126,PT01M30.00S,2023-02-05T02:30:06.0Z,1,REGULAR,3pt,Jump Shot,[],1630192,92.32917214191852,96.81372549019608,1610612743,32,27,2023-02-05T02:30:10Z,1260000,False,234.0,20.0,1,right,MISS Z. Nnaji 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.49,,,,,,,,,,,
127,PT01M27.00S,2023-02-05T02:30:09.0Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,32,27,2023-02-05T02:30:10Z,1270000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,,,,,,,126.0,,,,,,,,,1.0,1.0,0.0,,
128,PT01M18.00S,2023-02-05T02:30:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,6.1268068331143235,44.85294117647059,1610612737,32,29,2023-02-05T02:30:27Z,1280000,False,26.0,5.0,1,left,J. Johnson reverse Layup (2 PTS) (B. Bogdanovic 1 AST),"[1630552, 203992]",1610612737.0,ATL,reverse,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.62,B. Bogdanovic,203992.0,1.0,,,,,,,,
130,PT01M04.00S,2023-02-05T02:30:42.4Z,1,REGULAR,foul,personal,[],1630552,,,1610612743,32,29,2023-02-05T02:32:20Z,1300000,False,,,0,,J. Johnson personal FOUL (1 PF),"[1630552, 1630192]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Left,1627964.0,1.0,0.0,Nnaji,1630192.0,,,,,,,,,,,,,,,
132,PT00M55.80S,2023-02-05T02:31:03.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,66.96780551905388,58.333333333333336,1610612743,35,29,2023-02-05T02:31:08Z,1320000,False,42.0,258.0,1,right,J. Murray 26' 3PT step back (14 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,,Made,,14.0,26.13,,,,,,,,,,,
133,PT00M43.20S,2023-02-05T02:31:23.1Z,1,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612737,35,29,2023-02-05T02:31:35Z,1330000,False,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Murray 2 FT),"[1630192, 1627749]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Center,2534.0,1.0,0.0,Murray,1627749.0,,,,,,,,,,,,,,,
135,PT00M43.20S,2023-02-05T02:31:46.3Z,1,REGULAR,freethrow,1 of 2,[],1627749,,,1610612737,35,30,2023-02-05T02:32:03Z,1350000,False,,,0,,D. Murray Free Throw 1 of 2 (8 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
136,PT00M43.20S,2023-02-05T02:31:46.3Z,1,REGULAR,freethrow,2 of 2,[],1627749,,,1610612737,35,30,2023-02-05T02:32:03Z,1360000,False,,,0,,MISS D. Murray Free Throw 2 of 2,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
137,PT00M41.30S,2023-02-05T02:31:48.2Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,35,30,2023-02-05T02:32:03Z,1370000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,136.0,,,,,,,,,1.0,1.0,0.0,,
138,PT00M32.00S,2023-02-05T02:32:09.6Z,1,REGULAR,3pt,Jump Shot,[],1628427,91.80354796320631,3.6764705882352944,1610612743,35,30,2023-02-05T02:32:17Z,1380000,False,-232.0,25.0,1,right,MISS V. Cancar 3PT,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.29,,,,,,,,,,,
139,PT00M28.70S,2023-02-05T02:32:12.9Z,1,REGULAR,rebound,defensive,[],1630235,,,1610612737,35,30,2023-02-05T02:32:17Z,1390000,False,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,Left Corner 3,24+ Left,,,,,,,138.0,,,,,,,,,1.0,1.0,0.0,,
140,PT00M05.80S,2023-02-05T02:32:36.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612737,35,30,2023-02-05T02:32:42Z,1400000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,2534.0,,,,,,,,,,,,,,,,,,,
141,PT00M01.60S,2023-02-05T02:32:58.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628427,91.14651773981603,49.754901960784316,1610612743,35,30,2023-02-05T02:33:55Z,1410000,False,-1.0,31.0,1,right,MISS V. Cancar cutting DUNK - blocked,"[1628427, 1630168]",1610612743.0,DEN,cutting,,,Cancar,V. Cancar,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.07,,,,,,,,,,Okongwu,1630168.0
142,PT00M01.60S,2023-02-05T02:32:58.9Z,1,REGULAR,block,,[],1630168,,,1610612743,35,30,2023-02-05T02:33:41Z,1420000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT00M01.60S,2023-02-05T02:32:58.9Z,1,REGULAR,rebound,offensive,[],1627750,,,1610612743,35,30,2023-02-05T02:33:10Z,1430000,False,,,0,,J. Murray REBOUND (Off:1 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,141.0,,,,,,,,,2.0,1.0,1.0,,
144,PT00M00.00S,2023-02-05T02:33:02.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627750,92.59198423127464,96.07843137254902,1610612743,35,30,2023-02-05T02:33:15Z,1440000,False,230.0,17.0,1,right,MISS J. Murray turnaround fadeaway 3PT,[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.1,,,,,,,,,,,
145,PT00M00.00S,2023-02-05T02:33:02.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,35,30,2023-02-05T02:33:15Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,144.0,,,,,,,,,,,,,
146,PT00M00.00S,2023-02-05T02:33:15.9Z,1,REGULAR,period,end,[],0,,,1610612743,35,30,2023-02-05T02:33:15Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-02-05T02:35:24.3Z,2,REGULAR,substitution,out,['startperiod'],1627750,,,1610612743,35,30,2023-02-05T02:35:44Z,1470000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-02-05T02:35:24.3Z,2,REGULAR,substitution,out,['startperiod'],1630235,,,1610612743,35,30,2023-02-05T02:35:44Z,1480000,False,,,0,,SUB out: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-02-05T02:35:24.3Z,2,REGULAR,substitution,out,['startperiod'],1627749,,,1610612743,35,30,2023-02-05T02:35:44Z,1490000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-02-05T02:35:24.3Z,2,REGULAR,substitution,in,['startperiod'],203484,,,1610612743,35,30,2023-02-05T02:35:44Z,1500000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-02-05T02:35:24.3Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612743,35,30,2023-02-05T02:35:44Z,1510000,False,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-02-05T02:35:24.3Z,2,REGULAR,substitution,in,['startperiod'],1631100,,,1610612743,35,30,2023-02-05T02:35:44Z,1520000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-02-05T02:35:50.1Z,2,REGULAR,period,start,[],0,,,1610612737,35,30,2023-02-05T02:35:50Z,1530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M44.00S,2023-02-05T02:36:05.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,11.645860709592641,56.372549019607845,1610612737,35,30,2023-02-05T02:36:11Z,1540000,False,-32.0,57.0,1,left,MISS J. Johnson 6' driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.53,,,,,,,,,,,
155,PT11M42.00S,2023-02-05T02:36:07.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,35,30,2023-02-05T02:36:11Z,1550000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,154.0,,,,,,,,,,,,,
157,PT11M19.00S,2023-02-05T02:36:36.2Z,2,REGULAR,3pt,Jump Shot,[],1628971,64.86530880420499,38.970588235294116,1610612743,35,30,2023-02-05T02:36:41Z,1570000,False,-55.0,278.0,1,right,MISS B. Brown 28' pullup 3PT,[1628971],1610612743.0,DEN,pullup,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,28.32,,,,,,,,,,,
158,PT11M19.00S,2023-02-05T02:36:38.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,35,30,2023-02-05T02:36:38Z,1580000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,157.0,,,,,,,,,,,,,
160,PT11M07.00S,2023-02-05T02:36:57.4Z,2,REGULAR,turnover,bad pass,[],1631100,,,1610612737,35,30,2023-02-05T02:37:02Z,1600000,False,,,0,,A. Griffin bad pass TURNOVER (1 TO),"[1631100, 1628971]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Brown,1628971.0,,,,,
161,PT11M07.00S,2023-02-05T02:36:57.4Z,2,REGULAR,steal,,[],1628971,,,1610612743,35,30,2023-02-05T02:37:00Z,1610000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
162,PT11M02.00S,2023-02-05T02:37:01.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203484,76.82325886990802,86.27450980392157,1610612743,38,30,2023-02-05T02:37:54Z,1620000,False,181.0,165.0,1,right,K. Caldwell-Pope 24' 3PT  (4 PTS) (B. Brown 2 AST),"[203484, 1628971]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,4.0,24.55,B. Brown,1628971.0,2.0,,,,,,,,
164,PT10M43.00S,2023-02-05T02:37:20.4Z,2,REGULAR,3pt,Jump Shot,[],1628988,5.732588699080158,97.05882352941177,1610612737,38,30,2023-02-05T02:37:25Z,1640000,False,-235.0,1.0,1,left,MISS A. Holiday step back 3PT,[1628988],1610612737.0,ATL,step back,,,Holiday,A. Holiday,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.53,,,,,,,,,,,
165,PT10M41.00S,2023-02-05T02:37:22.4Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,38,30,2023-02-05T02:37:25Z,1650000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,,,,,,,164.0,,,,,,,,,1.0,1.0,0.0,,
166,PT10M36.00S,2023-02-05T02:37:28.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,93.24901445466492,56.127450980392155,1610612743,38,30,2023-02-05T02:37:38Z,1660000,False,31.0,11.0,1,right,MISS C. Braun running Layup,[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.25,,,,,,,,,,,
167,PT10M36.00S,2023-02-05T02:37:29.2Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,38,30,2023-02-05T02:37:29Z,1670000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,166.0,,,,,,,,,2.0,1.0,1.0,,
168,PT10M34.00S,2023-02-05T02:37:30.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,92.72339027595268,54.90196078431373,1610612743,40,30,2023-02-05T02:37:41Z,1680000,False,25.0,16.0,1,right,Z. Nnaji putback Layup (2 PTS),[1630192],1610612743.0,DEN,putback,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.92,,,,,,,,,,,
169,PT10M13.00S,2023-02-05T02:37:51.1Z,2,REGULAR,turnover,bad pass,[],1628988,,,1610612737,40,30,2023-02-05T02:37:59Z,1690000,False,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 1630192]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Nnaji,1630192.0,,,,,
