actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
436,PT02M29.00S,2022-11-06T02:39:24.0Z,3,REGULAR,substitution,out,[],203999,,,1610612743,94,68,2022-11-06T02:39:38Z,4350000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M29.00S,2022-11-06T02:39:24.0Z,3,REGULAR,substitution,out,[],1629640,,,1610612743,94,68,2022-11-06T02:39:38Z,4360000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M29.00S,2022-11-06T02:39:24.0Z,3,REGULAR,substitution,in,[],201599,,,1610612743,94,68,2022-11-06T02:39:38Z,4370000,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M29.00S,2022-11-06T02:39:24.0Z,3,REGULAR,substitution,in,[],1629676,,,1610612743,94,68,2022-11-06T02:39:38Z,4380000,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M29.00S,2022-11-06T02:39:45.0Z,3,REGULAR,freethrow,2 of 2,[],203484,,,1610612743,94,68,2022-11-06T02:39:45Z,4390000,,,0,,MISS K. Caldwell-Pope Free Throw 2 of 2,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
441,PT02M27.00S,2022-11-06T02:39:45.6Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,94,68,2022-11-06T02:39:45Z,4400000,,,0,,J. Poeltl REBOUND (Off:2 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,440.0,7.0,5.0,2.0,,,,,
442,PT02M18.00S,2022-11-06T02:39:54.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,82.21090670170827,52.69607843137255,1610612759,94,70,2022-11-06T02:40:03Z,4410000,13.0,115.0,1,right,D. Vassell 11' fadeaway Jump Shot (13 PTS),[1630170],1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,11.55,Made,13.0,,,,,,,,,,,,,,,,,
443,PT01M58.00S,2022-11-06T02:40:14.4Z,3,REGULAR,3pt,Jump Shot,[],1628971,5.338370565045992,96.32352941176471,1610612743,94,70,2022-11-06T02:40:18Z,4420000,-232.0,-2.0,1,left,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
444,PT01M55.00S,2022-11-06T02:40:17.4Z,3,REGULAR,rebound,defensive,[],1629676,,,1610612759,94,70,2022-11-06T02:40:18Z,4430000,,,0,,I. Roby REBOUND (Off:0 Def:1),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,443.0,1.0,1.0,0.0,,,,,
445,PT01M49.00S,2022-11-06T02:40:23.8Z,3,REGULAR,3pt,Jump Shot,[],1630170,68.80749014454665,32.35294117647059,1610612759,94,70,2022-11-06T02:40:28Z,4440000,-88.0,241.0,1,right,MISS D. Vassell 25' pullup 3PT,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
446,PT01M46.00S,2022-11-06T02:40:26.8Z,3,REGULAR,rebound,defensive,[],201599,,,1610612743,94,70,2022-11-06T02:40:28Z,4450000,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,445.0,4.0,3.0,1.0,,,,,
447,PT01M36.00S,2022-11-06T02:40:36.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201599,7.440867279894875,54.166666666666664,1610612743,96,70,2022-11-06T02:40:43Z,4460000,-21.0,17.0,1,left,D. Jordan reverse Layup (4 PTS) (B. Hyland 2 AST),"[201599, 1630538]",1610612743.0,DEN,reverse,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,2.71,Made,4.0,B. Hyland,1630538.0,2.0,,,,,,,,,,,,,,
449,PT01M15.00S,2022-11-06T02:40:58.8Z,3,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612759,96,70,2022-11-06T02:41:07Z,4480000,,,0,,B. Brown shooting personal FOUL (2 PF) (Vassell 2 FT),"[1628971, 1630170]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,,,,,202035.0,2.0,0.0,Vassell,1630170.0,,,,,,,,,
451,PT01M15.00S,2022-11-06T02:41:27.0Z,3,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,96,70,2022-11-06T02:41:27Z,4500000,,,0,,MISS D. Vassell Free Throw 1 of 2,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
452,PT01M15.00S,2022-11-06T02:41:27.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,96,70,2022-11-06T02:41:27Z,4510000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,451.0,,,,,,,,
453,PT01M15.00S,2022-11-06T02:41:27.6Z,3,REGULAR,substitution,out,[],203484,,,1610612759,96,70,2022-11-06T02:41:29Z,4520000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT01M15.00S,2022-11-06T02:41:27.6Z,3,REGULAR,substitution,in,[],1629008,,,1610612759,96,70,2022-11-06T02:41:29Z,4530000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT01M15.00S,2022-11-06T02:41:43.5Z,3,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,96,71,2022-11-06T02:41:43Z,4540000,,,0,,D. Vassell Free Throw 2 of 2 (14 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
456,PT01M08.00S,2022-11-06T02:41:54.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628971,8.360709592641262,50.98039215686274,1610612743,96,71,2022-11-06T02:42:16Z,4550000,-5.0,26.0,1,left,MISS B. Brown driving DUNK,[1628971],1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.66,Missed,,,,,,,,,,,,,,,,,,
457,PT01M06.00S,2022-11-06T02:41:56.2Z,3,REGULAR,rebound,defensive,[],1626196,,,1610612759,96,71,2022-11-06T02:42:04Z,4560000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,456.0,1.0,1.0,0.0,,,,,
458,PT01M02.00S,2022-11-06T02:41:59.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,71.17279894875165,18.38235294117647,1610612759,96,74,2022-11-06T02:43:19Z,4570000,-158.0,218.0,1,right,D. Vassell 26' 3PT running pullup (17 PTS) (J. Richardson 3 AST),"[1630170, 1626196]",1610612759.0,SAS,running pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,26.97,Made,17.0,J. Richardson,1626196.0,3.0,,,,,,,,,,,,,,
460,PT00M48.20S,2022-11-06T02:42:22.5Z,3,REGULAR,foul,personal,[],1626196,,,1610612743,96,74,2022-11-06T02:42:54Z,4590000,,,0,,J. Richardson personal FOUL (3 PF),"[1626196, 201145]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,,,,,,,202049.0,3.0,0.0,Green,201145.0,,,,,,,,,
462,PT00M40.00S,2022-11-06T02:42:51.6Z,3,REGULAR,3pt,Jump Shot,[],1630538,9.149145860709593,96.07843137254902,1610612743,99,74,2022-11-06T02:42:57Z,4610000,-230.0,34.0,1,left,B. Hyland 3PT step back (13 PTS),[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,Left Corner 3,24+ Left,23.28,Made,13.0,,,,,,,,,,,,,,,,,
463,PT00M31.20S,2022-11-06T02:43:02.5Z,3,REGULAR,2pt,Jump Shot,[],1626196,79.31997371879106,45.34313725490196,1610612759,99,74,2022-11-06T02:43:08Z,4620000,-23.0,142.0,1,right,MISS J. Richardson 14' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Center,14.38,Missed,,,,,,,,,,,,,,,,,,
464,PT00M28.90S,2022-11-06T02:43:04.8Z,3,REGULAR,rebound,defensive,[],201599,,,1610612743,99,74,2022-11-06T02:43:08Z,4630000,,,0,,D. Jordan REBOUND (Off:1 Def:4),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,463.0,5.0,4.0,1.0,,,,,
465,PT00M09.40S,2022-11-06T02:43:24.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,13.748357424441524,50.0,1610612743,99,74,2022-11-06T02:44:43Z,4640000,0.0,77.0,1,left,MISS B. Hyland 7' driving floating Shot - blocked,"[1630538, 1630170]",1610612743.0,DEN,driving floating,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,7.67,Missed,,,,,,,,,,,,,,Vassell,1630170.0,,,
466,PT00M09.40S,2022-11-06T02:43:24.3Z,3,REGULAR,block,,[],1630170,,,1610612743,99,74,2022-11-06T02:43:26Z,4650000,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
467,PT00M06.50S,2022-11-06T02:43:27.2Z,3,REGULAR,rebound,defensive,[],1629676,,,1610612759,99,74,2022-11-06T02:43:33Z,4660000,,,0,,I. Roby REBOUND (Off:0 Def:2),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,465.0,2.0,2.0,0.0,,,,,
468,PT00M06.10S,2022-11-06T02:43:29.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629676,92.32917214191852,48.28431372549019,1610612759,99,76,2022-11-06T02:45:21Z,4670000,-9.0,20.0,1,right,I. Roby running DUNK (2 PTS),[1629676],1610612759.0,SAS,running,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,,,,,,,,,,,,,,,,
469,PT00M06.10S,2022-11-06T02:43:37.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629008,,,1610612759,99,76,2022-11-06T02:43:45Z,4680000,,,0,,M. Porter Jr. shooting personal FOUL (3 PF) (Roby 1 FT),"[1629008, 1629676]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,3.0,0.0,Roby,1629676.0,,,,,,,,,
471,PT00M06.10S,2022-11-06T02:44:02.4Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629676,,,1610612759,99,76,2022-11-06T02:44:02Z,4700000,,,0,,MISS I. Roby Free Throw 1 of 1,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
472,PT00M02.30S,2022-11-06T02:44:06.2Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,99,76,2022-11-06T02:44:06Z,4710000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:8),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,471.0,9.0,8.0,1.0,,,,,
473,PT00M00.10S,2022-11-06T02:44:08.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201145,7.046649145860711,44.6078431372549,1610612743,99,76,2022-11-06T02:44:16Z,4720000,27.0,14.0,1,left,MISS J. Green running finger roll Layup,[201145],1610612743.0,DEN,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,,,,,,,,,,,
474,PT00M00.10S,2022-11-06T02:44:08.0Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,99,76,2022-11-06T02:44:16Z,4730000,,,0,,D. Vassell REBOUND (Off:0 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,473.0,4.0,4.0,0.0,,,,,
475,PT00M00.00S,2022-11-06T02:44:35.3Z,3,REGULAR,period,end,[],0,,,1610612759,99,76,2022-11-06T02:44:35Z,4740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2022-11-06T02:44:51.2Z,4,REGULAR,substitution,out,['startperiod'],1629676,,,1610612759,99,76,2022-11-06T02:46:48Z,4750000,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2022-11-06T02:44:51.2Z,4,REGULAR,substitution,in,['startperiod'],1629640,,,1610612759,99,76,2022-11-06T02:46:48Z,4760000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2022-11-06T02:46:51.6Z,4,REGULAR,period,start,[],0,,,1610612759,99,76,2022-11-06T02:46:51Z,4770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT11M42.00S,2022-11-06T02:47:09.9Z,4,REGULAR,foul,offensive,[],1626196,,,1610612759,99,76,2022-11-06T02:47:17Z,4780000,,,0,,J. Richardson offensive FOUL (4 PF),"[1626196, 1630538]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Center,,,,,,,202049.0,4.0,0.0,Hyland,1630538.0,,,,,,,,,
481,PT11M42.00S,2022-11-06T02:47:09.9Z,4,REGULAR,turnover,offensive foul,[],1626196,,,1610612759,99,76,2022-11-06T02:47:09Z,4800000,,,0,,J. Richardson offensive foul TURNOVER (2 TO),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Center,,,,,,,202049.0,,,,,,,,,,,2.0,,
482,PT11M32.00S,2022-11-06T02:47:31.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628971,18.873193166885677,38.970588235294116,1610612743,99,76,2022-11-06T02:49:01Z,4810000,55.0,125.0,1,left,MISS B. Brown 13' floating Shot,[1628971],1610612743.0,DEN,floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.65,Missed,,,,,,,,,,,,,,,,,,
483,PT11M29.00S,2022-11-06T02:47:34.1Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612743,99,76,2022-11-06T02:47:34Z,4820000,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,482.0,3.0,2.0,1.0,,,,,
484,PT11M23.00S,2022-11-06T02:47:40.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629008,32.276609724047304,58.82352941176471,1610612743,99,76,2022-11-06T02:47:44Z,4830000,-44.0,251.0,1,left,MISS M. Porter Jr. 25' step back 3PT,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
485,PT11M21.00S,2022-11-06T02:47:42.3Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,99,76,2022-11-06T02:47:44Z,4840000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,484.0,3.0,3.0,0.0,,,,,
486,PT11M14.00S,2022-11-06T02:47:50.0Z,4,REGULAR,3pt,Jump Shot,[],1626196,76.16622864651774,10.784313725490197,1610612759,99,76,2022-11-06T02:47:55Z,4850000,-196.0,172.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
487,PT11M11.00S,2022-11-06T02:47:53.0Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,99,76,2022-11-06T02:47:55Z,4860000,,,0,,D. Jordan REBOUND (Off:1 Def:5),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,486.0,6.0,5.0,1.0,,,,,
488,PT11M07.00S,2022-11-06T02:47:56.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,26.888961892247043,16.42156862745098,1610612743,102,76,2022-11-06T02:49:58Z,4870000,168.0,200.0,1,left,B. Hyland 26' 3PT running pullup (16 PTS) (B. Brown 3 AST),"[1630538, 1628971]",1610612743.0,DEN,running pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,26.14,Made,16.0,B. Brown,1628971.0,3.0,,,,,,,,,,,,,,
491,PT10M51.00S,2022-11-06T02:48:12.1Z,4,REGULAR,turnover,bad pass,[],1627751,,,1610612759,102,76,2022-11-06T02:48:20Z,4890000,,,0,,J. Poeltl bad pass TURNOVER (2 TO),"[1627751, 1630538]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,2.0,Hyland,1630538.0
492,PT10M51.00S,2022-11-06T02:48:12.1Z,4,REGULAR,steal,,[],1630538,,,1610612743,102,76,2022-11-06T02:48:13Z,4900000,,,0,,B. Hyland STEAL (1 STL),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
493,PT10M46.00S,2022-11-06T02:48:18.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628971,7.30946123521682,42.15686274509804,1610612743,102,76,2022-11-06T02:48:33Z,4910000,39.0,16.0,1,left,MISS B. Brown running Layup,[1628971],1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,,
494,PT10M46.00S,2022-11-06T02:48:18.0Z,4,REGULAR,rebound,offensive,[],201599,,,1610612743,102,76,2022-11-06T02:48:33Z,4920000,,,0,,D. Jordan REBOUND (Off:2 Def:5),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,493.0,7.0,5.0,2.0,,,,,
495,PT10M43.00S,2022-11-06T02:48:20.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201599,5.590000152587891,50.0,1610612743,104,76,2022-11-06T02:48:38Z,4930000,0.0,0.0,1,left,D. Jordan tip Layup (6 PTS),[201599],1610612743.0,DEN,tip,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
496,PT10M29.00S,2022-11-06T02:48:34.4Z,4,REGULAR,3pt,Jump Shot,[],1629640,72.48685939553219,12.254901960784313,1610612759,104,79,2022-11-06T02:48:42Z,4940000,-189.0,206.0,1,right,K. Johnson 27' 3PT  (22 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,27.94,Made,22.0,,,,,,,,,,,,,,,,,
498,PT10M03.00S,2022-11-06T02:49:00.8Z,4,REGULAR,3pt,Jump Shot,[],1630538,26.757555847568987,86.02941176470588,1610612743,107,79,2022-11-06T02:49:05Z,4960000,-180.0,199.0,1,left,B. Hyland 26' 3PT  (19 PTS) (D. Jordan 1 AST),"[1630538, 201599]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,26.84,Made,19.0,D. Jordan,201599.0,1.0,,,,,,,,,,,,,,
500,PT09M47.00S,2022-11-06T02:49:16.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,91.14651773981603,61.029411764705884,1610612759,107,79,2022-11-06T02:49:22Z,4980000,55.0,31.0,1,right,MISS K. Johnson 6' turnaround fadeaway Shot,[1629640],1610612759.0,SAS,turnaround fadeaway,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
501,PT09M45.00S,2022-11-06T02:49:18.5Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,107,79,2022-11-06T02:49:22Z,4990000,,,0,,J. Poeltl REBOUND (Off:3 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,500.0,8.0,5.0,3.0,,,,,
502,PT09M43.00S,2022-11-06T02:49:20.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,92.9862023653088,55.88235294117647,1610612759,107,79,2022-11-06T02:49:27Z,5000000,29.0,13.0,1,right,MISS J. Poeltl putback Layup,[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
503,PT09M42.00S,2022-11-06T02:49:21.2Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,107,79,2022-11-06T02:49:27Z,5010000,,,0,,D. Jordan REBOUND (Off:2 Def:6),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,502.0,8.0,6.0,2.0,,,,,
504,PT09M33.00S,2022-11-06T02:49:31.2Z,4,REGULAR,turnover,out-of-bounds,[],201599,,,1610612743,107,79,2022-11-06T02:49:37Z,5020000,,,0,,D. Jordan bad pass out-of-bounds TURNOVER (1 TO),[201599],1610612743.0,DEN,bad pass,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,,,202049.0,,,,,,,,,,,1.0,,
505,PT09M33.00S,2022-11-06T02:49:33.1Z,4,REGULAR,substitution,out,[],1626196,,,1610612759,107,79,2022-11-06T02:49:39Z,5030000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M33.00S,2022-11-06T02:49:33.1Z,4,REGULAR,substitution,in,[],1630200,,,1610612759,107,79,2022-11-06T02:49:39Z,5040000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M11.00S,2022-11-06T02:50:05.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630170,93.11760840998686,62.745098039215684,1610612759,107,79,2022-11-06T02:50:10Z,5050000,64.0,12.0,1,right,MISS D. Vassell 6' driving floating bank Shot,[1630170],1610612759.0,SAS,driving floating bank,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,6.49,Missed,,,,,,,,,,,,,,,,,,
508,PT09M09.00S,2022-11-06T02:50:07.4Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612743,107,79,2022-11-06T02:50:10Z,5060000,,,0,,B. Hyland REBOUND (Off:1 Def:3),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,507.0,4.0,3.0,1.0,,,,,
509,PT09M04.00S,2022-11-06T02:50:12.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,6.652431011826544,49.754901960784316,1610612743,109,79,2022-11-06T02:50:20Z,5070000,1.0,10.0,1,left,B. Brown running Layup (9 PTS) (B. Hyland 3 AST),"[1628971, 1630538]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.01,Made,9.0,B. Hyland,1630538.0,3.0,,,,,,,,,,,,,,
511,PT08M59.00S,2022-11-06T02:50:19.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,92.9862023653088,56.86274509803921,1610612759,109,81,2022-11-06T02:53:34Z,5090000,34.0,13.0,1,right,D. Vassell driving Layup (19 PTS) (T. Jones 6 AST),"[1630170, 1630200]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,3.68,Made,19.0,T. Jones,1630200.0,6.0,,,,,,,,,,,,,,
513,PT08M59.00S,2022-11-06T02:50:21.6Z,4,REGULAR,foul,personal,['1freethrow'],201145,,,1610612759,109,81,2022-11-06T02:50:34Z,5110000,,,0,,J. Green shooting personal FOUL (1 PF) (Vassell 1 FT),"[201145, 1630170]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,1.0,0.0,Vassell,1630170.0,,,,,,,,,
515,PT08M59.00S,2022-11-06T02:50:30.0Z,4,REGULAR,substitution,out,[],1628971,,,1610612759,109,81,2022-11-06T02:51:33Z,5130000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M59.00S,2022-11-06T02:50:30.0Z,4,REGULAR,substitution,out,[],1627751,,,1610612759,109,81,2022-11-06T02:51:33Z,5140000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT08M59.00S,2022-11-06T02:50:30.0Z,4,REGULAR,substitution,in,[],1631128,,,1610612759,109,81,2022-11-06T02:51:33Z,5150000,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT08M59.00S,2022-11-06T02:50:30.0Z,4,REGULAR,substitution,in,[],1629676,,,1610612759,109,81,2022-11-06T02:51:33Z,5160000,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT08M59.00S,2022-11-06T02:51:00.5Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1630170,,,1610612759,109,82,2022-11-06T02:51:00Z,5170000,,,0,,D. Vassell Free Throw 1 of 1 (20 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
