actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
399,PT09M41.00S,2022-10-23T02:29:13.7Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,64,58,2022-10-23T02:29:13Z,3870000,,,0,,L. Dort Free Throw 1 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
400,PT09M41.00S,2022-10-23T02:29:14.4Z,3,REGULAR,substitution,out,[],1629008,,,1610612760,64,58,2022-10-23T02:29:18Z,3880000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT09M41.00S,2022-10-23T02:29:14.4Z,3,REGULAR,substitution,in,[],1628971,,,1610612760,64,58,2022-10-23T02:29:18Z,3890000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT09M41.00S,2022-10-23T02:29:32.1Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,64,59,2022-10-23T02:29:32Z,3900000,,,0,,L. Dort Free Throw 2 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
403,PT09M31.00S,2022-10-23T02:29:44.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,19.92444152431012,63.48039215686274,1610612743,66,59,2022-10-23T02:29:48Z,3910000,-67.0,135.0,1,left,J. Murray 15' pullup Jump Shot (12 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,15.07,Made,,,,,,,,12.0,,,,,,,,,,
404,PT09M20.00S,2022-10-23T02:29:55.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.06636005256242,43.872549019607845,1610612760,66,61,2022-10-23T02:30:01Z,3920000,-31.0,22.0,1,right,J. Giddey cutting Layup (10 PTS) (L. Dort 2 AST),"[1630581, 1629652]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.77,Made,,,,,,,,10.0,L. Dort,1629652.0,2.0,,,,,,,
406,PT09M08.00S,2022-10-23T02:30:07.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.835085413929041,55.14705882352941,1610612743,68,61,2022-10-23T02:30:11Z,3940000,-26.0,21.0,1,left,N. Jokic Layup (6 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.33,Made,,,,,,,,6.0,,,,,,,,,,
407,PT08M54.00S,2022-10-23T02:30:21.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,88.12417871222075,56.372549019607845,1610612760,68,61,2022-10-23T02:30:26Z,3950000,32.0,59.0,1,right,MISS L. Dort 6' cutting Layup - blocked,"[1629652, 203999]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,Jokic,203999.0,,,,,
408,PT08M54.00S,2022-10-23T02:30:21.6Z,3,REGULAR,block,,[],203999,,,1610612760,68,61,2022-10-23T02:30:23Z,3960000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
409,PT08M52.00S,2022-10-23T02:30:23.6Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,68,61,2022-10-23T02:30:26Z,3970000,,,0,,N. Jokic REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,407.0,8.0,8.0,0.0,,,,,,,,,,,,,,
410,PT08M48.00S,2022-10-23T02:30:27.4Z,3,REGULAR,3pt,Jump Shot,[],1628971,11.12023653088042,3.1862745098039214,1610612743,68,61,2022-10-23T02:30:35Z,3980000,234.0,52.0,1,left,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,23.98,Missed,,,,,,,,,,,,,,,,,,
411,PT08M47.00S,2022-10-23T02:30:34.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,68,61,2022-10-23T02:30:34Z,3990000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Right Corner 3,24+ Right,,,410.0,,,,,,,,,,,,,,,,,
412,PT08M47.00S,2022-10-23T02:30:35.0Z,3,REGULAR,foul,personal,[],203488,,,1610612743,68,61,2022-10-23T02:31:07Z,4000000,,,0,,M. Muscala loose ball personal FOUL (1 PF),"[203488, 203932]",1610612760.0,OKC,loose ball,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Gordon,203932.0
414,PT08M47.00S,2022-10-23T02:30:46.7Z,3,REGULAR,substitution,out,[],1629652,,,1610612743,68,61,2022-10-23T02:30:55Z,4020000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT08M47.00S,2022-10-23T02:30:46.7Z,3,REGULAR,substitution,in,[],1630598,,,1610612743,68,61,2022-10-23T02:30:55Z,4030000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT08M37.00S,2022-10-23T02:31:06.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627750,7.178055190538765,56.86274509803921,1610612743,70,61,2022-10-23T02:31:42Z,4040000,-34.0,15.0,1,left,J. Murray driving finger roll Layup (14 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,,14.0,,,,,,,,,,
417,PT08M36.00S,2022-10-23T02:31:16.5Z,3,REGULAR,foul,technical,['1freethrow'],1627750,,,1610612760,70,61,2022-10-23T02:31:25Z,4050000,,,0,,J. Murray technical FOUL (1 Tech),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,2715.0,0.0,1.0,,
418,PT08M36.00S,2022-10-23T02:31:31.2Z,3,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,70,62,2022-10-23T02:31:31Z,4060000,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (18 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,18.0,,,,,,,,,,
419,PT08M22.00S,2022-10-23T02:32:04.8Z,3,REGULAR,2pt,Jump Shot,[],1628983,78.66294349540078,37.99019607843137,1610612760,70,62,2022-10-23T02:36:07Z,4070000,-60.0,148.0,1,right,MISS S. Gilgeous-Alexander 15' turnaround fadeaway Shot,[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,15.98,Missed,,,,,,,,,,,,,,,,,,
420,PT08M18.00S,2022-10-23T02:32:08.8Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612743,70,62,2022-10-23T02:32:10Z,4080000,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Center,,,419.0,2.0,1.0,1.0,,,,,,,,,,,,,,
421,PT08M10.00S,2022-10-23T02:32:20.4Z,3,REGULAR,foul,personal,[],1628983,,,1610612743,70,62,2022-10-23T02:32:25Z,4090000,,,0,,S. Gilgeous-Alexander personal FOUL (2 PF),"[1628983, 203999]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Jokic,203999.0
423,PT07M58.00S,2022-10-23T02:32:47.4Z,3,REGULAR,3pt,Jump Shot,[],203932,8.09789750328515,95.09803921568627,1610612743,70,62,2022-10-23T02:32:52Z,4110000,-225.0,24.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
424,PT07M54.00S,2022-10-23T02:32:51.4Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,70,62,2022-10-23T02:32:52Z,4120000,,,0,,A. Wiggins REBOUND (Off:0 Def:5),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,423.0,5.0,5.0,0.0,,,,,,,,,,,,,,
425,PT07M49.00S,2022-10-23T02:32:55.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203488,66.04796320630749,37.745098039215684,1610612760,70,62,2022-10-23T02:35:58Z,4130000,-61.0,267.0,1,right,MISS M. Muscala 27' running 3PT,[203488],1610612760.0,OKC,running,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Center,27.36,Missed,,,,,,,,,,,,,,,,,,
426,PT07M47.00S,2022-10-23T02:32:57.5Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,70,62,2022-10-23T02:33:02Z,4140000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:4),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,425.0,4.0,4.0,0.0,,,,,,,,,,,,,,
427,PT07M42.00S,2022-10-23T02:33:03.4Z,3,REGULAR,turnover,lost ball,[],203484,,,1610612743,70,62,2022-10-23T02:33:07Z,4150000,,,0,,K. Caldwell-Pope lost ball TURNOVER (1 TO),"[203484, 1628983]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
428,PT07M42.00S,2022-10-23T02:33:03.4Z,3,REGULAR,steal,,[],1628983,,,1610612760,70,62,2022-10-23T02:33:37Z,4160000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
429,PT07M35.00S,2022-10-23T02:33:11.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203488,66.3107752956636,44.6078431372549,1610612760,70,65,2022-10-23T02:33:15Z,4170000,-27.0,264.0,1,right,M. Muscala 26' 3PT  (8 PTS) (S. Gilgeous-Alexander 6 AST),"[203488, 1628983]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Center,26.56,Made,,,,,,,,8.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,
431,PT07M06.00S,2022-10-23T02:33:39.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,18.347568988173457,35.049019607843135,1610612743,70,65,2022-10-23T02:37:34Z,4190000,75.0,120.0,1,left,MISS B. Brown 14' driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,14.14,Missed,,,,,,,,,,,,,,,,,,
432,PT07M05.00S,2022-10-23T02:33:40.2Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,70,65,2022-10-23T02:33:47Z,4200000,,,0,,A. Gordon REBOUND (Off:4 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Right,,,431.0,7.0,3.0,4.0,,,,,,,,,,,,,,
433,PT07M05.00S,2022-10-23T02:33:45.3Z,3,REGULAR,foul,personal,['2freethrow'],203488,,,1610612743,70,65,2022-10-23T02:33:53Z,4210000,,,0,,M. Muscala shooting personal FOUL (2 PF) (Gordon 2 FT),"[203488, 203932]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Gordon,203932.0
435,PT07M05.00S,2022-10-23T02:34:08.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203932,,,1610612743,71,65,2022-10-23T02:34:08Z,4230000,,,0,,A. Gordon Free Throw 1 of 2 (6 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
436,PT07M05.00S,2022-10-23T02:34:23.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203932,,,1610612743,71,65,2022-10-23T02:34:23Z,4240000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
437,PT07M02.00S,2022-10-23T02:34:24.2Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,71,65,2022-10-23T02:34:24Z,4250000,,,0,,J. Giddey REBOUND (Off:2 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,436.0,5.0,3.0,2.0,,,,,,,,,,,,,,
438,PT06M48.00S,2022-10-23T02:34:38.3Z,3,REGULAR,3pt,Jump Shot,[],1629647,77.87450722733246,7.8431372549019605,1610612760,71,65,2022-10-23T02:34:43Z,4260000,-211.0,155.0,1,right,MISS D. Bazley 26' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
439,PT06M45.00S,2022-10-23T02:34:41.3Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,71,65,2022-10-23T02:34:43Z,4270000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:5),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,438.0,5.0,5.0,0.0,,,,,,,,,,,,,,
440,PT06M34.00S,2022-10-23T02:34:53.0Z,3,REGULAR,3pt,Jump Shot,[],1627750,32.670827858081466,58.333333333333336,1610612743,71,65,2022-10-23T02:34:58Z,4280000,-42.0,255.0,1,left,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
441,PT06M30.00S,2022-10-23T02:34:57.0Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,71,65,2022-10-23T02:34:58Z,4290000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,440.0,2.0,2.0,0.0,,,,,,,,,,,,,,
442,PT06M09.00S,2022-10-23T02:35:18.0Z,3,REGULAR,2pt,Jump Shot,[],1628983,85.10183968462549,28.186274509803923,1610612760,71,65,2022-10-23T02:35:23Z,4300000,-109.0,88.0,1,right,MISS S. Gilgeous-Alexander 13' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.99,Missed,,,,,,,,,,,,,,,,,,
443,PT06M06.00S,2022-10-23T02:35:21.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,71,65,2022-10-23T02:35:23Z,4310000,,,0,,N. Jokic REBOUND (Off:0 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,442.0,9.0,9.0,0.0,,,,,,,,,,,,,,
444,PT06M03.00S,2022-10-23T02:35:26.8Z,3,REGULAR,turnover,double dribble,[],203484,,,1610612743,71,65,2022-10-23T02:35:45Z,4320000,,,0,,K. Caldwell-Pope double dribble TURNOVER (2 TO),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,,,,,,,,,2715.0,,,,
445,PT06M03.00S,2022-10-23T02:35:37.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,71,65,2022-10-23T02:36:05Z,4330000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT06M03.00S,2022-10-23T02:38:09.3Z,3,REGULAR,substitution,out,[],1627750,,,1610612760,71,65,2022-10-23T02:38:31Z,4340000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT06M03.00S,2022-10-23T02:38:09.3Z,3,REGULAR,substitution,out,[],1628983,,,1610612760,71,65,2022-10-23T02:38:31Z,4350000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT06M03.00S,2022-10-23T02:38:09.3Z,3,REGULAR,substitution,in,[],1631128,,,1610612760,71,65,2022-10-23T02:38:31Z,4360000,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT06M03.00S,2022-10-23T02:38:09.3Z,3,REGULAR,substitution,in,[],1630544,,,1610612760,71,65,2022-10-23T02:38:31Z,4370000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M41.00S,2022-10-23T02:39:08.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,71.17279894875165,19.11764705882353,1610612760,71,65,2022-10-23T02:39:17Z,4390000,-154.0,218.0,1,right,MISS J. Giddey 26' step back 3PT,[1630581],1610612760.0,OKC,step back,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,26.75,Missed,,,,,,,,,,,,,,,,,,
452,PT05M37.00S,2022-10-23T02:39:12.1Z,3,REGULAR,rebound,offensive,[],1630581,,,1610612760,71,65,2022-10-23T02:39:17Z,4400000,,,0,,J. Giddey REBOUND (Off:3 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,451.0,6.0,3.0,3.0,,,,,,,,,,,,,,
453,PT05M36.00S,2022-10-23T02:39:13.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630581,88.64980289093299,36.51960784313725,1610612760,71,65,2022-10-23T02:40:46Z,4410000,-67.0,54.0,1,right,MISS J. Giddey 8' bank Shot,[1630581],1610612760.0,OKC,bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Left,8.65,Missed,,,,,,,,,,,,,,,,,,
454,PT05M34.00S,2022-10-23T02:39:15.1Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,71,65,2022-10-23T02:39:20Z,4420000,,,0,,A. Gordon REBOUND (Off:4 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Left,,,453.0,8.0,4.0,4.0,,,,,,,,,,,,,,
455,PT05M28.00S,2022-10-23T02:39:21.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203999,7.703679369250986,51.225490196078425,1610612743,71,65,2022-10-23T02:39:29Z,4430000,-6.0,20.0,1,left,MISS N. Jokic running DUNK,[203999],1610612743.0,DEN,running,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
456,PT05M26.00S,2022-10-23T02:39:23.0Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,71,65,2022-10-23T02:39:29Z,4440000,,,0,,A. Wiggins REBOUND (Off:0 Def:6),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,455.0,6.0,6.0,0.0,,,,,,,,,,,,,,
457,PT05M23.00S,2022-10-23T02:39:26.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203488,93.11760840998686,44.6078431372549,1610612760,71,67,2022-10-23T02:39:35Z,4450000,-27.0,12.0,1,right,M. Muscala running Layup (10 PTS) (A. Wiggins 1 AST),"[203488, 1630598]",1610612760.0,OKC,running,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,,,,10.0,A. Wiggins,1630598.0,1.0,,,,,,,
459,PT05M02.00S,2022-10-23T02:39:46.8Z,3,REGULAR,3pt,Jump Shot,[],1631128,5.601182654402102,96.81372549019608,1610612743,74,67,2022-10-23T02:39:50Z,4470000,-234.0,0.0,1,left,C. Braun 3PT  (3 PTS) (N. Jokic 10 AST),"[1631128, 203999]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,23.41,Made,,,,,,,,3.0,N. Jokic,203999.0,10.0,,,,,,,
461,PT04M49.00S,2022-10-23T02:40:00.0Z,3,REGULAR,3pt,Jump Shot,[],1629647,76.5604467805519,88.97058823529412,1610612760,74,67,2022-10-23T02:40:04Z,4490000,195.0,168.0,1,right,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
462,PT04M47.00S,2022-10-23T02:40:02.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,74,67,2022-10-23T02:40:04Z,4500000,,,0,,N. Jokic REBOUND (Off:0 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,461.0,10.0,10.0,0.0,,,,,,,,,,,,,,
463,PT04M33.00S,2022-10-23T02:40:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,9.280551905387648,51.225490196078425,1610612743,74,67,2022-10-23T02:42:35Z,4510000,-6.0,35.0,1,left,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,,,,,
464,PT04M32.00S,2022-10-23T02:40:17.8Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,74,67,2022-10-23T02:42:35Z,4520000,,,0,,A. Gordon REBOUND (Off:5 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,463.0,9.0,4.0,5.0,,,,,,,,,,,,,,
465,PT04M32.00S,2022-10-23T02:40:19.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630544,,,1610612743,74,67,2022-10-23T02:40:33Z,4530000,,,0,,T. Mann shooting personal FOUL (3 PF) (Gordon 2 FT),"[1630544, 203932]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202035.0,3.0,0.0,Gordon,203932.0
467,PT04M32.00S,2022-10-23T02:40:50.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203932,,,1610612743,75,67,2022-10-23T02:42:37Z,4550000,,,0,,A. Gordon Free Throw 1 of 2 (7 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
469,PT04M32.00S,2022-10-23T02:40:51.5Z,3,REGULAR,substitution,in,[],1630538,,,1610612743,75,67,2022-10-23T02:40:58Z,4570000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M32.00S,2022-10-23T02:40:51.5Z,3,REGULAR,substitution,out,[],203484,,,1610612743,75,67,2022-10-23T02:43:35Z,4575000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M32.00S,2022-10-23T02:40:50.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203932,,,1610612743,75,67,2022-10-23T02:42:37Z,4580000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
471,PT04M26.00S,2022-10-23T02:40:56.9Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,75,67,2022-10-23T02:42:37Z,4590000,,,0,,J. Giddey REBOUND (Off:3 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,470.0,7.0,4.0,3.0,,,,,,,,,,,,,,
472,PT04M26.00S,2022-10-23T02:41:26.6Z,3,REGULAR,foul,personal,[],1630538,,,1610612760,75,67,2022-10-23T02:41:32Z,4600000,,,0,,B. Hyland personal FOUL (1 PF),"[1630538, 1630581]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Giddey,1630581.0
504,PT04M26.00S,2022-10-23T02:41:39.9Z,3,REGULAR,substitution,out,[],203932,,,1610612760,75,67,2022-10-23T02:47:35Z,4625000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT04M26.00S,2022-10-23T02:41:39.9Z,3,REGULAR,substitution,in,[],201145,,,1610612760,75,67,2022-10-23T02:47:35Z,4632500,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT04M15.00S,2022-10-23T02:41:53.3Z,3,REGULAR,3pt,Jump Shot,[],1630544,88.25558475689881,4.166666666666666,1610612760,75,70,2022-10-23T02:41:57Z,4640000,-229.0,58.0,1,right,T. Mann 3PT  (9 PTS) (D. Bazley 3 AST),"[1630544, 1629647]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,23.64,Made,,,,,,,,9.0,D. Bazley,1629647.0,3.0,,,,,,,
478,PT03M57.00S,2022-10-23T02:42:09.9Z,3,REGULAR,3pt,Jump Shot,[],1631128,30.436925098554536,67.8921568627451,1610612743,78,70,2022-10-23T02:42:16Z,4660000,-89.0,234.0,1,left,C. Braun 25' 3PT  (6 PTS) (B. Hyland 2 AST),"[1631128, 1630538]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,25.02,Made,,,,,,,,6.0,B. Hyland,1630538.0,2.0,,,,,,,
480,PT03M55.00S,2022-10-23T02:42:20.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,78,70,2022-10-23T02:42:20Z,4680000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
