actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
171,PT11M21.00S,2022-10-29T01:39:51.0Z,2,REGULAR,freethrow,1 of 1,[],201144,,,1610612762,35,26,2022-10-29T01:39:51Z,1680000,,,0,,M. Conley technical Free Throw 1 of 1 (8 PTS),[201144],1610612762.0,UTA,technical,,,Conley,M. Conley,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
172,PT11M21.00S,2022-10-29T01:40:07.3Z,2,REGULAR,freethrow,1 of 3,[],1627736,,,1610612762,35,27,2022-10-29T01:40:07Z,1690000,,,0,,M. Beasley Free Throw 1 of 3 (3 PTS),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
173,PT11M21.00S,2022-10-29T01:40:25.6Z,2,REGULAR,freethrow,2 of 3,[],1627736,,,1610612762,35,28,2022-10-29T01:40:25Z,1700000,,,0,,M. Beasley Free Throw 2 of 3 (4 PTS),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
174,PT11M21.00S,2022-10-29T01:40:31.2Z,2,REGULAR,freethrow,3 of 3,[],1627736,,,1610612762,35,29,2022-10-29T01:40:31Z,1710000,,,0,,M. Beasley Free Throw 3 of 3 (5 PTS),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
175,PT11M10.00S,2022-10-29T01:40:47.9Z,2,REGULAR,foul,personal,['2freethrow'],203482,,,1610612743,35,29,2022-10-29T01:41:03Z,1720000,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Jordan 2 FT),"[203482, 201599]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,29031.0,2.0,0.0,Jordan,201599.0
177,PT11M10.00S,2022-10-29T01:41:20.4Z,2,REGULAR,freethrow,1 of 2,[],201599,,,1610612743,36,29,2022-10-29T01:41:20Z,1740000,,,0,,D. Jordan Free Throw 1 of 2 (3 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
178,PT11M10.00S,2022-10-29T01:41:44.6Z,2,REGULAR,freethrow,2 of 2,[],201599,,,1610612743,36,29,2022-10-29T01:41:44Z,1750000,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
179,PT11M08.00S,2022-10-29T01:41:45.4Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,36,29,2022-10-29T01:41:45Z,1760000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,178.0,4.0,3.0,1.0,,,,,,,,,,,,
180,PT11M06.00S,2022-10-29T01:41:46.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,14.668199737187912,49.01960784313725,1610612743,38,29,2022-10-29T01:45:08Z,1770000,5.0,85.0,1,left,M. Porter Jr. 8' putback Layup (13 PTS),[1629008],1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.55,Made,,,,,,,13.0,,,,,,,,,,,
181,PT10M49.00S,2022-10-29T01:42:03.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,92.85479632063075,45.34313725490196,1610612762,38,31,2022-10-29T01:42:08Z,1780000,-23.0,15.0,1,right,J. Vanderbilt cutting DUNK (2 PTS) (T. Horton-Tucker 1 AST),"[1629020, 1629659]",1610612762.0,UTA,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,2.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,
183,PT10M36.00S,2022-10-29T01:42:17.0Z,2,REGULAR,3pt,Jump Shot,[],1630538,34.641918528252305,54.166666666666664,1610612743,41,31,2022-10-29T01:42:22Z,1800000,-21.0,273.0,1,left,B. Hyland 27' 3PT pullup (3 PTS),[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,27.39,Made,,,,,,,3.0,,,,,,,,,,,
184,PT10M19.00S,2022-10-29T01:42:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,90.62089356110381,36.76470588235294,1610612762,41,33,2022-10-29T01:42:38Z,1810000,-66.0,36.0,1,right,T. Horton-Tucker 7' driving floating bank Jump Shot (4 PTS),[1629659],1610612762.0,UTA,driving floating bank,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,,,,,,,4.0,,,,,,,,,,,
185,PT10M13.00S,2022-10-29T01:42:42.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,6.258212877792378,57.59803921568627,1610612743,43,33,2022-10-29T01:42:53Z,1820000,-38.0,6.0,1,left,C. Braun running Layup (4 PTS) (M. Porter Jr. 1 AST),"[1631128, 1629008]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,,,4.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,
186,PT10M13.00S,2022-10-29T01:42:47.1Z,2,REGULAR,foul,personal,['1freethrow'],201144,,,1610612743,43,33,2022-10-29T01:42:56Z,1830000,,,0,,M. Conley shooting personal FOUL (1 PF) (Braun 1 FT),"[201144, 1631128]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Braun,1631128.0
189,PT10M13.00S,2022-10-29T01:43:13.0Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1631128,,,1610612743,44,33,2022-10-29T01:43:13Z,1850000,,,0,,C. Braun Free Throw 1 of 1 (5 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
191,PT10M02.00S,2022-10-29T01:43:30.1Z,2,REGULAR,foul,offensive,[],1629020,,,1610612762,44,33,2022-10-29T01:44:11Z,1860000,,,0,,J. Vanderbilt offensive FOUL (1 PF),"[1629020, 1630538]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,29031.0,1.0,0.0,Hyland,1630538.0
193,PT10M02.00S,2022-10-29T01:43:30.1Z,2,REGULAR,turnover,offensive foul,[],1629020,,,1610612762,44,33,2022-10-29T01:43:30Z,1880000,,,0,,J. Vanderbilt offensive foul TURNOVER (1 TO),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,29031.0,,,,
194,PT09M45.00S,2022-10-29T01:44:06.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,4.5499342969776615,77.20588235294117,1610612743,44,33,2022-10-29T01:44:14Z,1890000,-136.0,-10.0,1,left,MISS M. Porter Jr. 13' fadeaway Shot,[1629008],1610612743.0,DEN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,13.63,Missed,,,,,,,,,,,,,,,,,,
195,PT09M41.00S,2022-10-29T01:44:11.3Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,44,33,2022-10-29T01:44:11Z,1900000,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,,194.0,4.0,3.0,1.0,,,,,,,,,,,,
196,PT09M41.00S,2022-10-29T01:44:11.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,5.590000152587891,50.0,1610612743,44,33,2022-10-29T01:44:11Z,1910000,0.0,0.0,1,left,MISS D. Jordan tip Layup,[201599],1610612743.0,DEN,tip,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
197,PT09M40.00S,2022-10-29T01:44:11.8Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,44,33,2022-10-29T01:44:11Z,1920000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Left,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,
198,PT09M34.00S,2022-10-29T01:44:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,92.85479632063075,54.166666666666664,1610612762,44,33,2022-10-29T01:44:26Z,1930000,21.0,15.0,1,right,MISS M. Beasley cutting Layup - blocked,"[1627736, 1631128]",1610612762.0,UTA,cutting,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,2.55,Missed,Braun,1631128.0,,,,,,,,,,,,,,,,
199,PT09M34.00S,2022-10-29T01:44:18.6Z,2,REGULAR,block,,[],1631128,,,1610612762,44,33,2022-10-29T01:44:21Z,1940000,,,0,,C. Braun BLOCK (1 BLK),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT09M31.00S,2022-10-29T01:44:21.6Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,44,33,2022-10-29T01:44:26Z,1950000,,,0,,C. Braun REBOUND (Off:1 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,198.0,4.0,3.0,1.0,,,,,,,,,,,,
201,PT09M26.00S,2022-10-29T01:44:25.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201145,6.915243101182654,45.34313725490196,1610612743,44,33,2022-10-29T01:44:35Z,1960000,23.0,13.0,1,left,MISS J. Green running Layup,[201145],1610612743.0,DEN,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
202,PT09M26.00S,2022-10-29T01:44:25.5Z,2,REGULAR,rebound,offensive,[],1631128,,,1610612743,44,33,2022-10-29T03:07:49Z,1970000,,,0,,C. Braun REBOUND (Off:2 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,201.0,5.0,3.0,2.0,,,,,,,,,,,,
205,PT09M18.00S,2022-10-29T01:44:33.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630538,26.62614980289093,85.7843137254902,1610612743,47,33,2022-10-29T01:44:39Z,2000000,-179.0,198.0,1,left,B. Hyland 26' 3PT  (6 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,26.67,Made,,,,,,,6.0,,,,,,,,,,,
206,PT09M17.00S,2022-10-29T01:44:59.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,47,33,2022-10-29T01:44:59Z,2010000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M17.00S,2022-10-29T01:46:55.0Z,2,REGULAR,substitution,out,[],1629659,,,1610612762,47,33,2022-10-29T01:47:26Z,2020000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M17.00S,2022-10-29T01:46:55.0Z,2,REGULAR,substitution,out,[],201144,,,1610612762,47,33,2022-10-29T01:47:26Z,2030000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M17.00S,2022-10-29T01:46:55.0Z,2,REGULAR,substitution,out,[],203482,,,1610612762,47,33,2022-10-29T01:47:26Z,2040000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M17.00S,2022-10-29T01:46:55.0Z,2,REGULAR,substitution,in,[],203903,,,1610612762,47,33,2022-10-29T01:47:26Z,2050000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M17.00S,2022-10-29T01:46:55.0Z,2,REGULAR,substitution,in,[],1629012,,,1610612762,47,33,2022-10-29T01:47:26Z,2060000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M17.00S,2022-10-29T01:46:55.0Z,2,REGULAR,substitution,in,[],1630534,,,1610612762,47,33,2022-10-29T01:47:26Z,2070000,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M06.00S,2022-10-29T01:47:40.6Z,2,REGULAR,3pt,Jump Shot,[],203903,72.48685939553219,17.401960784313726,1610612762,47,33,2022-10-29T01:47:45Z,2080000,-163.0,206.0,1,right,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
214,PT09M03.00S,2022-10-29T01:47:43.6Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,47,33,2022-10-29T01:47:45Z,2090000,,,0,,J. Green REBOUND (Off:1 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,213.0,2.0,1.0,1.0,,,,,,,,,,,,
215,PT08M54.00S,2022-10-29T01:47:52.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,6.258212877792378,47.05882352941176,1610612743,49,33,2022-10-29T01:47:56Z,2100000,15.0,6.0,1,left,D. Jordan alley-oop DUNK (5 PTS) (B. Hyland 2 AST),"[201599, 1630538]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,5.0,B. Hyland,1630538.0,2.0,,,,,,,,
217,PT08M38.00S,2022-10-29T01:48:07.4Z,2,REGULAR,3pt,Jump Shot,[],1629012,70.12155059132719,73.52941176470588,1610612762,49,33,2022-10-29T01:51:18Z,2120000,118.0,228.0,1,right,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
218,PT08M37.00S,2022-10-29T01:48:08.4Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,49,33,2022-10-29T01:48:12Z,2130000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,217.0,5.0,4.0,1.0,,,,,,,,,,,,
219,PT08M29.00S,2022-10-29T01:48:18.0Z,2,REGULAR,3pt,Jump Shot,[],1630538,28.07161629434954,77.20588235294117,1610612743,52,33,2022-10-29T01:48:21Z,2140000,-136.0,211.0,1,left,B. Hyland 25' 3PT step back (9 PTS),[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,25.14,Made,,,,,,,9.0,,,,,,,,,,,
220,PT08M08.00S,2022-10-29T01:48:37.9Z,2,REGULAR,2pt,Jump Shot,[],1627736,87.86136662286465,80.3921568627451,1610612762,52,33,2022-10-29T01:48:48Z,2150000,152.0,62.0,1,right,MISS M. Beasley 16' fadeaway Shot,[1627736],1610612762.0,UTA,fadeaway,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Right,16.4,Missed,,,,,,,,,,,,,,,,,,
222,PT08M05.00S,2022-10-29T01:48:40.9Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,52,33,2022-10-29T01:48:42Z,2170000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right,,,,,220.0,6.0,5.0,1.0,,,,,,,,,,,,
223,PT07M53.00S,2022-10-29T01:48:54.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,6.652431011826544,53.92156862745098,1610612743,52,33,2022-10-29T01:48:59Z,2180000,-20.0,10.0,1,left,MISS B. Hyland driving Layup,[1630538],1610612743.0,DEN,driving,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
224,PT07M50.00S,2022-10-29T01:48:57.0Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,52,33,2022-10-29T01:48:59Z,2190000,,,0,,D. Jordan REBOUND (Off:2 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,223.0,5.0,3.0,2.0,,,,,,,,,,,,
225,PT07M50.00S,2022-10-29T01:48:57.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201599,5.590000152587891,50.0,1610612743,52,33,2022-10-29T01:53:11Z,2200000,0.0,0.0,1,left,MISS D. Jordan tip Layup,[201599],1610612743.0,DEN,tip,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
226,PT07M47.00S,2022-10-29T01:49:00.0Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612762,52,33,2022-10-29T01:53:11Z,2210000,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,225.0,1.0,1.0,0.0,,,,,,,,,,,,
227,PT07M46.00S,2022-10-29T01:49:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629020,92.85479632063075,55.392156862745104,1610612762,52,35,2022-10-29T01:49:07Z,2220000,27.0,15.0,1,right,J. Vanderbilt running Layup (4 PTS) (J. Clarkson 1 AST),"[1629020, 203903]",1610612762.0,UTA,running,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,,,4.0,J. Clarkson,203903.0,1.0,,,,,,,,
229,PT07M20.00S,2022-10-29T01:49:25.5Z,2,REGULAR,3pt,Jump Shot,[],1630538,27.151773981603156,21.07843137254902,1610612743,55,35,2022-10-29T01:49:30Z,2240000,145.0,203.0,1,left,B. Hyland 24' 3PT pullup (12 PTS),[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,24.9,Made,,,,,,,12.0,,,,,,,,,,,
231,PT07M03.00S,2022-10-29T01:49:43.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,91.93495400788436,49.01960784313725,1610612762,55,37,2022-10-29T01:49:46Z,2260000,-5.0,23.0,1,right,J. Vanderbilt DUNK (6 PTS) (J. Clarkson 2 AST),"[1629020, 203903]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,,,6.0,J. Clarkson,203903.0,2.0,,,,,,,,
233,PT06M49.00S,2022-10-29T01:49:56.9Z,2,REGULAR,foul,personal,['3freethrow'],1629012,,,1610612743,55,37,2022-10-29T01:50:19Z,2280000,,,0,,C. Sexton shooting personal FOUL (3 PF) (Porter Jr. 3 FT),"[1629012, 1629008]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1148.0,3.0,0.0,Porter Jr.,1629008.0
235,PT06M49.00S,2022-10-29T01:50:33.2Z,2,REGULAR,freethrow,1 of 3,[],1629008,,,1610612743,56,37,2022-10-29T01:50:33Z,2300000,,,0,,M. Porter Jr. Free Throw 1 of 3 (14 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
236,PT06M49.00S,2022-10-29T01:50:45.2Z,2,REGULAR,freethrow,2 of 3,[],1629008,,,1610612743,56,37,2022-10-29T01:50:45Z,2310000,,,0,,MISS M. Porter Jr. Free Throw 2 of 3,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
237,PT06M49.00S,2022-10-29T01:50:45.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,56,37,2022-10-29T01:50:45Z,2320000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,
238,PT06M49.00S,2022-10-29T01:50:45.9Z,2,REGULAR,substitution,out,[],201599,,,1610612743,56,37,2022-10-29T01:51:02Z,2330000,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M49.00S,2022-10-29T01:50:45.9Z,2,REGULAR,substitution,out,[],1627736,,,1610612743,56,37,2022-10-29T01:51:02Z,2340000,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M49.00S,2022-10-29T01:50:45.9Z,2,REGULAR,substitution,out,[],1629020,,,1610612743,56,37,2022-10-29T01:51:02Z,2350000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M49.00S,2022-10-29T01:50:45.9Z,2,REGULAR,substitution,out,[],1629012,,,1610612743,56,37,2022-10-29T01:51:02Z,2360000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M49.00S,2022-10-29T01:50:45.9Z,2,REGULAR,substitution,in,[],203999,,,1610612743,56,37,2022-10-29T01:51:02Z,2370000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M49.00S,2022-10-29T01:50:45.9Z,2,REGULAR,substitution,in,[],1628374,,,1610612743,56,37,2022-10-29T01:51:02Z,2380000,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M49.00S,2022-10-29T01:50:45.9Z,2,REGULAR,substitution,in,[],1629659,,,1610612743,56,37,2022-10-29T01:51:02Z,2390000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M49.00S,2022-10-29T01:50:45.9Z,2,REGULAR,substitution,in,[],1630195,,,1610612743,56,37,2022-10-29T01:51:02Z,2400000,,,0,,SUB in: L. Bolmaro,[1630195],1610612762.0,UTA,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M49.00S,2022-10-29T01:51:04.7Z,2,REGULAR,freethrow,3 of 3,[],1629008,,,1610612743,57,37,2022-10-29T01:51:04Z,2410000,,,0,,M. Porter Jr. Free Throw 3 of 3 (15 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
247,PT06M36.00S,2022-10-29T01:51:20.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,92.85479632063075,57.107843137254896,1610612762,57,39,2022-10-29T01:51:25Z,2420000,36.0,15.0,1,right,O. Agbaji driving Layup (2 PTS) (J. Clarkson 3 AST),"[1630534, 203903]",1610612762.0,UTA,driving,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,3.84,Made,,,,,,,2.0,J. Clarkson,203903.0,3.0,,,,,,,,
249,PT06M14.00S,2022-10-29T01:51:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,8.360709592641262,43.872549019607845,1610612743,57,39,2022-10-29T01:51:47Z,2440000,31.0,26.0,1,left,MISS B. Hyland driving finger roll Layup - blocked,"[1630538, 203903]",1610612743.0,DEN,driving finger roll,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,4.02,Missed,Clarkson,203903.0,,,,,,,,,,,,,,,,
250,PT06M14.00S,2022-10-29T01:51:42.9Z,2,REGULAR,block,,[],203903,,,1610612743,57,39,2022-10-29T01:51:45Z,2450000,,,0,,J. Clarkson BLOCK (2 BLK),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
251,PT06M12.00S,2022-10-29T01:51:44.9Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,57,39,2022-10-29T01:51:47Z,2460000,,,0,,J. Clarkson REBOUND (Off:0 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,249.0,3.0,3.0,0.0,,,,,,,,,,,,
252,PT06M01.00S,2022-10-29T01:51:56.5Z,2,REGULAR,3pt,Jump Shot,[],203903,92.19776609724047,3.9215686274509802,1610612762,57,39,2022-10-29T01:52:00Z,2470000,-230.0,21.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,23.13,Missed,,,,,,,,,,,,,,,,,,
253,PT05M58.00S,2022-10-29T01:51:59.5Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,57,39,2022-10-29T01:52:00Z,2480000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:6),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,252.0,7.0,6.0,1.0,,,,,,,,,,,,
254,PT05M49.00S,2022-10-29T01:52:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,9.017739816031538,50.0,1610612743,57,39,2022-10-29T01:52:12Z,2490000,0.0,32.0,1,left,MISS C. Braun driving Layup,[1631128],1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
255,PT05M47.00S,2022-10-29T01:52:10.1Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,57,39,2022-10-29T01:52:12Z,2500000,,,0,,J. Clarkson REBOUND (Off:0 Def:4),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,254.0,4.0,4.0,0.0,,,,,,,,,,,,
