actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-07T02:11:20.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-07T02:11:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-01-07T02:11:24.9Z,1,REGULAR,jumpball,recovered,[],1630171,,,1610612739,0,0,2023-01-07T02:11:24Z,40000,False,,,0,,Jump Ball J. Allen vs. N. Jokic: Tip to I. Okoro,"[1630171, 1628386, 203999]",1610612739.0,CLE,startperiod,I. Okoro,1630171.0,Okoro,I. Okoro,Allen,1628386.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2023-01-07T02:11:46.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,16.113666228646515,39.46078431372549,1610612739,0,0,2023-01-07T02:11:53Z,70000,False,53.0,99.0,1,left,MISS D. Garland 11' fadeaway Shot,[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,11.22,Missed,,,,,,,,,,,,,,,,,,
8,PT11M29.00S,2023-01-07T02:11:50.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,0,2023-01-07T02:11:53Z,80000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2023-01-07T02:11:59.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,91.67214191852825,50.0,1610612743,2,0,2023-01-07T02:12:03Z,90000,False,0.0,26.0,1,right,N. Jokic turnaround Hook (2 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,2.0,,,,,,,,,,,,,
10,PT10M58.00S,2023-01-07T02:12:21.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,10.726018396846255,44.6078431372549,1610612739,2,0,2023-01-07T02:12:25Z,100000,False,27.0,48.0,1,left,MISS E. Mobley turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
11,PT10M56.00S,2023-01-07T02:12:23.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,0,2023-01-07T02:12:25Z,110000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT10M49.00S,2023-01-07T02:12:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,89.96386333771353,45.09803921568628,1610612743,2,0,2023-01-07T02:12:35Z,120000,False,-25.0,42.0,1,right,MISS M. Porter Jr. driving Layup,[1629008],1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.85,Missed,,,,,,,,,,,,,,,,,,
13,PT10M47.00S,2023-01-07T02:12:32.2Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,2,0,2023-01-07T02:12:32Z,130000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,12.0,2.0,1.0,1.0,,,,,,,,,,,,,,
14,PT10M42.00S,2023-01-07T02:12:37.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203484,86.94152431011827,49.50980392156863,1610612743,4,0,2023-01-07T02:12:40Z,140000,False,-2.0,70.0,1,right,K. Caldwell-Pope 7' pullup Jump Shot (2 PTS) (N. Jokic 1 AST),"[203484, 203999]",1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,
16,PT10M33.00S,2023-01-07T02:12:46.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630171,7.703679369250986,57.59803921568627,1610612739,4,2,2023-01-07T02:14:16Z,160000,False,-38.0,20.0,1,left,I. Okoro driving Layup (2 PTS) (D. Garland 1 AST),"[1630171, 1629636]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,4.29,Made,,,,,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,
18,PT10M09.00S,2023-01-07T02:13:12.5Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612743,4,2,2023-01-07T02:13:21Z,180000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Gordon 2 FT),"[1630596, 203932]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202037.0,1.0,0.0,Gordon,203932.0,,,,,
20,PT10M09.00S,2023-01-07T02:13:37.8Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,4,2,2023-01-07T02:13:37Z,200000,False,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
21,PT10M09.00S,2023-01-07T02:13:37.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,4,2,2023-01-07T02:13:37Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
22,PT10M09.00S,2023-01-07T02:13:56.0Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,5,2,2023-01-07T02:13:56Z,220000,False,,,0,,A. Gordon Free Throw 2 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
23,PT09M49.00S,2023-01-07T02:14:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,9.806176084099869,56.61764705882353,1610612739,5,2,2023-01-07T02:14:28Z,230000,False,-33.0,40.0,1,left,MISS D. Garland driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
24,PT09M48.00S,2023-01-07T02:14:19.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,5,2,2023-01-07T02:14:28Z,240000,False,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT09M43.00S,2023-01-07T02:14:24.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203932,90.3580814717477,53.67647058823529,1610612743,5,2,2023-01-07T02:23:37Z,250000,False,18.0,38.0,1,right,MISS A. Gordon driving Layup - blocked,"[203932, 1630596]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,4.23,Missed,,,,,,,,,,,,,,Mobley,1630596.0,,,
26,PT09M43.00S,2023-01-07T02:14:24.3Z,1,REGULAR,block,,[],1630596,,,1610612743,5,2,2023-01-07T02:15:05Z,260000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M43.00S,2023-01-07T02:14:24.3Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,5,2,2023-01-07T02:14:39Z,270000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M33.00S,2023-01-07T02:14:34.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,11.908672798948752,46.32352941176471,1610612739,5,2,2023-01-07T02:14:47Z,280000,False,18.0,59.0,1,left,MISS I. Okoro 6' driving floating Shot,[1630171],1610612739.0,CLE,driving floating,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,6.22,Missed,,,,,,,,,,,,,,,,,,
29,PT09M30.00S,2023-01-07T02:14:38.7Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,5,2,2023-01-07T02:14:38Z,290000,False,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,
30,PT09M27.00S,2023-01-07T02:15:07.2Z,1,REGULAR,jumpball,recovered,[],1627750,,,1610612739,5,2,2023-01-07T02:15:07Z,300000,False,,,0,,Jump Ball N. Jokic vs. I. Okoro: Tip to J. Murray,"[1627750, 203999, 1630171]",1610612743.0,DEN,heldball,J. Murray,1627750.0,Murray,J. Murray,Jokic,203999.0,Okoro,1630171.0,,,,,,,,,,,,,,,,,,,,,,
33,PT09M27.00S,2023-01-07T02:15:07.2Z,1,REGULAR,turnover,lost ball,[],1630171,,,1610612739,5,2,2023-01-07T02:15:07Z,330000,False,,,0,,I. Okoro lost ball TURNOVER (1 TO),"[1630171, 203999]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,1.0,Jokic,203999.0
