actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
256,PT04M44.00S,2022-11-23T02:54:56.1Z,2,REGULAR,substitution,out,[],1628995,,,1610612765,41,49,2022-11-23T02:55:05Z,2500000,False,,,0,,SUB out: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M44.00S,2022-11-23T02:54:56.1Z,2,REGULAR,substitution,in,[],1630587,,,1610612765,41,49,2022-11-23T02:55:05Z,2510000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M44.00S,2022-11-23T02:54:56.1Z,2,REGULAR,substitution,in,[],1628963,,,1610612765,41,49,2022-11-23T02:55:05Z,2520000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M27.00S,2022-11-23T02:55:25.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,11.514454664914586,47.549019607843135,1610612765,41,49,2022-11-23T02:55:34Z,2530000,False,12.0,56.0,1,left,MISS M. Bagley III driving Hook,[1628963],1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,,,,,,,,,,,,,,
260,PT04M26.00S,2022-11-23T02:55:32.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,41,49,2022-11-23T02:55:32Z,2540000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,259.0,,,,,,,,,,,
261,PT04M22.00S,2022-11-23T02:55:57.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202711,14.4053876478318,64.4607843137255,1610612765,41,49,2022-11-23T02:56:21Z,2550000,False,-72.0,83.0,1,left,MISS B. Bogdanovic 11' turnaround Shot - blocked,"[202711, 203484]",1610612765.0,DET,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Left,11.0,Missed,,,,,,,,,,,,,,,Caldwell-Pope,203484.0,,
262,PT04M22.00S,2022-11-23T02:55:57.8Z,2,REGULAR,block,,[],203484,,,1610612765,41,49,2022-11-23T02:56:01Z,2560000,False,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
263,PT04M21.00S,2022-11-23T02:55:58.8Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,41,49,2022-11-23T02:56:21Z,2570000,False,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,261.0,5.0,4.0,1.0,,,,,,,,
264,PT04M21.00S,2022-11-23T02:56:03.9Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202711,,,1610612743,41,49,2022-11-23T02:56:23Z,2580000,False,,,0,,B. Bogdanovic technical FOUL (1 Tech),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,,203177.0,,,,,,,,,0.0,1.0,,,,,,
266,PT04M21.00S,2022-11-23T02:56:27.0Z,2,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,42,49,2022-11-23T02:56:27Z,2590000,False,,,0,,J. Murray technical Free Throw 1 of 1 (3 PTS),[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
267,PT04M13.00S,2022-11-23T02:56:55.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612743,42,49,2022-11-23T02:57:04Z,2600000,False,,,0,,K. Hayes shooting personal FOUL (2 PF) (Murray 2 FT),"[1630165, 1627750]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,203177.0,,,,,,,,,2.0,0.0,Murray,1627750.0,,,,
269,PT04M13.00S,2022-11-23T02:57:17.6Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,43,49,2022-11-23T02:57:17Z,2620000,False,,,0,,J. Murray Free Throw 1 of 2 (4 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
270,PT04M13.00S,2022-11-23T02:57:28.5Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,44,49,2022-11-23T02:57:28Z,2630000,False,,,0,,J. Murray Free Throw 2 of 2 (5 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
272,PT03M51.00S,2022-11-23T02:58:08.5Z,2,REGULAR,3pt,Jump Shot,[],1630165,10.463206307490145,4.411764705882353,1610612765,44,49,2022-11-23T02:58:13Z,2650000,False,228.0,46.0,1,left,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
273,PT03M48.00S,2022-11-23T02:58:11.5Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,44,49,2022-11-23T02:58:13Z,2660000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,272.0,4.0,4.0,0.0,,,,,,,,
274,PT03M40.00S,2022-11-23T02:58:22.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.85479632063075,56.372549019607845,1610612743,44,49,2022-11-23T02:58:28Z,2670000,False,32.0,15.0,1,right,MISS N. Jokic Layup - blocked,"[203999, 1628963]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,Bagley III,1628963.0,,
275,PT03M40.00S,2022-11-23T02:58:22.3Z,2,REGULAR,block,,[],1628963,,,1610612743,44,49,2022-11-23T02:58:24Z,2680000,False,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
276,PT03M40.00S,2022-11-23T02:58:22.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,44,49,2022-11-23T02:58:28Z,2690000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,274.0,,,,,,,,,,,
277,PT03M35.00S,2022-11-23T02:58:43.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",203999,91.01511169513797,49.50980392156863,1610612743,46,49,2022-11-23T03:00:24Z,2700000,False,-2.0,32.0,1,right,N. Jokic cutting Layup (13 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.21,Made,13.0,,,A. Gordon,203932.0,1.0,,,,,,,,,,,,
279,PT03M35.00S,2022-11-23T02:58:46.3Z,2,REGULAR,violation,defensive goaltending,[],1628963,,,1610612743,46,49,2022-11-23T02:58:56Z,2720000,False,,,0,,M. Bagley III defensive goaltending VIOLATION,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,
280,PT03M17.00S,2022-11-23T02:59:13.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,8.886333771353483,43.627450980392155,1610612765,46,51,2022-11-23T03:00:51Z,2730000,False,32.0,31.0,1,left,M. Bagley III floating Jump Shot (6 PTS) (B. Bogdanovic 3 AST),"[1628963, 202711]",1610612765.0,DET,floating,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,6.0,,,B. Bogdanovic,202711.0,3.0,,,,,,,,,,,,
282,PT03M05.00S,2022-11-23T02:59:25.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203932,91.01511169513797,48.529411764705884,1610612743,46,51,2022-11-23T02:59:49Z,2750000,False,-7.0,32.0,1,right,MISS A. Gordon Layup,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.28,Missed,,,,,,,,,,,,,,,,,,
283,PT03M03.00S,2022-11-23T02:59:27.3Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,46,51,2022-11-23T03:01:25Z,2760000,False,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,282.0,3.0,1.0,2.0,,,,,,,,
284,PT03M03.00S,2022-11-23T02:59:29.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203932,94.40999984741211,50.0,1610612743,48,51,2022-11-23T03:01:32Z,2770000,False,0.0,0.0,1,right,A. Gordon tip Layup (10 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.0,Made,10.0,,,,,,,,,,,,,,,,,
285,PT02M55.00S,2022-11-23T02:59:35.4Z,2,REGULAR,3pt,Jump Shot,[],1630587,6.521024967148489,97.05882352941177,1610612765,48,51,2022-11-23T02:59:43Z,2780000,False,-235.0,9.0,1,left,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
286,PT02M52.00S,2022-11-23T02:59:38.9Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612765,48,51,2022-11-23T02:59:38Z,2790000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,,,,,,,,,285.0,2.0,1.0,1.0,,,,,,,,
288,PT02M50.00S,2022-11-23T02:59:40.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,6.258212877792378,45.83333333333333,1610612765,48,53,2022-11-23T02:59:46Z,2800000,False,21.0,6.0,1,left,M. Bagley III putback Layup (8 PTS),[1628963],1610612765.0,DET,putback,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.17,Made,8.0,,,,,,,,,,,,,,,,,
289,PT02M37.00S,2022-11-23T02:59:53.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,93.11760840998686,49.50980392156863,1610612743,50,53,2022-11-23T02:59:56Z,2810000,False,-2.0,12.0,1,right,M. Porter Jr. DUNK (5 PTS) (N. Jokic 6 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.25,Made,5.0,,,N. Jokic,203999.0,6.0,,,,,,,,,,,,
291,PT02M30.00S,2022-11-23T03:00:03.6Z,2,REGULAR,foul,offensive,['inpenalty'],202711,,,1610612765,50,53,2022-11-23T03:00:09Z,2830000,False,,,0,,B. Bogdanovic charge offensive FOUL (1 PF),"[202711, 1627750]",1610612765.0,DET,charge,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,202058.0,,,,,,,,,1.0,1.0,Murray,1627750.0,,,,
293,PT02M30.00S,2022-11-23T03:00:03.6Z,2,REGULAR,turnover,offensive foul,[],202711,,,1610612765,50,53,2022-11-23T03:00:03Z,2850000,False,,,0,,B. Bogdanovic offensive foul TURNOVER (1 TO),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,202058.0,1.0,,,,,,,,,,,,,,,
294,PT02M07.00S,2022-11-23T03:00:45.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203484,92.85479632063075,3.9215686274509802,1610612743,50,53,2022-11-23T03:00:50Z,2860000,False,-230.0,15.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
295,PT02M03.00S,2022-11-23T03:00:49.7Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,50,53,2022-11-23T03:00:50Z,2870000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,294.0,5.0,4.0,1.0,,,,,,,,
296,PT02M03.00S,2022-11-23T03:00:53.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612743,50,53,2022-11-23T03:01:03Z,2880000,False,,,0,,K. Hayes personal FOUL (3 PF) (Porter Jr. 2 FT),"[1630165, 1629008]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,202058.0,,,,,,,,,3.0,0.0,Porter Jr.,1629008.0,,,,
298,PT02M03.00S,2022-11-23T03:01:18.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629008,,,1610612743,51,53,2022-11-23T03:01:18Z,2900000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (6 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
299,PT02M03.00S,2022-11-23T03:01:19.2Z,2,REGULAR,substitution,out,[],1630165,,,1610612743,51,53,2022-11-23T03:01:26Z,2910000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M03.00S,2022-11-23T03:01:19.2Z,2,REGULAR,substitution,in,[],202692,,,1610612743,51,53,2022-11-23T03:01:26Z,2920000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M03.00S,2022-11-23T03:01:46.5Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629008,,,1610612743,52,53,2022-11-23T03:01:46Z,2930000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (7 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
302,PT01M51.00S,2022-11-23T03:02:00.2Z,2,REGULAR,3pt,Jump Shot,[],202692,7.440867279894875,95.83333333333334,1610612765,52,53,2022-11-23T03:02:05Z,2940000,False,-229.0,17.0,1,left,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,22.99,Missed,,,,,,,,,,,,,,,,,,
303,PT01M48.00S,2022-11-23T03:02:03.2Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,52,53,2022-11-23T03:02:05Z,2950000,False,,,0,,A. Gordon REBOUND (Off:2 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,,,,,,,,,302.0,4.0,2.0,2.0,,,,,,,,
304,PT01M35.00S,2022-11-23T03:02:16.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,92.85479632063075,49.01960784313725,1610612743,54,53,2022-11-23T03:02:25Z,2960000,False,-5.0,15.0,1,right,A. Gordon cutting DUNK (12 PTS) (N. Jokic 7 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.55,Made,12.0,,,N. Jokic,203999.0,7.0,,,,,,,,,,,,
306,PT01M31.00S,2022-11-23T03:02:23.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612765,54,53,2022-11-23T03:02:23Z,2980000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M11.00S,2022-11-23T03:04:15.3Z,2,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612765,54,53,2022-11-23T03:04:29Z,2990000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Burks 2 FT),"[1629008, 202692]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,1627524.0,,,,,,,,,1.0,0.0,Burks,202692.0,,,,
309,PT01M11.00S,2022-11-23T03:04:48.7Z,2,REGULAR,freethrow,1 of 2,[],202692,,,1610612765,54,53,2022-11-23T03:04:48Z,3010000,False,,,0,,MISS A. Burks Free Throw 1 of 2,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
310,PT01M11.00S,2022-11-23T03:04:48.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,54,53,2022-11-23T03:04:48Z,3020000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,
311,PT01M11.00S,2022-11-23T03:05:06.0Z,2,REGULAR,freethrow,2 of 2,[],202692,,,1610612765,54,54,2022-11-23T03:05:06Z,3030000,False,,,0,,A. Burks Free Throw 2 of 2 (8 PTS),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
312,PT00M59.70S,2022-11-23T03:05:25.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612743,54,54,2022-11-23T03:05:39Z,3040000,False,,,0,,J. Ivey personal FOUL (1 PF) (Jokic 2 FT),"[1631093, 203999]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left,,,,1627524.0,,,,,,,,,1.0,0.0,Jokic,203999.0,,,,
314,PT00M59.70S,2022-11-23T03:05:43.0Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,55,54,2022-11-23T03:05:43Z,3060000,False,,,0,,N. Jokic Free Throw 1 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
315,PT00M59.70S,2022-11-23T03:05:43.0Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,55,54,2022-11-23T03:06:00Z,3070000,False,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
316,PT00M57.00S,2022-11-23T03:05:45.7Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,55,54,2022-11-23T03:06:00Z,3080000,False,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,315.0,1.0,1.0,0.0,,,,,,,,
317,PT00M48.00S,2022-11-23T03:06:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,19.267411300919843,39.950980392156865,1610612765,55,54,2022-11-23T03:06:18Z,3090000,False,50.0,129.0,1,left,MISS J. Ivey 13' driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,13.81,Missed,,,,,,,,,,,,,,,,,,
318,PT00M44.30S,2022-11-23T03:06:11.6Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,55,54,2022-11-23T03:07:07Z,3100000,False,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,317.0,6.0,5.0,1.0,,,,,,,,
319,PT00M39.90S,2022-11-23T03:06:16.0Z,2,REGULAR,turnover,lost ball,[],203999,,,1610612743,55,54,2022-11-23T03:06:21Z,3110000,False,,,0,,N. Jokic lost ball TURNOVER (3 TO),"[203999, 202692]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left Center,,,,,3.0,,,,,,,,,,,,,,Burks,202692.0
320,PT00M39.90S,2022-11-23T03:06:16.0Z,2,REGULAR,steal,,[],202692,,,1610612765,55,54,2022-11-23T03:06:17Z,3120000,False,,,0,,A. Burks STEAL (1 STL),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
322,PT00M33.60S,2022-11-23T03:06:48.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612765,55,54,2022-11-23T03:08:50Z,3140000,False,,,0,,K. Caldwell-Pope flagrant-type-1 personal FOUL (2 PF) (Bogdanovic 2 FT),"[203484, 202711]",1610612743.0,DEN,flagrant-type-1,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,1627524.0,,,,,,,,,2.0,0.0,Bogdanovic,202711.0,,,,
325,PT00M33.60S,2022-11-23T03:09:15.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202711,,,1610612765,55,55,2022-11-23T03:09:35Z,3170000,False,,,0,,B. Bogdanovic flagrant Free Throw 1 of 2 (14 PTS),[202711],1610612765.0,DET,flagrant,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
326,PT00M33.60S,2022-11-23T03:09:15.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202711,,,1610612765,55,56,2022-11-23T03:09:35Z,3180000,False,,,0,,B. Bogdanovic flagrant Free Throw 2 of 2 (15 PTS),[202711],1610612765.0,DET,flagrant,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
327,PT00M25.50S,2022-11-23T03:09:41.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630587,16.113666228646515,78.67647058823529,1610612765,55,58,2022-11-23T03:09:46Z,3190000,False,-143.0,99.0,1,left,I. Livers 17' fadeaway Jump Shot (2 PTS),[1630587],1610612765.0,DET,fadeaway,,,Livers,I. Livers,,,,,Mid-Range,16-24 Left,17.43,Made,2.0,,,,,,,,,,,,,,,,,
329,PT00M07.70S,2022-11-23T03:10:23.5Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630587,,,1610612743,55,58,2022-11-23T03:13:13Z,3210000,False,,,0,,I. Livers flagrant-type-1 personal FOUL (1 PF) (Gordon 3 FT),"[1630587, 203932]",1610612765.0,DET,flagrant-type-1,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,,,,203177.0,,,,,,,,,1.0,0.0,Gordon,203932.0,,,,
331,PT00M07.70S,2022-11-23T03:11:05.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,55,58,2022-11-23T03:11:05Z,3230000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M07.70S,2022-11-23T03:13:29.7Z,2,REGULAR,freethrow,1 of 3,[],203932,,,1610612743,55,58,2022-11-23T03:14:03Z,3250000,False,,,0,,MISS A. Gordon flagrant Free Throw 1 of 3,[203932],1610612743.0,DEN,flagrant,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
334,PT00M07.70S,2022-11-23T03:13:29.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,55,58,2022-11-23T03:13:29Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,333.0,,,,,,,,,,,
335,PT00M07.70S,2022-11-23T03:13:29.7Z,2,REGULAR,freethrow,2 of 3,[],203932,,,1610612743,55,58,2022-11-23T03:14:03Z,3270000,False,,,0,,MISS A. Gordon flagrant Free Throw 2 of 3,[203932],1610612743.0,DEN,flagrant,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
336,PT00M07.70S,2022-11-23T03:13:29.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,55,58,2022-11-23T03:14:03Z,3280000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,,
337,PT00M07.70S,2022-11-23T03:13:29.7Z,2,REGULAR,freethrow,3 of 3,[],203932,,,1610612743,55,58,2022-11-23T03:14:03Z,3290000,False,,,0,,MISS A. Gordon flagrant Free Throw 3 of 3,[203932],1610612743.0,DEN,flagrant,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
338,PT00M07.70S,2022-11-23T03:13:29.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,55,58,2022-11-23T03:14:03Z,3300000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,337.0,,,,,,,,,,,
339,PT00M02.50S,2022-11-23T03:14:19.3Z,2,REGULAR,2pt,Jump Shot,[],1627750,78.9257555847569,21.813725490196077,1610612743,55,58,2022-11-23T03:14:38Z,3310000,False,-141.0,146.0,1,right,MISS J. Murray 20' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,20.26,Missed,,,,,,,,,,,,,,,,,,
341,PT00M02.50S,2022-11-23T03:14:19.3Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,55,58,2022-11-23T03:14:38Z,3330000,False,,,0,,N. Jokic REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,339.0,7.0,5.0,2.0,,,,,,,,
342,PT00M00.60S,2022-11-23T03:14:19.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,92.72339027595268,52.69607843137255,1610612743,57,58,2022-11-23T03:15:39Z,3340000,False,13.0,16.0,1,right,N. Jokic tip Layup (16 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.09,Made,16.0,,,,,,,,,,,,,,,,,
343,PT00M00.00S,2022-11-23T03:14:56.5Z,2,REGULAR,period,end,[],0,,,1610612765,57,58,2022-11-23T03:14:56Z,3350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-11-23T03:27:41.0Z,3,REGULAR,substitution,out,['startperiod'],202692,,,1610612765,57,58,2022-11-23T03:29:48Z,3360000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
