actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-17T03:09:52.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-17T03:09:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-17T03:09:55.0Z,1,REGULAR,jumpball,recovered,[],1629008,,,1610612743,0,0,2022-11-17T03:09:55Z,40000,False,,,0,,Jump Ball D. Jordan vs. I. Hartenstein: Tip to M. Porter Jr.,"[1629008, 201599, 1628392]",1610612743.0,DEN,startperiod,M. Porter Jr.,1629008.0,Porter Jr.,M. Porter Jr.,Jordan,201599.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2022-11-17T03:10:03.8Z,1,REGULAR,2pt,Jump Shot,[],1629008,73.80091984231275,59.55882352941176,1610612743,0,0,2022-11-17T03:10:41Z,70000,False,48.0,194.0,1,right,MISS M. Porter Jr. 19' fadeaway Shot,[1629008],1610612743.0,DEN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,19.96,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-11-17T03:10:07.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,0,0,2022-11-17T03:10:09Z,80000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2022-11-17T03:10:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,8.623521681997373,39.46078431372549,1610612752,0,0,2022-11-17T03:10:26Z,90000,False,53.0,29.0,1,left,MISS R. Barrett 6' Jump Shot - blocked,"[1629628, 201599]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,Jordan,201599.0,,,,,,,,,,,,
10,PT11M32.00S,2022-11-17T03:10:19.6Z,1,REGULAR,block,,[],201599,,,1610612752,0,0,2022-11-17T03:10:21Z,100000,False,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M29.00S,2022-11-17T03:10:22.6Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,0,0,2022-11-17T03:10:26Z,110000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M25.00S,2022-11-17T03:10:26.9Z,1,REGULAR,2pt,Jump Shot,[],1627750,79.31997371879106,40.931372549019606,1610612743,0,0,2022-11-17T03:10:34Z,120000,False,-45.0,142.0,1,right,MISS J. Murray 14' turnaround Shot,[1627750],1610612743.0,DEN,turnaround,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,14.9,Missed,,,,,,,,,,,,,,,,,,
13,PT11M22.00S,2022-11-17T03:10:29.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,0,0,2022-11-17T03:10:34Z,130000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M18.00S,2022-11-17T03:10:34.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,11.383048620236531,95.09803921568627,1610612752,0,0,2022-11-17T03:11:31Z,140000,False,-225.0,55.0,1,left,MISS R. Barrett running 3PT,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
