actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-21T02:10:41.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-21T02:10:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-21T02:10:43.6Z,1,REGULAR,jumpball,recovered,[],1629614,,,1610612754,0,0,2023-01-21T02:10:43Z,40000,False,,,0,,Jump Ball M. Turner vs. Z. Nnaji: Tip to A. Nembhard,"[1629614, 1626167, 1630192]",1610612754.0,IND,startperiod,A. Nembhard,1629614.0,Nembhard,A. Nembhard,Turner,1626167.0,Nnaji,1630192.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-01-21T02:10:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,7.046649145860711,44.85294117647059,1610612754,0,0,2023-01-21T02:11:24Z,70000,False,26.0,14.0,1,left,MISS A. Nembhard driving Layup,[1629614],1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-01-21T02:10:58.4Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,0,2023-01-21T02:11:00Z,80000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-01-21T02:11:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,89.96386333771353,36.27450980392157,1610612743,2,0,2023-01-21T02:12:24Z,90000,False,-69.0,42.0,1,right,A. Gordon 8' fadeaway bank Jump Shot (2 PTS),[203932],1610612743.0,DEN,fadeaway bank,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,8.03,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M23.00S,2023-01-21T02:11:16.7Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,2,0,2023-01-21T02:11:20Z,100000,False,,,0,,A. Nembhard bad pass TURNOVER (1 TO),"[1629614, 1630192]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1.0,Nnaji,1630192.0,,,,,,,,,,
11,PT11M23.00S,2023-01-21T02:11:16.7Z,1,REGULAR,steal,,[],1630192,,,1610612743,2,0,2023-01-21T02:11:18Z,110000,False,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
12,PT11M18.00S,2023-01-21T02:11:22.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629008,71.17279894875165,80.3921568627451,1610612743,2,0,2023-01-21T02:13:03Z,120000,False,152.0,218.0,1,right,MISS M. Porter Jr. 26' running pullup 3PT,[1629008],1610612743.0,DEN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
13,PT11M18.00S,2023-01-21T02:11:22.0Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,2,0,2023-01-21T02:12:03Z,130000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M57.00S,2023-01-21T02:11:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,11.514454664914586,39.950980392156865,1610612754,2,2,2023-01-21T02:11:49Z,140000,False,50.0,56.0,1,left,M. Turner 7' turnaround Jump Shot (2 PTS),[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,7.5,Made,,,,,2.0,,,,,,,,,,,,,
