actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
19,PT10M47.00S,2022-11-29T02:13:18.0Z,1,REGULAR,violation,kicked ball,[],203999,,,1610612745,2,2,2022-11-29T02:13:24Z,190000,False,,,0,,N. Jokic kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,2530.0,,,,,,,,,,,,,
20,PT10M35.00S,2022-11-29T02:13:38.7Z,1,REGULAR,3pt,Jump Shot,[],201569,18.74178712220762,6.372549019607843,1610612745,2,5,2022-11-29T02:13:45Z,200000,False,218.0,124.0,1,left,E. Gordon 25' 3PT  (3 PTS) (K. Porter Jr. 2 AST),"[201569, 1629645]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,25.07,Made,3.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,,
22,PT10M20.00S,2022-11-29T02:13:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,90.48948751642575,45.588235294117645,1610612743,2,5,2022-11-29T02:13:59Z,220000,False,-22.0,37.0,1,right,MISS N. Jokic Layup - blocked,"[203999, 1629645]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,4.3,Missed,,,,,,,,,,,,Porter Jr.,1629645.0,,,,,
23,PT10M20.00S,2022-11-29T02:13:52.5Z,1,REGULAR,block,,[],1629645,,,1610612743,2,5,2022-11-29T02:13:54Z,230000,False,,,0,,K. Porter Jr. BLOCK (1 BLK),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M19.00S,2022-11-29T02:13:53.5Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,2,5,2022-11-29T02:16:22Z,240000,False,,,0,,N. Jokic REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,22.0,,,1.0,0.0,1.0,,
46,PT10M19.00S,2022-11-29T02:13:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,92.32917214191852,52.450980392156865,1610612743,2,5,2022-11-29T02:16:29Z,245000,False,12.0,20.0,1,right,MISS N. Jokic putback Layup,[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
47,PT10M19.00S,2022-11-29T02:13:55.3Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,2,5,2022-11-29T02:16:29Z,247500,False,,,0,,N. Jokic REBOUND (Off:2 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,46.0,,,2.0,0.0,2.0,,
25,PT10M15.00S,2022-11-29T02:13:58.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,2,5,2022-11-29T02:15:53Z,250000,False,0.0,0.0,1,right,MISS N. Jokic tip Layup,[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
26,PT10M15.00S,2022-11-29T02:13:58.2Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,2,5,2022-11-29T02:14:02Z,260000,False,,,0,,N. Jokic REBOUND (Off:3 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,25.0,,,3.0,0.0,3.0,,
27,PT10M13.00S,2022-11-29T02:14:00.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,4,5,2022-11-29T02:14:00Z,270000,False,0.0,0.0,1,right,N. Jokic tip Layup (4 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
28,PT10M02.00S,2022-11-29T02:14:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.783837056504599,51.9607843137255,1610612745,4,7,2022-11-29T02:14:16Z,280000,False,-10.0,11.0,1,left,A. Sengun driving finger roll Layup (4 PTS) (K. Porter Jr. 3 AST),"[1630578, 1629645]",1610612745.0,HOU,driving finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.5,Made,4.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,,,,,
30,PT09M49.00S,2022-11-29T02:14:24.1Z,1,REGULAR,3pt,Jump Shot,[],1627750,93.11760840998686,3.431372549019608,1610612743,4,7,2022-11-29T02:14:27Z,300000,False,-233.0,12.0,1,right,MISS J. Murray 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,,,
31,PT09M47.00S,2022-11-29T02:14:26.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,4,7,2022-11-29T02:14:27Z,310000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,30.0,,,1.0,1.0,0.0,,
32,PT09M43.00S,2022-11-29T02:14:32.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,8.754927726675426,54.90196078431373,1610612745,4,7,2022-11-29T02:14:37Z,320000,False,-25.0,30.0,1,left,MISS J. Green running Layup - blocked,"[1630224, 203484]",1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,Caldwell-Pope,203484.0,,,,,
33,PT09M43.00S,2022-11-29T02:14:32.0Z,1,REGULAR,block,,[],203484,,,1610612745,4,7,2022-11-29T02:14:34Z,330000,False,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M43.00S,2022-11-29T02:14:32.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,4,7,2022-11-29T02:14:37Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,32.0,,,,,,,
36,PT09M41.00S,2022-11-29T02:14:46.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,23.866622864651774,87.25490196078431,1610612745,4,7,2022-11-29T02:14:50Z,360000,False,-186.0,172.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
37,PT09M37.00S,2022-11-29T02:14:50.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,4,7,2022-11-29T02:14:50Z,370000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,36.0,,,1.0,1.0,0.0,,
38,PT09M31.00S,2022-11-29T02:14:55.2Z,1,REGULAR,3pt,Jump Shot,[],203484,71.17279894875165,75.98039215686273,1610612743,7,7,2022-11-29T02:14:59Z,380000,False,130.0,218.0,1,right,K. Caldwell-Pope 25' 3PT  (3 PTS) (N. Jokic 1 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.42,Made,3.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,
40,PT09M17.00S,2022-11-29T02:15:08.9Z,1,REGULAR,3pt,Jump Shot,[],1630578,31.750985545335087,35.049019607843135,1610612745,7,7,2022-11-29T02:15:13Z,400000,False,75.0,246.0,1,left,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
41,PT09M14.00S,2022-11-29T02:15:12.5Z,1,REGULAR,rebound,offensive,[],201569,,,1610612745,7,7,2022-11-29T02:15:12Z,410000,False,,,0,,E. Gordon REBOUND (Off:1 Def:0),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,40.0,,,1.0,0.0,1.0,,
42,PT09M14.00S,2022-11-29T02:15:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",201569,7.703679369250986,44.6078431372549,1610612745,7,9,2022-11-29T02:15:25Z,420000,False,27.0,20.0,1,left,E. Gordon driving finger roll Layup (5 PTS),[201569],1610612745.0,HOU,driving finger roll,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,3.35,Made,5.0,,,,,,,,,,,,,,,,,
43,PT09M14.00S,2022-11-29T02:15:16.5Z,1,REGULAR,violation,defensive goaltending,[],203932,,,1610612745,7,9,2022-11-29T02:15:25Z,430000,False,,,0,,A. Gordon defensive goaltending VIOLATION,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,2530.0,,,,,,,,,,,,,
44,PT09M03.00S,2022-11-29T02:15:36.9Z,1,REGULAR,2pt,Jump Shot,[],203484,77.08607095926413,36.029411764705884,1610612743,9,9,2022-11-29T02:16:01Z,440000,False,-70.0,163.0,1,right,K. Caldwell-Pope 17' pullup bank Jump Shot (5 PTS) (N. Jokic 2 AST),"[203484, 203999]",1610612743.0,DEN,pullup bank,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,17.73,Made,5.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,
48,PT08M45.00S,2022-11-29T02:15:54.2Z,1,REGULAR,2pt,Jump Shot,[],1630224,7.440867279894875,15.441176470588236,1610612745,9,11,2022-11-29T02:16:05Z,460000,False,173.0,17.0,1,left,J. Green 17' pullup Jump Shot (2 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right,17.37,Made,2.0,,,,,,,,,,,,,,,,,
49,PT08M35.00S,2022-11-29T02:16:05.0Z,1,REGULAR,3pt,Jump Shot,[],203932,91.93495400788436,97.79411764705883,1610612743,9,11,2022-11-29T02:16:11Z,470000,False,239.0,23.0,1,right,MISS A. Gordon 24' step back 3PT,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Right Corner 3,24+ Right,24.01,Missed,,,,,,,,,,,,,,,,,,
50,PT08M32.00S,2022-11-29T02:16:08.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,9,11,2022-11-29T02:16:11Z,480000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,49.0,,,1.0,1.0,0.0,,
51,PT08M18.00S,2022-11-29T02:16:21.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,6.389618922470433,94.85294117647058,1610612745,9,14,2022-11-29T02:16:35Z,490000,False,-224.0,8.0,1,left,J. Smith Jr. 3PT  (3 PTS) (J. Green 1 AST),"[1631095, 1630224]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,22.44,Made,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
53,PT08M06.00S,2022-11-29T02:16:34.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,93.51182654402102,49.01960784313725,1610612743,11,14,2022-11-29T02:16:40Z,510000,False,-5.0,8.0,1,right,A. Gordon reverse DUNK (2 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,
55,PT07M47.00S,2022-11-29T02:16:53.3Z,1,REGULAR,2pt,Jump Shot,[],1630224,6.783837056504599,73.52941176470588,1610612745,11,16,2022-11-29T02:17:50Z,530000,False,-118.0,11.0,1,left,J. Green 11' fadeaway Jump Shot (4 PTS),[1630224],1610612745.0,HOU,fadeaway,,,Green,J. Green,,,,,Mid-Range,8-16 Left,11.81,Made,4.0,,,,,,,,,,,,,,,,,
56,PT07M47.00S,2022-11-29T02:16:58.7Z,1,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612745,11,16,2022-11-29T02:17:05Z,540000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Green 1 FT),"[1628971, 1630224]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,,,,,1179.0,1.0,0.0,Green,1630224.0,,,,,,,,,
58,PT07M47.00S,2022-11-29T02:17:22.2Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,11,16,2022-11-29T02:17:22Z,560000,False,,,0,,MISS J. Green Free Throw 1 of 1,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M45.00S,2022-11-29T02:17:22.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,11,16,2022-11-29T02:17:22Z,570000,False,,,0,,N. Jokic REBOUND (Off:3 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,58.0,,,4.0,1.0,3.0,,
60,PT07M36.00S,2022-11-29T02:17:31.8Z,1,REGULAR,3pt,Jump Shot,[],1627750,69.20170827858082,26.225490196078432,1610612743,14,16,2022-11-29T02:17:39Z,580000,False,-119.0,237.0,1,right,J. Murray 26' 3PT pullup (3 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.52,Made,3.0,,,,,,,,,,,,,,,,,
61,PT07M16.00S,2022-11-29T02:17:52.0Z,1,REGULAR,3pt,Jump Shot,[],1629645,5.732588699080158,94.85294117647058,1610612745,14,19,2022-11-29T02:17:57Z,590000,False,-224.0,1.0,1,left,K. Porter Jr. 3PT step back (3 PTS) (A. Sengun 1 AST),"[1629645, 1630578]",1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,22.43,Made,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
63,PT07M10.00S,2022-11-29T02:18:01.6Z,1,REGULAR,foul,personal,[],1631095,,,1610612743,14,19,2022-11-29T02:18:10Z,610000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 203932]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,1179.0,1.0,0.0,Gordon,203932.0,,,,,,,,,
65,PT07M03.00S,2022-11-29T02:18:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,93.51182654402102,54.90196078431373,1610612743,16,19,2022-11-29T02:18:27Z,630000,False,25.0,8.0,1,right,J. Murray driving finger roll Layup (5 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.59,Made,5.0,,,,,,,,,,,,,,,,,
66,PT06M51.00S,2022-11-29T02:18:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,8.492115637319317,50.73529411764706,1610612745,16,21,2022-11-29T02:18:43Z,640000,False,-4.0,27.0,1,left,A. Sengun driving Layup (6 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.75,Made,6.0,J. Green,1630224.0,2.0,,,,,,,,,,,,,,
68,PT06M39.00S,2022-11-29T02:18:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,93.64323258869908,45.09803921568628,1610612743,16,21,2022-11-29T02:18:53Z,660000,False,-25.0,7.0,1,right,MISS N. Jokic driving Layup,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
69,PT06M37.00S,2022-11-29T02:18:50.2Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,16,21,2022-11-29T02:18:53Z,670000,False,,,0,,N. Jokic REBOUND (Off:4 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,68.0,,,5.0,1.0,4.0,,
70,PT06M37.00S,2022-11-29T02:18:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,18,21,2022-11-29T02:18:51Z,680000,False,0.0,0.0,1,right,N. Jokic tip Layup (6 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
71,PT06M22.00S,2022-11-29T02:19:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.915243101182654,56.61764705882353,1610612745,18,23,2022-11-29T02:19:12Z,690000,False,-33.0,13.0,1,left,A. Sengun reverse Layup (8 PTS) (K. Porter Jr. 4 AST),"[1630578, 1629645]",1610612745.0,HOU,reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.54,Made,8.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,,,,,
73,PT06M21.00S,2022-11-29T02:19:10.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,18,23,2022-11-29T02:19:10Z,710000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M21.00S,2022-11-29T02:21:30.2Z,1,REGULAR,substitution,out,[],1628971,,,1610612743,18,23,2022-11-29T02:22:00Z,720000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M21.00S,2022-11-29T02:21:30.2Z,1,REGULAR,substitution,in,[],1628427,,,1610612743,18,23,2022-11-29T02:22:00Z,730000,False,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M07.00S,2022-11-29T02:22:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,92.85479632063075,46.32352941176471,1610612743,20,23,2022-11-29T02:22:25Z,740000,False,-18.0,15.0,1,right,J. Murray reverse Layup (7 PTS) (N. Jokic 4 AST),"[1627750, 203999]",1610612743.0,DEN,reverse,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.36,Made,7.0,N. Jokic,203999.0,4.0,,,,,,,,,,,,,,
78,PT06M07.00S,2022-11-29T02:22:21.2Z,1,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612743,20,23,2022-11-29T02:22:30Z,760000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Murray 1 FT),"[1631095, 1627750]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,2.0,0.0,Murray,1627750.0,,,,,,,,,
80,PT06M07.00S,2022-11-29T02:22:41.8Z,1,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,21,23,2022-11-29T02:22:41Z,780000,False,,,0,,J. Murray Free Throw 1 of 1 (8 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
81,PT05M53.00S,2022-11-29T02:22:56.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,13.222733245729303,3.9215686274509802,1610612745,21,23,2022-11-29T02:23:03Z,790000,False,230.0,72.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,24.13,Missed,,,,,,,,,,,,,,,,,,
82,PT05M50.00S,2022-11-29T02:23:00.4Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,21,23,2022-11-29T02:23:00Z,800000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:0),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,81.0,,,1.0,0.0,1.0,,
83,PT05M47.00S,2022-11-29T02:23:03.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201569,20.97568988173456,90.19607843137256,1610612745,21,26,2022-11-29T02:23:07Z,810000,False,-201.0,145.0,1,left,E. Gordon 24' 3PT  (8 PTS) (J. Smith Jr. 1 AST),"[201569, 1631095]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,24.77,Made,8.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,,,,,,
85,PT05M29.00S,2022-11-29T02:23:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,88.78120893561103,50.73529411764706,1610612743,23,26,2022-11-29T02:23:30Z,830000,False,4.0,53.0,1,right,N. Jokic turnaround Jump Shot (8 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,8.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
87,PT05M26.00S,2022-11-29T02:23:24.5Z,1,REGULAR,turnover,bad pass,[],1631095,,,1610612745,23,26,2022-11-29T02:23:33Z,850000,False,,,0,,J. Smith Jr. bad pass TURNOVER (1 TO),"[1631095, 203932]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,,,,,,,Gordon,203932.0
88,PT05M26.00S,2022-11-29T02:23:24.5Z,1,REGULAR,steal,,[],203932,,,1610612743,23,26,2022-11-29T02:23:26Z,860000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
