actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
525,PT01M11.00S,2023-03-04T05:01:48.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.835085413929041,53.92156862745098,1610612763,78,79,2023-03-04T05:02:00Z,5210000,False,-20.0,21.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
526,PT01M10.00S,2023-03-04T05:01:49.2Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,78,79,2023-03-04T05:02:00Z,5220000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,525.0,4.0,3.0,1.0,,,,,,,,,,,,,
527,PT01M05.00S,2023-03-04T05:01:53.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628991,13.222733245729303,49.01960784313725,1610612763,78,79,2023-03-04T05:02:03Z,5230000,False,5.0,72.0,1,left,MISS J. Jackson Jr. 7' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.2,Missed,,,,,,,,,,,,,,,,,,
528,PT01M03.00S,2023-03-04T05:01:55.7Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612743,78,79,2023-03-04T05:02:03Z,5240000,False,,,0,,B. Brown REBOUND (Off:1 Def:3),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,527.0,4.0,3.0,1.0,,,,,,,,,,,,,
529,PT00M57.40S,2023-03-04T05:02:08.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612743,78,79,2023-03-04T05:02:08Z,5250000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT00M57.40S,2023-03-04T05:03:22.0Z,3,REGULAR,substitution,out,[],1628418,,,1610612743,78,79,2023-03-04T05:03:36Z,5260000,False,,,0,,SUB out: T. Bryant,[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT00M57.40S,2023-03-04T05:03:22.0Z,3,REGULAR,substitution,in,[],203999,,,1610612743,78,79,2023-03-04T05:03:36Z,5270000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT00M44.30S,2023-03-04T05:04:00.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.9862023653088,43.872549019607845,1610612743,80,79,2023-03-04T05:04:19Z,5280000,False,-31.0,13.0,1,right,B. Brown reverse Layup (15 PTS) (J. Murray 5 AST),"[1628971, 1627750]",1610612743.0,DEN,reverse,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.34,Made,15.0,,,,,,,,J. Murray,1627750.0,5.0,,,,,,,
534,PT00M39.80S,2023-03-04T05:04:29.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612763,80,79,2023-03-04T05:04:33Z,5300000,False,,,0,,N. Jokic personal FOUL (4 PF) (Morant 2 FT),"[203999, 1629630]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,201638.0,4.0,0.0,Morant,1629630.0
536,PT00M39.80S,2023-03-04T05:04:52.2Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,80,79,2023-03-04T05:04:52Z,5320000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
537,PT00M39.80S,2023-03-04T05:04:52.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,80,79,2023-03-04T05:04:52Z,5330000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,536.0,,,,,,,,,,,,,,,,
538,PT00M39.80S,2023-03-04T05:05:48.2Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,80,80,2023-03-04T05:05:48Z,5340000,False,,,0,,J. Morant Free Throw 2 of 2 (24 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
539,PT00M31.40S,2023-03-04T05:06:01.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629723,,,1610612743,80,80,2023-03-04T05:06:07Z,5350000,False,,,0,,J. Konchar personal FOUL (3 PF) (Murray 2 FT),"[1629723, 1627750]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Murray,1627750.0
541,PT00M31.40S,2023-03-04T05:06:26.5Z,3,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,80,80,2023-03-04T05:06:26Z,5370000,False,,,0,,MISS J. Murray Free Throw 1 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
542,PT00M31.40S,2023-03-04T05:06:26.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,80,80,2023-03-04T05:06:26Z,5380000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,,,,
543,PT00M31.40S,2023-03-04T05:06:27.2Z,3,REGULAR,substitution,out,[],203999,,,1610612743,80,80,2023-03-04T05:06:38Z,5390000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT00M31.40S,2023-03-04T05:06:27.2Z,3,REGULAR,substitution,out,[],1628379,,,1610612743,80,80,2023-03-04T05:06:38Z,5400000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT00M31.40S,2023-03-04T05:06:27.2Z,3,REGULAR,substitution,out,[],1629723,,,1610612743,80,80,2023-03-04T05:06:38Z,5410000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT00M31.40S,2023-03-04T05:06:27.2Z,3,REGULAR,substitution,in,[],203932,,,1610612743,80,80,2023-03-04T05:06:38Z,5420000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT00M31.40S,2023-03-04T05:06:27.2Z,3,REGULAR,substitution,in,[],1628415,,,1610612743,80,80,2023-03-04T05:06:38Z,5430000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT00M31.40S,2023-03-04T05:06:27.2Z,3,REGULAR,substitution,in,[],1630217,,,1610612743,80,80,2023-03-04T05:06:38Z,5440000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT00M31.40S,2023-03-04T05:06:47.8Z,3,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,80,80,2023-03-04T05:06:47Z,5450000,False,,,0,,MISS J. Murray Free Throw 2 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
550,PT00M29.90S,2023-03-04T05:06:48.5Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,80,80,2023-03-04T05:06:48Z,5460000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,549.0,5.0,4.0,1.0,,,,,,,,,,,,,
551,PT00M09.90S,2023-03-04T05:07:08.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,14.273981603153747,56.86274509803921,1610612763,80,80,2023-03-04T05:07:15Z,5470000,False,-34.0,82.0,1,left,MISS D. Bane 8' floating Shot,[1630217],1610612763.0,MEM,floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,8.86,Missed,,,,,,,,,,,,,,,,,,
552,PT00M08.10S,2023-03-04T05:07:10.2Z,3,REGULAR,rebound,defensive,[],201145,,,1610612743,80,80,2023-03-04T05:07:10Z,5480000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,551.0,3.0,3.0,0.0,,,,,,,,,,,,,
554,PT00M01.40S,2023-03-04T05:07:17.0Z,3,REGULAR,3pt,Jump Shot,[],202704,63.288436268068324,69.36274509803921,1610612743,80,80,2023-03-04T05:09:50Z,5490000,False,97.0,293.0,1,right,MISS R. Jackson 30' pullup 3PT,[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,30.82,Missed,,,,,,,,,,,,,,,,,,
555,PT00M01.40S,2023-03-04T05:07:17.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,80,80,2023-03-04T05:07:23Z,5500000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,554.0,,,,,,,,,,,,,,,,
556,PT00M00.00S,2023-03-04T05:07:29.0Z,3,REGULAR,period,end,[],0,,,1610612743,80,80,2023-03-04T05:07:29Z,5510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT12M00.00S,2023-03-04T05:10:14.6Z,4,REGULAR,substitution,out,['startperiod'],1630583,,,1610612743,80,80,2023-03-04T05:10:38Z,5520000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT12M00.00S,2023-03-04T05:10:14.6Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612743,80,80,2023-03-04T05:10:38Z,5530000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT12M00.00S,2023-03-04T05:10:14.6Z,4,REGULAR,substitution,in,['startperiod'],1626145,,,1610612743,80,80,2023-03-04T05:10:38Z,5540000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT12M00.00S,2023-03-04T05:10:14.6Z,4,REGULAR,substitution,in,['startperiod'],1629723,,,1610612743,80,80,2023-03-04T05:10:38Z,5550000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT12M00.00S,2023-03-04T05:10:58.8Z,4,REGULAR,period,start,[],0,,,1610612743,80,80,2023-03-04T05:10:58Z,5560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT11M44.00S,2023-03-04T05:11:15.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203932,93.24901445466492,55.88235294117647,1610612743,82,80,2023-03-04T05:11:19Z,5570000,False,29.0,11.0,1,right,A. Gordon cutting Layup (10 PTS) (J. Murray 6 AST),"[203932, 1627750]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.14,Made,10.0,,,,,,,,J. Murray,1627750.0,6.0,,,,,,,
565,PT11M44.00S,2023-03-04T05:11:17.0Z,4,REGULAR,foul,personal,['1freethrow'],1629723,,,1610612743,82,80,2023-03-04T05:11:25Z,5590000,False,,,0,,J. Konchar shooting personal FOUL (4 PF) (Gordon 1 FT),"[1629723, 203932]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,4.0,0.0,Gordon,203932.0
567,PT11M44.00S,2023-03-04T05:11:44.7Z,4,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,83,80,2023-03-04T05:11:44Z,5610000,False,,,0,,A. Gordon Free Throw 1 of 1 (11 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
568,PT11M23.00S,2023-03-04T05:12:06.6Z,4,REGULAR,3pt,Jump Shot,[],1628415,30.56833114323259,71.32352941176471,1610612763,83,80,2023-03-04T05:12:12Z,5620000,False,-107.0,235.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,,
569,PT11M21.00S,2023-03-04T05:12:09.4Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,83,80,2023-03-04T05:12:09Z,5630000,False,,,0,,B. Brown REBOUND (Off:1 Def:4),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,568.0,5.0,4.0,1.0,,,,,,,,,,,,,
570,PT11M03.00S,2023-03-04T05:12:27.3Z,4,REGULAR,2pt,Jump Shot,[],1627750,81.2910643889619,82.59803921568627,1610612743,85,80,2023-03-04T05:12:32Z,5640000,False,163.0,123.0,1,right,J. Murray 20' step back Jump Shot (13 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,20.44,Made,13.0,,,,,,,,,,,,,,,,,
571,PT10M59.00S,2023-03-04T05:12:34.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,85,80,2023-03-04T05:12:34Z,5650000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT10M47.00S,2023-03-04T05:16:16.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,12.171484888304862,55.392156862745104,1610612763,85,80,2023-03-04T05:16:22Z,5660000,False,-27.0,62.0,1,left,MISS J. Jackson Jr. 6' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.75,Missed,,,,,,,,,,,,,,,,,,
573,PT10M44.00S,2023-03-04T05:16:19.1Z,4,REGULAR,rebound,defensive,[],201145,,,1610612743,85,80,2023-03-04T05:16:22Z,5670000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,572.0,4.0,4.0,0.0,,,,,,,,,,,,,
574,PT10M37.00S,2023-03-04T05:16:26.5Z,4,REGULAR,3pt,Jump Shot,[],202704,76.03482260183968,87.74509803921569,1610612743,85,80,2023-03-04T05:16:30Z,5680000,False,189.0,173.0,1,right,MISS R. Jackson 25' 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
575,PT10M34.00S,2023-03-04T05:16:29.5Z,4,REGULAR,rebound,defensive,[],1626145,,,1610612763,85,80,2023-03-04T05:16:30Z,5690000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,574.0,2.0,2.0,0.0,,,,,,,,,,,,,
576,PT10M24.00S,2023-03-04T05:16:39.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,10.85742444152431,48.03921568627451,1610612763,85,82,2023-03-04T05:16:43Z,5700000,False,10.0,50.0,1,left,J. Jackson Jr. turnaround Hook (11 PTS) (D. Brooks 2 AST),"[1628991, 1628415]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,11.0,,,,,,,,D. Brooks,1628415.0,2.0,,,,,,,
578,PT10M00.00S,2023-03-04T05:17:03.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,89.83245729303549,49.26470588235294,1610612743,87,82,2023-03-04T05:17:07Z,5720000,False,-4.0,43.0,1,right,J. Murray driving finger roll Layup (15 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,4.33,Made,15.0,,,,,,,,,,,,,,,,,
579,PT09M47.00S,2023-03-04T05:17:16.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.652431011826544,55.88235294117647,1610612763,87,82,2023-03-04T05:17:22Z,5730000,False,-29.0,10.0,1,left,MISS D. Bane driving finger roll Layup - blocked,"[1630217, 201145]",1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,,,,,Green,201145.0,,,,,
580,PT09M47.00S,2023-03-04T05:17:16.5Z,4,REGULAR,block,,[],201145,,,1610612763,87,82,2023-03-04T05:17:20Z,5740000,False,,,0,,J. Green BLOCK (2 BLK),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
581,PT09M42.00S,2023-03-04T05:17:21.5Z,4,REGULAR,rebound,defensive,[],202704,,,1610612743,87,82,2023-03-04T05:17:22Z,5750000,False,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,579.0,2.0,2.0,0.0,,,,,,,,,,,,,
582,PT09M36.00S,2023-03-04T05:17:30.2Z,4,REGULAR,foul,personal,[],1629723,,,1610612743,87,82,2023-03-04T05:17:52Z,5760000,False,,,0,,J. Konchar personal FOUL (5 PF),"[1629723, 1628971]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,201638.0,5.0,0.0,Brown,1628971.0
584,PT09M36.00S,2023-03-04T05:17:35.3Z,4,REGULAR,substitution,out,[],1629723,,,1610612743,87,82,2023-03-04T05:17:40Z,5780000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT09M36.00S,2023-03-04T05:17:35.3Z,4,REGULAR,substitution,in,[],1628379,,,1610612743,87,82,2023-03-04T05:17:40Z,5790000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT09M26.00S,2023-03-04T05:18:11.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,91.93495400788436,59.80392156862745,1610612743,87,82,2023-03-04T05:18:24Z,5800000,False,49.0,23.0,1,right,MISS J. Murray driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,,
587,PT09M26.00S,2023-03-04T05:18:11.8Z,4,REGULAR,rebound,offensive,[],203932,,,1610612743,87,82,2023-03-04T05:18:24Z,5810000,False,,,0,,A. Gordon REBOUND (Off:3 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,586.0,4.0,1.0,3.0,,,,,,,,,,,,,
588,PT09M26.00S,2023-03-04T05:18:23.6Z,4,REGULAR,foul,personal,[],1630217,,,1610612743,87,82,2023-03-04T05:19:25Z,5820000,False,,,0,,D. Bane personal FOUL (2 PF),"[1630217, 203932]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Gordon,203932.0
590,PT09M18.00S,2023-03-04T05:18:50.8Z,4,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612743,87,82,2023-03-04T05:18:59Z,5840000,False,,,0,,D. Brooks shooting personal FOUL (2 PF) (Murray 2 FT),"[1628415, 1627750]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Murray,1627750.0
592,PT09M18.00S,2023-03-04T05:19:24.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1627750,,,1610612743,88,82,2023-03-04T05:19:24Z,5860000,False,,,0,,J. Murray Free Throw 1 of 2 (16 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
593,PT09M18.00S,2023-03-04T05:19:40.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1627750,,,1610612743,89,82,2023-03-04T05:19:41Z,5870000,False,,,0,,J. Murray Free Throw 2 of 2 (17 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
594,PT09M07.00S,2023-03-04T05:19:53.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628991,7.046649145860711,59.55882352941176,1610612763,89,84,2023-03-04T05:20:21Z,5880000,False,-48.0,14.0,1,left,J. Jackson Jr. driving Layup (13 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,13.0,,,,,,,,,,,,,,,,,
595,PT09M07.00S,2023-03-04T05:20:01.4Z,4,REGULAR,violation,defensive goaltending,[],203932,,,1610612763,89,84,2023-03-04T05:20:11Z,5890000,False,,,0,,A. Gordon defensive goaltending VIOLATION,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,
596,PT08M54.00S,2023-03-04T05:20:17.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,91.80354796320631,56.127450980392155,1610612743,91,84,2023-03-04T05:21:32Z,5900000,False,31.0,25.0,1,right,J. Murray driving Layup (19 PTS) (B. Brown 1 AST),"[1627750, 1628971]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.92,Made,19.0,,,,,,,,B. Brown,1628971.0,1.0,,,,,,,
598,PT08M45.00S,2023-03-04T05:20:28.5Z,4,REGULAR,turnover,traveling,[],1630217,,,1610612763,91,84,2023-03-04T05:20:36Z,5920000,False,,,0,,D. Bane traveling TURNOVER (2 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,,,,,,,,202058.0,,,,
599,PT08M38.00S,2023-03-04T05:20:56.1Z,4,REGULAR,foul,offensive,[],202704,,,1610612743,91,84,2023-03-04T05:21:24Z,5930000,False,,,0,,R. Jackson offensive FOUL (1 PF),"[202704, 1628415]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Brooks,1628415.0
601,PT08M38.00S,2023-03-04T05:20:56.1Z,4,REGULAR,turnover,offensive foul,[],202704,,,1610612743,91,84,2023-03-04T05:20:56Z,5950000,False,,,0,,R. Jackson offensive foul TURNOVER (3 TO),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Right Center,,,,,,,,3.0,,,,,,,,201638.0,,,,
602,PT08M26.00S,2023-03-04T05:21:22.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,6.652431011826544,57.35294117647059,1610612763,91,86,2023-03-04T05:21:27Z,5960000,False,-37.0,10.0,1,left,J. Jackson Jr. driving finger roll Layup (15 PTS) (T. Jones 2 AST),"[1628991, 1626145]",1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.81,Made,15.0,,,,,,,,T. Jones,1626145.0,2.0,,,,,,,
604,PT08M04.00S,2023-03-04T05:21:44.2Z,4,REGULAR,3pt,Jump Shot,[],202704,91.80354796320631,2.941176470588235,1610612743,91,86,2023-03-04T05:21:49Z,5980000,False,-235.0,25.0,1,right,MISS R. Jackson 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
605,PT08M01.00S,2023-03-04T05:21:47.2Z,4,REGULAR,rebound,offensive,[],203932,,,1610612743,91,86,2023-03-04T05:21:49Z,5990000,False,,,0,,A. Gordon REBOUND (Off:4 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,,,,604.0,5.0,1.0,4.0,,,,,,,,,,,,,
606,PT07M49.00S,2023-03-04T05:21:59.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628971,66.5735873850197,68.38235294117648,1610612743,91,86,2023-03-04T05:22:11Z,6000000,False,92.0,262.0,1,right,MISS B. Brown 27' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,27.74,Missed,,,,,,,,,,,,,,,,,,
608,PT07M48.00S,2023-03-04T05:22:00.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,91,86,2023-03-04T05:22:11Z,6020000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,606.0,,,,,,,,,,,,,,,,
609,PT07M48.00S,2023-03-04T05:22:12.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612743,91,86,2023-03-04T05:22:24Z,6030000,False,,,0,,J. Jackson Jr. loose ball personal FOUL (4 PF) (Gordon 2 FT),"[1628991, 203932]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,202058.0,4.0,0.0,Gordon,203932.0
611,PT07M48.00S,2023-03-04T05:22:42.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203932,,,1610612743,92,86,2023-03-04T05:22:42Z,6050000,False,,,0,,A. Gordon Free Throw 1 of 2 (12 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
612,PT07M48.00S,2023-03-04T05:22:42.5Z,4,REGULAR,substitution,out,[],202704,,,1610612743,92,86,2023-03-04T05:22:59Z,6060000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
