actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
22,PT10M43.00S,2022-12-19T01:12:49.8Z,1,REGULAR,foul,personal,[],1630163,,,1610612743,0,0,2022-12-19T01:13:35Z,220000,False,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 203932]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,101283.0,1.0,0.0,Gordon,203932.0,,,,,,,,,
24,PT10M23.00S,2022-12-19T01:13:32.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,13.485545335085414,51.71568627450981,1610612743,0,0,2022-12-19T01:13:41Z,240000,False,-9.0,74.0,1,left,MISS N. Jokic 7' driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,7.48,Missed,,,,,,,,,,,,,,,,,,
25,PT10M19.00S,2022-12-19T01:13:36.2Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,0,0,2022-12-19T01:13:41Z,250000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT10M14.00S,2022-12-19T01:13:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,93.77463863337714,53.92156862745098,1610612766,0,2,2022-12-19T01:13:51Z,260000,False,20.0,6.0,1,right,T. Rozier running reverse Layup (2 PTS),[1626179],1610612766.0,CHA,running reverse,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,,,,,,,2.0,,,,,
27,PT09M54.00S,2022-12-19T01:14:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,10.988830486202366,50.245098039215684,1610612743,2,2,2022-12-19T01:14:04Z,270000,False,-1.0,51.0,1,left,N. Jokic floating Jump Shot (2 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,,,,,,,,,,,,,2.0,J. Murray,1627750.0,1.0,,
29,PT09M38.00S,2022-12-19T01:14:16.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,84.97043363994744,39.950980392156865,1610612766,2,2,2022-12-19T01:14:21Z,290000,False,-50.0,89.0,1,right,MISS P. Washington 10' driving floating bank Shot,[1629023],1610612766.0,CHA,driving floating bank,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,10.2,Missed,,,,,,,,,,,,,,,,,,
30,PT09M35.00S,2022-12-19T01:14:19.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,2,2022-12-19T01:14:21Z,300000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,29.0,3.0,3.0,0.0,,,,,,,,,,,,,,
31,PT09M25.00S,2022-12-19T01:14:30.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,13.222733245729303,42.64705882352941,1610612743,2,2,2022-12-19T01:14:34Z,310000,False,37.0,72.0,1,left,MISS A. Gordon 8' turnaround fadeaway Shot,[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,8.07,Missed,,,,,,,,,,,,,,,,,,
32,PT09M23.00S,2022-12-19T01:14:32.0Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,2,2,2022-12-19T01:14:34Z,320000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M15.00S,2022-12-19T01:14:41.1Z,1,REGULAR,violation,kicked ball,[],203999,,,1610612766,2,2,2022-12-19T01:14:50Z,330000,False,,,0,,N. Jokic kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,1627961.0,,,,,,,,,,,,,
35,PT09M07.00S,2022-12-19T01:15:08.3Z,1,REGULAR,3pt,Jump Shot,[],1630163,61.0545335085414,50.245098039215684,1610612766,2,5,2022-12-19T01:15:13Z,350000,False,1.0,314.0,1,right,L. Ball 31' 3PT  (3 PTS) (G. Hayward 1 AST),"[1630163, 202330]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,31.36,Made,,,,,,,,,,,,,3.0,G. Hayward,202330.0,1.0,,
37,PT08M45.00S,2022-12-19T01:15:30.4Z,1,REGULAR,3pt,Jump Shot,[],1628971,9.411957950065702,94.85294117647058,1610612743,2,5,2022-12-19T01:15:34Z,370000,False,-224.0,36.0,1,left,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,22.72,Missed,,,,,,,,,,,,,,,,,,
38,PT08M42.00S,2022-12-19T01:15:33.4Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,2,5,2022-12-19T01:15:34Z,380000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Left Corner 3,24+ Left,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M27.00S,2022-12-19T01:15:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,71.69842312746385,20.34313725490196,1610612766,2,5,2022-12-19T01:15:53Z,390000,False,-148.0,214.0,1,right,MISS L. Ball 26' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
40,PT08M24.00S,2022-12-19T01:15:51.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,5,2022-12-19T01:15:53Z,400000,False,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,39.0,4.0,4.0,0.0,,,,,,,,,,,,,,
41,PT08M16.00S,2022-12-19T01:16:01.6Z,1,REGULAR,foul,personal,['2freethrow'],203486,,,1610612743,2,5,2022-12-19T01:16:09Z,410000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Gordon 2 FT),"[203486, 203932]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,1.0,0.0,Gordon,203932.0,,,,,,,,,
43,PT08M16.00S,2022-12-19T01:16:28.0Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,2,5,2022-12-19T01:16:28Z,430000,False,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
44,PT08M16.00S,2022-12-19T01:16:28.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,2,5,2022-12-19T01:16:28Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,
45,PT08M16.00S,2022-12-19T01:16:46.8Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,3,5,2022-12-19T01:16:46Z,450000,False,,,0,,A. Gordon Free Throw 2 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
46,PT08M05.00S,2022-12-19T01:16:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.32917214191852,48.77450980392157,1610612766,3,7,2022-12-19T01:17:07Z,460000,False,-6.0,20.0,1,right,M. Plumlee driving Layup (2 PTS) (L. Ball 1 AST),"[203486, 1630163]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,,,,,,,2.0,L. Ball,1630163.0,1.0,,
47,PT07M54.00S,2022-12-19T01:17:10.6Z,1,REGULAR,3pt,Jump Shot,[],203484,29.25427069645204,21.568627450980394,1610612743,3,7,2022-12-19T01:17:14Z,470000,False,142.0,222.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
48,PT07M51.00S,2022-12-19T01:17:13.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,3,7,2022-12-19T01:17:14Z,480000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT07M28.00S,2022-12-19T01:17:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.64323258869908,54.90196078431373,1610612766,3,7,2022-12-19T01:19:19Z,490000,False,25.0,7.0,1,right,MISS T. Rozier driving finger roll Layup,[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
51,PT07M28.00S,2022-12-19T01:17:36.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,7,2022-12-19T01:17:44Z,500000,False,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,50.0,5.0,5.0,0.0,,,,,,,,,,,,,,
52,PT07M24.00S,2022-12-19T01:17:40.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,28.07161629434954,81.61764705882352,1610612743,3,7,2022-12-19T01:20:15Z,510000,False,-158.0,211.0,1,left,MISS J. Murray 26' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
53,PT07M21.00S,2022-12-19T01:17:43.7Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,3,7,2022-12-19T01:17:43Z,520000,False,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,52.0,1.0,0.0,1.0,,,,,,,,,,,,,,
54,PT07M20.00S,2022-12-19T01:17:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,7.440867279894875,45.83333333333333,1610612743,3,7,2022-12-19T01:17:51Z,530000,False,21.0,17.0,1,left,MISS A. Gordon putback Layup - blocked,"[203932, 1629023]",1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
55,PT07M20.00S,2022-12-19T01:17:44.8Z,1,REGULAR,block,,[],1629023,,,1610612743,3,7,2022-12-19T01:17:46Z,540000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT07M18.00S,2022-12-19T01:17:46.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,3,7,2022-12-19T01:17:51Z,550000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT07M15.00S,2022-12-19T01:17:50.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,93.9060446780552,53.67647058823529,1610612766,3,9,2022-12-19T01:18:04Z,560000,False,18.0,5.0,1,right,P. Washington running Layup (2 PTS),[1629023],1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,,,,,,,,,2.0,,,,,
58,PT06M58.00S,2022-12-19T01:18:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.754927726675426,46.07843137254902,1610612743,3,9,2022-12-19T01:18:20Z,570000,False,20.0,30.0,1,left,MISS N. Jokic Layup - blocked,"[203999, 203486]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,Plumlee,203486.0
59,PT06M58.00S,2022-12-19T01:18:06.4Z,1,REGULAR,block,,[],203486,,,1610612743,3,9,2022-12-19T01:18:08Z,580000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2022-12-19T01:18:08.4Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,3,9,2022-12-19T01:18:56Z,590000,False,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,58.0,6.0,5.0,1.0,,,,,,,,,,,,,,
61,PT06M56.00S,2022-12-19T01:18:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,6.783837056504599,45.09803921568628,1610612743,3,9,2022-12-19T01:18:36Z,600000,False,25.0,11.0,1,left,MISS A. Gordon Layup - blocked,"[203932, 203486]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,Plumlee,203486.0
62,PT06M56.00S,2022-12-19T01:18:10.7Z,1,REGULAR,block,,[],203486,,,1610612743,3,9,2022-12-19T01:29:05Z,610000,False,,,0,,M. Plumlee BLOCK (2 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M56.00S,2022-12-19T01:18:10.7Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,3,9,2022-12-19T01:18:23Z,620000,False,,,0,,A. Gordon REBOUND (Off:2 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,61.0,2.0,0.0,2.0,,,,,,,,,,,,,,
64,PT06M56.00S,2022-12-19T01:18:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,5.995400788436268,45.588235294117645,1610612743,5,9,2022-12-19T01:18:27Z,630000,False,22.0,4.0,1,left,A. Gordon putback Layup (3 PTS),[203932],1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,,,,,,,3.0,,,,,
65,PT06M56.00S,2022-12-19T01:18:19.5Z,1,REGULAR,foul,personal,['1freethrow'],203486,,,1610612743,5,9,2022-12-19T01:18:28Z,640000,False,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Gordon 1 FT),"[203486, 203932]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,1627961.0,2.0,0.0,Gordon,203932.0,,,,,,,,,
67,PT06M56.00S,2022-12-19T01:18:39.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,5,9,2022-12-19T01:18:39Z,660000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M56.00S,2022-12-19T01:21:35.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203932,,,1610612743,6,9,2022-12-19T01:21:35Z,670000,False,,,0,,A. Gordon Free Throw 1 of 1 (4 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
69,PT06M43.00S,2022-12-19T01:21:54.3Z,1,REGULAR,foul,offensive,[],203486,,,1610612766,6,9,2022-12-19T01:22:18Z,680000,False,,,0,,M. Plumlee offensive FOUL (3 PF),"[203486, 203484]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Left Center,,,,,,,1201.0,3.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,
71,PT06M43.00S,2022-12-19T01:21:54.3Z,1,REGULAR,turnover,offensive foul,[],203486,,,1610612766,6,9,2022-12-19T01:21:54Z,700000,False,,,0,,M. Plumlee offensive foul TURNOVER (1 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Left Center,,,,,,,1201.0,,,,,1.0,,,,,,,,
72,PT06M43.00S,2022-12-19T01:22:03.9Z,1,REGULAR,substitution,out,[],203484,,,1610612743,6,9,2022-12-19T01:22:22Z,710000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M43.00S,2022-12-19T01:22:03.9Z,1,REGULAR,substitution,out,[],203486,,,1610612743,6,9,2022-12-19T01:22:22Z,720000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M43.00S,2022-12-19T01:22:03.9Z,1,REGULAR,substitution,in,[],1631128,,,1610612743,6,9,2022-12-19T01:22:22Z,730000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M43.00S,2022-12-19T01:22:03.9Z,1,REGULAR,substitution,in,[],1630208,,,1610612743,6,9,2022-12-19T01:22:22Z,740000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M31.00S,2022-12-19T01:22:45.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631128,11.777266754270697,4.6568627450980395,1610612743,6,9,2022-12-19T01:22:51Z,750000,False,227.0,58.0,1,left,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
77,PT06M27.00S,2022-12-19T01:22:49.0Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,6,9,2022-12-19T01:35:28Z,760000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,,,
78,PT06M09.00S,2022-12-19T01:23:07.6Z,1,REGULAR,3pt,Jump Shot,[],202330,82.34231274638634,4.411764705882353,1610612766,6,9,2022-12-19T01:23:14Z,770000,False,-228.0,113.0,1,right,MISS G. Hayward 25' floating 3PT,[202330],1610612766.0,CHA,floating,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
79,PT06M06.00S,2022-12-19T01:23:10.6Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,6,9,2022-12-19T01:23:14Z,780000,False,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,78.0,3.0,1.0,2.0,,,,,,,,,,,,,,
80,PT06M01.00S,2022-12-19T01:23:16.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631128,9.543363994743759,3.431372549019608,1610612743,6,9,2022-12-19T01:23:26Z,790000,False,233.0,37.0,1,left,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,,
