actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
427,PT03M27.00S,2022-10-27T03:44:59.1Z,3,REGULAR,foul,personal,['1freethrow'],1629308,,,1610612743,80,65,2022-10-27T03:45:09Z,4230000,,,0,,J. Toscano-Anderson shooting personal FOUL (3 PF) (Green 1 FT),"[1629308, 201145]",1610612747.0,LAL,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,3.0,0.0,Green,201145.0,,,,,,,,
429,PT03M27.00S,2022-10-27T03:45:27.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],201145,,,1610612743,81,65,2022-10-27T03:45:27Z,4250000,,,0,,J. Green Free Throw 1 of 1 (7 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
430,PT03M14.00S,2022-10-27T03:45:42.0Z,3,REGULAR,turnover,bad pass,[],1628972,,,1610612747,81,65,2022-10-27T03:45:46Z,4260000,,,0,,T. Brown Jr. bad pass TURNOVER (1 TO),"[1628972, 203999]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Jokic,203999.0
431,PT03M14.00S,2022-10-27T03:45:42.0Z,3,REGULAR,steal,,[],203999,,,1610612743,81,65,2022-10-27T03:45:43Z,4270000,,,0,,N. Jokic STEAL (4 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
432,PT03M09.00S,2022-10-27T03:45:46.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,93.11760840998686,53.431372549019606,1610612743,83,65,2022-10-27T03:45:55Z,4280000,17.0,12.0,1,right,K. Caldwell-Pope running reverse Layup (13 PTS) (N. Jokic 7 AST),"[203484, 203999]",1610612743.0,DEN,running reverse,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,13.0,,,,,,N. Jokic,203999.0,7.0,,,,,
434,PT03M09.00S,2022-10-27T03:45:55.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,83,65,2022-10-27T03:45:55Z,4300000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M09.00S,2022-10-27T03:48:46.7Z,3,REGULAR,substitution,out,[],203484,,,1610612747,83,65,2022-10-27T03:49:17Z,4310000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M09.00S,2022-10-27T03:48:46.7Z,3,REGULAR,substitution,out,[],203076,,,1610612747,83,65,2022-10-27T03:49:17Z,4320000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M09.00S,2022-10-27T03:48:46.7Z,3,REGULAR,substitution,out,[],1629022,,,1610612747,83,65,2022-10-27T03:49:17Z,4330000,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M09.00S,2022-10-27T03:48:46.7Z,3,REGULAR,substitution,in,[],1628971,,,1610612747,83,65,2022-10-27T03:49:17Z,4340000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M09.00S,2022-10-27T03:48:46.7Z,3,REGULAR,substitution,in,[],1627745,,,1610612747,83,65,2022-10-27T03:49:17Z,4350000,,,0,,SUB in: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M09.00S,2022-10-27T03:48:46.7Z,3,REGULAR,substitution,in,[],201976,,,1610612747,83,65,2022-10-27T03:49:17Z,4360000,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M48.00S,2022-10-27T03:49:52.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,7.440867279894875,46.568627450980394,1610612747,83,67,2022-10-27T03:50:01Z,4370000,17.0,17.0,1,left,T. Brown Jr. driving Layup (6 PTS) (P. Beverley 2 AST),"[1628972, 201976]",1610612747.0,LAL,driving,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,6.0,,,,,,P. Beverley,201976.0,2.0,,,,,
443,PT02M35.00S,2022-10-27T03:50:05.2Z,3,REGULAR,3pt,Jump Shot,[],203999,67.36202365308804,45.09803921568628,1610612743,83,67,2022-10-27T03:50:22Z,4390000,-25.0,254.0,1,right,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,25.55,Missed,,,,,,,,,,,,,,,,,,
444,PT02M33.00S,2022-10-27T03:50:07.2Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612747,83,67,2022-10-27T03:50:34Z,4400000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,443.0,2.0,2.0,0.0,,,,,,,,,,,,,,
445,PT02M11.00S,2022-10-27T03:50:28.7Z,3,REGULAR,2pt,Jump Shot,[],1629134,4.418528252299605,83.82352941176471,1610612747,83,67,2022-10-27T03:50:36Z,4410000,-169.0,-11.0,1,left,MISS K. Nunn 16' pullup Shot,[1629134],1610612747.0,LAL,pullup,,,Nunn,K. Nunn,,,,,Mid-Range,16-24 Left,16.95,Missed,,,,,,,,,,,,,,,,,,
446,PT02M09.00S,2022-10-27T03:50:30.7Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,83,67,2022-10-27T03:50:36Z,4420000,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left,,,445.0,3.0,3.0,0.0,,,,,,,,,,,,,,
448,PT02M04.00S,2022-10-27T03:50:39.7Z,3,REGULAR,substitution,out,[],203999,,,1610612743,83,67,2022-10-27T03:50:49Z,4440000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M04.00S,2022-10-27T03:50:39.7Z,3,REGULAR,substitution,in,[],201599,,,1610612743,83,67,2022-10-27T03:50:49Z,4450000,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M01.00S,2022-10-27T03:51:05.0Z,3,REGULAR,2pt,Jump Shot,[],1630538,91.80354796320631,76.9607843137255,1610612743,83,67,2022-10-27T03:51:12Z,4460000,135.0,25.0,1,right,MISS B. Hyland 13' pullup Shot,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Right,13.7,Missed,,,,,,,,,,,,,,,,,,
451,PT01M57.00S,2022-10-27T03:51:09.0Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612747,83,67,2022-10-27T03:51:12Z,4470000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,8-16 Right,,,450.0,3.0,3.0,0.0,,,,,,,,,,,,,,
452,PT01M46.00S,2022-10-27T03:51:18.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,5.995400788436268,61.76470588235294,1610612747,83,67,2022-10-27T03:51:27Z,4480000,-59.0,4.0,1,left,MISS K. Nunn driving Layup - blocked,"[1629134, 1630538]",1610612747.0,LAL,driving,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,Hyland,1630538.0,,,
453,PT01M46.00S,2022-10-27T03:51:18.9Z,3,REGULAR,block,,[],1630538,,,1610612747,83,67,2022-10-27T03:51:20Z,4490000,,,0,,B. Hyland BLOCK (1 BLK),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
454,PT01M43.00S,2022-10-27T03:51:21.9Z,3,REGULAR,rebound,offensive,[],1628972,,,1610612747,83,67,2022-10-27T03:51:27Z,4500000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:3),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,452.0,4.0,3.0,1.0,,,,,,,,,,,,,,
455,PT01M42.00S,2022-10-27T03:51:22.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201976,28.203022339027594,17.401960784313726,1610612747,83,67,2022-10-27T03:51:46Z,4510000,163.0,213.0,1,left,MISS P. Beverley 26' 3PT,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
456,PT01M41.00S,2022-10-27T03:51:23.8Z,3,REGULAR,rebound,defensive,[],201599,,,1610612743,83,67,2022-10-27T03:51:46Z,4520000,,,0,,D. Jordan REBOUND (Off:0 Def:4),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,455.0,4.0,4.0,0.0,,,,,,,,,,,,,,
457,PT01M24.00S,2022-10-27T03:51:41.4Z,3,REGULAR,3pt,Jump Shot,[],201145,84.83902759526939,94.6078431372549,1610612743,83,67,2022-10-27T03:51:57Z,4530000,223.0,90.0,1,right,MISS J. Green 24' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Right,24.05,Missed,,,,,,,,,,,,,,,,,,
458,PT01M21.00S,2022-10-27T03:51:44.4Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,83,67,2022-10-27T03:51:57Z,4540000,,,0,,C. Braun REBOUND (Off:1 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right,,,457.0,4.0,3.0,1.0,,,,,,,,,,,,,,
459,PT01M09.00S,2022-10-27T03:51:56.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630538,87.33574244415243,35.294117647058826,1610612743,83,67,2022-10-27T03:52:03Z,4550000,-74.0,67.0,1,right,MISS B. Hyland 9' fadeaway Shot - blocked,"[1630538, 1627745]",1610612743.0,DEN,fadeaway,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Left,9.91,Missed,,,,,,,,,,,,,,Jones,1627745.0,,,
460,PT01M09.00S,2022-10-27T03:51:56.0Z,3,REGULAR,block,,[],1627745,,,1610612743,83,67,2022-10-27T03:51:59Z,4560000,,,0,,D. Jones BLOCK (1 BLK),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
461,PT01M06.00S,2022-10-27T03:51:59.0Z,3,REGULAR,rebound,defensive,[],1629308,,,1610612747,83,67,2022-10-27T03:52:03Z,4570000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:3),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),8-16 Left,,,459.0,3.0,3.0,0.0,,,,,,,,,,,,,,
462,PT00M52.60S,2022-10-27T03:52:14.0Z,3,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612747,83,67,2022-10-27T03:52:27Z,4580000,,,0,,B. Brown shooting personal FOUL (3 PF) (Beverley 2 FT),"[1628971, 201976]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,3.0,0.0,Beverley,201976.0,,,,,,,,
464,PT00M52.60S,2022-10-27T03:52:49.7Z,3,REGULAR,freethrow,1 of 2,[],201976,,,1610612747,83,68,2022-10-27T03:52:49Z,4600000,,,0,,P. Beverley Free Throw 1 of 2 (5 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
465,PT00M52.60S,2022-10-27T03:52:50.3Z,3,REGULAR,substitution,out,[],1629308,,,1610612747,83,68,2022-10-27T03:52:54Z,4610000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M52.60S,2022-10-27T03:52:50.3Z,3,REGULAR,substitution,in,[],2544,,,1610612747,83,68,2022-10-27T03:52:54Z,4620000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M52.60S,2022-10-27T03:53:17.3Z,3,REGULAR,freethrow,2 of 2,[],201976,,,1610612747,83,69,2022-10-27T03:53:17Z,4630000,,,0,,P. Beverley Free Throw 2 of 2 (6 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
468,PT00M39.10S,2022-10-27T03:53:34.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,93.51182654402102,54.65686274509803,1610612743,85,69,2022-10-27T03:53:39Z,4640000,23.0,8.0,1,right,C. Braun driving Layup (6 PTS) (J. Green 2 AST),"[1631128, 201145]",1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,6.0,,,,,,J. Green,201145.0,2.0,,,,,
470,PT00M28.80S,2022-10-27T03:53:45.6Z,3,REGULAR,3pt,Jump Shot,[],1628972,8.886333771353483,96.56862745098039,1610612747,85,69,2022-10-27T03:53:51Z,4660000,-233.0,31.0,1,left,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,23.49,Missed,,,,,,,,,,,,,,,,,,
471,PT00M26.70S,2022-10-27T03:53:47.7Z,3,REGULAR,rebound,offensive,[],2544,,,1610612747,85,69,2022-10-27T03:53:47Z,4670000,,,0,,L. James REBOUND (Off:1 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,470.0,5.0,4.0,1.0,,,,,,,,,,,,,,
472,PT00M26.10S,2022-10-27T03:53:49.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,8.360709592641262,42.64705882352941,1610612747,85,71,2022-10-27T03:53:55Z,4680000,37.0,26.0,1,left,L. James putback Layup (11 PTS),[2544],1610612747.0,LAL,putback,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,4.51,Made,,,,,11.0,,,,,,,,,,,,,
473,PT00M03.50S,2022-10-27T03:54:14.4Z,3,REGULAR,foul,personal,['2freethrow'],1629134,,,1610612743,85,71,2022-10-27T03:54:27Z,4690000,,,0,,K. Nunn shooting personal FOUL (1 PF) (Hyland 2 FT),"[1629134, 1630538]",1610612747.0,LAL,shooting,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,203591.0,1.0,0.0,Hyland,1630538.0,,,,,,,,
475,PT00M03.50S,2022-10-27T03:54:47.7Z,3,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,86,71,2022-10-27T03:54:47Z,4710000,,,0,,B. Hyland Free Throw 1 of 2 (3 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
476,PT00M03.50S,2022-10-27T03:54:55.0Z,3,REGULAR,substitution,out,[],1628971,,,1610612743,86,71,2022-10-27T03:55:00Z,4720000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M03.50S,2022-10-27T03:54:55.0Z,3,REGULAR,substitution,in,[],1628432,,,1610612743,86,71,2022-10-27T03:55:00Z,4730000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M03.50S,2022-10-27T03:55:16.0Z,3,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,86,71,2022-10-27T03:55:16Z,4740000,,,0,,MISS B. Hyland Free Throw 2 of 2,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
479,PT00M01.90S,2022-10-27T03:55:16.6Z,3,REGULAR,rebound,defensive,[],1627745,,,1610612747,86,71,2022-10-27T03:55:16Z,4750000,,,0,,D. Jones REBOUND (Off:1 Def:3),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,478.0,4.0,3.0,1.0,,,,,,,,,,,,,,
480,PT00M00.00S,2022-10-27T03:55:23.9Z,3,REGULAR,period,end,[],0,,,1610612747,86,71,2022-10-27T03:55:23Z,4760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2022-10-27T03:58:20.4Z,4,REGULAR,substitution,out,['startperiod'],1629134,,,1610612747,86,71,2022-10-27T03:58:50Z,4770000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2022-10-27T03:58:20.4Z,4,REGULAR,substitution,out,['startperiod'],1627745,,,1610612747,86,71,2022-10-27T03:58:50Z,4780000,,,0,,SUB out: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2022-10-27T03:58:20.4Z,4,REGULAR,substitution,in,['startperiod'],203076,,,1610612747,86,71,2022-10-27T03:58:50Z,4790000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-10-27T03:58:20.4Z,4,REGULAR,substitution,in,['startperiod'],1630346,,,1610612747,86,71,2022-10-27T03:58:50Z,4800000,,,0,,SUB in: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2022-10-27T03:58:57.4Z,4,REGULAR,period,start,[],0,,,1610612743,86,71,2022-10-27T03:58:57Z,4810000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT11M48.00S,2022-10-27T03:59:08.9Z,4,REGULAR,turnover,bad pass,[],1630538,,,1610612743,86,71,2022-10-27T03:59:13Z,4820000,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 203076]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Davis,203076.0
487,PT11M48.00S,2022-10-27T03:59:08.9Z,4,REGULAR,steal,,[],203076,,,1610612747,86,71,2022-10-27T04:00:20Z,4830000,,,0,,A. Davis STEAL (3 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
488,PT11M44.00S,2022-10-27T03:59:14.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,9.017739816031538,50.0,1610612747,86,73,2022-10-27T03:59:22Z,4840000,0.0,32.0,1,left,L. James running finger roll Layup (13 PTS),[2544],1610612747.0,LAL,running finger roll,,,James,L. James,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,13.0,,,,,,,,,,,,,
489,PT11M44.00S,2022-10-27T03:59:16.2Z,4,REGULAR,foul,personal,['1freethrow'],201145,,,1610612747,86,73,2022-10-27T03:59:24Z,4850000,,,0,,J. Green shooting personal FOUL (3 PF) (James 1 FT),"[201145, 2544]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,3.0,0.0,James,2544.0,,,,,,,,
491,PT11M44.00S,2022-10-27T03:59:40.9Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",2544,,,1610612747,86,74,2022-10-27T03:59:40Z,4870000,,,0,,L. James Free Throw 1 of 1 (14 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
492,PT11M36.00S,2022-10-27T03:59:56.3Z,4,REGULAR,foul,personal,[],1630346,,,1610612743,86,74,2022-10-27T04:00:06Z,4880000,,,0,,M. Ryan personal FOUL (1 PF),"[1630346, 201599]",1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Mid-Range,16-24 Left Center,,,,,,,,202037.0,1.0,0.0,Jordan,201599.0,,,,,,,,
494,PT11M22.00S,2022-10-27T04:00:28.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,92.72339027595268,58.08823529411765,1610612743,86,74,2022-10-27T04:00:33Z,4900000,40.0,16.0,1,right,MISS J. Green driving floating bank Shot,[201145],1610612743.0,DEN,driving floating bank,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,,
495,PT11M21.00S,2022-10-27T04:00:29.2Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,86,74,2022-10-27T04:00:33Z,4910000,,,0,,A. Davis REBOUND (Off:0 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,494.0,7.0,7.0,0.0,,,,,,,,,,,,,,
496,PT11M17.00S,2022-10-27T04:00:34.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,8.623521681997373,47.549019607843135,1610612747,86,76,2022-10-27T04:01:11Z,4920000,12.0,29.0,1,left,L. James running Layup (16 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,16.0,,,,,,,,,,,,,
497,PT11M17.00S,2022-10-27T04:00:40.0Z,4,REGULAR,foul,personal,['1freethrow'],1628432,,,1610612747,86,76,2022-10-27T04:00:49Z,4930000,,,0,,D. Reed shooting personal FOUL (1 PF) (James 1 FT),"[1628432, 2544]",1610612743.0,DEN,shooting,,,Reed,D. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,1.0,0.0,James,2544.0,,,,,,,,
499,PT11M17.00S,2022-10-27T04:01:06.6Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],2544,,,1610612747,86,76,2022-10-27T04:01:06Z,4950000,,,0,,MISS L. James Free Throw 1 of 1,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
500,PT11M14.00S,2022-10-27T04:01:07.7Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612743,86,76,2022-10-27T04:01:07Z,4960000,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,499.0,2.0,2.0,0.0,,,,,,,,,,,,,,
501,PT10M56.00S,2022-10-27T04:01:25.3Z,4,REGULAR,2pt,Jump Shot,[],201145,87.59855453350855,8.333333333333332,1610612743,86,76,2022-10-27T04:01:49Z,4970000,-208.0,64.0,1,right,MISS J. Green 21' Jump Shot,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Mid-Range,16-24 Left,21.79,Missed,,,,,,,,,,,,,,,,,,
502,PT10M54.00S,2022-10-27T04:01:27.3Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,86,76,2022-10-27T04:01:49Z,4980000,,,0,,A. Davis REBOUND (Off:0 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left,,,501.0,8.0,8.0,0.0,,,,,,,,,,,,,,
503,PT10M51.00S,2022-10-27T04:01:30.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",2544,11.251642575558476,58.57843137254902,1610612747,86,76,2022-10-27T04:01:47Z,4990000,-43.0,53.0,1,left,MISS L. James 6' fadeaway bank Shot,[2544],1610612747.0,LAL,fadeaway bank,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,,
504,PT10M49.00S,2022-10-27T04:01:32.8Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,86,76,2022-10-27T04:01:47Z,5000000,,,0,,D. Jordan REBOUND (Off:0 Def:5),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,503.0,5.0,5.0,0.0,,,,,,,,,,,,,,
505,PT10M37.00S,2022-10-27T04:01:45.6Z,4,REGULAR,2pt,Jump Shot,[],1630538,77.87450722733246,58.333333333333336,1610612743,86,76,2022-10-27T04:01:52Z,5010000,42.0,155.0,1,right,MISS B. Hyland 16' pullup bank Shot,[1630538],1610612743.0,DEN,pullup bank,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Center,16.1,Missed,,,,,,,,,,,,,,,,,,
506,PT10M37.00S,2022-10-27T04:01:45.6Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,86,76,2022-10-27T04:01:52Z,5020000,,,0,,A. Davis REBOUND (Off:0 Def:9),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,,,505.0,9.0,9.0,0.0,,,,,,,,,,,,,,
507,PT10M24.00S,2022-10-27T04:02:00.4Z,4,REGULAR,foul,personal,[],1628432,,,1610612747,86,76,2022-10-27T04:02:24Z,5030000,,,0,,D. Reed personal FOUL (2 PF),"[1628432, 203076]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,2.0,0.0,Davis,203076.0,,,,,,,,
509,PT10M20.00S,2022-10-27T04:02:26.6Z,4,REGULAR,3pt,Jump Shot,[],1630346,32.802233902759525,39.21568627450981,1610612747,86,76,2022-10-27T04:02:31Z,5050000,54.0,256.0,1,left,MISS M. Ryan 26' 3PT,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Center,26.14,Missed,,,,,,,,,,,,,,,,,,
510,PT10M17.00S,2022-10-27T04:02:29.6Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612743,86,76,2022-10-27T04:02:31Z,5060000,,,0,,B. Hyland REBOUND (Off:0 Def:3),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,509.0,3.0,3.0,0.0,,,,,,,,,,,,,,
