actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-04-09T19:40:54.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-09T19:40:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-04-09T19:40:57.1Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612758,0,0,2023-04-09T19:40:57Z,40000,False,,,0,,Jump Ball D. Sabonis vs. D. Jordan: Tip to H. Barnes,"[203084, 1627734, 201599]",1610612758.0,SAC,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Sabonis,1627734.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-04-09T19:41:15.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,8.754927726675426,52.20588235294118,1610612758,0,2,2023-04-09T19:41:20Z,70000,False,-11.0,30.0,1,left,D. Sabonis cutting DUNK (2 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.18,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-04-09T19:41:31.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631128,92.9862023653088,48.03921568627451,1610612743,2,2,2023-04-09T19:41:37Z,90000,False,-10.0,13.0,1,right,C. Braun driving DUNK (2 PTS) (D. Jordan 1 AST),"[1631128, 201599]",1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.66,Made,2.0,D. Jordan,201599.0,1.0,,,,,,,,,,,,,,
41,PT11M15.00S,2023-04-09T19:41:49.5Z,1,REGULAR,violation,kicked ball,[],201599,,,1610612758,2,2,2023-04-09T19:45:44Z,115000,False,,,0,,D. Jordan kicked ball VIOLATION,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,203592.0,,,,,,,,,,,,,
13,PT11M06.00S,2023-04-09T19:42:07.6Z,1,REGULAR,2pt,Jump Shot,[],1628368,16.113666228646515,25.98039215686275,1610612758,2,2,2023-04-09T19:52:06Z,130000,False,120.0,99.0,1,left,MISS D. Fox 15' fadeaway Shot,[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,15.56,Missed,,,,,,,,,,,,,,,,,,
14,PT11M04.00S,2023-04-09T19:42:09.6Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,2,2,2023-04-09T19:52:06Z,140000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:0),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,
15,PT11M03.00S,2023-04-09T19:42:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,8.853482260183966,50.0,1610612758,2,2,2023-04-09T19:52:47Z,150000,False,0.0,31.0,1,left,MISS D. Sabonis tip Layup,[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
16,PT11M02.00S,2023-04-09T19:42:16.2Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,2,2,2023-04-09T19:52:47Z,160000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,
92,PT10M58.00S,2023-04-09T19:42:19.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628971,90.40735873850197,52.18290441176471,1610612743,2,2,2023-04-09T19:54:16Z,165000,False,11.0,38.0,1,right,MISS B. Brown driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,,
