actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-09T02:10:43.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-09T02:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-03-09T02:11:01.6Z,1,REGULAR,jumpball,recovered,[],201976,,,1610612741,0,0,2023-03-09T02:11:01Z,40000,False,,,0,,Jump Ball N. Vucevic vs. N. Jokic: Tip to P. Beverley,"[201976, 202696, 203999]",1610612741.0,CHI,startperiod,P. Beverley,201976.0,Beverley,P. Beverley,Vucevic,202696.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-03-09T02:11:13.9Z,1,REGULAR,3pt,Jump Shot,[],203897,68.15045992115637,20.34313725490196,1610612741,0,0,2023-03-09T02:11:21Z,70000,False,-148.0,247.0,1,right,MISS Z. LaVine 28' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,28.8,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-03-09T02:11:16.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2023-03-09T02:11:16Z,80000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-03-09T02:11:32.0Z,1,REGULAR,3pt,Jump Shot,[],203484,29.517082785808146,74.50980392156863,1610612743,3,0,2023-03-09T02:11:35Z,90000,False,-123.0,225.0,1,left,K. Caldwell-Pope 25' 3PT  (3 PTS) (N. Jokic 1 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,25.62,Made,,,,,3.0,N. Jokic,203999.0,1.0,,,,,,,,,,
11,PT11M03.00S,2023-03-09T02:11:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.51182654402102,53.67647058823529,1610612741,3,2,2023-03-09T02:11:59Z,110000,False,18.0,8.0,1,right,Z. LaVine driving Layup (2 PTS) (D. DeRozan 1 AST),"[203897, 201942]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,
13,PT10M39.00S,2023-03-09T02:12:20.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,12.171484888304862,52.450980392156865,1610612743,3,2,2023-03-09T02:12:25Z,130000,False,-12.0,62.0,1,left,MISS M. Porter Jr. 6' driving floating Shot,[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
14,PT10M36.00S,2023-03-09T02:12:23.2Z,1,REGULAR,rebound,defensive,[],201976,,,1610612741,3,2,2023-03-09T02:12:56Z,140000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M31.00S,2023-03-09T02:12:28.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203897,94.03745072273325,59.55882352941176,1610612741,3,4,2023-03-09T02:12:38Z,150000,False,48.0,4.0,1,right,Z. LaVine running Layup (4 PTS) (P. Beverley 1 AST),"[203897, 201976]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,,,,,4.0,P. Beverley,201976.0,1.0,,,,,,,,,,
17,PT10M09.00S,2023-03-09T02:12:49.8Z,1,REGULAR,3pt,Jump Shot,[],1629008,5.601182654402102,96.07843137254902,1610612743,6,4,2023-03-09T02:14:28Z,170000,False,-230.0,0.0,1,left,M. Porter Jr. 3PT pullup (3 PTS) (N. Jokic 2 AST),"[1629008, 203999]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,3.0,N. Jokic,203999.0,2.0,,,,,,,,,,
