actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-04T03:10:46.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-04T03:10:46Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-12-04T03:10:49.6Z,1,REGULAR,jumpball,recovered,[],1629659,,,1610612747,0,0,2021-12-04T03:10:49Z,40000,,,0,,Jump Ball D. Howard vs. I. Zubac: Tip to T. Horton-Tucker,"[1629659, 2730, 1627826]",1610612747.0,LAL,startperiod,T. Horton-Tucker,1629659.0,Horton-Tucker,T. Horton-Tucker,Howard,2730.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2021-12-04T03:11:03.9Z,1,REGULAR,2pt,Jump Shot,[],2544,26.987516425755587,37.254901960784316,1610612747,0,0,2021-12-04T03:11:10Z,70000,64.0,201.0,1,left,MISS L. James 21' Jump Shot,[2544],1610612747.0,LAL,,,,James,L. James,,,,,21.1,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2021-12-04T03:11:06.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2021-12-04T03:11:10Z,80000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M24.00S,2021-12-04T03:11:21.7Z,1,REGULAR,3pt,Jump Shot,[],202331,80.6011826544021,91.17647058823529,1610612746,0,0,2021-12-04T03:11:27Z,90000,206.0,130.0,1,right,MISS P. George 24' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,24.34,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2021-12-04T03:11:25.7Z,1,REGULAR,rebound,offensive,[],201586,,,1610612746,0,0,2021-12-04T03:11:27Z,100000,,,0,,S. Ibaka REBOUND (Off:1 Def:0),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
11,PT11M14.00S,2021-12-04T03:11:31.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201586,85.3318002628121,4.411764705882348,1610612746,0,3,2021-12-04T03:11:38Z,110000,-228.0,85.0,1,right,S. Ibaka 24' 3PT  (3 PTS) (I. Zubac 1 AST),"[201586, 1627826]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,24.34,Made,,,,,3.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,
13,PT10M58.00S,2021-12-04T03:11:47.3Z,1,REGULAR,2pt,Jump Shot,[],203076,23.570959264126145,58.088235294117645,1610612747,2,3,2021-12-04T03:11:52Z,130000,-40.0,169.0,1,left,A. Davis 17' Jump Shot (2 PTS) (T. Horton-Tucker 1 AST),"[203076, 1629659]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,17.39,Made,,,,,2.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,
15,PT10M43.00S,2021-12-04T03:12:02.3Z,1,REGULAR,3pt,Jump Shot,[],202694,67.7233902759527,66.91176470588235,1610612746,2,6,2021-12-04T03:12:06Z,150000,85.0,251.0,1,right,M. Morris Sr. 26' 3PT  (3 PTS) (P. George 1 AST),"[202694, 202331]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.48,Made,,,,,3.0,P. George,202331.0,1.0,,,,,,,,,,,
17,PT10M19.00S,2021-12-04T03:12:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,15.160972404730614,56.372549019607845,1610612747,4,6,2021-12-04T03:12:30Z,170000,-32.0,90.0,1,left,R. Westbrook 9' fadeaway Jump Shot (2 PTS),[201566],1610612747.0,LAL,fadeaway,,,Westbrook,R. Westbrook,,,,,9.55,Made,,,,,2.0,,,,,,,,,,,,,,
18,PT09M51.00S,2021-12-04T03:12:54.1Z,1,REGULAR,2pt,Jump Shot,[],202694,92.55913272010513,33.33333333333334,1610612746,4,6,2021-12-04T03:12:58Z,180000,-83.0,17.0,1,right,MISS M. Morris Sr. 8' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,8.51,Missed,,,,,,,,,,,,,,,,,,,
