actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
88,PT03M48.00S,2021-12-22T03:18:01.6Z,1,REGULAR,substitution,out,[],1629659,,,1610612756,18,14,2021-12-22T03:18:19Z,880000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M48.00S,2021-12-22T03:18:01.6Z,1,REGULAR,substitution,out,[],2544,,,1610612756,18,14,2021-12-22T03:18:19Z,890000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M48.00S,2021-12-22T03:18:01.6Z,1,REGULAR,substitution,out,[],101108,,,1610612756,18,14,2021-12-22T03:18:19Z,900000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M48.00S,2021-12-22T03:18:01.6Z,1,REGULAR,substitution,out,[],1629028,,,1610612756,18,14,2021-12-22T03:18:19Z,910000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M48.00S,2021-12-22T03:18:01.6Z,1,REGULAR,substitution,out,[],203109,,,1610612756,18,14,2021-12-22T03:18:19Z,920000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M48.00S,2021-12-22T03:18:01.6Z,1,REGULAR,substitution,in,[],201566,,,1610612756,18,14,2021-12-22T03:18:19Z,930000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M48.00S,2021-12-22T03:18:01.6Z,1,REGULAR,substitution,in,[],2772,,,1610612756,18,14,2021-12-22T03:18:19Z,940000,,,0,,SUB in: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M48.00S,2021-12-22T03:18:01.6Z,1,REGULAR,substitution,in,[],201580,,,1610612756,18,14,2021-12-22T03:18:19Z,950000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M48.00S,2021-12-22T03:18:01.6Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,18,14,2021-12-22T03:18:19Z,960000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M48.00S,2021-12-22T03:18:01.6Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,18,14,2021-12-22T03:18:19Z,970000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M48.00S,2021-12-22T03:18:26.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628969,,,1610612756,18,15,2021-12-22T03:18:26Z,980000,,,0,,M. Bridges Free Throw 2 of 2 (2 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
99,PT03M29.00S,2021-12-22T03:18:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,11.350197109067011,50.49019607843137,1610612747,18,15,2021-12-22T03:18:50Z,990000,-2.0,54.0,1,left,MISS R. Westbrook cutting Layup - blocked,"[201566, 201580]",1610612747.0,LAL,cutting,,,Westbrook,R. Westbrook,,,,,5.43,Missed,,,,,,,,,,,,,,,,,McGee,201580.0,
100,PT03M29.00S,2021-12-22T03:18:46.6Z,1,REGULAR,block,,[],201580,,,1610612747,18,15,2021-12-22T03:18:48Z,1000000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M27.00S,2021-12-22T03:18:48.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,18,15,2021-12-22T03:18:50Z,1010000,,,0,,D. Booker REBOUND (Off:0 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,99.0,4.0,4.0,0.0,,,,,,,,,,,,,,
102,PT03M24.00S,2021-12-22T03:18:52.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1626164,80.07555847568989,64.95098039215686,1610612756,18,15,2021-12-22T03:18:59Z,1020000,75.0,135.0,1,right,MISS D. Booker 15' running pullup Shot,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,15.42,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M21.00S,2021-12-22T03:18:55.4Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,18,15,2021-12-22T03:18:55Z,1030000,,,0,,J. McGee REBOUND (Off:1 Def:0),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,102.0,1.0,0.0,1.0,,,,,,,,,,,,,,
104,PT03M19.00S,2021-12-22T03:18:57.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,75.21353482260184,87.00980392156862,1610612756,18,15,2021-12-22T03:19:06Z,1040000,185.0,180.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M19.00S,2021-12-22T03:18:57.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,18,15,2021-12-22T03:19:06Z,1050000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,
106,PT03M19.00S,2021-12-22T03:19:03.3Z,1,REGULAR,foul,personal,[],2772,,,1610612756,18,15,2021-12-22T03:19:28Z,1060000,,,0,,T. Ariza loose ball personal FOUL (1 PF),"[2772, 201580]",1610612747.0,LAL,loose ball,,,Ariza,T. Ariza,,,,,,,,,,,,201639.0,1.0,0.0,McGee,201580.0,,,,,,,,,
108,PT03M11.00S,2021-12-22T03:19:24.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628969,86.25164257555848,53.431372549019606,1610612756,18,15,2021-12-22T03:19:30Z,1080000,17.0,77.0,1,right,MISS M. Bridges 7' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,7.86,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M09.00S,2021-12-22T03:19:27.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,18,15,2021-12-22T03:19:27Z,1090000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,,,,,
110,PT03M04.00S,2021-12-22T03:19:32.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,7.933639947437584,46.07843137254902,1610612747,18,15,2021-12-22T03:19:57Z,1100000,20.0,22.0,1,left,MISS R. Westbrook running Layup,[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M04.00S,2021-12-22T03:19:32.2Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,18,15,2021-12-22T03:19:57Z,1110000,,,0,,J. McGee REBOUND (Off:1 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,110.0,2.0,1.0,1.0,,,,,,,,,,,,,,
112,PT03M04.00S,2021-12-22T03:19:37.1Z,1,REGULAR,foul,technical,['1freethrow'],201566,,,1610612756,18,15,2021-12-22T03:19:51Z,1120000,,,0,,R. Westbrook technical FOUL (1 Tech),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,201639.0,1.0,1.0,,,,,,,,,,,
113,PT03M04.00S,2021-12-22T03:19:52.8Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,18,16,2021-12-22T03:19:52Z,1130000,,,0,,D. Booker technical Free Throw 1 of 1 (1 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
114,PT03M04.00S,2021-12-22T03:19:59.5Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,18,16,2021-12-22T03:20:08Z,1140000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M04.00S,2021-12-22T03:19:59.5Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,18,16,2021-12-22T03:20:08Z,1150000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M51.00S,2021-12-22T03:20:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,82.44086727989487,53.431372549019606,1610612756,18,16,2021-12-22T03:20:31Z,1160000,17.0,113.0,1,right,MISS J. McGee 11' Jump Shot - blocked,"[201580, 2546]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,11.39,Missed,,,,,,,,,,,,,,,,,Anthony,2546.0,
117,PT02M51.00S,2021-12-22T03:20:26.9Z,1,REGULAR,block,,[],2546,,,1610612756,18,16,2021-12-22T03:20:29Z,1170000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M48.00S,2021-12-22T03:20:29.9Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,18,16,2021-12-22T03:20:31Z,1180000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,116.0,3.0,3.0,0.0,,,,,,,,,,,,,,
119,PT02M40.00S,2021-12-22T03:20:39.0Z,1,REGULAR,turnover,lost ball,[],200765,,,1610612747,18,16,2021-12-22T03:20:43Z,1190000,,,0,,R. Rondo lost ball TURNOVER (1 TO),"[200765, 1626166]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,1.0,Payne,1626166.0,,,,,,
120,PT02M40.00S,2021-12-22T03:20:39.0Z,1,REGULAR,steal,,[],1626166,,,1610612756,18,16,2021-12-22T03:20:40Z,1200000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M34.00S,2021-12-22T03:20:44.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,71.00854139290408,79.65686274509804,1610612756,18,16,2021-12-22T03:20:49Z,1210000,148.0,220.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
122,PT02M29.00S,2021-12-22T03:20:48.4Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,18,16,2021-12-22T03:20:48Z,1220000,,,0,,D. Booker REBOUND (Off:1 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,121.0,5.0,4.0,1.0,,,,,,,,,,,,,,
123,PT02M28.00S,2021-12-22T03:20:50.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626164,92.42772667542707,16.911764705882348,1610612756,18,18,2021-12-22T03:22:34Z,1230000,-165.0,19.0,1,right,D. Booker 16' Jump Shot (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,16.65,Made,3.0,,,,,,,,,,,,,,,,,,
124,PT02M28.00S,2021-12-22T03:20:55.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,18,18,2021-12-22T03:20:55Z,1240000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M09.00S,2021-12-22T03:24:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2546,14.109724047306173,37.5,1610612747,18,18,2021-12-22T03:24:43Z,1250000,62.0,80.0,1,left,MISS C. Anthony 10' turnaround fadeaway Shot,[2546],1610612747.0,LAL,turnaround fadeaway,,,Anthony,C. Anthony,,,,,10.16,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M05.00S,2021-12-22T03:24:42.9Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,18,18,2021-12-22T03:24:43Z,1260000,,,0,,J. McGee REBOUND (Off:1 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,125.0,3.0,2.0,1.0,,,,,,,,,,,,,,
127,PT02M01.00S,2021-12-22T03:24:46.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,70.22010512483574,19.85294117647058,1610612756,18,18,2021-12-22T03:24:51Z,1270000,-151.0,227.0,1,right,MISS D. Booker 27' running pullup 3PT,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M59.00S,2021-12-22T03:24:48.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,18,18,2021-12-22T03:24:51Z,1280000,,,0,,R. Westbrook REBOUND (Off:0 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,127.0,4.0,4.0,0.0,,,,,,,,,,,,,,
129,PT01M50.00S,2021-12-22T03:24:57.8Z,1,REGULAR,3pt,Jump Shot,[],202738,30.535479632063073,31.617647058823522,1610612747,18,18,2021-12-22T03:25:02Z,1290000,92.0,235.0,1,left,MISS I. Thomas 25' 3PT,[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M46.00S,2021-12-22T03:25:01.8Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,18,18,2021-12-22T03:25:02Z,1300000,,,0,,J. McGee REBOUND (Off:1 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,129.0,4.0,3.0,1.0,,,,,,,,,,,,,,
131,PT01M41.00S,2021-12-22T03:25:06.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,74.03088042049934,14.215686274509807,1610612756,18,21,2021-12-22T03:25:15Z,1310000,-179.0,192.0,1,right,D. Booker 26' 3PT running (6 PTS) (C. Payne 1 AST),"[1626164, 1626166]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,26.21,Made,6.0,,,,,,,,,,,,,C. Payne,1626166.0,1.0,,,
133,PT01M20.00S,2021-12-22T03:25:26.4Z,1,REGULAR,3pt,Jump Shot,[],2772,25.54204993429697,17.40196078431373,1610612747,21,21,2021-12-22T03:25:31Z,1330000,163.0,188.0,1,left,T. Ariza 24' 3PT  (3 PTS) (C. Anthony 1 AST),"[2772, 2546]",1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,24.85,Made,3.0,,,,,,,,,,,,,C. Anthony,2546.0,1.0,,,
135,PT00M59.70S,2021-12-22T03:25:47.7Z,1,REGULAR,3pt,Jump Shot,[],1626166,88.35413929040736,97.05882352941177,1610612756,21,21,2021-12-22T03:25:53Z,1350000,235.0,57.0,1,right,MISS C. Payne 24' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,24.21,Missed,,,,,,,,,,,,,,,,,,,
136,PT00M56.80S,2021-12-22T03:25:50.6Z,1,REGULAR,rebound,defensive,[],200765,,,1610612747,21,21,2021-12-22T03:25:53Z,1360000,,,0,,R. Rondo REBOUND (Off:1 Def:1),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,135.0,2.0,1.0,1.0,,,,,,,,,,,,,,
137,PT00M49.40S,2021-12-22T03:25:58.9Z,1,REGULAR,2pt,Jump Shot,[],202738,21.59986859395532,57.35294117647059,1610612747,21,21,2021-12-22T03:26:02Z,1370000,-37.0,151.0,1,left,MISS I. Thomas 15' pullup Shot,[202738],1610612747.0,LAL,pullup,,,Thomas,I. Thomas,,,,,15.49,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M46.60S,2021-12-22T03:26:01.7Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,21,21,2021-12-22T03:26:02Z,1380000,,,0,,J. McGee REBOUND (Off:1 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,137.0,5.0,4.0,1.0,,,,,,,,,,,,,,
139,PT00M37.10S,2021-12-22T03:26:14.0Z,1,REGULAR,foul,personal,[],202738,,,1610612756,21,21,2021-12-22T03:26:18Z,1390000,,,0,,I. Thomas personal FOUL (1 PF),"[202738, 1626164]",1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,202049.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
141,PT00M34.20S,2021-12-22T03:26:31.3Z,1,REGULAR,3pt,Jump Shot,[],1626164,71.92838370565046,78.67647058823529,1610612756,21,24,2021-12-22T03:26:43Z,1410000,143.0,211.0,1,right,D. Booker 25' 3PT pullup (9 PTS) (C. Payne 2 AST),"[1626164, 1626166]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,25.54,Made,9.0,,,,,,,,,,,,,C. Payne,1626166.0,2.0,,,
142,PT00M29.90S,2021-12-22T03:26:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.750985545335084,46.568627450980394,1610612747,23,24,2021-12-22T03:26:54Z,1420000,17.0,11.0,1,left,R. Westbrook driving Layup (6 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.04,Made,6.0,,,,,,,,,,,,,,,,,,
143,PT00M12.90S,2021-12-22T03:27:08.4Z,1,REGULAR,3pt,Jump Shot,[],1629661,67.7233902759527,72.79411764705883,1610612756,23,24,2021-12-22T03:27:13Z,1430000,114.0,251.0,1,right,MISS C. Johnson 27' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M10.50S,2021-12-22T03:27:12.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,23,24,2021-12-22T03:27:12Z,1440000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,
145,PT00M10.50S,2021-12-22T03:27:14.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,23,24,2021-12-22T03:27:14Z,1450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M00.30S,2021-12-22T03:27:30.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",201566,7.539421813403408,45.34313725490197,1610612747,25,24,2021-12-22T03:28:06Z,1460000,23.0,18.0,1,left,R. Westbrook driving Layup (8 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.97,Made,8.0,,,,,,,,,,,,,,,,,,
148,PT00M00.30S,2021-12-22T03:27:54.3Z,1,REGULAR,violation,defensive goaltending,[],201580,,,1610612747,25,24,2021-12-22T03:28:38Z,1480000,,,0,,J. McGee defensive goaltending VIOLATION,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,1627961.0,,,,,,,,,,,,,
149,PT00M00.00S,2021-12-22T03:27:55.5Z,1,REGULAR,period,end,[],0,,,1610612756,25,24,2021-12-22T03:27:55Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-12-22T03:30:55.4Z,2,REGULAR,substitution,out,['startperiod'],200765,,,1610612756,25,24,2021-12-22T03:31:20Z,1500000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-22T03:30:55.4Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,25,24,2021-12-22T03:31:20Z,1510000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-22T03:30:55.4Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612756,25,24,2021-12-22T03:31:20Z,1520000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-22T03:30:55.4Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612756,25,24,2021-12-22T03:31:20Z,1530000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-22T03:31:28.9Z,2,REGULAR,period,start,[],0,,,1610612756,25,24,2021-12-22T03:31:28Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M50.00S,2021-12-22T03:31:38.6Z,2,REGULAR,3pt,Jump Shot,[],1629661,86.64586070959264,94.6078431372549,1610612756,25,24,2021-12-22T03:31:43Z,1550000,223.0,73.0,1,right,MISS C. Johnson 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,,
157,PT11M47.00S,2021-12-22T03:31:41.6Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,25,24,2021-12-22T03:31:43Z,1560000,,,0,,R. Westbrook REBOUND (Off:0 Def:5),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,156.0,5.0,5.0,0.0,,,,,,,,,,,,,,
158,PT11M42.00S,2021-12-22T03:31:45.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,6.093955321944804,46.568627450980394,1610612747,27,24,2021-12-22T03:31:50Z,1570000,17.0,5.0,1,left,R. Westbrook running Layup (10 PTS),[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,1.79,Made,10.0,,,,,,,,,,,,,,,,,,
159,PT11M19.00S,2021-12-22T03:32:09.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,91.50788436268068,50.49019607843137,1610612756,27,26,2021-12-22T03:32:13Z,1580000,2.0,27.0,1,right,J. McGee Layup (2 PTS) (C. Payne 3 AST),"[201580, 1626166]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,2.74,Made,2.0,,,,,,,,,,,,,C. Payne,1626166.0,3.0,,,
161,PT10M58.00S,2021-12-22T03:32:29.3Z,2,REGULAR,3pt,Jump Shot,[],202738,30.535479632063073,32.59803921568627,1610612747,27,26,2021-12-22T03:32:33Z,1600000,87.0,235.0,1,left,MISS I. Thomas 25' pullup 3PT,[202738],1610612747.0,LAL,pullup,,,Thomas,I. Thomas,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M55.00S,2021-12-22T03:32:32.3Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,27,26,2021-12-22T03:32:33Z,1610000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT10M45.00S,2021-12-22T03:32:42.8Z,2,REGULAR,3pt,Jump Shot,[],1626166,67.59198423127464,31.372549019607845,1610612756,27,26,2021-12-22T03:32:46Z,1620000,-93.0,252.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
164,PT10M43.00S,2021-12-22T03:32:44.8Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,27,26,2021-12-22T03:32:46Z,1630000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT10M23.00S,2021-12-22T03:33:04.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2546,13.978318002628114,47.549019607843135,1610612747,29,26,2021-12-22T03:33:18Z,1640000,12.0,79.0,1,left,C. Anthony 7' fadeaway Jump Shot (2 PTS),[2546],1610612747.0,LAL,fadeaway,,,Anthony,C. Anthony,,,,,7.99,Made,2.0,,,,,,,,,,,,,,,,,,
166,PT10M09.00S,2021-12-22T03:33:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,92.0335085413929,48.774509803921575,1610612756,29,28,2021-12-22T03:33:26Z,1650000,-6.0,22.0,1,right,J. McGee reverse Layup (4 PTS) (C. Paul 4 AST),"[201580, 101108]",1610612756.0,PHX,reverse,,,McGee,J. McGee,,,,,2.32,Made,4.0,,,,,,,,,,,,,C. Paul,101108.0,4.0,,,
168,PT09M52.00S,2021-12-22T03:33:35.4Z,2,REGULAR,3pt,Jump Shot,[],2546,8.984888304862025,95.58823529411765,1610612747,32,28,2021-12-22T03:33:41Z,1670000,-228.0,32.0,1,left,C. Anthony 3PT  (5 PTS) (R. Westbrook 3 AST),"[2546, 201566]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,23.01,Made,5.0,,,,,,,,,,,,,R. Westbrook,201566.0,3.0,,,
170,PT09M36.00S,2021-12-22T03:33:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,92.42772667542707,46.32352941176471,1610612756,32,30,2021-12-22T03:33:55Z,1690000,-18.0,19.0,1,right,J. McGee Layup (6 PTS) (C. Paul 5 AST),"[201580, 101108]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,2.62,Made,6.0,,,,,,,,,,,,,C. Paul,101108.0,5.0,,,
172,PT09M24.00S,2021-12-22T03:34:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2772,6.093955321944804,50.245098039215684,1610612747,34,30,2021-12-22T03:34:08Z,1710000,-1.0,5.0,1,left,T. Ariza cutting Layup (5 PTS) (R. Westbrook 4 AST),"[2772, 201566]",1610612747.0,LAL,cutting,,,Ariza,T. Ariza,,,,,0.49,Made,5.0,,,,,,,,,,,,,R. Westbrook,201566.0,4.0,,,
174,PT09M02.00S,2021-12-22T03:34:25.4Z,2,REGULAR,3pt,Jump Shot,[],1629661,67.9862023653088,33.82352941176471,1610612756,34,30,2021-12-22T03:34:31Z,1730000,-81.0,248.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
