actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
189,PT10M03.00S,2022-03-06T02:12:07.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201571,67.46057818659658,71.07843137254902,1610612747,37,31,2022-03-06T02:12:16Z,1840000,105.0,253.0,1,right,D. Augustin 27' 3PT running (3 PTS) (L. James 2 AST),"[201571, 2544]",1610612747.0,LAL,running,,,Augustin,D. Augustin,,,,,27.44,Made,,,,,3.0,L. James,2544.0,2.0,,,,,,,,,,,
191,PT09M43.00S,2022-03-06T02:12:27.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,15.949408672798953,49.50980392156863,1610612744,37,33,2022-03-06T02:12:33Z,1860000,2.0,97.0,1,left,K. Thompson 9' fadeaway Jump Shot (2 PTS),[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,9.74,Made,,,,,2.0,,,,,,,,,,,,,,
192,PT09M33.00S,2022-03-06T02:12:36.7Z,2,REGULAR,2pt,Jump Shot,[],201566,85.20039421813404,24.75490196078431,1610612747,37,33,2022-03-06T02:14:10Z,1870000,-126.0,87.0,1,right,MISS R. Westbrook 15' pullup bank Shot,[201566],1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,15.31,Missed,,,,,,,,,,,,,,,,,,,
193,PT09M31.00S,2022-03-06T02:12:38.7Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,37,33,2022-03-06T02:12:45Z,1880000,,,0,,J. Kuminga REBOUND (Off:0 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,192.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
194,PT09M22.00S,2022-03-06T02:12:47.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,6.750985545335084,55.63725490196079,1610612744,37,35,2022-03-06T02:15:03Z,1890000,-28.0,11.0,1,left,K. Thompson reverse Layup (4 PTS) (J. Toscano-Anderson 4 AST),"[202691, 1629308]",1610612744.0,GSW,reverse,,,Thompson,K. Thompson,,,,,3.03,Made,,,,,4.0,J. Toscano-Anderson,1629308.0,4.0,,,,,,,,,,,
196,PT09M08.00S,2022-03-06T02:13:02.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2546,85.98883048620237,65.68627450980392,1610612747,37,35,2022-03-06T02:13:08Z,1910000,78.0,79.0,1,right,MISS C. Anthony 11' fadeaway Shot,[2546],1610612747.0,LAL,fadeaway,,,Anthony,C. Anthony,,,,,11.14,Missed,,,,,,,,,,,,,,,,,,,
197,PT09M05.00S,2022-03-06T02:13:05.1Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,37,35,2022-03-06T02:13:08Z,1920000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
198,PT09M00.00S,2022-03-06T02:13:11.1Z,2,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,37,35,2022-03-06T02:13:21Z,1930000,,,0,,K. Thompson bad pass out-of-bounds TURNOVER (2 TO),[202691],1610612744.0,GSW,bad pass,,,Thompson,K. Thompson,,,,,,,,,,,,,,,2.0,,,200834.0,,,,,,,
199,PT09M00.00S,2022-03-06T02:13:19.1Z,2,REGULAR,substitution,out,[],2544,,,1610612747,37,35,2022-03-06T02:13:31Z,1940000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M00.00S,2022-03-06T02:13:19.1Z,2,REGULAR,substitution,in,[],1629659,,,1610612747,37,35,2022-03-06T02:13:31Z,1950000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M00.00S,2022-03-06T02:13:36.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,37,35,2022-03-06T02:13:36Z,1960000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M43.00S,2022-03-06T02:17:26.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2546,91.50788436268068,54.65686274509804,1610612747,37,35,2022-03-06T02:17:33Z,1970000,23.0,27.0,1,right,MISS C. Anthony Layup - blocked,"[2546, 202691]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,3.59,Missed,,,,,,,,,,,,,Thompson,202691.0,,,,,
203,PT08M43.00S,2022-03-06T02:17:26.2Z,2,REGULAR,block,,[],202691,,,1610612747,37,35,2022-03-06T02:17:28Z,1980000,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M42.00S,2022-03-06T02:17:27.2Z,2,REGULAR,rebound,offensive,[],2546,,,1610612747,37,35,2022-03-06T02:17:33Z,1990000,,,0,,C. Anthony REBOUND (Off:1 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,202.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
207,PT08M42.00S,2022-03-06T02:17:34.0Z,2,REGULAR,foul,personal,['2freethrow'],202691,,,1610612747,37,35,2022-03-06T02:17:41Z,2020000,,,0,,K. Thompson shooting personal FOUL (1 PF) (Anthony 2 FT),"[202691, 2546]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,201639.0,,,1.0,0.0,Anthony,2546.0,
209,PT08M42.00S,2022-03-06T02:18:01.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",2546,,,1610612747,37,35,2022-03-06T02:18:01Z,2040000,,,0,,MISS C. Anthony Free Throw 1 of 2,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,,
210,PT08M42.00S,2022-03-06T02:18:01.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,37,35,2022-03-06T02:18:01Z,2050000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,,,
211,PT08M42.00S,2022-03-06T02:18:17.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",2546,,,1610612747,38,35,2022-03-06T02:18:17Z,2060000,,,0,,C. Anthony Free Throw 2 of 2 (6 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
212,PT08M28.00S,2022-03-06T02:18:33.9Z,2,REGULAR,3pt,Jump Shot,[],1630228,8.327858081471746,95.58823529411765,1610612744,38,35,2022-03-06T02:18:42Z,2070000,-228.0,26.0,1,left,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
213,PT08M25.00S,2022-03-06T02:18:36.9Z,2,REGULAR,rebound,offensive,[],202691,,,1610612744,38,35,2022-03-06T02:20:24Z,2080000,,,0,,K. Thompson REBOUND (Off:1 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,212.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
214,PT08M24.00S,2022-03-06T02:18:38.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202691,5.590000152587891,50.0,1610612744,38,35,2022-03-06T02:19:16Z,2090000,0.0,0.0,1,left,MISS K. Thompson tip Layup,[202691],1610612744.0,GSW,tip,,,Thompson,K. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
215,PT08M23.00S,2022-03-06T02:18:39.9Z,2,REGULAR,rebound,offensive,[],1630541,,,1610612744,38,35,2022-03-06T02:19:16Z,2100000,,,0,,M. Moody REBOUND (Off:1 Def:0),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,214.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
216,PT08M22.00S,2022-03-06T02:18:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630541,8.853482260183966,49.26470588235294,1610612744,38,37,2022-03-06T02:21:25Z,2110000,4.0,31.0,1,left,M. Moody driving finger roll Layup (6 PTS),[1630541],1610612744.0,GSW,driving finger roll,,,Moody,M. Moody,,,,,3.09,Made,,,,,6.0,,,,,,,,,,,,,,
217,PT08M22.00S,2022-03-06T02:18:45.9Z,2,REGULAR,foul,personal,['1freethrow'],1629659,,,1610612744,38,37,2022-03-06T02:18:57Z,2120000,,,0,,T. Horton-Tucker shooting personal FOUL (2 PF) (Moody 1 FT),"[1629659, 1630541]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,201639.0,,,2.0,0.0,Moody,1630541.0,
219,PT08M22.00S,2022-03-06T02:19:08.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630541,,,1610612744,38,37,2022-03-06T02:19:22Z,2140000,,,0,,MISS M. Moody Free Throw 1 of 1,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,Missed,,,,,,,,,,,,,,,,,,,
220,PT08M19.00S,2022-03-06T02:19:11.9Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,38,37,2022-03-06T02:19:22Z,2150000,,,0,,C. Anthony REBOUND (Off:1 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,219.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
221,PT08M12.00S,2022-03-06T02:19:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,87.43429697766098,49.50980392156863,1610612747,38,37,2022-03-06T02:19:30Z,2160000,-2.0,66.0,1,right,MISS R. Westbrook 6' driving finger roll Layup,[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,6.56,Missed,,,,,,,,,,,,,,,,,,,
222,PT08M10.00S,2022-03-06T02:19:19.7Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,38,37,2022-03-06T02:19:19Z,2170000,,,0,,K. Thompson REBOUND (Off:1 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,221.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
223,PT07M59.00S,2022-03-06T02:19:30.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.750985545335084,55.3921568627451,1610612744,38,39,2022-03-06T02:19:36Z,2180000,-27.0,11.0,1,left,J. Poole driving Layup (13 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,2.92,Made,,,,,13.0,,,,,,,,,,,,,,
224,PT07M46.00S,2022-03-06T02:19:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,90.8508541392904,44.36274509803921,1610612747,40,39,2022-03-06T02:26:39Z,2190000,-28.0,34.0,1,right,R. Westbrook driving Layup (8 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,4.38,Made,,,,,8.0,,,,,,,,,,,,,,
226,PT07M37.00S,2022-03-06T02:19:52.4Z,2,REGULAR,3pt,Jump Shot,[],1629673,33.820630749014455,78.92156862745098,1610612744,40,42,2022-03-06T02:20:00Z,2210000,-145.0,265.0,1,left,J. Poole 30' 3PT pullup (16 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,30.22,Made,,,,,16.0,,,,,,,,,,,,,,
227,PT07M27.00S,2022-03-06T02:20:02.7Z,2,REGULAR,3pt,Jump Shot,[],201571,71.66557161629436,15.931372549019613,1610612747,40,42,2022-03-06T02:20:07Z,2220000,-170.0,214.0,1,right,MISS D. Augustin 27' 3PT,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
228,PT07M25.00S,2022-03-06T02:20:04.7Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,40,42,2022-03-06T02:20:07Z,2230000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
229,PT07M21.00S,2022-03-06T02:20:10.8Z,2,REGULAR,foul,personal,[],201566,,,1610612744,40,42,2022-03-06T02:20:13Z,2240000,,,0,,R. Westbrook personal FOUL (2 PF),"[201566, 1629673]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,201639.0,,,2.0,0.0,Poole,1629673.0,
231,PT07M12.00S,2022-03-06T02:20:39.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,10.298948751642584,56.372549019607845,1610612744,40,42,2022-03-06T02:25:05Z,2260000,-32.0,44.0,1,left,MISS J. Toscano-Anderson Layup,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,5.46,Missed,,,,,,,,,,,,,,,,,,,
232,PT07M12.00S,2022-03-06T02:20:39.8Z,2,REGULAR,rebound,offensive,[],1630228,,,1610612744,40,42,2022-03-06T02:20:46Z,2270000,,,0,,J. Kuminga REBOUND (Off:1 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,231.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
233,PT07M12.00S,2022-03-06T02:20:44.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630228,5.590000152587891,50.0,1610612744,40,44,2022-03-06T02:20:52Z,2280000,0.0,0.0,1,left,J. Kuminga tip Layup (5 PTS),[1630228],1610612744.0,GSW,tip,,,Kuminga,J. Kuminga,,,,,0.0,Made,,,,,5.0,,,,,,,,,,,,,,
234,PT07M12.00S,2022-03-06T02:20:47.4Z,2,REGULAR,foul,personal,['1freethrow'],201571,,,1610612744,40,44,2022-03-06T02:20:55Z,2290000,,,0,,D. Augustin shooting personal FOUL (1 PF) (Kuminga 1 FT),"[201571, 1630228]",1610612747.0,LAL,shooting,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,200834.0,,,1.0,0.0,Kuminga,1630228.0,
236,PT07M12.00S,2022-03-06T02:21:06.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630228,,,1610612744,40,45,2022-03-06T02:21:06Z,2310000,,,0,,J. Kuminga Free Throw 1 of 1 (6 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
237,PT06M58.00S,2022-03-06T02:21:24.5Z,2,REGULAR,foul,personal,[],1629308,,,1610612747,40,45,2022-03-06T02:21:36Z,2320000,,,0,,J. Toscano-Anderson personal FOUL (1 PF),"[1629308, 201566]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,200834.0,,,1.0,0.0,Westbrook,201566.0,
239,PT06M58.00S,2022-03-06T02:21:33.1Z,2,REGULAR,substitution,out,[],201566,,,1610612747,40,45,2022-03-06T02:21:45Z,2340000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M58.00S,2022-03-06T02:21:33.1Z,2,REGULAR,substitution,out,[],2546,,,1610612747,40,45,2022-03-06T02:21:45Z,2350000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M58.00S,2022-03-06T02:21:33.1Z,2,REGULAR,substitution,out,[],202340,,,1610612747,40,45,2022-03-06T02:21:45Z,2360000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M58.00S,2022-03-06T02:21:33.1Z,2,REGULAR,substitution,in,[],2544,,,1610612747,40,45,2022-03-06T02:21:45Z,2370000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M58.00S,2022-03-06T02:21:33.1Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,40,45,2022-03-06T02:21:45Z,2380000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M58.00S,2022-03-06T02:21:33.1Z,2,REGULAR,substitution,in,[],1626169,,,1610612747,40,45,2022-03-06T02:21:45Z,2390000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M50.00S,2022-03-06T02:21:59.7Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,40,45,2022-03-06T02:22:05Z,2400000,,,0,,A. Reaves bad pass TURNOVER (2 TO),"[1630559, 1630228]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,2.0,Kuminga,1630228.0,,,,,,,,
246,PT06M50.00S,2022-03-06T02:21:59.7Z,2,REGULAR,steal,,[],1630228,,,1610612744,40,45,2022-03-06T02:22:01Z,2410000,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M48.00S,2022-03-06T02:22:02.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630228,5.831143232588701,50.49019607843137,1610612744,40,47,2022-03-06T02:22:12Z,2420000,-2.0,2.0,1,left,J. Kuminga running DUNK (8 PTS),[1630228],1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,0.34,Made,,,,,8.0,,,,,,,,,,,,,,
248,PT06M47.00S,2022-03-06T02:22:09.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,40,47,2022-03-06T02:22:09Z,2430000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M35.00S,2022-03-06T02:25:41.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.63929040735874,44.85294117647059,1610612747,40,47,2022-03-06T02:25:46Z,2440000,-26.0,26.0,1,right,MISS T. Horton-Tucker driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,3.66,Missed,,,,,,,,,,,,,,,,,,,
250,PT06M32.00S,2022-03-06T02:25:44.3Z,2,REGULAR,rebound,offensive,[],2544,,,1610612747,40,47,2022-03-06T02:25:46Z,2450000,,,0,,L. James REBOUND (Off:2 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,249.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
251,PT06M32.00S,2022-03-06T02:25:43.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2544,94.40999984741211,50.0,1610612747,42,47,2022-03-06T02:25:48Z,2460000,0.0,0.0,1,right,L. James tip Layup (17 PTS),[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,0.0,Made,,,,,17.0,,,,,,,,,,,,,,
252,PT06M05.00S,2022-03-06T02:26:11.3Z,2,REGULAR,turnover,bad pass,[],1630228,,,1610612744,42,47,2022-03-06T02:26:16Z,2470000,,,0,,J. Kuminga bad pass TURNOVER (3 TO),"[1630228, 1629659]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,3.0,Horton-Tucker,1629659.0,,,,,,,,
253,PT06M05.00S,2022-03-06T02:26:11.3Z,2,REGULAR,steal,,[],1629659,,,1610612747,42,47,2022-03-06T02:26:13Z,2480000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M43.00S,2022-03-06T02:26:35.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626169,78.76149802890933,25.735294117647058,1610612747,42,47,2022-03-06T02:28:56Z,2490000,-121.0,147.0,1,right,MISS S. Johnson 19' turnaround Shot - blocked,"[1626169, 202691]",1610612747.0,LAL,turnaround,,,Johnson,S. Johnson,,,,,19.07,Missed,,,,,,,,,,,,,Thompson,202691.0,,,,,
255,PT05M43.00S,2022-03-06T02:26:35.8Z,2,REGULAR,block,,[],202691,,,1610612747,42,47,2022-03-06T02:26:39Z,2500000,,,0,,K. Thompson BLOCK (2 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M42.00S,2022-03-06T02:26:36.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,42,47,2022-03-06T02:27:53Z,2510000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,,,
257,PT05M42.00S,2022-03-06T02:26:42.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612747,42,47,2022-03-06T02:28:14Z,2520000,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,
258,PT05M42.00S,2022-03-06T02:26:43.9Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,42,47,2022-03-06T02:26:55Z,2530000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M42.00S,2022-03-06T02:26:43.9Z,2,REGULAR,substitution,out,[],202691,,,1610612744,42,47,2022-03-06T02:26:55Z,2540000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M42.00S,2022-03-06T02:26:43.9Z,2,REGULAR,substitution,in,[],203952,,,1610612744,42,47,2022-03-06T02:26:55Z,2550000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M42.00S,2022-03-06T02:26:43.9Z,2,REGULAR,substitution,in,[],201939,,,1610612744,42,47,2022-03-06T02:26:55Z,2560000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M21.00S,2022-03-06T02:27:36.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629308,8.722076215505908,44.36274509803921,1610612744,42,49,2022-03-06T02:27:44Z,2570000,28.0,29.0,1,left,J. Toscano-Anderson driving Layup (2 PTS) (A. Wiggins 1 AST),"[1629308, 203952]",1610612744.0,GSW,driving,,,Toscano-Anderson,J. Toscano-Anderson,,,,,4.08,Made,,,,,2.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,
263,PT05M08.00S,2022-03-06T02:27:48.7Z,2,REGULAR,3pt,Jump Shot,[],1626169,66.93495400788436,70.83333333333333,1610612747,42,49,2022-03-06T02:28:03Z,2580000,104.0,258.0,1,right,MISS S. Johnson 27' 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,,
264,PT05M06.00S,2022-03-06T02:27:50.7Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,42,49,2022-03-06T02:28:03Z,2590000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,263.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
265,PT05M00.00S,2022-03-06T02:27:57.9Z,2,REGULAR,3pt,Jump Shot,[],201939,33.295006570302235,40.68627450980392,1610612744,42,52,2022-03-06T02:28:06Z,2600000,47.0,260.0,1,left,S. Curry 26' 3PT  (10 PTS) (A. Wiggins 2 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.46,Made,,,,,10.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,
267,PT04M37.00S,2022-03-06T02:28:21.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,91.50788436268068,52.205882352941174,1610612747,44,52,2022-03-06T02:28:26Z,2620000,11.0,27.0,1,right,L. James cutting Layup (19 PTS) (T. Horton-Tucker 2 AST),"[2544, 1629659]",1610612747.0,LAL,cutting,,,James,L. James,,,,,2.94,Made,,,,,19.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,,,,,
269,PT04M21.00S,2022-03-06T02:28:36.4Z,2,REGULAR,3pt,Jump Shot,[],1630541,7.013797634691201,94.8529411764706,1610612744,44,55,2022-03-06T02:28:42Z,2640000,-224.0,13.0,1,left,M. Moody 3PT  (9 PTS) (A. Wiggins 3 AST),"[1630541, 203952]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,22.47,Made,,,,,9.0,A. Wiggins,203952.0,3.0,,,,,,,,,,,
271,PT04M09.00S,2022-03-06T02:28:49.4Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,44,55,2022-03-06T02:28:55Z,2660000,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1629308]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,2.0,Toscano-Anderson,1629308.0,,,,,,,,
272,PT04M09.00S,2022-03-06T02:28:49.4Z,2,REGULAR,steal,,[],1629308,,,1610612744,44,55,2022-03-06T02:28:51Z,2670000,,,0,,J. Toscano-Anderson STEAL (2 STL),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M09.00S,2022-03-06T02:28:58.3Z,2,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612744,44,55,2022-03-06T02:30:53Z,2680000,,,0,,T. Horton-Tucker clear-path personal FOUL (3 PF) (Toscano-Anderson 2 FT),"[1629659, 1629308]",1610612747.0,LAL,clear-path,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,200834.0,,,3.0,0.0,Toscano-Anderson,1629308.0,
275,PT04M09.00S,2022-03-06T02:29:09.2Z,2,REGULAR,instantreplay,request,[],0,,,1610612744,44,55,2022-03-06T02:30:37Z,2700000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,Clear Path - Supported Call
277,PT04M09.00S,2022-03-06T02:30:55.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629308,,,1610612744,44,55,2022-03-06T02:30:55Z,2710000,,,0,,MISS J. Toscano-Anderson clear-path Free Throw 1 of 2,[1629308],1610612744.0,GSW,clear-path,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
