actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-04-09T02:40:57.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-09T02:40:57Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-04-09T02:41:00.5Z,1,REGULAR,jumpball,recovered,[],1629659,,,1610612747,0,0,2022-04-09T02:41:00Z,40000,,,0,,Jump Ball D. Howard vs. I. Roby: Tip to T. Horton-Tucker,"[1629659, 2730, 1629676]",1610612747.0,LAL,startperiod,T. Horton-Tucker,1629659.0,Horton-Tucker,T. Horton-Tucker,Howard,2730.0,Roby,1629676.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-04-09T02:41:10.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,93.47897503285151,50.49019607843137,1610612747,2,0,2022-04-09T02:41:14Z,70000,2.0,9.0,1,right,D. Howard alley-oop DUNK (2 PTS) (T. Horton-Tucker 1 AST),"[2730, 1629659]",1610612747.0,LAL,alley-oop,,,Howard,D. Howard,,,,,0.91,Made,2.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,,,,,
9,PT11M32.00S,2022-04-09T02:41:30.0Z,1,REGULAR,foul,personal,[],1629659,,,1610612760,2,0,2022-04-09T02:41:37Z,90000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1629658]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,1662.0,1.0,0.0,Hoard,1629658.0,,,,,,,,,,
11,PT11M16.00S,2022-04-09T02:41:56.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630285,11.613009198423129,45.34313725490197,1610612760,2,0,2022-04-09T02:42:02Z,110000,23.0,57.0,1,left,MISS Z. Simpson 6' driving Hook,[1630285],1610612760.0,OKC,driving,,,Simpson,Z. Simpson,,,,,6.13,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2022-04-09T02:41:59.6Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,2,0,2022-04-09T02:41:59Z,120000,,,0,,I. Roby REBOUND (Off:1 Def:0),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,
13,PT11M12.00S,2022-04-09T02:42:01.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629676,6.356767411300922,96.07843137254902,1610612760,2,3,2022-04-09T02:42:05Z,130000,-230.0,7.0,1,left,I. Roby 3PT  (3 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,23.05,Made,3.0,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2022-04-09T02:42:19.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,91.90210249671485,49.754901960784316,1610612747,4,3,2022-04-09T02:42:25Z,140000,-1.0,24.0,1,right,D. Howard DUNK (4 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,2.36,Made,4.0,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2022-04-09T02:42:33.3Z,1,REGULAR,foul,personal,[],1629659,,,1610612760,4,3,2022-04-09T02:42:58Z,160000,,,0,,T. Horton-Tucker personal FOUL (2 PF),"[1629659, 1629676]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,203592.0,2.0,0.0,Roby,1629676.0,,,,,,,,,,
18,PT10M44.00S,2022-04-09T02:43:10.0Z,1,REGULAR,substitution,out,[],1629676,,,1610612760,4,3,2022-04-09T02:43:13Z,180000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M44.00S,2022-04-09T02:43:10.0Z,1,REGULAR,substitution,in,[],1628982,,,1610612760,4,3,2022-04-09T02:43:13Z,190000,,,0,,SUB in: M. Frazier Jr.,[1628982],1610612760.0,OKC,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M38.00S,2022-04-09T02:43:32.0Z,1,REGULAR,turnover,out-of-bounds,[],1630686,,,1610612760,4,3,2022-04-09T02:43:44Z,200000,,,0,,G. Kalaitzakis bad pass out-of-bounds TURNOVER (1 TO),[1630686],1610612760.0,OKC,bad pass,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,1662.0,,,,,,,,,1.0,,,,,
21,PT10M38.00S,2022-04-09T02:43:43.5Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612747,4,3,2022-04-09T02:43:43Z,210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M24.00S,2022-04-09T02:44:03.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629659,76.65900131406045,62.254901960784316,1610612747,4,3,2022-04-09T02:44:06Z,220000,61.0,167.0,1,right,MISS T. Horton-Tucker 17' pullup Shot,[1629659],1610612747.0,LAL,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,17.78,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M21.00S,2022-04-09T02:44:06.2Z,1,REGULAR,rebound,defensive,[],1629658,,,1610612760,4,3,2022-04-09T02:44:06Z,230000,,,0,,J. Hoard REBOUND (Off:0 Def:1),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,
