actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
178,PT09M41.00S,2021-12-13T03:10:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630181,92.0335085413929,49.754901960784316,1610612753,22,27,2021-12-13T03:10:20Z,1750000,-1.0,22.0,1,right,MISS R. Hampton running Layup - blocked,"[1630181, 2544]",1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,2.24,Missed,,,,,,,,,,,,,,,,,James,2544.0
179,PT09M41.00S,2021-12-13T03:10:12.4Z,2,REGULAR,block,,[],2544,,,1610612753,22,27,2021-12-13T03:10:15Z,1760000,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M39.00S,2021-12-13T03:10:14.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,22,27,2021-12-13T03:10:20Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,
181,PT09M39.00S,2021-12-13T03:10:17.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,22,27,2021-12-13T03:10:17Z,1780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M39.00S,2021-12-13T03:10:21.7Z,2,REGULAR,substitution,out,[],201566,,,1610612753,22,27,2021-12-13T03:10:27Z,1790000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M39.00S,2021-12-13T03:10:21.7Z,2,REGULAR,substitution,in,[],1629659,,,1610612753,22,27,2021-12-13T03:10:27Z,1800000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M22.00S,2021-12-13T03:10:50.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630532,90.45663600525624,50.49019607843137,1610612753,22,29,2021-12-13T03:10:56Z,1810000,2.0,37.0,1,right,F. Wagner floating Jump Shot (7 PTS),[1630532],1610612753.0,ORL,floating,,,Wagner,F. Wagner,,,,,3.73,Made,,,,,7.0,,,,,,,,,,,,,
185,PT09M13.00S,2021-12-13T03:10:59.6Z,2,REGULAR,3pt,Jump Shot,[],2546,8.459264126149804,96.07843137254902,1610612747,25,29,2021-12-13T03:11:07Z,1820000,-230.0,27.0,1,left,C. Anthony 3PT  (10 PTS) (A. Reaves 1 AST),"[2546, 1630559]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,23.2,Made,,,,,10.0,A. Reaves,1630559.0,1.0,,,,,,,,,,
187,PT08M58.00S,2021-12-13T03:11:15.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,93.87319316688567,49.26470588235294,1610612753,25,31,2021-12-13T03:11:25Z,1840000,-4.0,5.0,1,right,M. Bamba alley-oop DUNK (2 PTS) (F. Wagner 1 AST),"[1628964, 1630532]",1610612753.0,ORL,alley-oop,,,Bamba,M. Bamba,,,,,0.63,Made,,,,,2.0,F. Wagner,1630532.0,1.0,,,,,,,,,,
189,PT08M39.00S,2021-12-13T03:11:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.619579500657039,50.73529411764706,1610612747,27,31,2021-12-13T03:15:03Z,1860000,-4.0,10.0,1,left,L. James driving Layup (6 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,1.04,Made,,,,,6.0,,,,,,,,,,,,,
190,PT08M39.00S,2021-12-13T03:11:41.0Z,2,REGULAR,foul,personal,['1freethrow'],203082,,,1610612747,27,31,2021-12-13T03:11:59Z,1870000,,,0,,T. Ross shooting personal FOUL (2 PF) (James 1 FT),"[203082, 2544]",1610612753.0,ORL,shooting,,,Ross,T. Ross,,,,,,,,,,,,,,,2882.0,,,,2.0,0.0,James,2544.0,,
192,PT08M39.00S,2021-12-13T03:11:51.1Z,2,REGULAR,substitution,out,[],1630181,,,1610612747,27,31,2021-12-13T03:11:57Z,1890000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M39.00S,2021-12-13T03:11:51.1Z,2,REGULAR,substitution,in,[],1630175,,,1610612747,27,31,2021-12-13T03:11:57Z,1900000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M39.00S,2021-12-13T03:12:13.8Z,2,REGULAR,foul,technical,['1freethrow'],1630181,,,1610612747,27,31,2021-12-13T03:12:21Z,1920000,,,0,,R. Hampton technical FOUL (1 Tech),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,2882.0,,,,0.0,1.0,,,,
196,PT08M39.00S,2021-12-13T03:12:25.1Z,2,REGULAR,freethrow,1 of 1,[],201961,,,1610612747,27,31,2021-12-13T03:12:25Z,1930000,,,0,,MISS W. Ellington technical Free Throw 1 of 1,[201961],1610612747.0,LAL,technical,,,Ellington,W. Ellington,,,,,,Missed,,,,,,,,,,,,,,,,,,
197,PT08M39.00S,2021-12-13T03:12:25.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,27,31,2021-12-13T03:12:25Z,1940000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,
198,PT08M39.00S,2021-12-13T03:12:50.6Z,2,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,28,31,2021-12-13T03:12:50Z,1950000,,,0,,L. James Free Throw 1 of 1 (7 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
199,PT08M30.00S,2021-12-13T03:13:04.1Z,2,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,28,31,2021-12-13T03:13:09Z,1960000,,,0,,C. Anthony lost ball out-of-bounds TURNOVER (2 TO),[1630175],1610612753.0,ORL,lost ball,,,Anthony,C. Anthony,,,,,,,,,,,,,,,201638.0,2.0,,,,,,,,
200,PT08M25.00S,2021-12-13T03:13:14.7Z,2,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612747,28,31,2021-12-13T03:13:21Z,1970000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Reaves 2 FT),"[1630532, 1630559]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Reaves,1630559.0,,
202,PT08M25.00S,2021-12-13T03:13:37.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630559,,,1610612747,29,31,2021-12-13T03:13:37Z,1990000,,,0,,A. Reaves Free Throw 1 of 2 (1 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
203,PT08M25.00S,2021-12-13T03:13:50.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630559,,,1610612747,30,31,2021-12-13T03:13:50Z,2000000,,,0,,A. Reaves Free Throw 2 of 2 (2 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
204,PT08M11.00S,2021-12-13T03:14:05.9Z,2,REGULAR,2pt,Jump Shot,[],203082,85.3318002628121,21.813725490196077,1610612753,30,31,2021-12-13T03:14:09Z,2010000,-141.0,85.0,1,right,MISS T. Ross 16' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,16.48,Missed,,,,,,,,,,,,,,,,,,
205,PT08M08.00S,2021-12-13T03:14:08.9Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,30,31,2021-12-13T03:14:09Z,2020000,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,204.0,4.0,4.0,0.0,,,,,,,,,,,,,,
206,PT08M06.00S,2021-12-13T03:14:10.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629659,6.356767411300922,49.26470588235294,1610612747,32,31,2021-12-13T03:14:18Z,2030000,4.0,7.0,1,left,T. Horton-Tucker running DUNK (7 PTS) (L. James 1 AST),"[1629659, 2544]",1610612747.0,LAL,running,,,Horton-Tucker,T. Horton-Tucker,,,,,0.82,Made,,,,,7.0,L. James,2544.0,1.0,,,,,,,,,,
208,PT08M06.00S,2021-12-13T03:14:18.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,32,31,2021-12-13T03:14:18Z,2050000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M06.00S,2021-12-13T03:16:44.5Z,2,REGULAR,substitution,out,[],1628964,,,1610612753,32,31,2021-12-13T03:17:13Z,2060000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M06.00S,2021-12-13T03:16:44.5Z,2,REGULAR,substitution,out,[],203082,,,1610612753,32,31,2021-12-13T03:17:13Z,2070000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M06.00S,2021-12-13T03:16:44.5Z,2,REGULAR,substitution,in,[],203914,,,1610612753,32,31,2021-12-13T03:17:13Z,2080000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M06.00S,2021-12-13T03:16:44.5Z,2,REGULAR,substitution,in,[],1629643,,,1610612753,32,31,2021-12-13T03:17:13Z,2090000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M46.00S,2021-12-13T03:17:27.8Z,2,REGULAR,3pt,Jump Shot,[],1630175,69.4316688567674,24.509803921568633,1610612753,32,34,2021-12-13T03:17:32Z,2100000,-127.0,235.0,1,right,C. Anthony 26' 3PT  (8 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.72,Made,,,,,8.0,,,,,,,,,,,,,
214,PT07M31.00S,2021-12-13T03:17:42.4Z,2,REGULAR,3pt,Jump Shot,[],201961,30.535479632063073,78.67647058823529,1610612747,35,34,2021-12-13T03:17:51Z,2110000,-143.0,235.0,1,left,W. Ellington 27' 3PT turnaround (3 PTS) (L. James 2 AST),"[201961, 2544]",1610612747.0,LAL,turnaround,,,Ellington,W. Ellington,,,,,27.49,Made,,,,,3.0,L. James,2544.0,2.0,,,,,,,,,,
216,PT07M18.00S,2021-12-13T03:17:56.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,82.44086727989487,64.4607843137255,1610612753,35,36,2021-12-13T03:18:01Z,2130000,72.0,113.0,1,right,W. Carter Jr. 13' Jump Shot (4 PTS) (C. Anthony 1 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,13.38,Made,,,,,4.0,C. Anthony,1630175.0,1.0,,,,,,,,,,
218,PT07M02.00S,2021-12-13T03:18:12.7Z,2,REGULAR,3pt,Jump Shot,[],1630559,15.818002628120894,4.901960784313729,1610612747,35,36,2021-12-13T03:18:17Z,2150000,225.0,96.0,1,left,MISS A. Reaves 24' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,
219,PT06M59.00S,2021-12-13T03:18:15.7Z,2,REGULAR,rebound,defensive,[],203914,,,1610612753,35,36,2021-12-13T03:18:17Z,2160000,,,0,,G. Harris REBOUND (Off:1 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,218.0,2.0,1.0,1.0,,,,,,,,,,,,,,
220,PT06M51.00S,2021-12-13T03:18:24.2Z,2,REGULAR,turnover,lost ball,[],203914,,,1610612753,35,36,2021-12-13T03:18:30Z,2170000,,,0,,G. Harris lost ball TURNOVER (1 TO),"[203914, 1629659]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,1.0,Horton-Tucker,1629659.0,,,,,,
221,PT06M51.00S,2021-12-13T03:18:24.2Z,2,REGULAR,steal,,[],1629659,,,1610612747,35,36,2021-12-13T03:18:26Z,2180000,,,0,,T. Horton-Tucker STEAL (2 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M46.00S,2021-12-13T03:18:28.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629659,7.539421813403408,46.81372549019608,1610612747,35,36,2021-12-13T03:18:39Z,2190000,16.0,18.0,1,left,MISS T. Horton-Tucker running reverse Layup,[1629659],1610612747.0,LAL,running reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,2.43,Missed,,,,,,,,,,,,,,,,,,
223,PT06M44.00S,2021-12-13T03:18:30.3Z,2,REGULAR,rebound,defensive,[],203914,,,1610612753,35,36,2021-12-13T03:18:39Z,2200000,,,0,,G. Harris REBOUND (Off:1 Def:2),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,222.0,3.0,2.0,1.0,,,,,,,,,,,,,,
224,PT06M33.00S,2021-12-13T03:18:41.8Z,2,REGULAR,turnover,bad pass,[],1629643,,,1610612753,35,36,2021-12-13T03:18:47Z,2210000,,,0,,C. Okeke bad pass TURNOVER (1 TO),"[1629643, 1629659]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,1.0,Horton-Tucker,1629659.0,,,,,,
225,PT06M33.00S,2021-12-13T03:18:41.8Z,2,REGULAR,steal,,[],1629659,,,1610612747,35,36,2021-12-13T03:18:43Z,2220000,,,0,,T. Horton-Tucker STEAL (3 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M31.00S,2021-12-13T03:18:44.6Z,2,REGULAR,turnover,bad pass,[],1629659,,,1610612747,35,36,2021-12-13T03:19:16Z,2230000,,,0,,T. Horton-Tucker bad pass TURNOVER (1 TO),"[1629659, 1629643]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,,,,,
227,PT06M31.00S,2021-12-13T03:18:44.6Z,2,REGULAR,steal,,[],1629643,,,1610612753,35,36,2021-12-13T03:18:46Z,2240000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M27.00S,2021-12-13T03:19:27.8Z,2,REGULAR,jumpball,recovered,[],2544,,,1610612753,35,36,2021-12-13T03:19:27Z,2250000,,,0,,Jump Ball T. Horton-Tucker vs. C. Okeke: Tip to L. James,"[2544, 1629659, 1629643]",1610612747.0,LAL,heldball,L. James,2544.0,James,L. James,Horton-Tucker,1629659.0,Okeke,1629643.0,,,,,,,,,,,,,,,,,,,,
231,PT06M27.00S,2021-12-13T03:19:27.8Z,2,REGULAR,turnover,lost ball,[],1629643,,,1610612753,35,36,2021-12-13T03:19:27Z,2280000,,,0,,C. Okeke lost ball TURNOVER (2 TO),"[1629643, 1629659]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,2.0,Horton-Tucker,1629659.0,,,,,,
232,PT06M27.00S,2021-12-13T03:19:27.8Z,2,REGULAR,steal,,[],1629659,,,1610612747,35,36,2021-12-13T03:19:27Z,2290000,,,0,,T. Horton-Tucker STEAL (4 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M25.00S,2021-12-13T03:19:32.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,35,36,2021-12-13T03:19:32Z,2300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M11.00S,2021-12-13T03:19:57.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,7.539421813403408,46.32352941176471,1610612747,35,36,2021-12-13T03:20:05Z,2310000,18.0,18.0,1,left,MISS A. Reaves reverse Layup,[1630559],1610612747.0,LAL,reverse,,,Reaves,A. Reaves,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,
235,PT06M08.00S,2021-12-13T03:20:00.6Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,35,36,2021-12-13T03:20:05Z,2320000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,234.0,4.0,3.0,1.0,,,,,,,,,,,,,,
236,PT06M03.00S,2021-12-13T03:20:06.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630175,90.71944809461235,44.11764705882353,1610612753,35,36,2021-12-13T03:20:36Z,2330000,-29.0,35.0,1,right,MISS C. Anthony floating Shot,[1630175],1610612753.0,ORL,floating,,,Anthony,C. Anthony,,,,,4.55,Missed,,,,,,,,,,,,,,,,,,
237,PT06M00.00S,2021-12-13T03:20:09.1Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,35,36,2021-12-13T03:20:36Z,2340000,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,236.0,5.0,5.0,0.0,,,,,,,,,,,,,,
238,PT06M00.00S,2021-12-13T03:20:15.3Z,2,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,35,36,2021-12-13T03:20:49Z,2350000,,,0,,L. James bad pass out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,,,,,,,,,,,201638.0,2.0,,,,,,,,
239,PT06M00.00S,2021-12-13T03:20:20.1Z,2,REGULAR,substitution,out,[],2544,,,1610612753,35,36,2021-12-13T03:20:43Z,2360000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M00.00S,2021-12-13T03:20:20.1Z,2,REGULAR,substitution,out,[],2546,,,1610612753,35,36,2021-12-13T03:20:43Z,2370000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M00.00S,2021-12-13T03:20:20.1Z,2,REGULAR,substitution,out,[],1630559,,,1610612753,35,36,2021-12-13T03:20:43Z,2380000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M00.00S,2021-12-13T03:20:20.1Z,2,REGULAR,substitution,in,[],202340,,,1610612753,35,36,2021-12-13T03:20:43Z,2390000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M00.00S,2021-12-13T03:20:20.1Z,2,REGULAR,substitution,in,[],201566,,,1610612753,35,36,2021-12-13T03:20:43Z,2400000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M00.00S,2021-12-13T03:20:20.1Z,2,REGULAR,substitution,in,[],2730,,,1610612753,35,36,2021-12-13T03:20:43Z,2410000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M46.00S,2021-12-13T03:21:00.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629643,73.11103810775296,51.22549019607843,1610612753,35,36,2021-12-13T03:21:06Z,2430000,6.0,200.0,1,right,MISS C. Okeke 20' Jump Shot,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,20.04,Missed,,,,,,,,,,,,,,,,,,
247,PT05M44.00S,2021-12-13T03:21:02.0Z,2,REGULAR,rebound,defensive,[],201961,,,1610612747,35,36,2021-12-13T03:21:02Z,2440000,,,0,,W. Ellington REBOUND (Off:0 Def:3),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,,,,,,
248,PT05M39.00S,2021-12-13T03:21:06.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,10.82457293035479,54.65686274509804,1610612747,35,36,2021-12-13T03:21:15Z,2450000,-23.0,49.0,1,left,MISS R. Westbrook bank Shot,[201566],1610612747.0,LAL,bank,,,Westbrook,R. Westbrook,,,,,5.45,Missed,,,,,,,,,,,,,,,,,,
249,PT05M38.00S,2021-12-13T03:21:08.3Z,2,REGULAR,rebound,offensive,[],201566,,,1610612747,35,36,2021-12-13T03:21:08Z,2460000,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,248.0,3.0,2.0,1.0,,,,,,,,,,,,,,
250,PT05M36.00S,2021-12-13T03:21:09.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202340,5.256241787122207,3.1632965686274446,1610612747,35,36,2021-12-13T03:21:22Z,2470000,234.0,-3.0,1,left,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,
251,PT05M34.00S,2021-12-13T03:21:11.6Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,35,36,2021-12-13T03:21:22Z,2480000,,,0,,C. Anthony REBOUND (Off:1 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,250.0,2.0,1.0,1.0,,,,,,,,,,,,,,
252,PT05M19.00S,2021-12-13T03:21:27.0Z,2,REGULAR,3pt,Jump Shot,[],1628976,66.93495400788436,66.91176470588235,1610612753,35,39,2021-12-13T03:21:33Z,2490000,85.0,258.0,1,right,W. Carter Jr. 27' 3PT  (7 PTS) (C. Anthony 2 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,27.18,Made,,,,,7.0,C. Anthony,1630175.0,2.0,,,,,,,,,,
254,PT05M04.00S,2021-12-13T03:21:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.853482260183966,50.49019607843137,1610612747,37,39,2021-12-13T03:21:46Z,2510000,-2.0,31.0,1,left,R. Westbrook driving Layup (6 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,3.08,Made,,,,,6.0,,,,,,,,,,,,,
255,PT04M56.00S,2021-12-13T03:21:54.5Z,2,REGULAR,foul,personal,[],202340,,,1610612753,37,39,2021-12-13T03:22:43Z,2520000,,,0,,A. Bradley personal FOUL (1 PF),"[202340, 1630175]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Anthony,1630175.0,,
257,PT04M56.00S,2021-12-13T03:22:02.9Z,2,REGULAR,substitution,out,[],201961,,,1610612753,37,39,2021-12-13T03:22:15Z,2540000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M56.00S,2021-12-13T03:22:02.9Z,2,REGULAR,substitution,out,[],1628976,,,1610612753,37,39,2021-12-13T03:22:15Z,2550000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M56.00S,2021-12-13T03:22:02.9Z,2,REGULAR,substitution,in,[],1628370,,,1610612753,37,39,2021-12-13T03:22:15Z,2560000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M56.00S,2021-12-13T03:22:02.9Z,2,REGULAR,substitution,in,[],201577,,,1610612753,37,39,2021-12-13T03:22:15Z,2570000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M47.00S,2021-12-13T03:22:29.3Z,2,REGULAR,foul,personal,['2freethrow'],201566,,,1610612753,37,39,2021-12-13T03:22:43Z,2580000,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Lopez 2 FT),"[201566, 201577]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Lopez,201577.0,,
263,PT04M47.00S,2021-12-13T03:22:59.2Z,2,REGULAR,freethrow,1 of 2,[],201577,,,1610612753,37,40,2021-12-13T03:43:57Z,2600000,,,0,,R. Lopez Free Throw 1 of 2 (3 PTS),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
266,PT04M47.00S,2021-12-13T03:22:59.2Z,2,REGULAR,freethrow,2 of 2,[],201577,,,1610612753,37,40,2021-12-13T03:43:57Z,2605000,,,0,,MISS R. Lopez Free Throw 2 of 2,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Missed,,,,,,,,,,,,,,,,,,
267,PT04M47.00S,2021-12-13T03:22:59.2Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,37,40,2021-12-13T03:45:13Z,2607500,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,266.0,4.0,3.0,1.0,,,,,,,,,,,,,,
264,PT04M47.00S,2021-12-13T03:23:00.0Z,2,REGULAR,substitution,out,[],1630532,,,1610612747,37,40,2021-12-13T03:43:57Z,2610000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M47.00S,2021-12-13T03:23:00.0Z,2,REGULAR,substitution,in,[],203082,,,1610612747,37,40,2021-12-13T03:43:57Z,2620000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M36.00S,2021-12-13T03:23:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,9.773324572930349,46.32352941176471,1610612747,37,40,2021-12-13T03:25:39Z,2625000,18.0,39.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,4.35,Missed,,,,,,,,,,,,,,,,,,
