actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
2,PT12M00.00S,2022-02-26T03:15:55.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-26T03:15:55Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-26T03:15:57.2Z,1,REGULAR,jumpball,recovered,[],2772,,,1610612747,0,0,2022-02-26T03:15:57Z,40000,,,0,,Jump Ball D. Howard vs. I. Zubac: Tip to T. Ariza,"[2772, 2730, 1627826]",1610612747.0,LAL,startperiod,T. Ariza,2772.0,Ariza,T. Ariza,Howard,2730.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2022-02-26T03:16:15.2Z,1,REGULAR,2pt,Jump Shot,[],2544,6.225361366622863,75.24509803921569,1610612747,2,0,2022-02-26T03:16:20Z,70000,-126.0,6.0,1,left,L. James 12' turnaround fadeaway Jump Shot (2 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,12.63,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M21.00S,2022-02-26T03:16:32.8Z,1,REGULAR,2pt,Jump Shot,[],202694,77.973061760841,73.52941176470588,1610612746,2,2,2022-02-26T03:16:38Z,80000,118.0,155.0,1,right,M. Morris Sr. 19' pullup Jump Shot (2 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,19.42,Made,2.0,,,,,,,,,,,,,,,,,,
9,PT11M06.00S,2022-02-26T03:16:47.3Z,1,REGULAR,3pt,Jump Shot,[],2772,29.878449408672807,77.94117647058823,1610612747,2,2,2022-02-26T03:16:54Z,90000,-140.0,228.0,1,left,MISS T. Ariza 26' 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M03.00S,2022-02-26T03:16:50.3Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,2,2,2022-02-26T03:16:54Z,100000,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M01.00S,2022-02-26T03:16:53.6Z,1,REGULAR,turnover,bad pass,[],1630559,,,1610612747,2,2,2022-02-26T03:16:57Z,110000,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1629611]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,1.0,Mann,1629611.0,,,,,,,,,,,
12,PT11M01.00S,2022-02-26T03:16:53.6Z,1,REGULAR,steal,,[],1629611,,,1610612746,2,2,2022-02-26T03:16:55Z,120000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2022-02-26T03:16:58.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,92.55913272010513,51.22549019607843,1610612746,2,2,2022-02-26T03:17:05Z,130000,6.0,17.0,1,right,MISS T. Mann running Layup - blocked,"[1629611, 2730]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,1.84,Missed,,,,,,,,,Howard,2730.0,,,,,,,,,
14,PT10M56.00S,2022-02-26T03:16:58.4Z,1,REGULAR,block,,[],2730,,,1610612746,2,2,2022-02-26T03:17:02Z,140000,,,0,,D. Howard BLOCK (1 BLK),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2022-02-26T03:16:58.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,2,2,2022-02-26T03:17:05Z,150000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
16,PT10M56.00S,2022-02-26T03:17:04.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,2,2,2022-02-26T03:17:04Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M48.00S,2022-02-26T03:17:24.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201587,90.06241787122208,3.4313725490196134,1610612746,2,2,2022-02-26T03:17:28Z,170000,-233.0,41.0,1,right,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,23.64,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M45.00S,2022-02-26T03:17:27.2Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,2,2,2022-02-26T03:17:28Z,180000,,,0,,D. Howard REBOUND (Off:0 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M40.00S,2022-02-26T03:17:31.2Z,1,REGULAR,3pt,Jump Shot,[],2544,23.176741130091983,90.93137254901961,1610612747,2,2,2022-02-26T03:17:40Z,190000,-205.0,165.0,1,left,MISS L. James 26' step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M37.00S,2022-02-26T03:17:34.5Z,1,REGULAR,rebound,offensive,[],2730,,,1610612747,2,2,2022-02-26T03:17:34Z,200000,,,0,,D. Howard REBOUND (Off:1 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,
21,PT10M36.00S,2022-02-26T03:17:35.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2730,6.356767411300922,50.98039215686275,1610612747,4,2,2022-02-26T03:17:43Z,210000,-5.0,7.0,1,left,D. Howard putback Layup (2 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,0.88,Made,2.0,,,,,,,,,,,,,,,,,,
22,PT10M35.00S,2022-02-26T03:18:07.3Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612746,4,2,2022-02-26T03:18:07Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M26.00S,2022-02-26T03:18:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,91.50788436268068,49.754901960784316,1610612746,4,2,2022-02-26T03:18:27Z,230000,-1.0,27.0,1,right,MISS I. Zubac cutting Layup - blocked,"[1627826, 2730]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,2.73,Missed,,,,,,,,,Howard,2730.0,,,,,,,,,
27,PT10M26.00S,2022-02-26T03:18:18.9Z,1,REGULAR,block,,[],2730,,,1610612746,4,2,2022-02-26T03:18:37Z,235000,,,0,,D. Howard BLOCK (2 BLK),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M24.00S,2022-02-26T03:18:20.9Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,4,2,2022-02-26T03:21:46Z,240000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT10M19.00S,2022-02-26T03:18:25.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202694,82.30946123521682,33.33333333333334,1610612746,4,4,2022-02-26T03:18:30Z,250000,-83.0,114.0,1,right,M. Morris Sr. 14' Jump Shot (4 PTS) (T. Mann 1 AST),"[202694, 1629611]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,14.1,Made,4.0,,,,,,,,,,T. Mann,1629611.0,1.0,,,,,,
28,PT10M07.00S,2022-02-26T03:18:37.0Z,1,REGULAR,turnover,bad pass,[],2772,,,1610612747,4,4,2022-02-26T03:18:40Z,270000,,,0,,T. Ariza bad pass TURNOVER (1 TO),"[2772, 1629611]",1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,1.0,Mann,1629611.0,,,,,,,,,,,
29,PT10M07.00S,2022-02-26T03:18:37.0Z,1,REGULAR,steal,,[],1629611,,,1610612746,4,4,2022-02-26T03:18:39Z,280000,,,0,,T. Mann STEAL (2 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M54.00S,2022-02-26T03:18:50.0Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,4,4,2022-02-26T03:18:55Z,290000,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 201566]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,1.0,Westbrook,201566.0,,,,,,,,,,,
31,PT09M54.00S,2022-02-26T03:18:50.0Z,1,REGULAR,steal,,[],201566,,,1610612747,4,4,2022-02-26T03:18:52Z,300000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M53.00S,2022-02-26T03:18:54.4Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,4,4,2022-02-26T03:19:01Z,310000,,,0,,L. James lost ball out-of-bounds TURNOVER (1 TO),[2544],1610612747.0,LAL,lost ball,,,James,L. James,,,,,,,,,,,,1.0,,,,,,,,202007.0,,,,,
33,PT09M32.00S,2022-02-26T03:19:25.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202704,77.57884362680683,28.67647058823529,1610612746,4,4,2022-02-26T03:19:30Z,320000,-107.0,158.0,1,right,MISS R. Jackson 19' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,19.08,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M28.00S,2022-02-26T03:19:29.4Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,4,4,2022-02-26T03:19:30Z,330000,,,0,,D. Howard REBOUND (Off:1 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,33.0,3.0,2.0,1.0,,,,,,,,,,,,,,
