actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-08T03:10:47.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-08T03:10:47Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-08T03:10:50.5Z,1,REGULAR,jumpball,recovered,[],201566,,,1610612747,0,0,2022-01-08T03:10:50Z,40000,,,0,,Jump Ball L. James vs. C. Capela: Tip to R. Westbrook,"[201566, 2544, 203991]",1610612747.0,LAL,startperiod,R. Westbrook,201566.0,Westbrook,R. Westbrook,James,2544.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-01-08T03:11:08.8Z,1,REGULAR,3pt,Jump Shot,[],202340,67.85479632063075,26.960784313725497,1610612747,0,0,2022-01-08T03:11:14Z,70000,-115.0,250.0,1,right,MISS A. Bradley 27' 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,27.5,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-01-08T03:11:11.8Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,0,0,2022-01-08T03:11:14Z,80000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M20.00S,2022-01-08T03:11:26.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,27.38173455978975,15.441176470588232,1610612737,0,0,2022-01-08T03:11:33Z,90000,173.0,205.0,1,left,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2022-01-08T03:11:30.5Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,0,0,2022-01-08T03:11:33Z,100000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M09.00S,2022-01-08T03:11:37.6Z,1,REGULAR,3pt,Jump Shot,[],202340,95.31865965834429,4.411764705882348,1610612747,3,0,2022-01-08T03:11:42Z,110000,-228.0,-8.0,1,right,A. Bradley 3PT  (3 PTS) (R. Westbrook 1 AST),"[202340, 201566]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,22.81,Made,,,,,3.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,
13,PT10M52.00S,2022-01-08T03:11:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,6.4881734559789805,48.0392156862745,1610612737,3,0,2022-01-08T03:11:58Z,130000,10.0,8.0,1,left,MISS J. Collins cutting Layup,[1628381],1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,1.3,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M50.00S,2022-01-08T03:11:56.2Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,3,0,2022-01-08T03:11:58Z,140000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
15,PT10M42.00S,2022-01-08T03:12:03.6Z,1,REGULAR,3pt,Jump Shot,[],2544,93.74178712220763,95.09803921568627,1610612747,3,0,2022-01-08T03:12:08Z,150000,225.0,6.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2022-01-08T03:12:05.6Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,3,0,2022-01-08T03:12:08Z,160000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M36.00S,2022-01-08T03:12:09.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,7.539421813403408,48.28431372549019,1610612737,3,2,2022-01-08T03:12:15Z,170000,9.0,18.0,1,left,T. Young driving Layup (2 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,2.03,Made,,,,,2.0,,,,,,,,,,,,,,
18,PT10M22.00S,2022-01-08T03:12:24.2Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,3,2,2022-01-08T03:12:29Z,180000,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 203992]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,1.0,Bogdanovic,203992.0,,,,,,,,
19,PT10M22.00S,2022-01-08T03:12:24.2Z,1,REGULAR,steal,,[],203992,,,1610612737,3,2,2022-01-08T03:12:26Z,190000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M16.00S,2022-01-08T03:12:30.5Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,3,2,2022-01-08T03:12:35Z,200000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628370]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,1.0,Monk,1628370.0,,,,,,,,
21,PT10M16.00S,2022-01-08T03:12:30.5Z,1,REGULAR,steal,,[],1628370,,,1610612747,3,2,2022-01-08T03:12:32Z,210000,,,0,,M. Monk STEAL (1 STL),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M13.00S,2022-01-08T03:12:33.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,94.26741130091985,49.754901960784316,1610612747,5,2,2022-01-08T03:12:42Z,220000,-1.0,1.0,1,right,L. James running DUNK (2 PTS) (M. Monk 1 AST),"[2544, 1628370]",1610612747.0,LAL,running,,,James,L. James,,,,,0.18,Made,,,,,2.0,M. Monk,1628370.0,1.0,,,,,,,,,,,
26,PT09M59.00S,2022-01-08T03:12:59.0Z,1,REGULAR,foul,personal,[],1626169,,,1610612737,5,2,2022-01-08T03:13:28Z,260000,,,0,,S. Johnson personal FOUL (1 PF),"[1626169, 203991]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Capela,203991.0,,,
28,PT09M49.00S,2022-01-08T03:13:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,7.802233902759525,51.470588235294116,1610612737,5,2,2022-01-08T03:13:35Z,280000,-7.0,21.0,1,left,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M48.00S,2022-01-08T03:13:31.6Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,5,2,2022-01-08T03:13:31Z,290000,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
