actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
89,PT05M49.00S,2021-10-25T01:52:13.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",2544,,,1610612747,9,17,2021-10-25T01:52:13Z,890000,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,,
90,PT05M49.00S,2021-10-25T01:52:13.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,9,17,2021-10-25T01:52:13Z,900000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,
91,PT05M49.00S,2021-10-25T01:52:26.7Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",2544,,,1610612747,10,17,2021-10-25T01:52:26Z,910000,,,0,,L. James Free Throw 2 of 2 (1 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
92,PT05M38.00S,2021-10-25T01:52:46.9Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,10,17,2021-10-25T01:52:52Z,920000,,,0,,J. Morant bad pass out-of-bounds TURNOVER (2 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,,,,,,,,,,,,,1830.0,2.0,,,,,,,
93,PT05M27.00S,2021-10-25T01:53:06.0Z,1,REGULAR,foul,personal,['2freethrow'],203500,,,1610612747,10,17,2021-10-25T01:53:11Z,930000,,,0,,S. Adams shooting personal FOUL (1 PF) (Davis 2 FT),"[203500, 203076]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,,,,,,,,,,1830.0,,1.0,0.0,Davis,203076.0,,,
95,PT05M27.00S,2021-10-25T01:53:29.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203076,,,1610612747,11,17,2021-10-25T01:53:29Z,950000,,,0,,A. Davis Free Throw 1 of 2 (3 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
96,PT05M27.00S,2021-10-25T01:53:42.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203076,,,1610612747,12,17,2021-10-25T01:53:42Z,960000,,,0,,A. Davis Free Throw 2 of 2 (4 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
97,PT05M14.00S,2021-10-25T01:54:00.6Z,1,REGULAR,foul,personal,['2freethrow'],203145,,,1610612763,12,17,2021-10-25T01:54:09Z,970000,,,0,,K. Bazemore shooting personal FOUL (1 PF) (Morant 2 FT),"[203145, 1629630]",1610612747.0,LAL,shooting,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,1627961.0,,1.0,0.0,Morant,1629630.0,,,
99,PT05M14.00S,2021-10-25T01:54:25.6Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,12,18,2021-10-25T01:54:25Z,990000,,,0,,J. Morant Free Throw 1 of 2 (6 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
100,PT05M14.00S,2021-10-25T01:54:27.5Z,1,REGULAR,substitution,out,[],201599,,,1610612763,12,18,2021-10-25T01:54:37Z,1000000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M14.00S,2021-10-25T01:54:27.5Z,1,REGULAR,substitution,out,[],203500,,,1610612763,12,18,2021-10-25T01:54:37Z,1010000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M14.00S,2021-10-25T01:54:27.5Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,12,18,2021-10-25T01:54:37Z,1020000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M14.00S,2021-10-25T01:54:27.5Z,1,REGULAR,substitution,in,[],2546,,,1610612763,12,18,2021-10-25T01:54:37Z,1030000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M14.00S,2021-10-25T01:54:27.5Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,12,18,2021-10-25T01:54:37Z,1040000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M14.00S,2021-10-25T01:54:27.5Z,1,REGULAR,substitution,in,[],1630533,,,1610612763,12,18,2021-10-25T01:54:37Z,1050000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M14.00S,2021-10-25T01:54:45.7Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,12,19,2021-10-25T01:54:45Z,1060000,,,0,,J. Morant Free Throw 2 of 2 (7 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
107,PT05M00.00S,2021-10-25T01:55:07.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,12,19,2021-10-25T01:55:07Z,1070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M56.00S,2021-10-25T01:55:18.7Z,1,REGULAR,3pt,Jump Shot,[],2546,25.410643889618925,87.00980392156862,1610612747,12,19,2021-10-25T01:55:25Z,1080000,-185.0,186.0,1,left,MISS C. Anthony 26' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
109,PT04M50.00S,2021-10-25T01:55:24.7Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,12,19,2021-10-25T01:55:25Z,1090000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
110,PT04M39.00S,2021-10-25T01:55:35.4Z,1,REGULAR,3pt,Jump Shot,[],1629634,83.49211563731932,95.34313725490196,1610612763,12,19,2021-10-25T01:55:44Z,1100000,227.0,103.0,1,right,MISS B. Clarke 24' 3PT,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
111,PT04M38.00S,2021-10-25T01:55:41.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,12,19,2021-10-25T01:55:41Z,1110000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,
112,PT04M38.00S,2021-10-25T01:55:44.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,12,19,2021-10-25T01:55:44Z,1120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M26.00S,2021-10-25T01:56:01.1Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,12,19,2021-10-25T01:56:05Z,1130000,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1630214]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,2.0,,,,,Tillman,1630214.0,
114,PT04M26.00S,2021-10-25T01:56:01.1Z,1,REGULAR,steal,,[],1630214,,,1610612763,12,19,2021-10-25T01:56:03Z,1140000,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M23.00S,2021-10-25T01:56:08.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203937,92.16491458607096,49.754901960784316,1610612763,12,19,2021-10-25T01:56:41Z,1150000,-1.0,21.0,1,right,MISS K. Anderson running finger roll Layup,[203937],1610612763.0,MEM,running finger roll,,,Anderson,K. Anderson,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,,
116,PT04M23.00S,2021-10-25T01:56:08.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,12,19,2021-10-25T01:56:41Z,1160000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,
117,PT04M23.00S,2021-10-25T01:56:26.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629634,,,1610612747,12,19,2021-10-25T01:56:33Z,1170000,,,0,,B. Clarke loose ball personal FOUL (1 PF) (Bazemore 2 FT),"[1629634, 203145]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,201246.0,,1.0,0.0,Bazemore,203145.0,,,
119,PT04M23.00S,2021-10-25T01:56:47.3Z,1,REGULAR,freethrow,1 of 2,[],203145,,,1610612747,13,19,2021-10-25T01:56:47Z,1190000,,,0,,K. Bazemore Free Throw 1 of 2 (2 PTS),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
120,PT04M23.00S,2021-10-25T01:57:03.1Z,1,REGULAR,freethrow,2 of 2,[],203145,,,1610612747,14,19,2021-10-25T01:57:03Z,1200000,,,0,,K. Bazemore Free Throw 2 of 2 (3 PTS),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
121,PT04M03.00S,2021-10-25T01:57:30.6Z,1,REGULAR,turnover,traveling,[],1630533,,,1610612763,14,19,2021-10-25T01:57:36Z,1210000,,,0,,Z. Williams traveling TURNOVER (1 TO),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,201246.0,1.0,,,,,,,
122,PT03M54.00S,2021-10-25T01:57:43.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,6.750985545335084,50.245098039215684,1610612747,16,19,2021-10-25T01:57:48Z,1220000,-1.0,11.0,1,left,L. James driving Layup (3 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,1.11,Made,,,,,3.0,,,,,,,,,,,,,,
123,PT03M53.00S,2021-10-25T01:57:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,16,19,2021-10-25T01:57:51Z,1230000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M33.00S,2021-10-25T02:01:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,92.29632063074901,51.71568627450981,1610612763,16,19,2021-10-25T02:01:21Z,1240000,9.0,20.0,1,right,MISS B. Clarke driving Layup - blocked,"[1629634, 2546]",1610612763.0,MEM,driving,,,Clarke,B. Clarke,,,,,2.17,Missed,,,,,,,,,Anthony,2546.0,,,,,,,,,
125,PT03M33.00S,2021-10-25T02:01:16.4Z,1,REGULAR,block,,[],2546,,,1610612763,16,19,2021-10-25T02:01:19Z,1250000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M29.00S,2021-10-25T02:01:20.4Z,1,REGULAR,rebound,defensive,[],203145,,,1610612747,16,19,2021-10-25T02:01:21Z,1260000,,,0,,K. Bazemore REBOUND (Off:0 Def:1),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
127,PT03M25.00S,2021-10-25T02:01:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,6.356767411300922,46.81372549019608,1610612747,18,19,2021-10-25T02:01:29Z,1270000,16.0,7.0,1,left,M. Monk cutting Layup (2 PTS) (L. James 1 AST),"[1628370, 2544]",1610612747.0,LAL,cutting,,,Monk,M. Monk,,,,,1.75,Made,,,,,2.0,L. James,2544.0,1.0,,,,,,,,,,,
129,PT03M01.00S,2021-10-25T02:01:47.0Z,1,REGULAR,3pt,Jump Shot,[],1630533,72.7168199737188,18.872549019607845,1610612763,18,19,2021-10-25T02:01:54Z,1290000,-156.0,204.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M58.00S,2021-10-25T02:01:50.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,18,19,2021-10-25T02:01:54Z,1300000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,129.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
131,PT02M50.00S,2021-10-25T02:01:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.065045992115643,46.07843137254902,1610612747,18,19,2021-10-25T02:02:04Z,1310000,20.0,23.0,1,left,MISS L. James driving Layup - blocked,"[2544, 203937]",1610612747.0,LAL,driving,,,James,L. James,,,,,3.04,Missed,,,,,,,,,Anderson,203937.0,,,,,,,,,
132,PT02M50.00S,2021-10-25T02:01:58.6Z,1,REGULAR,block,,[],203937,,,1610612747,18,19,2021-10-25T02:02:01Z,1320000,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M46.00S,2021-10-25T02:02:02.6Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,18,19,2021-10-25T02:02:04Z,1330000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
134,PT02M45.00S,2021-10-25T02:02:04.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629634,93.08475689881735,50.98039215686275,1610612763,18,21,2021-10-25T02:02:12Z,1340000,5.0,13.0,1,right,B. Clarke running alley-oop DUNK (2 PTS) (J. Morant 2 AST),"[1629634, 1629630]",1610612763.0,MEM,running alley-oop,,,Clarke,B. Clarke,,,,,1.34,Made,,,,,2.0,J. Morant,1629630.0,2.0,,,,,,,,,,,
136,PT02M24.00S,2021-10-25T02:02:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.356767411300922,50.245098039215684,1610612747,20,21,2021-10-25T02:02:30Z,1360000,-1.0,7.0,1,left,A. Davis Layup (6 PTS) (C. Anthony 1 AST),"[203076, 2546]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,0.74,Made,,,,,6.0,C. Anthony,2546.0,1.0,,,,,,,,,,,
138,PT02M16.00S,2021-10-25T02:02:33.9Z,1,REGULAR,foul,personal,['2freethrow'],2546,,,1610612763,20,21,2021-10-25T02:02:48Z,1380000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Morant 2 FT),"[2546, 1629630]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,1830.0,,1.0,0.0,Morant,1629630.0,,,
140,PT02M16.00S,2021-10-25T02:03:13.6Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,20,22,2021-10-25T02:03:13Z,1400000,,,0,,J. Morant Free Throw 1 of 2 (8 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
141,PT02M16.00S,2021-10-25T02:03:14.3Z,1,REGULAR,substitution,out,[],2544,,,1610612763,20,22,2021-10-25T02:03:28Z,1410000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M16.00S,2021-10-25T02:03:14.3Z,1,REGULAR,substitution,out,[],203145,,,1610612763,20,22,2021-10-25T02:03:28Z,1420000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M16.00S,2021-10-25T02:03:14.3Z,1,REGULAR,substitution,out,[],1629634,,,1610612763,20,22,2021-10-25T02:03:28Z,1430000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M16.00S,2021-10-25T02:03:14.3Z,1,REGULAR,substitution,in,[],201566,,,1610612763,20,22,2021-10-25T02:03:28Z,1440000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M16.00S,2021-10-25T02:03:14.3Z,1,REGULAR,substitution,in,[],1630559,,,1610612763,20,22,2021-10-25T02:03:28Z,1450000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M16.00S,2021-10-25T02:03:14.3Z,1,REGULAR,substitution,in,[],1628991,,,1610612763,20,22,2021-10-25T02:03:28Z,1460000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M16.00S,2021-10-25T02:03:30.4Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,20,22,2021-10-25T02:03:30Z,1470000,,,0,,MISS J. Morant Free Throw 2 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
148,PT02M13.00S,2021-10-25T02:03:32.4Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,20,22,2021-10-25T02:03:32Z,1480000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,147.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
149,PT02M01.00S,2021-10-25T02:03:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.356767411300922,51.71568627450981,1610612747,22,22,2021-10-25T02:03:47Z,1490000,-9.0,7.0,1,left,A. Davis Layup (8 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,1.13,Made,,,,,8.0,,,,,,,,,,,,,,
150,PT01M47.00S,2021-10-25T02:03:59.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,83.75492772667542,51.470588235294116,1610612763,22,24,2021-10-25T02:04:05Z,1500000,7.0,100.0,1,right,X. Tillman 10' floating Jump Shot (2 PTS) (J. Morant 3 AST),"[1630214, 1629630]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,10.05,Made,,,,,2.0,J. Morant,1629630.0,3.0,,,,,,,,,,,
152,PT01M32.00S,2021-10-25T02:04:13.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,7.276609724047319,54.411764705882355,1610612747,24,24,2021-10-25T02:04:18Z,1520000,-22.0,16.0,1,left,A. Davis alley-oop DUNK (10 PTS) (R. Westbrook 5 AST),"[203076, 201566]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,2.72,Made,,,,,10.0,R. Westbrook,201566.0,5.0,,,,,,,,,,,
154,PT01M12.00S,2021-10-25T02:04:33.5Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,24,24,2021-10-25T02:04:37Z,1540000,,,0,,J. Morant bad pass TURNOVER (3 TO),"[1629630, 1628370]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,3.0,,,,,Monk,1628370.0,
155,PT01M12.00S,2021-10-25T02:04:33.5Z,1,REGULAR,steal,,[],1628370,,,1610612747,24,24,2021-10-25T02:04:36Z,1550000,,,0,,M. Monk STEAL (1 STL),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M05.00S,2021-10-25T02:04:40.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2546,7.539421813403408,49.26470588235294,1610612747,26,24,2021-10-25T02:04:52Z,1560000,4.0,18.0,1,left,C. Anthony running reverse Layup (2 PTS) (M. Monk 1 AST),"[2546, 1628370]",1610612747.0,LAL,running reverse,,,Anthony,C. Anthony,,,,,1.88,Made,,,,,2.0,M. Monk,1628370.0,1.0,,,,,,,,,,,
158,PT00M46.40S,2021-10-25T02:05:00.3Z,1,REGULAR,3pt,Jump Shot,[],203937,81.52102496714849,93.62745098039215,1610612763,26,24,2021-10-25T02:05:04Z,1580000,218.0,121.0,1,right,MISS K. Anderson 24' 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M43.80S,2021-10-25T02:05:02.9Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,26,24,2021-10-25T02:05:04Z,1590000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
160,PT00M38.60S,2021-10-25T02:05:08.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2546,35.00328515111694,51.470588235294116,1610612747,29,24,2021-10-25T02:05:49Z,1600000,-7.0,277.0,1,left,C. Anthony 27' 3PT running (5 PTS) (M. Monk 2 AST),"[2546, 1628370]",1610612747.0,LAL,running,,,Anthony,C. Anthony,,,,,27.66,Made,,,,,5.0,M. Monk,1628370.0,2.0,,,,,,,,,,,
162,PT00M27.90S,2021-10-25T02:05:24.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,85.3318002628121,61.76470588235294,1610612763,29,24,2021-10-25T02:05:29Z,1620000,59.0,85.0,1,right,MISS K. Anderson 10' turnaround Shot,[203937],1610612763.0,MEM,turnaround,,,Anderson,K. Anderson,,,,,10.37,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M25.30S,2021-10-25T02:05:27.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,29,24,2021-10-25T02:05:29Z,1630000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,162.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
164,PT00M03.70S,2021-10-25T02:05:49.1Z,1,REGULAR,3pt,Jump Shot,[],203076,11.087385019710908,4.411764705882348,1610612747,29,24,2021-10-25T02:05:53Z,1640000,228.0,52.0,1,left,MISS A. Davis 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,23.37,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M00.50S,2021-10-25T02:05:52.2Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,29,24,2021-10-25T02:05:52Z,1650000,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
166,PT00M00.20S,2021-10-25T02:05:55.4Z,1,REGULAR,3pt,Jump Shot,[],1629630,50.509198423127465,53.67647058823529,1610612763,29,24,2021-10-25T02:06:06Z,1660000,18.0,413.0,1,right,MISS J. Morant 41' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,41.31,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M00.10S,2021-10-25T02:05:55.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,29,24,2021-10-25T02:06:06Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2021-10-25T02:06:02.2Z,1,REGULAR,period,end,[],0,,,1610612763,29,24,2021-10-25T02:06:02Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-10-25T02:08:21.2Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612763,29,24,2021-10-25T02:08:40Z,1690000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-10-25T02:08:21.2Z,2,REGULAR,substitution,out,['startperiod'],1628370,,,1610612763,29,24,2021-10-25T02:08:40Z,1700000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-10-25T02:08:21.2Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,29,24,2021-10-25T02:08:40Z,1710000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-10-25T02:08:21.2Z,2,REGULAR,substitution,out,['startperiod'],1629630,,,1610612763,29,24,2021-10-25T02:08:40Z,1720000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-10-25T02:08:21.2Z,2,REGULAR,substitution,in,['startperiod'],2730,,,1610612763,29,24,2021-10-25T02:08:40Z,1730000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-10-25T02:08:21.2Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612763,29,24,2021-10-25T02:08:40Z,1740000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-10-25T02:08:21.2Z,2,REGULAR,substitution,in,['startperiod'],1626145,,,1610612763,29,24,2021-10-25T02:08:40Z,1750000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-10-25T02:08:21.2Z,2,REGULAR,substitution,in,['startperiod'],1629001,,,1610612763,29,24,2021-10-25T02:08:40Z,1760000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-10-25T02:08:38.7Z,2,REGULAR,period,start,[],0,,,1610612747,29,24,2021-10-25T02:08:40Z,1770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
