actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
178,PT11M08.00S,2022-01-05T04:07:54.5Z,2,REGULAR,rebound,defensive,[],203090,,,1610612758,30,31,2022-01-05T04:07:55Z,1740000,,,0,,M. Harkless REBOUND (Off:0 Def:1),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,
179,PT10M54.00S,2022-01-05T04:08:09.1Z,2,REGULAR,3pt,Jump Shot,[],1627745,66.96780551905388,45.83333333333333,1610612758,30,31,2022-01-05T04:08:12Z,1750000,-21.0,258.0,1,right,MISS D. Jones 25' 3PT,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
180,PT10M50.00S,2022-01-05T04:08:11.6Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612747,30,31,2022-01-05T04:08:11Z,1760000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,
181,PT10M35.00S,2022-01-05T04:08:27.0Z,2,REGULAR,3pt,Jump Shot,[],1629659,28.728646517739815,80.88235294117648,1610612747,33,31,2022-01-05T04:08:31Z,1770000,-154.0,218.0,1,left,T. Horton-Tucker 26' 3PT  (11 PTS) (L. James 2 AST),"[1629659, 2544]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,26.67,Made,11.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
183,PT10M14.00S,2022-01-05T04:08:48.0Z,2,REGULAR,2pt,Jump Shot,[],1630558,78.53153745072274,60.78431372549019,1610612758,33,31,2022-01-05T04:08:52Z,1790000,54.0,149.0,1,right,MISS D. Mitchell 15' step back Shot,[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,15.87,Missed,,,,,,,,,,,,,,,,,,
184,PT10M12.00S,2022-01-05T04:08:50.0Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,33,31,2022-01-05T04:08:52Z,1800000,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,
185,PT10M06.00S,2022-01-05T04:08:55.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.492115637319317,52.94117647058824,1610612747,35,31,2022-01-05T04:09:00Z,1810000,-15.0,27.0,1,left,L. James driving Layup (7 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,3.1,Made,7.0,,,,,,,,,,,,,,,,,
186,PT10M02.00S,2022-01-05T04:09:07.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,35,31,2022-01-05T04:09:07Z,1820000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M02.00S,2022-01-05T04:11:38.9Z,2,REGULAR,substitution,out,[],201566,,,1610612758,35,31,2022-01-05T04:11:54Z,1830000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M02.00S,2022-01-05T04:11:38.9Z,2,REGULAR,substitution,in,[],1628370,,,1610612758,35,31,2022-01-05T04:11:54Z,1840000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M52.00S,2022-01-05T04:12:11.3Z,2,REGULAR,foul,personal,['2freethrow'],2546,,,1610612758,35,31,2022-01-05T04:12:18Z,1850000,,,0,,C. Anthony shooting personal FOUL (2 PF) (Jones 2 FT),"[2546, 1627745]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,1155.0,,,,2.0,0.0,Jones,1627745.0,,
191,PT09M52.00S,2022-01-05T04:12:41.8Z,2,REGULAR,freethrow,1 of 2,[],1627745,,,1610612758,35,32,2022-01-05T04:12:41Z,1870000,,,0,,D. Jones Free Throw 1 of 2 (3 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
192,PT09M52.00S,2022-01-05T04:13:02.0Z,2,REGULAR,freethrow,2 of 2,[],1627745,,,1610612758,35,33,2022-01-05T04:13:02Z,1880000,,,0,,D. Jones Free Throw 2 of 2 (4 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
193,PT09M28.00S,2022-01-05T04:13:27.0Z,2,REGULAR,2pt,Jump Shot,[],2546,22.158344283837057,65.44117647058823,1610612747,37,33,2022-01-05T04:13:31Z,1890000,-77.0,156.0,1,left,C. Anthony 17' pullup Jump Shot (2 PTS) (T. Horton-Tucker 2 AST),"[2546, 1629659]",1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,17.39,Made,2.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,,,,,,,,
195,PT09M11.00S,2022-01-05T04:13:47.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,37,33,2022-01-05T04:13:47Z,1910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M11.00S,2022-01-05T04:13:51.7Z,2,REGULAR,substitution,out,[],1630169,,,1610612758,37,33,2022-01-05T04:14:08Z,1920000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M11.00S,2022-01-05T04:13:51.7Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,37,33,2022-01-05T04:14:08Z,1930000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M09.00S,2022-01-05T04:14:12.2Z,2,REGULAR,foul,personal,['2freethrow'],2546,,,1610612758,37,33,2022-01-05T04:14:26Z,1940000,,,0,,C. Anthony shooting personal FOUL (3 PF) (Jones 2 FT),"[2546, 1627745]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,101283.0,,,,3.0,0.0,Jones,1627745.0,,
200,PT09M09.00S,2022-01-05T04:14:42.9Z,2,REGULAR,freethrow,1 of 2,[],1627745,,,1610612758,37,34,2022-01-05T04:17:22Z,1960000,,,0,,D. Jones Free Throw 1 of 2 (5 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
203,PT09M09.00S,2022-01-05T04:14:42.9Z,2,REGULAR,freethrow,2 of 2,[],1627745,,,1610612758,37,35,2022-01-05T04:17:22Z,1965000,,,0,,D. Jones Free Throw 2 of 2 (6 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
201,PT09M09.00S,2022-01-05T04:14:45.3Z,2,REGULAR,substitution,out,[],2546,,,1610612747,37,35,2022-01-05T04:17:22Z,1970000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M09.00S,2022-01-05T04:14:45.3Z,2,REGULAR,substitution,in,[],2730,,,1610612747,37,35,2022-01-05T04:17:22Z,1980000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M55.00S,2022-01-05T04:15:25.4Z,2,REGULAR,3pt,Jump Shot,[],2544,5.863994743758213,3.1862745098039214,1610612747,37,35,2022-01-05T04:16:03Z,1985000,234.0,3.0,1,left,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
205,PT08M53.00S,2022-01-05T04:15:27.4Z,2,REGULAR,rebound,offensive,[],2730,,,1610612747,37,35,2022-01-05T04:16:03Z,1987500,,,0,,D. Howard REBOUND (Off:3 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,204.0,5.0,2.0,3.0,,,,,,,,,,
206,PT08M51.00S,2022-01-05T04:15:29.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2730,5.995400788436268,48.77450980392157,1610612747,39,35,2022-01-05T04:16:15Z,1988750,6.0,4.0,1,left,D. Howard putback Layup (6 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,0.72,Made,6.0,,,,,,,,,,,,,,,,,
207,PT08M35.00S,2022-01-05T04:15:42.2Z,2,REGULAR,3pt,Jump Shot,[],1627741,72.7496714848883,17.15686274509804,1610612758,39,38,2022-01-05T04:15:46Z,2030000,-164.0,204.0,1,right,B. Hield 26' 3PT  (10 PTS) (D. Mitchell 1 AST),"[1627741, 1630558]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,26.16,Made,10.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
209,PT08M25.00S,2022-01-05T04:15:56.7Z,2,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612747,39,38,2022-01-05T04:16:02Z,2050000,,,0,,D. Fox shooting personal FOUL (1 PF) (Howard 2 FT),"[1628368, 2730]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Howard,2730.0,,
211,PT08M25.00S,2022-01-05T04:16:24.3Z,2,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,40,38,2022-01-05T04:16:24Z,2070000,,,0,,D. Howard Free Throw 1 of 2 (7 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
212,PT08M25.00S,2022-01-05T04:16:24.9Z,2,REGULAR,substitution,out,[],203090,,,1610612747,40,38,2022-01-05T04:16:38Z,2080000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M25.00S,2022-01-05T04:16:24.9Z,2,REGULAR,substitution,out,[],1627741,,,1610612747,40,38,2022-01-05T04:16:38Z,2090000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M25.00S,2022-01-05T04:16:24.9Z,2,REGULAR,substitution,out,[],1627745,,,1610612747,40,38,2022-01-05T04:16:38Z,2100000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M25.00S,2022-01-05T04:16:24.9Z,2,REGULAR,substitution,in,[],203458,,,1610612747,40,38,2022-01-05T04:16:38Z,2110000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M25.00S,2022-01-05T04:16:24.9Z,2,REGULAR,substitution,in,[],203084,,,1610612747,40,38,2022-01-05T04:16:38Z,2120000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M25.00S,2022-01-05T04:16:24.9Z,2,REGULAR,substitution,in,[],1628963,,,1610612747,40,38,2022-01-05T04:16:38Z,2130000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M25.00S,2022-01-05T04:16:48.9Z,2,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,41,38,2022-01-05T04:16:48Z,2140000,,,0,,D. Howard Free Throw 2 of 2 (8 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
219,PT08M12.00S,2022-01-05T04:17:02.8Z,2,REGULAR,turnover,lost ball,[],203458,,,1610612758,41,38,2022-01-05T04:17:07Z,2150000,,,0,,A. Len lost ball TURNOVER (1 TO),"[203458, 2730]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,1.0,,,,,,,Howard,2730.0
220,PT08M12.00S,2022-01-05T04:17:02.8Z,2,REGULAR,steal,,[],2730,,,1610612747,41,38,2022-01-05T04:17:04Z,2160000,,,0,,D. Howard STEAL (1 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M08.00S,2022-01-05T04:17:07.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,7.835085413929041,48.77450980392157,1610612747,43,38,2022-01-05T04:20:30Z,2170000,6.0,21.0,1,left,L. James running finger roll Layup (9 PTS) (M. Monk 1 AST),"[2544, 1628370]",1610612747.0,LAL,running finger roll,,,James,L. James,,,,,2.2,Made,9.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,
223,PT08M01.00S,2022-01-05T04:17:17.6Z,2,REGULAR,turnover,traveling,[],1630558,,,1610612758,43,38,2022-01-05T04:17:22Z,2190000,,,0,,D. Mitchell traveling TURNOVER (1 TO),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,1155.0,1.0,,,,,,,,
224,PT07M37.00S,2022-01-05T04:17:52.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,31.61957950065703,41.911764705882355,1610612747,43,38,2022-01-05T04:17:56Z,2200000,40.0,245.0,1,left,MISS M. Monk 24' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,
225,PT07M35.00S,2022-01-05T04:17:54.6Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,43,38,2022-01-05T04:17:56Z,2210000,,,0,,H. Barnes REBOUND (Off:0 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,224.0,4.0,4.0,0.0,,,,,,,,,,
226,PT07M26.00S,2022-01-05T04:18:03.3Z,2,REGULAR,3pt,Jump Shot,[],1630558,83.39356110381078,96.81372549019608,1610612758,43,38,2022-01-05T04:18:14Z,2220000,234.0,104.0,1,right,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,
227,PT07M23.00S,2022-01-05T04:18:06.3Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,43,38,2022-01-05T04:18:14Z,2230000,,,0,,D. Howard REBOUND (Off:3 Def:3),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,226.0,6.0,3.0,3.0,,,,,,,,,,
228,PT07M17.00S,2022-01-05T04:18:11.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,7.966491458607096,49.01960784313725,1610612747,43,38,2022-01-05T04:18:17Z,2240000,5.0,22.0,1,left,MISS D. Howard alley-oop DUNK,[2730],1610612747.0,LAL,alley-oop,,,Howard,D. Howard,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,
229,PT07M17.00S,2022-01-05T04:18:11.9Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,43,38,2022-01-05T04:18:17Z,2250000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,228.0,2.0,2.0,0.0,,,,,,,,,,
230,PT07M13.00S,2022-01-05T04:18:20.1Z,2,REGULAR,foul,offensive,[],1628368,,,1610612758,43,38,2022-01-05T04:18:28Z,2260000,,,0,,D. Fox charge offensive FOUL (2 PF),"[1628368, 1630559]",1610612758.0,SAC,charge,,,Fox,D. Fox,,,,,,,,,,,,,,,1155.0,,,,2.0,0.0,Reaves,1630559.0,,
232,PT07M13.00S,2022-01-05T04:18:20.1Z,2,REGULAR,turnover,offensive foul,[],1628368,,,1610612758,43,38,2022-01-05T04:18:20Z,2280000,,,0,,D. Fox offensive foul TURNOVER (2 TO),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,1155.0,2.0,,,,,,,,
234,PT07M05.00S,2022-01-05T04:19:34.8Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612747,43,38,2022-01-05T04:19:54Z,2300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M05.00S,2022-01-05T04:19:48.2Z,2,REGULAR,substitution,out,[],2544,,,1610612747,43,38,2022-01-05T04:19:54Z,2310000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M05.00S,2022-01-05T04:19:48.2Z,2,REGULAR,substitution,in,[],201566,,,1610612747,43,38,2022-01-05T04:19:54Z,2320000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M55.00S,2022-01-05T04:20:08.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201566,19.136005256241788,27.941176470588236,1610612747,45,38,2022-01-05T04:20:11Z,2330000,110.0,127.0,1,left,R. Westbrook 16' pullup Jump Shot (6 PTS) (M. Monk 2 AST),"[201566, 1628370]",1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,16.85,Made,6.0,M. Monk,1628370.0,2.0,,,,,,,,,,,,,,
239,PT06M36.00S,2022-01-05T04:20:28.2Z,2,REGULAR,turnover,bad pass,[],1630558,,,1610612758,45,38,2022-01-05T04:20:31Z,2350000,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1630558, 1628370]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,2.0,,,,,,,Monk,1628370.0
240,PT06M36.00S,2022-01-05T04:20:28.2Z,2,REGULAR,steal,,[],1628370,,,1610612747,45,38,2022-01-05T04:20:30Z,2360000,,,0,,M. Monk STEAL (1 STL),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M27.00S,2022-01-05T04:20:35.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628370,32.802233902759525,47.30392156862745,1610612747,45,38,2022-01-05T04:20:42Z,2370000,13.0,256.0,1,left,MISS M. Monk 25' running pullup 3PT,[1628370],1610612747.0,LAL,running pullup,,,Monk,M. Monk,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,
242,PT06M25.00S,2022-01-05T04:20:37.8Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,45,38,2022-01-05T04:20:42Z,2380000,,,0,,M. Bagley III REBOUND (Off:2 Def:4),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,241.0,6.0,4.0,2.0,,,,,,,,,,
243,PT06M19.00S,2022-01-05T04:20:48.4Z,2,REGULAR,turnover,traveling,[],203458,,,1610612758,45,38,2022-01-05T04:20:52Z,2390000,,,0,,A. Len traveling TURNOVER (2 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,202056.0,2.0,,,,,,,,
244,PT06M02.00S,2022-01-05T04:21:16.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201566,17.296320630749015,72.54901960784314,1610612747,45,38,2022-01-05T04:22:07Z,2400000,-113.0,110.0,1,left,MISS R. Westbrook 15' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,15.76,Missed,,,,,,,,,,,,,,,,,,
245,PT05M58.00S,2022-01-05T04:21:20.4Z,2,REGULAR,rebound,defensive,[],203458,,,1610612758,45,38,2022-01-05T04:21:22Z,2410000,,,0,,A. Len REBOUND (Off:1 Def:3),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,244.0,4.0,3.0,1.0,,,,,,,,,,
246,PT05M47.00S,2022-01-05T04:21:31.4Z,2,REGULAR,2pt,Jump Shot,[],1628368,71.04139290407359,44.36274509803921,1610612758,45,40,2022-01-05T04:21:35Z,2420000,-28.0,220.0,1,right,D. Fox 22' Jump Shot (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,22.15,Made,10.0,,,,,,,,,,,,,,,,,
247,PT05M33.00S,2022-01-05T04:21:45.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629659,11.645860709592641,50.0,1610612747,47,40,2022-01-05T04:21:48Z,2430000,0.0,57.0,1,left,T. Horton-Tucker turnaround Hook (13 PTS),[1629659],1610612747.0,LAL,turnaround,,,Horton-Tucker,T. Horton-Tucker,,,,,5.7,Made,13.0,,,,,,,,,,,,,,,,,
248,PT05M24.00S,2022-01-05T04:21:58.5Z,2,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612758,47,40,2022-01-05T04:22:04Z,2440000,,,0,,A. Reaves shooting personal FOUL (1 PF) (Fox 2 FT),"[1630559, 1628368]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Fox,1628368.0,,
250,PT05M24.00S,2022-01-05T04:22:24.5Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,47,41,2022-01-05T04:22:24Z,2460000,,,0,,D. Fox Free Throw 1 of 2 (11 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
251,PT05M24.00S,2022-01-05T04:22:25.6Z,2,REGULAR,substitution,out,[],1630559,,,1610612758,47,41,2022-01-05T04:22:37Z,2470000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M24.00S,2022-01-05T04:22:25.6Z,2,REGULAR,substitution,out,[],1630558,,,1610612758,47,41,2022-01-05T04:22:37Z,2480000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M24.00S,2022-01-05T04:22:25.6Z,2,REGULAR,substitution,out,[],203458,,,1610612758,47,41,2022-01-05T04:22:37Z,2490000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M24.00S,2022-01-05T04:22:25.6Z,2,REGULAR,substitution,in,[],2772,,,1610612758,47,41,2022-01-05T04:22:37Z,2500000,,,0,,SUB in: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M24.00S,2022-01-05T04:22:25.6Z,2,REGULAR,substitution,in,[],1627745,,,1610612758,47,41,2022-01-05T04:22:37Z,2510000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M24.00S,2022-01-05T04:22:25.6Z,2,REGULAR,substitution,in,[],1630169,,,1610612758,47,41,2022-01-05T04:22:37Z,2520000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M24.00S,2022-01-05T04:22:46.8Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,47,42,2022-01-05T04:22:46Z,2530000,,,0,,D. Fox Free Throw 2 of 2 (12 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
258,PT05M08.00S,2022-01-05T04:23:07.3Z,2,REGULAR,2pt,Jump Shot,[],201566,21.632720105124836,34.80392156862745,1610612747,47,42,2022-01-05T04:23:23Z,2540000,76.0,151.0,1,left,MISS R. Westbrook 16' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,16.89,Missed,,,,,,,,,,,,,,,,,,
259,PT05M08.00S,2022-01-05T04:23:09.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,47,42,2022-01-05T04:23:09Z,2550000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,258.0,,,,,,,,,,,,,
260,PT05M08.00S,2022-01-05T04:23:11.3Z,2,REGULAR,foul,personal,[],203084,,,1610612747,47,42,2022-01-05T04:23:20Z,2560000,,,0,,H. Barnes loose ball personal FOUL (1 PF),"[203084, 2730]",1610612758.0,SAC,loose ball,,,Barnes,H. Barnes,,,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Howard,2730.0,,
262,PT05M01.00S,2022-01-05T04:23:30.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629659,22.421156373193167,69.6078431372549,1610612747,47,42,2022-01-05T04:27:46Z,2580000,-98.0,158.0,1,left,MISS T. Horton-Tucker 18' step back Shot,[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,18.62,Missed,,,,,,,,,,,,,,,,,,
263,PT04M57.00S,2022-01-05T04:23:34.0Z,2,REGULAR,rebound,offensive,[],2730,,,1610612747,47,42,2022-01-05T04:23:36Z,2590000,,,0,,D. Howard REBOUND (Off:4 Def:3),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,262.0,7.0,3.0,4.0,,,,,,,,,,
264,PT04M54.00S,2022-01-05T04:23:36.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",2730,11.251642575558476,60.049019607843135,1610612747,47,42,2022-01-05T04:23:43Z,2600000,-50.0,53.0,1,left,MISS D. Howard 7' turnaround Hook,[2730],1610612747.0,LAL,turnaround,,,Howard,D. Howard,,,,,7.32,Missed,,,,,,,,,,,,,,,,,,
265,PT04M49.00S,2022-01-05T04:23:41.3Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,47,42,2022-01-05T04:23:41Z,2610000,,,0,,M. Bagley III REBOUND (Off:2 Def:5),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,264.0,7.0,5.0,2.0,,,,,,,,,,
266,PT04M45.00S,2022-01-05T04:23:45.1Z,2,REGULAR,3pt,Jump Shot,[],1630169,67.62483574244416,27.205882352941174,1610612758,47,42,2022-01-05T04:23:50Z,2620000,-114.0,252.0,1,right,MISS T. Haliburton 27' pullup 3PT,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,27.64,Missed,,,,,,,,,,,,,,,,,,
267,PT04M43.00S,2022-01-05T04:23:47.1Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,47,42,2022-01-05T04:23:50Z,2630000,,,0,,M. Monk REBOUND (Off:1 Def:3),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,266.0,4.0,3.0,1.0,,,,,,,,,,
