actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
90,PT05M34.00S,2022-01-20T03:55:05.6Z,1,REGULAR,block,,[],1629048,,,1610612747,15,10,2022-01-20T03:55:08Z,890000,,,0,,G. Bitadze BLOCK (2 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M33.00S,2022-01-20T03:55:06.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,15,10,2022-01-20T03:55:11Z,900000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,
92,PT05M33.00S,2022-01-20T03:55:16.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,15,10,2022-01-20T03:55:16Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M30.00S,2022-01-20T03:55:29.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626169,69.03745072273324,73.0392156862745,1610612747,15,10,2022-01-20T03:55:33Z,920000,115.0,239.0,1,right,MISS S. Johnson 26' 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,26.49,Missed,,,,,,,,,,,,,,,,,
94,PT05M27.00S,2022-01-20T03:55:32.0Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,15,10,2022-01-20T03:55:33Z,930000,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,
95,PT05M08.00S,2022-01-20T03:55:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,8.196452036793687,50.98039215686275,1610612754,15,12,2022-01-20T03:55:55Z,940000,-5.0,25.0,1,left,G. Bitadze reverse Layup (2 PTS) (M. Brogdon 3 AST),"[1629048, 1627763]",1610612754.0,IND,reverse,,,Bitadze,G. Bitadze,,,,,,,2.5,Made,2.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,
97,PT05M06.00S,2022-01-20T03:56:00.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,15,12,2022-01-20T03:56:00Z,960000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M06.00S,2022-01-20T03:58:26.8Z,1,REGULAR,substitution,out,[],2772,,,1610612747,15,12,2022-01-20T03:58:38Z,970000,,,0,,SUB out: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M06.00S,2022-01-20T03:58:26.8Z,1,REGULAR,substitution,out,[],202340,,,1610612747,15,12,2022-01-20T03:58:38Z,980000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M06.00S,2022-01-20T03:58:26.8Z,1,REGULAR,substitution,out,[],1628470,,,1610612747,15,12,2022-01-20T03:58:38Z,990000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M06.00S,2022-01-20T03:58:26.8Z,1,REGULAR,substitution,in,[],2546,,,1610612747,15,12,2022-01-20T03:58:38Z,1000000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M06.00S,2022-01-20T03:58:26.8Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,15,12,2022-01-20T03:58:38Z,1010000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M06.00S,2022-01-20T03:58:26.8Z,1,REGULAR,substitution,in,[],1629052,,,1610612747,15,12,2022-01-20T03:58:38Z,1020000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M57.00S,2022-01-20T03:59:08.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,15,12,2022-01-20T03:59:08Z,1030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M40.00S,2022-01-20T03:59:34.1Z,1,REGULAR,2pt,Jump Shot,[],1629659,76.13337713534823,65.44117647058823,1610612747,17,12,2022-01-20T03:59:40Z,1040000,77.0,172.0,1,right,T. Horton-Tucker 18' fadeaway Jump Shot (2 PTS),[1629659],1610612747.0,LAL,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,,,18.83,Made,2.0,,,,,,,,,,,,,,,,
108,PT04M28.00S,2022-01-20T03:59:49.4Z,1,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612754,17,12,2022-01-20T03:59:57Z,1050000,,,0,,S. Johnson shooting personal FOUL (1 PF) (LeVert 2 FT),"[1626169, 1627747]",1610612747.0,LAL,shooting,,,Johnson,S. Johnson,,,,,201638.0,,,,,,,,,,,,1.0,0.0,LeVert,1627747.0,,,,,
110,PT04M28.00S,2022-01-20T04:00:13.6Z,1,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,17,13,2022-01-20T04:00:13Z,1070000,,,0,,C. LeVert Free Throw 1 of 2 (3 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
111,PT04M28.00S,2022-01-20T04:00:15.4Z,1,REGULAR,substitution,out,[],201566,,,1610612754,17,13,2022-01-20T04:00:18Z,1080000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M28.00S,2022-01-20T04:00:15.4Z,1,REGULAR,substitution,in,[],1630559,,,1610612754,17,13,2022-01-20T04:00:18Z,1090000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M28.00S,2022-01-20T04:00:34.2Z,1,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,17,14,2022-01-20T04:00:34Z,1100000,,,0,,C. LeVert Free Throw 2 of 2 (4 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
114,PT04M08.00S,2022-01-20T04:00:54.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628370,87.9599211563732,50.245098039215684,1610612747,19,14,2022-01-20T04:00:58Z,1110000,1.0,61.0,1,right,M. Monk 6' turnaround Hook (2 PTS),[1628370],1610612747.0,LAL,turnaround,,,Monk,M. Monk,,,,,,,6.07,Made,2.0,,,,,,,,,,,,,,,,
115,PT04M03.00S,2022-01-20T04:01:04.4Z,1,REGULAR,foul,personal,[],1629659,,,1610612754,19,14,2022-01-20T04:01:10Z,1120000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1627763]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,1204.0,,,,,,,,,,,,1.0,0.0,Brogdon,1627763.0,,,,,
117,PT04M01.00S,2022-01-20T04:01:21.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627747,6.4881734559789805,50.49019607843137,1610612754,19,16,2022-01-20T04:01:25Z,1140000,-2.0,8.0,1,left,C. LeVert cutting DUNK (6 PTS) (C. Duarte 1 AST),"[1627747, 1630537]",1610612754.0,IND,cutting,,,LeVert,C. LeVert,,,,,,,0.89,Made,6.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,,
119,PT03M46.00S,2022-01-20T04:01:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,91.11366622864652,50.73529411764706,1610612747,21,16,2022-01-20T04:01:39Z,1160000,4.0,31.0,1,right,S. Johnson cutting Layup (2 PTS) (M. Monk 1 AST),"[1626169, 1628370]",1610612747.0,LAL,cutting,,,Johnson,S. Johnson,,,,,,,3.12,Made,2.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,
121,PT03M37.00S,2022-01-20T04:01:46.8Z,1,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612754,21,16,2022-01-20T04:01:54Z,1180000,,,0,,S. Johnson shooting personal FOUL (2 PF) (Bitadze 2 FT),"[1626169, 1629048]",1610612747.0,LAL,shooting,,,Johnson,S. Johnson,,,,,201638.0,,,,,,,,,,,,2.0,0.0,Bitadze,1629048.0,,,,,
123,PT03M37.00S,2022-01-20T04:02:18.5Z,1,REGULAR,freethrow,1 of 2,[],1629048,,,1610612754,21,16,2022-01-20T04:02:18Z,1200000,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,Missed,,,,,,,,,,,,,,,,,
124,PT03M37.00S,2022-01-20T04:02:18.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,21,16,2022-01-20T04:02:18Z,1210000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,
125,PT03M37.00S,2022-01-20T04:02:19.8Z,1,REGULAR,substitution,out,[],1627763,,,1610612754,21,16,2022-01-20T04:02:27Z,1220000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M37.00S,2022-01-20T04:02:19.8Z,1,REGULAR,substitution,out,[],1627747,,,1610612754,21,16,2022-01-20T04:02:27Z,1230000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M37.00S,2022-01-20T04:02:19.8Z,1,REGULAR,substitution,in,[],203087,,,1610612754,21,16,2022-01-20T04:02:27Z,1240000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M37.00S,2022-01-20T04:02:19.8Z,1,REGULAR,substitution,in,[],202362,,,1610612754,21,16,2022-01-20T04:02:27Z,1250000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M37.00S,2022-01-20T04:02:39.7Z,1,REGULAR,freethrow,2 of 2,[],1629048,,,1610612754,21,17,2022-01-20T04:02:39Z,1260000,,,0,,G. Bitadze Free Throw 2 of 2 (3 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
130,PT03M24.00S,2022-01-20T04:02:58.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629048,,,1610612747,21,17,2022-01-20T04:03:03Z,1270000,,,0,,G. Bitadze personal FOUL (2 PF) (Monk 2 FT),"[1629048, 1628370]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,1204.0,,,,,,,,,,,,2.0,0.0,Monk,1628370.0,,,,,
132,PT03M24.00S,2022-01-20T04:03:47.0Z,1,REGULAR,freethrow,1 of 2,[],1628370,,,1610612747,22,17,2022-01-20T04:04:10Z,1290000,,,0,,M. Monk Free Throw 1 of 2 (3 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
133,PT03M24.00S,2022-01-20T04:03:47.6Z,1,REGULAR,substitution,out,[],1629048,,,1610612747,22,17,2022-01-20T04:03:50Z,1300000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M24.00S,2022-01-20T04:03:47.6Z,1,REGULAR,substitution,in,[],1627734,,,1610612747,22,17,2022-01-20T04:03:50Z,1310000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M24.00S,2022-01-20T04:03:47.0Z,1,REGULAR,freethrow,2 of 2,[],1628370,,,1610612747,22,17,2022-01-20T04:04:10Z,1320000,,,0,,MISS M. Monk Free Throw 2 of 2,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,Missed,,,,,,,,,,,,,,,,,
136,PT03M20.00S,2022-01-20T04:03:51.0Z,1,REGULAR,rebound,offensive,[],2546,,,1610612747,22,17,2022-01-20T04:04:10Z,1330000,,,0,,C. Anthony REBOUND (Off:1 Def:0),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,135.0,1.0,0.0,1.0,,,,,,,,,
137,PT03M20.00S,2022-01-20T04:04:09.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2546,94.40999984741211,50.0,1610612747,24,17,2022-01-20T04:04:14Z,1340000,0.0,0.0,1,right,C. Anthony tip Layup (2 PTS),[2546],1610612747.0,LAL,tip,,,Anthony,C. Anthony,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,
138,PT03M12.00S,2022-01-20T04:04:17.9Z,1,REGULAR,2pt,Jump Shot,[],202362,24.096583442838366,55.14705882352941,1610612754,24,17,2022-01-20T04:04:22Z,1350000,-26.0,174.0,1,left,MISS L. Stephenson 17' pullup Shot,[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,,,17.59,Missed,,,,,,,,,,,,,,,,,
139,PT03M10.00S,2022-01-20T04:04:19.9Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,24,17,2022-01-20T04:04:22Z,1360000,,,0,,C. Anthony REBOUND (Off:1 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,138.0,2.0,1.0,1.0,,,,,,,,,
140,PT03M03.00S,2022-01-20T04:04:27.1Z,1,REGULAR,3pt,Jump Shot,[],1629659,70.3515111695138,25.24509803921569,1610612747,27,17,2022-01-20T04:04:31Z,1370000,-124.0,226.0,1,right,T. Horton-Tucker 25' 3PT  (5 PTS) (A. Reaves 1 AST),"[1629659, 1630559]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,25.79,Made,5.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,
142,PT02M45.00S,2022-01-20T04:04:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,5.699737187910642,49.50980392156863,1610612754,27,17,2022-01-20T04:05:58Z,1390000,2.0,1.0,1,left,MISS O. Brissett driving Layup,[1629052],1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,,,0.27,Missed,,,,,,,,,,,,,,,,,
143,PT02M43.00S,2022-01-20T04:04:49.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,27,17,2022-01-20T04:05:58Z,1400000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,
144,PT02M43.00S,2022-01-20T04:04:51.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,27,17,2022-01-20T04:04:51Z,1410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M43.00S,2022-01-20T04:04:51.8Z,1,REGULAR,substitution,out,[],1626169,,,1610612747,27,17,2022-01-20T04:04:55Z,1420000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M43.00S,2022-01-20T04:04:51.8Z,1,REGULAR,substitution,in,[],2544,,,1610612747,27,17,2022-01-20T04:04:55Z,1430000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M26.00S,2022-01-20T04:05:15.8Z,1,REGULAR,2pt,Jump Shot,[],2546,94.3988173455979,12.74509803921569,1610612747,29,17,2022-01-20T04:05:20Z,1440000,-186.0,0.0,1,right,C. Anthony 18' Jump Shot (4 PTS) (L. James 3 AST),"[2546, 2544]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,18.63,Made,4.0,L. James,2544.0,3.0,,,,,,,,,,,,,
149,PT02M26.00S,2022-01-20T04:05:20.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,29,17,2022-01-20T04:05:24Z,1460000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M13.00S,2022-01-20T04:07:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,9.904730617608408,47.05882352941176,1610612754,29,17,2022-01-20T05:59:55Z,1470000,15.0,41.0,1,left,MISS C. Duarte cutting Layup - blocked,"[1630537, 1629659]",1610612754.0,IND,cutting,,,Duarte,C. Duarte,,,,,,,4.32,Missed,,,,,,,,,,,,,Horton-Tucker,1629659.0,,,
151,PT02M13.00S,2022-01-20T04:07:06.6Z,1,REGULAR,block,,[],1629659,,,1610612754,29,17,2022-01-20T04:07:10Z,1480000,,,0,,T. Horton-Tucker BLOCK (1 BLK),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M10.00S,2022-01-20T04:07:09.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,29,17,2022-01-20T04:07:13Z,1490000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,
153,PT02M09.00S,2022-01-20T04:07:13.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,29,17,2022-01-20T04:07:13Z,1500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M06.00S,2022-01-20T04:07:15.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.32522996057818,51.470588235294116,1610612747,29,17,2022-01-20T04:10:58Z,1510000,7.0,38.0,1,right,MISS L. James running reverse Layup,[2544],1610612747.0,LAL,running reverse,,,James,L. James,,,,,,,3.91,Missed,,,,,,,,,,,,,,,,,
155,PT02M02.00S,2022-01-20T04:07:19.6Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,29,17,2022-01-20T04:10:58Z,1520000,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,154.0,1.0,0.0,1.0,,,,,,,,,
156,PT01M50.00S,2022-01-20T04:07:31.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],2544,72.58541392904074,19.607843137254903,1610612747,32,17,2022-01-20T04:07:36Z,1530000,-152.0,205.0,1,right,L. James 25' 3PT step back (10 PTS),[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,,,25.54,Made,10.0,,,,,,,,,,,,,,,,
157,PT01M40.00S,2022-01-20T04:07:41.7Z,1,REGULAR,3pt,Jump Shot,[],1630537,29.61563731931669,30.637254901960787,1610612754,32,20,2022-01-20T04:08:22Z,1540000,97.0,226.0,1,left,C. Duarte 24' 3PT step back (3 PTS) (D. Sabonis 3 AST),"[1630537, 1627734]",1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,,,24.58,Made,3.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,,
158,PT01M40.00S,2022-01-20T04:07:47.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630559,,,1610612754,32,20,2022-01-20T04:07:59Z,1550000,,,0,,A. Reaves shooting personal FOUL (1 PF) (Duarte 1 FT),"[1630559, 1630537]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,1146.0,,,,,,,,,,,,1.0,0.0,Duarte,1630537.0,,,,,
160,PT01M40.00S,2022-01-20T04:08:11.2Z,1,REGULAR,freethrow,1 of 1,[],1630537,,,1610612754,32,21,2022-01-20T04:08:11Z,1570000,,,0,,C. Duarte Free Throw 1 of 1 (4 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
161,PT01M28.00S,2022-01-20T04:08:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,87.82851511169514,46.568627450980394,1610612747,32,21,2022-01-20T04:13:42Z,1580000,-17.0,62.0,1,right,MISS A. Reaves 6' cutting Layup - blocked,"[1630559, 1630537]",1610612747.0,LAL,cutting,,,Reaves,A. Reaves,,,,,,,6.42,Missed,,,,,,,,,,,,,Duarte,1630537.0,,,
162,PT01M28.00S,2022-01-20T04:08:23.4Z,1,REGULAR,block,,[],1630537,,,1610612747,32,21,2022-01-20T04:08:26Z,1590000,,,0,,C. Duarte BLOCK (1 BLK),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M25.00S,2022-01-20T04:08:26.4Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,32,21,2022-01-20T04:08:27Z,1600000,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,
164,PT01M11.00S,2022-01-20T04:08:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203087,8.722076215505908,45.833333333333336,1610612754,32,21,2022-01-20T04:14:36Z,1610000,21.0,29.0,1,left,MISS J. Lamb driving Layup,[203087],1610612754.0,IND,driving,,,Lamb,J. Lamb,,,,,,,3.61,Missed,,,,,,,,,,,,,,,,,
165,PT01M08.00S,2022-01-20T04:08:44.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,32,21,2022-01-20T04:08:44Z,1620000,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,164.0,5.0,5.0,0.0,,,,,,,,,
166,PT01M02.00S,2022-01-20T04:08:50.0Z,1,REGULAR,3pt,Jump Shot,[],2546,70.74572930354796,79.90196078431373,1610612747,32,21,2022-01-20T04:08:54Z,1630000,150.0,222.0,1,right,MISS C. Anthony 26' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,26.81,Missed,,,,,,,,,,,,,,,,,
167,PT00M59.30S,2022-01-20T04:08:52.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,32,21,2022-01-20T04:08:54Z,1640000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,166.0,3.0,3.0,0.0,,,,,,,,,
168,PT00M55.00S,2022-01-20T04:09:00.2Z,1,REGULAR,foul,offensive,['inpenalty'],202362,,,1610612754,32,21,2022-01-20T06:02:24Z,1650000,,,0,,L. Stephenson charge offensive FOUL (1 PF),"[202362, 1630559]",1610612754.0,IND,charge,,,Stephenson,L. Stephenson,,,,,1204.0,,,,,,,,,,,,1.0,0.0,Reaves,1630559.0,,,,,
170,PT00M55.00S,2022-01-20T04:09:00.2Z,1,REGULAR,turnover,offensive foul,[],202362,,,1610612754,32,21,2022-01-20T04:09:00Z,1670000,,,0,,L. Stephenson offensive foul TURNOVER (1 TO),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,1204.0,1.0,,,,,,,,,,,,,,,,,,,
171,PT00M41.30S,2022-01-20T04:09:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,74.1622864651774,82.84313725490196,1610612747,32,21,2022-01-20T04:09:29Z,1680000,164.0,190.0,1,right,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,25.14,Missed,,,,,,,,,,,,,,,,,
172,PT00M38.30S,2022-01-20T04:09:28.2Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,32,21,2022-01-20T04:09:29Z,1690000,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,
173,PT00M28.00S,2022-01-20T04:09:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,8.722076215505908,48.774509803921575,1610612754,32,21,2022-01-20T04:47:45Z,1700000,6.0,29.0,1,left,MISS C. Duarte driving floating bank Shot,[1630537],1610612754.0,IND,driving floating bank,,,Duarte,C. Duarte,,,,,,,3.01,Missed,,,,,,,,,,,,,,,,,
174,PT00M27.10S,2022-01-20T04:09:40.2Z,1,REGULAR,rebound,offensive,[],1630537,,,1610612754,32,21,2022-01-20T04:11:12Z,1710000,,,0,,C. Duarte REBOUND (Off:1 Def:0),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,173.0,1.0,0.0,1.0,,,,,,,,,
182,PT00M27.10S,2022-01-20T04:09:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,8.459264126149804,49.01960784313726,1610612754,32,21,2022-01-20T04:10:42Z,1715000,5.0,27.0,1,left,MISS C. Duarte tip Layup,[1630537],1610612754.0,IND,tip,,,Duarte,C. Duarte,,,,,,,2.74,Missed,,,,,,,,,,,,,,,,,
183,PT00M25.10S,2022-01-20T04:09:43.8Z,1,REGULAR,rebound,offensive,[],1630537,,,1610612754,32,21,2022-01-20T04:11:21Z,1717500,,,0,,C. Duarte REBOUND (Off:2 Def:0),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,182.0,2.0,0.0,2.0,,,,,,,,,
175,PT00M22.40S,2022-01-20T04:09:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,5.590000152587891,50.0,1610612754,32,21,2022-01-20T04:10:42Z,1720000,0.0,0.0,1,left,MISS C. Duarte tip Layup,[1630537],1610612754.0,IND,tip,,,Duarte,C. Duarte,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
176,PT00M22.40S,2022-01-20T04:09:44.7Z,1,REGULAR,rebound,offensive,[],1630537,,,1610612754,32,21,2022-01-20T04:09:44Z,1730000,,,0,,C. Duarte REBOUND (Off:3 Def:0),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,175.0,3.0,0.0,3.0,,,,,,,,,
177,PT00M22.40S,2022-01-20T04:09:45.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,6.8823915900131425,49.50980392156863,1610612754,32,23,2022-01-20T04:48:56Z,1740000,2.0,12.0,1,left,C. Duarte reverse Layup (6 PTS),[1630537],1610612754.0,IND,reverse,,,Duarte,C. Duarte,,,,,,,1.25,Made,6.0,,,,,,,,,,,,,,,,
