actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
363,PT10M13.00S,2021-11-03T03:53:18.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",202340,5.590000152587891,50.0,1610612747,68,75,2021-11-03T03:53:21Z,3520000,0.0,0.0,1,left,A. Bradley tip Layup (2 PTS),[202340],1610612747.0,LAL,tip,,,Bradley,A. Bradley,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
364,PT10M09.00S,2021-11-03T03:53:22.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,94.3988173455979,54.411764705882355,1610612745,68,77,2021-11-03T03:53:28Z,3530000,22.0,0.0,1,right,A. Sengun DUNK (2 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,2.21,Made,2.0,J. Green,1630224.0,2.0,,,,,,,,,,,,,,
366,PT09M59.00S,2021-11-03T03:53:32.2Z,3,REGULAR,turnover,bad pass,[],201566,,,1610612747,68,77,2021-11-03T03:53:38Z,3550000,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1630578]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,3.0,Sengun,1630578.0
367,PT09M59.00S,2021-11-03T03:53:32.2Z,3,REGULAR,steal,,[],1630578,,,1610612745,68,77,2021-11-03T03:53:34Z,3560000,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M51.00S,2021-11-03T03:53:58.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630256,92.16491458607096,48.28431372549019,1610612745,68,79,2021-11-03T03:54:02Z,3580000,-9.0,21.0,1,right,J. Tate cutting DUNK (20 PTS) (K. Porter Jr. 6 AST),"[1630256, 1629645]",1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,2.28,Made,20.0,K. Porter Jr.,1629645.0,6.0,,,,,,,,,,,,,,
371,PT09M36.00S,2021-11-03T03:54:13.2Z,3,REGULAR,2pt,Jump Shot,[],202340,7.670827858081481,85.29411764705883,1610612747,68,79,2021-11-03T03:55:18Z,3600000,-176.0,20.0,1,left,MISS A. Bradley 17' pullup Shot,[202340],1610612747.0,LAL,pullup,,,Bradley,A. Bradley,,,,,17.76,Missed,,,,,,,,,,,,,,,,,,
372,PT09M33.00S,2021-11-03T03:54:16.2Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,68,79,2021-11-03T03:54:19Z,3610000,,,0,,C. Wood REBOUND (Off:0 Def:11),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,371.0,11.0,11.0,0.0,,,,,
373,PT09M17.00S,2021-11-03T03:54:32.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,91.11366622864652,48.0392156862745,1610612745,68,79,2021-11-03T03:54:37Z,3620000,-10.0,31.0,1,right,MISS A. Sengun cutting Layup,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,3.25,Missed,,,,,,,,,,,,,,,,,,
374,PT09M13.00S,2021-11-03T03:54:36.2Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,68,79,2021-11-03T03:54:37Z,3630000,,,0,,A. Sengun REBOUND (Off:2 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,373.0,4.0,2.0,2.0,,,,,
375,PT09M13.00S,2021-11-03T03:54:36.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,94.40999984741211,50.0,1610612745,68,79,2021-11-03T03:54:36Z,3640000,0.0,0.0,1,right,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
376,PT09M12.00S,2021-11-03T03:54:37.0Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,68,79,2021-11-03T03:54:37Z,3650000,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,375.0,4.0,4.0,0.0,,,,,
377,PT09M09.00S,2021-11-03T03:54:41.9Z,3,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612747,68,79,2021-11-03T03:54:48Z,3660000,,,0,,C. Wood shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1626174, 201566]",1610612745.0,HOU,shooting,,,Wood,C. Wood,,,,,,,,,,,202058.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,
379,PT09M09.00S,2021-11-03T03:55:08.8Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,68,79,2021-11-03T03:55:08Z,3680000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,
380,PT09M09.00S,2021-11-03T03:55:08.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,68,79,2021-11-03T03:55:08Z,3690000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,379.0,,,,,,,,
381,PT09M09.00S,2021-11-03T03:55:22.9Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,69,79,2021-11-03T03:55:22Z,3700000,,,0,,R. Westbrook Free Throw 2 of 2 (15 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
382,PT08M58.00S,2021-11-03T03:55:39.5Z,3,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,69,79,2021-11-03T03:55:44Z,3710000,,,0,,J. Green bad pass out-of-bounds TURNOVER (4 TO),[1630224],1610612745.0,HOU,bad pass,,,Green,J. Green,,,,,,,,,,,202058.0,,,,,,,,,,,4.0,,
383,PT08M39.00S,2021-11-03T03:56:11.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203076,33.952036793692514,38.970588235294116,1610612747,69,79,2021-11-03T03:56:20Z,3720000,55.0,267.0,1,left,MISS A. Davis 27' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,27.22,Missed,,,,,,,,,,,,,,,,,,
384,PT08M38.00S,2021-11-03T03:56:12.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,69,79,2021-11-03T03:56:20Z,3730000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,383.0,,,,,,,,
385,PT08M38.00S,2021-11-03T03:56:18.0Z,3,REGULAR,foul,personal,[],203145,,,1610612745,69,79,2021-11-03T03:56:27Z,3740000,,,0,,K. Bazemore loose ball personal FOUL (4 PF),"[203145, 1630578]",1610612747.0,LAL,loose ball,,,Bazemore,K. Bazemore,,,,,,,,,,,1155.0,4.0,1.0,Sengun,1630578.0,,,,,,,,,
387,PT08M38.00S,2021-11-03T03:56:26.9Z,3,REGULAR,substitution,out,[],203145,,,1610612745,69,79,2021-11-03T03:56:32Z,3760000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
388,PT08M38.00S,2021-11-03T03:56:26.9Z,3,REGULAR,substitution,in,[],1630559,,,1610612745,69,79,2021-11-03T03:56:32Z,3770000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
389,PT08M28.00S,2021-11-03T03:56:56.0Z,3,REGULAR,foul,personal,[],2544,,,1610612745,69,79,2021-11-03T03:57:02Z,3780000,,,0,,L. James personal FOUL (3 PF),"[2544, 1626174]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,1155.0,3.0,0.0,Wood,1626174.0,,,,,,,,,
391,PT08M23.00S,2021-11-03T03:57:16.8Z,3,REGULAR,3pt,Jump Shot,[],1630256,90.71944809461235,5.14705882352942,1610612745,69,79,2021-11-03T03:57:20Z,3800000,-224.0,35.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,22.7,Missed,,,,,,,,,,,,,,,,,,
392,PT08M21.00S,2021-11-03T03:57:18.8Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,69,79,2021-11-03T03:57:20Z,3810000,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,391.0,2.0,2.0,0.0,,,,,
393,PT08M07.00S,2021-11-03T03:57:33.1Z,3,REGULAR,3pt,Jump Shot,[],202340,26.067674113009204,84.80392156862746,1610612747,69,79,2021-11-03T03:57:39Z,3820000,-174.0,193.0,1,left,MISS A. Bradley 25' 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,
394,PT08M02.00S,2021-11-03T03:57:38.1Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,69,79,2021-11-03T03:57:39Z,3830000,,,0,,C. Wood REBOUND (Off:0 Def:12),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,393.0,12.0,12.0,0.0,,,,,
395,PT07M48.00S,2021-11-03T03:57:51.1Z,3,REGULAR,3pt,Jump Shot,[],1630224,75.607752956636,13.480392156862735,1610612745,69,79,2021-11-03T03:58:27Z,3840000,-183.0,177.0,1,right,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,
396,PT07M46.00S,2021-11-03T03:57:53.1Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,69,79,2021-11-03T03:57:56Z,3850000,,,0,,A. Davis REBOUND (Off:0 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,395.0,6.0,6.0,0.0,,,,,
397,PT07M45.00S,2021-11-03T03:57:54.4Z,3,REGULAR,turnover,bad pass,[],203076,,,1610612747,69,79,2021-11-03T03:58:01Z,3860000,,,0,,A. Davis bad pass TURNOVER (2 TO),"[203076, 1630256]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,2.0,Tate,1630256.0
398,PT07M45.00S,2021-11-03T03:57:54.4Z,3,REGULAR,steal,,[],1630256,,,1610612745,69,79,2021-11-03T03:57:56Z,3870000,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M42.00S,2021-11-03T03:58:01.5Z,3,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,69,79,2021-11-03T03:58:19Z,3880000,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (3 TO),[1629645],1610612745.0,HOU,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,3.0,,
400,PT07M32.00S,2021-11-03T03:58:18.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201566,21.994086727989497,75.24509803921569,1610612747,71,79,2021-11-03T04:00:35Z,3890000,-126.0,154.0,1,left,R. Westbrook 19' pullup Jump Shot (17 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,19.93,Made,17.0,,,,,,,,,,,,,,,,,
401,PT07M22.00S,2021-11-03T03:58:30.5Z,3,REGULAR,foul,personal,[],1630559,,,1610612745,71,79,2021-11-03T03:58:41Z,3900000,,,0,,A. Reaves personal FOUL (3 PF),"[1630559, 1629645]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,1155.0,3.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
403,PT07M22.00S,2021-11-03T03:58:40.0Z,3,REGULAR,substitution,out,[],1630256,,,1610612745,71,79,2021-11-03T03:58:44Z,3920000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M22.00S,2021-11-03T03:58:40.0Z,3,REGULAR,substitution,in,[],1630231,,,1610612745,71,79,2021-11-03T03:58:44Z,3930000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M10.00S,2021-11-03T03:59:06.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.95335085413929,50.0,1610612745,71,81,2021-11-03T03:59:11Z,3940000,0.0,14.0,1,right,A. Sengun driving Layup (4 PTS) (J. Green 3 AST),"[1630578, 1630224]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,1.37,Made,4.0,J. Green,1630224.0,3.0,,,,,,,,,,,,,,
407,PT07M10.00S,2021-11-03T03:59:11.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,71,81,2021-11-03T03:59:11Z,3960000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M00.00S,2021-11-03T04:02:10.0Z,3,REGULAR,3pt,Jump Shot,[],201566,14.37253613666229,97.54901960784314,1610612747,71,81,2021-11-03T04:02:14Z,3970000,-238.0,83.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,
409,PT06M57.00S,2021-11-03T04:02:13.0Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,71,81,2021-11-03T04:02:14Z,3980000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,408.0,4.0,3.0,1.0,,,,,
410,PT06M47.00S,2021-11-03T04:02:22.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,92.16491458607096,51.470588235294116,1610612745,71,81,2021-11-03T04:02:33Z,3990000,7.0,21.0,1,right,MISS C. Wood floating Shot,[1626174],1610612745.0,HOU,floating,,,Wood,C. Wood,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,
411,PT06M47.00S,2021-11-03T04:02:22.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,71,81,2021-11-03T04:02:33Z,4000000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,410.0,,,,,,,,
412,PT06M47.00S,2021-11-03T04:02:30.1Z,3,REGULAR,foul,personal,[],1630578,,,1610612747,71,81,2021-11-03T04:02:38Z,4010000,,,0,,A. Sengun loose ball personal FOUL (4 PF),"[1630578, 203076]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,,,,,,,202058.0,4.0,1.0,Davis,203076.0,,,,,,,,,
414,PT06M47.00S,2021-11-03T04:02:40.1Z,3,REGULAR,substitution,out,[],1630578,,,1610612747,71,81,2021-11-03T04:02:43Z,4030000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M47.00S,2021-11-03T04:02:40.1Z,3,REGULAR,substitution,in,[],1628021,,,1610612747,71,81,2021-11-03T04:02:43Z,4040000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M31.00S,2021-11-03T04:03:06.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.408015768725363,52.69607843137255,1610612747,73,81,2021-11-03T04:03:12Z,4050000,-13.0,17.0,1,left,R. Westbrook driving Layup (19 PTS) (L. James 6 AST),"[201566, 2544]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.18,Made,19.0,L. James,2544.0,6.0,,,,,,,,,,,,,,
418,PT06M13.00S,2021-11-03T04:03:24.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.16491458607096,44.36274509803921,1610612745,73,81,2021-11-03T04:03:29Z,4070000,-28.0,21.0,1,right,MISS K. Porter Jr. Layup,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,3.52,Missed,,,,,,,,,,,,,,,,,,
419,PT06M11.00S,2021-11-03T04:03:26.5Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,73,81,2021-11-03T04:03:29Z,4080000,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,418.0,4.0,3.0,1.0,,,,,
420,PT06M03.00S,2021-11-03T04:03:34.5Z,3,REGULAR,3pt,Jump Shot,[],1630559,34.21484888304862,42.892156862745104,1610612747,73,81,2021-11-03T04:03:39Z,4090000,36.0,269.0,1,left,MISS A. Reaves 27' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,
421,PT05M59.00S,2021-11-03T04:03:38.6Z,3,REGULAR,rebound,offensive,[],201566,,,1610612747,73,81,2021-11-03T04:03:38Z,4100000,,,0,,R. Westbrook REBOUND (Off:2 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,420.0,5.0,3.0,2.0,,,,,
422,PT05M53.00S,2021-11-03T04:03:45.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,8.196452036793687,50.49019607843137,1610612747,75,81,2021-11-03T04:03:50Z,4110000,-2.0,25.0,1,left,A. Davis Layup (17 PTS) (R. Westbrook 4 AST),"[203076, 201566]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,2.46,Made,17.0,R. Westbrook,201566.0,4.0,,,,,,,,,,,,,,
424,PT05M35.00S,2021-11-03T04:04:02.0Z,3,REGULAR,turnover,lost ball,[],1630224,,,1610612745,75,81,2021-11-03T04:04:06Z,4130000,,,0,,J. Green lost ball TURNOVER (5 TO),"[1630224, 202340]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,5.0,Bradley,202340.0
425,PT05M35.00S,2021-11-03T04:04:02.0Z,3,REGULAR,steal,,[],202340,,,1610612747,75,81,2021-11-03T04:04:04Z,4140000,,,0,,A. Bradley STEAL (1 STL),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M31.00S,2021-11-03T04:04:06.2Z,3,REGULAR,turnover,bad pass,[],203076,,,1610612747,75,81,2021-11-03T04:04:11Z,4150000,,,0,,A. Davis bad pass TURNOVER (3 TO),"[203076, 1629645]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,3.0,Porter Jr.,1629645.0
427,PT05M31.00S,2021-11-03T04:04:06.2Z,3,REGULAR,steal,,[],1629645,,,1610612745,75,81,2021-11-03T04:04:08Z,4160000,,,0,,K. Porter Jr. STEAL (4 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M28.00S,2021-11-03T04:04:10.1Z,3,REGULAR,turnover,bad pass,[],1629645,,,1610612745,75,81,2021-11-03T04:04:15Z,4170000,,,0,,K. Porter Jr. bad pass TURNOVER (4 TO),"[1629645, 1630559]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,4.0,Reaves,1630559.0
429,PT05M28.00S,2021-11-03T04:04:10.1Z,3,REGULAR,steal,,[],1630559,,,1610612747,75,81,2021-11-03T04:04:12Z,4180000,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M28.00S,2021-11-03T04:04:14.6Z,3,REGULAR,foul,personal,[],1630224,,,1610612747,75,81,2021-11-03T04:04:28Z,4190000,,,0,,J. Green personal FOUL (2 PF),"[1630224, 1630559]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,1627964.0,2.0,0.0,Reaves,1630559.0,,,,,,,,,
432,PT05M28.00S,2021-11-03T04:04:26.7Z,3,REGULAR,substitution,out,[],1629645,,,1610612747,75,81,2021-11-03T04:04:30Z,4210000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M28.00S,2021-11-03T04:04:26.7Z,3,REGULAR,substitution,in,[],201571,,,1610612747,75,81,2021-11-03T04:04:30Z,4220000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M28.00S,2021-11-03T04:04:26.7Z,3,REGULAR,substitution,out,[],201566,,,1610612747,75,81,2021-11-03T04:04:52Z,4225000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M28.00S,2021-11-03T04:04:26.7Z,3,REGULAR,substitution,in,[],1628370,,,1610612747,75,81,2021-11-03T04:04:52Z,4227500,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M08.00S,2021-11-03T04:04:51.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,7.145203679369246,50.98039215686275,1610612747,77,81,2021-11-03T04:04:55Z,4230000,-5.0,15.0,1,left,A. Davis Layup (19 PTS) (L. James 7 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,1.55,Made,19.0,L. James,2544.0,7.0,,,,,,,,,,,,,,
438,PT04M53.00S,2021-11-03T04:05:07.9Z,3,REGULAR,turnover,bad pass,[],201571,,,1610612745,77,81,2021-11-03T04:05:13Z,4250000,,,0,,D. Augustin bad pass TURNOVER (1 TO),"[201571, 1628370]",1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,1.0,Monk,1628370.0
439,PT04M53.00S,2021-11-03T04:05:07.9Z,3,REGULAR,steal,,[],1628370,,,1610612747,77,81,2021-11-03T04:05:10Z,4260000,,,0,,M. Monk STEAL (1 STL),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M47.00S,2021-11-03T04:05:30.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203076,13.584099868593952,96.56862745098039,1610612747,77,81,2021-11-03T04:05:41Z,4280000,-233.0,75.0,1,left,MISS A. Davis 24' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,
442,PT04M47.00S,2021-11-03T04:05:37.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,77,81,2021-11-03T04:05:37Z,4290000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,441.0,,,,,,,,
443,PT04M47.00S,2021-11-03T04:05:38.4Z,3,REGULAR,foul,personal,[],201571,,,1610612747,77,81,2021-11-03T04:05:48Z,4300000,,,0,,D. Augustin loose ball personal FOUL (1 PF),"[201571, 202340]",1610612745.0,HOU,loose ball,,,Augustin,D. Augustin,,,,,,,,,,,202058.0,1.0,0.0,Bradley,202340.0,,,,,,,,,
445,PT04M38.00S,2021-11-03T04:06:01.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630559,19.23455978975032,7.107843137254903,1610612747,77,81,2021-11-03T04:06:05Z,4320000,214.0,128.0,1,left,MISS A. Reaves 24' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,
446,PT04M36.00S,2021-11-03T04:06:03.6Z,3,REGULAR,rebound,defensive,[],201571,,,1610612745,77,81,2021-11-03T04:06:05Z,4330000,,,0,,D. Augustin REBOUND (Off:0 Def:1),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,445.0,1.0,1.0,0.0,,,,,
447,PT04M30.00S,2021-11-03T04:06:12.3Z,3,REGULAR,turnover,out-of-bounds,[],1630231,,,1610612745,77,81,2021-11-03T04:06:26Z,4340000,,,0,,K. Martin Jr. step out-of-bounds TURNOVER (1 TO),[1630231],1610612745.0,HOU,step,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,1155.0,,,,,,,,,,,1.0,,
448,PT04M30.00S,2021-11-03T04:06:22.8Z,3,REGULAR,substitution,out,[],202340,,,1610612747,77,81,2021-11-03T04:06:26Z,4350000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M30.00S,2021-11-03T04:06:22.8Z,3,REGULAR,substitution,in,[],2546,,,1610612747,77,81,2021-11-03T04:06:26Z,4360000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M14.00S,2021-11-03T04:06:43.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203076,11.744415243101187,50.0,1610612747,79,81,2021-11-03T04:06:47Z,4370000,0.0,58.0,1,left,A. Davis Hook (21 PTS) (L. James 8 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,5.79,Made,21.0,L. James,2544.0,8.0,,,,,,,,,,,,,,
452,PT04M13.00S,2021-11-03T04:06:50.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,79,81,2021-11-03T04:06:50Z,4390000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M04.00S,2021-11-03T04:09:59.9Z,3,REGULAR,foul,personal,[],2546,,,1610612745,79,81,2021-11-03T04:10:16Z,4400000,,,0,,C. Anthony personal FOUL (1 PF),"[2546, 1626174]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,1627964.0,1.0,1.0,Wood,1626174.0,,,,,,,,,
455,PT03M51.00S,2021-11-03T04:10:18.1Z,3,REGULAR,3pt,Jump Shot,[],1630224,65.75229960578187,52.69607843137255,1610612745,79,81,2021-11-03T04:10:38Z,4420000,13.0,269.0,1,right,MISS J. Green 26' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,
