actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
94,PT04M33.00S,2021-10-23T02:25:21.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,20,15,2021-10-23T02:25:30Z,940000,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,93.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
95,PT04M25.00S,2021-10-23T02:25:39.6Z,1,REGULAR,foul,technical,['1freethrow'],1629028,,,1610612747,20,15,2021-10-23T02:25:50Z,950000,,,0,,D. Ayton defensive-3-second technical FOUL (1 Tech),[1629028],1610612756.0,PHX,defensive-3-second,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,1146.0,,0.0,1.0,,,,,
96,PT04M25.00S,2021-10-23T02:25:55.1Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,21,15,2021-10-23T02:25:55Z,960000,,,0,,A. Davis technical Free Throw 1 of 1 (4 PTS),[203076],1610612747.0,LAL,technical,,,Davis,A. Davis,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
97,PT04M25.00S,2021-10-23T02:25:58.1Z,1,REGULAR,substitution,out,[],201599,,,1610612747,21,15,2021-10-23T02:26:02Z,970000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M25.00S,2021-10-23T02:25:58.1Z,1,REGULAR,substitution,in,[],2546,,,1610612747,21,15,2021-10-23T02:26:02Z,980000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M21.00S,2021-10-23T02:26:23.2Z,1,REGULAR,foul,offensive,[],2544,,,1610612747,21,15,2021-10-23T02:26:28Z,990000,,,0,,L. James offensive FOUL (2 PF),"[2544, 1628969]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,1146.0,,2.0,0.0,Bridges,1628969.0,,,
101,PT04M21.00S,2021-10-23T02:26:23.2Z,1,REGULAR,turnover,offensive foul,[],2544,,,1610612747,21,15,2021-10-23T02:26:23Z,1010000,,,0,,L. James offensive foul TURNOVER (3 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,1146.0,3.0,,,,,,,
102,PT04M21.00S,2021-10-23T02:26:38.7Z,1,REGULAR,substitution,out,[],2544,,,1610612756,21,15,2021-10-23T02:26:41Z,1020000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M21.00S,2021-10-23T02:26:38.7Z,1,REGULAR,substitution,in,[],201566,,,1610612756,21,15,2021-10-23T02:26:41Z,1030000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M58.00S,2021-10-23T02:27:09.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,92.82194480946123,31.127450980392155,1610612756,21,15,2021-10-23T02:27:33Z,1040000,-94.0,15.0,1,right,MISS D. Booker 9' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,9.56,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M58.00S,2021-10-23T02:27:09.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,21,15,2021-10-23T02:27:34Z,1050000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,
106,PT03M58.00S,2021-10-23T02:27:21.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,21,15,2021-10-23T02:27:34Z,1060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M51.00S,2021-10-23T02:27:37.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626164,91.50788436268068,66.66666666666667,1610612756,21,15,2021-10-23T02:27:45Z,1070000,83.0,27.0,1,right,MISS D. Booker 8' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,8.77,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M50.00S,2021-10-23T02:27:39.1Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,21,15,2021-10-23T02:27:39Z,1080000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
109,PT03M38.00S,2021-10-23T02:27:53.1Z,1,REGULAR,turnover,out-of-bounds,[],2546,,,1610612747,21,15,2021-10-23T02:27:59Z,1090000,,,0,,C. Anthony step out-of-bounds TURNOVER (1 TO),[2546],1610612747.0,LAL,step,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,203593.0,1.0,,,,,,,
110,PT03M38.00S,2021-10-23T02:27:56.1Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,21,15,2021-10-23T02:28:16Z,1100000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M38.00S,2021-10-23T02:27:56.1Z,1,REGULAR,substitution,out,[],1629028,,,1610612756,21,15,2021-10-23T02:28:16Z,1110000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M38.00S,2021-10-23T02:27:56.1Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,21,15,2021-10-23T02:28:16Z,1120000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M38.00S,2021-10-23T02:27:56.1Z,1,REGULAR,substitution,in,[],201580,,,1610612756,21,15,2021-10-23T02:28:16Z,1130000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M38.00S,2021-10-23T02:27:56.1Z,1,REGULAR,substitution,in,[],1627846,,,1610612756,21,15,2021-10-23T02:28:16Z,1140000,,,0,,SUB in: A. Nader,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M38.00S,2021-10-23T02:27:56.1Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,21,15,2021-10-23T02:28:16Z,1150000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M38.00S,2021-10-23T02:28:18.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612756,21,15,2021-10-23T02:28:23Z,1160000,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,
117,PT03M23.00S,2021-10-23T02:28:52.7Z,1,REGULAR,turnover,lost ball,[],1626166,,,1610612756,21,15,2021-10-23T02:28:56Z,1170000,,,0,,C. Payne lost ball TURNOVER (1 TO),"[1626166, 203076]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,1.0,,,,,Davis,203076.0,
118,PT03M23.00S,2021-10-23T02:28:52.7Z,1,REGULAR,steal,,[],203076,,,1610612747,21,15,2021-10-23T02:28:54Z,1180000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M20.00S,2021-10-23T02:28:55.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",2546,29.61563731931669,24.75490196078431,1610612747,21,15,2021-10-23T02:29:05Z,1190000,126.0,226.0,1,left,MISS C. Anthony 25' running pullup 3PT,[2546],1610612747.0,LAL,running pullup,,,Anthony,C. Anthony,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
120,PT03M14.00S,2021-10-23T02:29:01.9Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,21,15,2021-10-23T02:29:05Z,1200000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
121,PT03M09.00S,2021-10-23T02:29:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,92.95335085413929,45.833333333333336,1610612756,21,17,2021-10-23T02:29:39Z,1210000,-21.0,14.0,1,right,C. Payne driving Layup (2 PTS),[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,2.49,Made,,,,,,,2.0,,,,,,,,,,,,
122,PT03M09.00S,2021-10-23T02:29:12.6Z,1,REGULAR,foul,personal,['1freethrow'],203076,,,1610612756,21,17,2021-10-23T02:29:22Z,1220000,,,0,,A. Davis shooting personal FOUL (1 PF) (Payne 1 FT),"[203076, 1626166]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,,,,,,,,,,,,,203593.0,,1.0,0.0,Payne,1626166.0,,,
124,PT03M09.00S,2021-10-23T02:29:25.5Z,1,REGULAR,substitution,out,[],203145,,,1610612756,21,17,2021-10-23T02:29:46Z,1240000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M09.00S,2021-10-23T02:29:25.5Z,1,REGULAR,substitution,in,[],202340,,,1610612756,21,17,2021-10-23T02:29:46Z,1250000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M09.00S,2021-10-23T02:29:45.0Z,1,REGULAR,freethrow,1 of 1,[],1626166,,,1610612756,21,17,2021-10-23T02:29:47Z,1260000,,,0,,MISS C. Payne Free Throw 1 of 1,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Missed,,,,,,,,,,,,,,,,,,,
127,PT03M06.00S,2021-10-23T02:29:48.0Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,21,17,2021-10-23T02:29:47Z,1270000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
128,PT02M58.00S,2021-10-23T02:29:55.4Z,1,REGULAR,3pt,Jump Shot,[],1628370,31.45532194480947,28.186274509803923,1610612747,24,17,2021-10-23T02:30:01Z,1280000,109.0,243.0,1,left,M. Monk 26' 3PT  (3 PTS) (R. Westbrook 3 AST),"[1628370, 201566]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,26.66,Made,,,,,,,3.0,R. Westbrook,201566.0,3.0,,,,,,,,,
130,PT02M44.00S,2021-10-23T02:30:08.4Z,1,REGULAR,3pt,Jump Shot,[],1627846,90.32522996057818,4.166666666666657,1610612756,24,20,2021-10-23T02:30:14Z,1300000,-229.0,38.0,1,right,A. Nader 3PT  (3 PTS) (C. Johnson 1 AST),"[1627846, 1629661]",1610612756.0,PHX,,,,Nader,A. Nader,,,,,23.24,Made,,,,,,,3.0,C. Johnson,1629661.0,1.0,,,,,,,,,
132,PT02M41.00S,2021-10-23T02:30:17.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,24,20,2021-10-23T02:30:23Z,1320000,,,0,,TEAM delay-of-game VIOLATION,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,,,
133,PT02M31.00S,2021-10-23T02:30:41.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,24,20,2021-10-23T02:30:41Z,1330000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M23.00S,2021-10-23T02:34:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,5.568331143232584,50.98039215686275,1610612747,26,20,2021-10-23T02:34:22Z,1340000,-5.0,0.0,1,left,R. Westbrook driving Layup (8 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,0.49,Made,,,,,,,8.0,,,,,,,,,,,,
135,PT02M05.00S,2021-10-23T02:34:32.4Z,1,REGULAR,3pt,Jump Shot,[],1629661,65.48948751642575,50.0,1610612756,26,20,2021-10-23T02:34:40Z,1350000,0.0,272.0,1,right,MISS C. Johnson 27' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,,
136,PT01M59.00S,2021-10-23T02:34:38.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,26,20,2021-10-23T02:34:40Z,1360000,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,135.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
137,PT01M55.00S,2021-10-23T02:34:45.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,26,20,2021-10-23T02:34:45Z,1370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M51.00S,2021-10-23T02:35:03.1Z,1,REGULAR,3pt,Jump Shot,[],201566,21.468462549277262,89.4607843137255,1610612747,26,20,2021-10-23T02:35:08Z,1380000,-197.0,149.0,1,left,MISS R. Westbrook 24' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M46.00S,2021-10-23T02:35:08.1Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,26,20,2021-10-23T02:35:08Z,1390000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
140,PT01M36.00S,2021-10-23T02:35:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,90.19382391590013,45.09803921568627,1610612756,26,20,2021-10-23T02:35:21Z,1400000,-25.0,40.0,1,right,MISS J. McGee turnaround Shot,[201580],1610612756.0,PHX,turnaround,,,McGee,J. McGee,,,,,4.67,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M33.00S,2021-10-23T02:35:19.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,26,20,2021-10-23T02:35:21Z,1420000,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,140.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
143,PT01M31.00S,2021-10-23T02:35:25.9Z,1,REGULAR,foul,personal,[],1629013,,,1610612747,26,20,2021-10-23T02:35:32Z,1430000,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 2546]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Anthony,2546.0,,,
145,PT01M23.00S,2021-10-23T02:35:58.1Z,1,REGULAR,foul,offensive,[],201566,,,1610612747,26,20,2021-10-23T02:36:14Z,1450000,,,0,,R. Westbrook charge offensive FOUL (2 PF),"[201566, 1629661]",1610612747.0,LAL,charge,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,1146.0,,2.0,0.0,Johnson,1629661.0,,,
147,PT01M23.00S,2021-10-23T02:35:58.1Z,1,REGULAR,turnover,offensive foul,[],201566,,,1610612747,26,20,2021-10-23T02:36:14Z,1470000,,,0,,R. Westbrook offensive foul TURNOVER (1 TO),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,1146.0,1.0,,,,,,,
148,PT01M09.00S,2021-10-23T02:36:51.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203076,,,1610612756,26,20,2021-10-23T02:37:00Z,1480000,,,0,,A. Davis shooting personal FOUL (2 PF) (McGee 2 FT),"[203076, 201580]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,,,,,,,,,,,,,203593.0,,2.0,0.0,McGee,201580.0,,,
150,PT01M09.00S,2021-10-23T02:37:21.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201580,,,1610612756,26,20,2021-10-23T02:37:21Z,1500000,,,0,,MISS J. McGee Free Throw 1 of 2,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M09.00S,2021-10-23T02:37:21.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,26,20,2021-10-23T02:37:21Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,
152,PT01M09.00S,2021-10-23T02:37:30.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201580,,,1610612756,26,21,2021-10-23T02:37:30Z,1520000,,,0,,J. McGee Free Throw 2 of 2 (1 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
153,PT01M02.00S,2021-10-23T02:37:39.6Z,1,REGULAR,2pt,Jump Shot,[],201566,18.971747700394218,26.960784313725497,1610612747,26,21,2021-10-23T02:37:45Z,1530000,115.0,126.0,1,left,MISS R. Westbrook 17' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,17.06,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M58.80S,2021-10-23T02:37:42.8Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,26,21,2021-10-23T02:37:45Z,1540000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
155,PT00M49.50S,2021-10-23T02:37:53.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629661,93.2161629434954,50.49019607843137,1610612756,26,23,2021-10-23T02:37:57Z,1550000,2.0,11.0,1,right,C. Johnson cutting DUNK (2 PTS) (C. Payne 1 AST),"[1629661, 1626166]",1610612756.0,PHX,cutting,,,Johnson,C. Johnson,,,,,1.16,Made,,,,,,,2.0,C. Payne,1626166.0,1.0,,,,,,,,,
157,PT00M26.00S,2021-10-23T02:38:19.0Z,1,REGULAR,3pt,Jump Shot,[],202340,4.77989487516426,5.14705882352942,1610612747,26,23,2021-10-23T02:38:23Z,1570000,224.0,-8.0,1,left,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M22.60S,2021-10-23T02:38:22.4Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,26,23,2021-10-23T02:38:23Z,1580000,,,0,,J. McGee REBOUND (Off:0 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,157.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
159,PT00M02.30S,2021-10-23T02:38:43.4Z,1,REGULAR,3pt,Jump Shot,[],1629013,64.04402102496715,53.67647058823529,1610612756,26,23,2021-10-23T02:40:42Z,1590000,18.0,285.0,1,right,MISS L. Shamet 28' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,28.61,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M00.10S,2021-10-23T02:38:45.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,26,23,2021-10-23T02:40:42Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2021-10-23T02:38:49.5Z,1,REGULAR,period,end,[],0,,,1610612756,26,23,2021-10-23T02:38:49Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-10-23T02:39:43.6Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612756,26,23,2021-10-23T02:42:23Z,1620000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-10-23T02:39:43.6Z,2,REGULAR,substitution,out,['startperiod'],1628370,,,1610612756,26,23,2021-10-23T02:42:23Z,1630000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-10-23T02:39:43.6Z,2,REGULAR,substitution,out,['startperiod'],1627846,,,1610612756,26,23,2021-10-23T02:42:23Z,1640000,,,0,,SUB out: A. Nader,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-10-23T02:39:43.6Z,2,REGULAR,substitution,out,['startperiod'],1626166,,,1610612756,26,23,2021-10-23T02:42:23Z,1650000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-10-23T02:39:43.6Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612756,26,23,2021-10-23T02:42:23Z,1660000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-10-23T02:39:43.6Z,2,REGULAR,substitution,in,['startperiod'],2730,,,1610612756,26,23,2021-10-23T02:42:23Z,1670000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-10-23T02:39:43.6Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612756,26,23,2021-10-23T02:42:23Z,1680000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-10-23T02:39:43.6Z,2,REGULAR,substitution,in,['startperiod'],203109,,,1610612756,26,23,2021-10-23T02:42:23Z,1690000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-10-23T02:42:27.6Z,2,REGULAR,period,start,[],0,,,1610612756,26,23,2021-10-23T02:42:27Z,1700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M46.00S,2021-10-23T02:42:41.3Z,2,REGULAR,3pt,Jump Shot,[],1629013,66.01511169513799,58.33333333333333,1610612756,26,23,2021-10-23T02:42:51Z,1710000,42.0,267.0,1,right,MISS L. Shamet 27' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,27.02,Missed,,,,,,,,,,,,,,,,,,,
172,PT11M40.00S,2021-10-23T02:42:47.3Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,26,23,2021-10-23T02:43:06Z,1720000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,171.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
173,PT11M36.00S,2021-10-23T02:42:50.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,5.305519053876466,46.81372549019608,1610612747,26,23,2021-10-23T02:43:33Z,1730000,16.0,-3.0,1,left,MISS R. Westbrook running finger roll Layup,[201566],1610612747.0,LAL,running finger roll,,,Westbrook,R. Westbrook,,,,,1.61,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M32.00S,2021-10-23T02:42:54.4Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,26,23,2021-10-23T02:43:03Z,1740000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
175,PT11M16.00S,2021-10-23T02:43:10.1Z,2,REGULAR,foul,personal,['3freethrow'],2546,,,1610612756,26,23,2021-10-23T02:43:18Z,1750000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Paul 3 FT),"[2546, 101108]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Paul,101108.0,,,
177,PT11M16.00S,2021-10-23T02:43:41.0Z,2,REGULAR,freethrow,1 of 3,[],101108,,,1610612756,26,24,2021-10-23T02:43:41Z,1770000,,,0,,C. Paul Free Throw 1 of 3 (1 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
178,PT11M16.00S,2021-10-23T02:43:51.1Z,2,REGULAR,freethrow,2 of 3,[],101108,,,1610612756,26,25,2021-10-23T02:43:51Z,1780000,,,0,,C. Paul Free Throw 2 of 3 (2 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
179,PT11M16.00S,2021-10-23T02:44:05.6Z,2,REGULAR,freethrow,3 of 3,[],101108,,,1610612756,26,26,2021-10-23T02:44:05Z,1790000,,,0,,C. Paul Free Throw 3 of 3 (3 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
180,PT11M02.00S,2021-10-23T02:44:21.4Z,2,REGULAR,3pt,Jump Shot,[],2544,33.6892247043364,43.627450980392155,1610612747,29,26,2021-10-23T02:44:28Z,1800000,32.0,264.0,1,left,L. James 26' 3PT step back (9 PTS) (R. Westbrook 4 AST),"[2544, 201566]",1610612747.0,LAL,step back,,,James,L. James,,,,,26.61,Made,,,,,,,9.0,R. Westbrook,201566.0,4.0,,,,,,,,,
182,PT10M35.00S,2021-10-23T02:44:47.7Z,2,REGULAR,foul,personal,['3freethrow'],2544,,,1610612756,29,26,2021-10-23T02:50:52Z,1820000,,,0,,L. James flagrant-type-1 personal FOUL (3 PF) (Crowder 3 FT),"[2544, 203109]",1610612747.0,LAL,flagrant-type-1,,,James,L. James,,,,,,,,,,,,,,,,,202007.0,,3.0,0.0,Crowder,203109.0,,,
184,PT10M35.00S,2021-10-23T02:45:10.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612756,29,26,2021-10-23T02:58:14Z,1840000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,Common Foul to Flagrant 1
185,PT10M35.00S,2021-10-23T02:47:58.2Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612756,29,26,2021-10-23T02:48:10Z,1850000,,,0,,,[],1610612747.0,LAL,support,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,
