actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-28T03:10:50.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-28T03:10:50Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-28T03:10:53.0Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2022-02-28T03:10:53Z,40000,,,0,,Jump Ball J. Valanciunas vs. D. Howard: Tip to C. McCollum,"[203468, 202685, 2730]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Howard,2730.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-02-28T03:11:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,89.53679369250986,55.3921568627451,1610612740,0,2,2022-02-28T03:11:13Z,70000,27.0,46.0,1,right,B. Ingram driving Layup (2 PTS) (J. Valanciunas 1 AST),"[1627742, 202685]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,5.33,Made,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2022-02-28T03:11:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.590670170827863,46.07843137254902,1610612747,2,2,2022-02-28T03:11:33Z,90000,20.0,28.0,1,left,R. Westbrook driving Layup (2 PTS) (L. James 1 AST),"[201566, 2544]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,3.44,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,,
11,PT11M16.00S,2022-02-28T03:11:35.9Z,1,REGULAR,foul,personal,['2freethrow'],2544,,,1610612740,2,2,2022-02-28T03:11:40Z,110000,,,0,,L. James shooting personal FOUL (1 PF) (Hayes 2 FT),"[2544, 1629637]",1610612747.0,LAL,shooting,,,James,L. James,,,,,,,,,,,101284.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,
13,PT11M16.00S,2022-02-28T03:12:01.5Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,2,3,2022-02-28T03:12:01Z,130000,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
14,PT11M16.00S,2022-02-28T03:12:20.8Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,2,3,2022-02-28T03:12:20Z,140000,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
15,PT11M14.00S,2022-02-28T03:12:21.6Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,2,3,2022-02-28T03:12:21Z,150000,,,0,,D. Howard REBOUND (Off:0 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,
16,PT10M56.00S,2022-02-28T03:12:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,17.000657030223394,55.88235294117647,1610612747,2,3,2022-02-28T03:12:48Z,160000,-29.0,107.0,1,left,MISS R. Westbrook 11' turnaround fadeaway Shot,[201566],1610612747.0,LAL,turnaround fadeaway,,,Westbrook,R. Westbrook,,,,,11.13,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M53.00S,2022-02-28T03:12:42.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,3,2022-02-28T03:12:44Z,170000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,
