actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
98,PT04M52.00S,2021-10-20T02:26:29.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],2738,12.13863337713535,55.63725490196079,1610612744,20,16,2021-10-20T02:26:34Z,980000,-28.0,62.0,1,left,A. Iguodala 6' Hook (2 PTS) (S. Curry 3 AST),"[2738, 201939]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,6.77,Made,2.0,S. Curry,201939.0,3.0,,,,,,,,,,,,,,,
100,PT04M38.00S,2021-10-20T02:26:43.9Z,1,REGULAR,3pt,Jump Shot,[],2546,74.1622864651774,86.02941176470588,1610612747,20,16,2021-10-20T02:26:49Z,1000000,180.0,190.0,1,right,MISS C. Anthony 26' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M35.00S,2021-10-20T02:26:46.9Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,20,16,2021-10-20T02:26:49Z,1010000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,100.0,3.0,3.0,0.0,,,
102,PT04M32.00S,2021-10-20T02:26:52.6Z,1,REGULAR,foul,offensive,[],203110,,,1610612744,20,16,2021-10-20T02:27:04Z,1020000,,,0,,D. Green offensive FOUL (2 PF),"[203110, 200765]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,1626300.0,2.0,0.0,Rondo,200765.0,,,,,,,
104,PT04M32.00S,2021-10-20T02:26:52.6Z,1,REGULAR,turnover,offensive foul,[],203110,,,1610612744,20,16,2021-10-20T02:26:52Z,1040000,,,0,,D. Green offensive foul TURNOVER (3 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,3.0,,,1626300.0,,,,,,,,,,,
105,PT04M32.00S,2021-10-20T02:27:00.0Z,1,REGULAR,substitution,out,[],203110,,,1610612747,20,16,2021-10-20T02:27:02Z,1050000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M32.00S,2021-10-20T02:27:00.0Z,1,REGULAR,substitution,in,[],1629308,,,1610612747,20,16,2021-10-20T02:27:02Z,1060000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M22.00S,2021-10-20T02:27:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,93.08475689881735,42.892156862745104,1610612747,20,16,2021-10-20T02:27:47Z,1070000,-36.0,13.0,1,right,MISS A. Davis driving Layup,[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,3.76,Missed,,,,,,,,,,,,,,,,,,,
108,PT04M21.00S,2021-10-20T02:27:26.0Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,20,16,2021-10-20T02:27:26Z,1080000,,,0,,L. James REBOUND (Off:1 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,107.0,5.0,4.0,1.0,,,
109,PT04M20.00S,2021-10-20T02:27:32.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202357,,,1610612747,20,16,2021-10-20T02:27:39Z,1090000,,,0,,N. Bjelica shooting personal FOUL (1 PF) (James 2 FT),"[202357, 2544]",1610612744.0,GSW,shooting,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,200834.0,1.0,0.0,James,2544.0,,,,,,,
114,PT04M20.00S,2021-10-20T02:28:02.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",2544,,,1610612747,20,16,2021-10-20T02:28:02Z,1110000,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,,
115,PT04M20.00S,2021-10-20T02:28:02.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,20,16,2021-10-20T02:28:02Z,1120000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,
116,PT04M20.00S,2021-10-20T02:28:15.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",2544,,,1610612747,21,16,2021-10-20T02:28:15Z,1130000,,,0,,L. James Free Throw 2 of 2 (10 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
117,PT04M07.00S,2021-10-20T02:28:32.0Z,1,REGULAR,foul,personal,['2freethrow'],2544,,,1610612744,21,16,2021-10-20T02:28:37Z,1140000,,,0,,L. James shooting personal FOUL (1 PF) (Lee 2 FT),"[2544, 1627814]",1610612747.0,LAL,shooting,,,James,L. James,,,,,,,,,,,,,,200834.0,1.0,0.0,Lee,1627814.0,,,,,,,
119,PT04M07.00S,2021-10-20T02:28:57.5Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612744,21,16,2021-10-20T02:28:57Z,1160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M07.00S,2021-10-20T02:30:23.2Z,1,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,21,17,2021-10-20T02:30:23Z,1170000,,,0,,D. Lee Free Throw 1 of 2 (1 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
121,PT04M07.00S,2021-10-20T02:30:47.9Z,1,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,21,18,2021-10-20T02:30:47Z,1180000,,,0,,D. Lee Free Throw 2 of 2 (2 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
122,PT04M02.00S,2021-10-20T02:30:57.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,21,18,2021-10-20T02:30:58Z,1190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M53.00S,2021-10-20T02:31:17.1Z,1,REGULAR,2pt,Jump Shot,[],203076,92.69053876478318,20.833333333333343,1610612747,23,18,2021-10-20T02:31:21Z,1200000,-146.0,16.0,1,right,A. Davis 14' step back Jump Shot (8 PTS),[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,14.67,Made,8.0,,,,,,,,,,,,,,,,,,
124,PT03M34.00S,2021-10-20T02:31:39.2Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,23,18,2021-10-20T02:31:43Z,1210000,,,0,,S. Curry lost ball out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,lost ball,,,Curry,S. Curry,,,,,,,,,,,1.0,,,2882.0,,,,,,,,,,,
125,PT03M34.00S,2021-10-20T02:31:45.5Z,1,REGULAR,substitution,out,[],2544,,,1610612747,23,18,2021-10-20T02:31:48Z,1220000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M34.00S,2021-10-20T02:31:45.5Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,23,18,2021-10-20T02:31:48Z,1230000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M24.00S,2021-10-20T02:32:02.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203076,92.95335085413929,50.0,1610612747,25,18,2021-10-20T02:32:52Z,1240000,0.0,14.0,1,right,A. Davis alley-oop DUNK (10 PTS) (R. Rondo 2 AST),"[203076, 200765]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,1.37,Made,10.0,R. Rondo,200765.0,2.0,,,,,,,,,,,,,,,
129,PT03M19.00S,2021-10-20T02:32:14.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,25,18,2021-10-20T02:32:14Z,1260000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M11.00S,2021-10-20T02:35:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.933639947437584,52.94117647058824,1610612744,25,18,2021-10-20T02:35:51Z,1270000,-15.0,22.0,1,left,MISS S. Curry Layup,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,2.65,Missed,,,,,,,,,,,,,,,,,,,
131,PT03M09.00S,2021-10-20T02:35:48.1Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,25,18,2021-10-20T02:35:51Z,1280000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,
132,PT03M06.00S,2021-10-20T02:35:51.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2546,67.7233902759527,67.8921568627451,1610612747,28,18,2021-10-20T02:36:02Z,1290000,89.0,251.0,1,right,C. Anthony 26' 3PT running pullup (3 PTS) (R. Rondo 3 AST),"[2546, 200765]",1610612747.0,LAL,running pullup,,,Anthony,C. Anthony,,,,,26.64,Made,3.0,R. Rondo,200765.0,3.0,,,,,,,,,,,,,,,
134,PT02M51.00S,2021-10-20T02:36:06.4Z,1,REGULAR,3pt,Jump Shot,[],2738,9.510512483574246,4.411764705882348,1610612744,28,21,2021-10-20T02:36:10Z,1310000,228.0,37.0,1,left,A. Iguodala 3PT  (5 PTS) (S. Curry 4 AST),"[2738, 201939]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,23.09,Made,5.0,S. Curry,201939.0,4.0,,,,,,,,,,,,,,,
136,PT02M34.00S,2021-10-20T02:36:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2546,85.06898817345598,40.931372549019606,1610612747,28,21,2021-10-20T02:36:26Z,1330000,-45.0,88.0,1,right,MISS C. Anthony 9' turnaround Shot,[2546],1610612747.0,LAL,turnaround,,,Anthony,C. Anthony,,,,,9.89,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M32.00S,2021-10-20T02:36:24.7Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,28,21,2021-10-20T02:36:26Z,1340000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,
139,PT02M25.00S,2021-10-20T02:36:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.276609724047319,46.32352941176471,1610612744,28,21,2021-10-20T02:36:38Z,1360000,18.0,16.0,1,left,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,2.43,Missed,,,,,,,,,,,,,,,,,,,
140,PT02M22.00S,2021-10-20T02:36:35.2Z,1,REGULAR,rebound,defensive,[],203145,,,1610612747,28,21,2021-10-20T02:36:35Z,1370000,,,0,,K. Bazemore REBOUND (Off:0 Def:1),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,139.0,1.0,1.0,0.0,,,
141,PT02M17.00S,2021-10-20T02:36:40.0Z,1,REGULAR,2pt,Jump Shot,[],203076,75.21353482260184,47.549019607843135,1610612747,30,21,2021-10-20T02:36:49Z,1380000,-12.0,180.0,1,right,A. Davis 18' pullup Jump Shot (12 PTS) (C. Anthony 1 AST),"[203076, 2546]",1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,18.09,Made,12.0,C. Anthony,2546.0,1.0,,,,,,,,,,,,,,,
143,PT02M08.00S,2021-10-20T02:36:54.9Z,1,REGULAR,foul,personal,[],203145,,,1610612744,30,21,2021-10-20T02:37:04Z,1400000,,,0,,K. Bazemore personal FOUL (2 PF),"[203145, 201939]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,1626300.0,2.0,0.0,Curry,201939.0,,,,,,,
145,PT02M08.00S,2021-10-20T02:37:06.0Z,1,REGULAR,substitution,out,[],203145,,,1610612744,30,21,2021-10-20T02:37:09Z,1420000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M08.00S,2021-10-20T02:37:06.0Z,1,REGULAR,substitution,in,[],201566,,,1610612744,30,21,2021-10-20T02:37:09Z,1430000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M05.00S,2021-10-20T02:37:24.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628370,,,1610612744,30,21,2021-10-20T02:37:30Z,1440000,,,0,,M. Monk personal FOUL (1 PF) (Lee 2 FT),"[1628370, 1627814]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,1626300.0,1.0,0.0,Lee,1627814.0,,,,,,,
149,PT02M05.00S,2021-10-20T02:38:01.8Z,1,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,30,22,2021-10-20T02:38:01Z,1460000,,,0,,D. Lee Free Throw 1 of 2 (3 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
150,PT02M05.00S,2021-10-20T02:38:22.0Z,1,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,30,23,2021-10-20T02:38:22Z,1470000,,,0,,D. Lee Free Throw 2 of 2 (4 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
151,PT01M50.00S,2021-10-20T02:38:36.4Z,1,REGULAR,2pt,Jump Shot,[],203076,94.26741130091985,32.59803921568627,1610612747,30,23,2021-10-20T02:38:42Z,1480000,-87.0,1.0,1,right,MISS A. Davis 8' turnaround Shot - blocked,"[203076, 2738]",1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,8.7,Missed,,,,,,,,,,,,,,,,,Iguodala,2738.0,
152,PT01M50.00S,2021-10-20T02:38:36.4Z,1,REGULAR,block,,[],2738,,,1610612747,30,23,2021-10-20T02:38:40Z,1490000,,,0,,A. Iguodala BLOCK (1 BLK),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M50.00S,2021-10-20T02:38:36.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,30,23,2021-10-20T02:38:42Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,
154,PT01M50.00S,2021-10-20T02:38:44.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,30,23,2021-10-20T02:38:44Z,1510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M48.00S,2021-10-20T02:38:54.8Z,1,REGULAR,turnover,traveling,[],201566,,,1610612747,30,23,2021-10-20T02:39:01Z,1520000,,,0,,R. Westbrook traveling TURNOVER (1 TO),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,1.0,,,1626300.0,,,,,,,,,,,
156,PT01M39.00S,2021-10-20T02:39:10.7Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",2546,,,1610612744,30,23,2021-10-20T02:39:18Z,1530000,,,0,,C. Anthony shooting personal FOUL (2 PF) (Curry 3 FT),"[2546, 201939]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,1626300.0,2.0,0.0,Curry,201939.0,,,,,,,
158,PT01M39.00S,2021-10-20T02:39:42.0Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],201939,,,1610612744,30,24,2021-10-20T02:39:42Z,1550000,,,0,,S. Curry Free Throw 1 of 3 (4 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
159,PT01M39.00S,2021-10-20T02:39:53.0Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],201939,,,1610612744,30,25,2021-10-20T02:39:53Z,1560000,,,0,,S. Curry Free Throw 2 of 3 (5 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
160,PT01M39.00S,2021-10-20T02:40:08.7Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],201939,,,1610612744,30,26,2021-10-20T02:40:08Z,1570000,,,0,,S. Curry Free Throw 3 of 3 (6 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
161,PT01M25.00S,2021-10-20T02:40:23.1Z,1,REGULAR,2pt,Jump Shot,[],201566,76.52759526938239,39.950980392156865,1610612747,30,26,2021-10-20T02:44:48Z,1580000,-50.0,168.0,1,right,MISS R. Westbrook 17' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,17.54,Missed,,,,,,,,,,,,,,,,,,,
162,PT01M25.00S,2021-10-20T02:40:23.1Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,30,26,2021-10-20T02:40:29Z,1590000,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,161.0,3.0,2.0,1.0,,,
163,PT01M25.00S,2021-10-20T02:40:27.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203076,94.40999984741211,50.0,1610612747,30,26,2021-10-20T02:40:33Z,1600000,0.0,0.0,1,right,MISS A. Davis tip Layup,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
164,PT01M25.00S,2021-10-20T02:40:27.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,30,26,2021-10-20T02:40:33Z,1610000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,,,
165,PT01M25.00S,2021-10-20T02:40:34.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2738,,,1610612747,30,26,2021-10-20T02:40:42Z,1620000,,,0,,A. Iguodala loose ball personal FOUL (1 PF) (Davis 2 FT),"[2738, 203076]",1610612744.0,GSW,loose ball,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,1626300.0,1.0,0.0,Davis,203076.0,,,,,,,
167,PT01M25.00S,2021-10-20T02:40:55.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,30,26,2021-10-20T02:40:55Z,1640000,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
168,PT01M25.00S,2021-10-20T02:40:55.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,30,26,2021-10-20T02:40:55Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,
169,PT01M25.00S,2021-10-20T02:40:55.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,30,26,2021-10-20T02:41:14Z,1660000,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
170,PT01M22.00S,2021-10-20T02:40:58.5Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,30,26,2021-10-20T02:41:14Z,1670000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,169.0,2.0,2.0,0.0,,,
171,PT01M08.00S,2021-10-20T02:41:26.2Z,1,REGULAR,2pt,Jump Shot,[],202357,22.913929040735866,72.05882352941177,1610612744,30,28,2021-10-20T02:45:07Z,1680000,-110.0,163.0,1,left,N. Bjelica 19' driving floating Jump Shot (2 PTS),[202357],1610612744.0,GSW,driving floating,,,Bjelica,N. Bjelica,,,,,19.67,Made,2.0,,,,,,,,,,,,,,,,,,
172,PT00M54.10S,2021-10-20T02:41:41.3Z,1,REGULAR,2pt,Jump Shot,[],2546,89.93101182654402,25.0,1610612747,32,28,2021-10-20T02:41:46Z,1690000,-125.0,42.0,1,right,C. Anthony 13' step back Jump Shot (5 PTS),[2546],1610612747.0,LAL,step back,,,Anthony,C. Anthony,,,,,13.19,Made,5.0,,,,,,,,,,,,,,,,,,
173,PT00M47.80S,2021-10-20T02:41:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202357,7.013797634691201,52.69607843137255,1610612744,32,30,2021-10-20T02:41:57Z,1700000,-13.0,13.0,1,left,N. Bjelica driving reverse Layup (4 PTS),[202357],1610612744.0,GSW,driving reverse,,,Bjelica,N. Bjelica,,,,,1.9,Made,4.0,,,,,,,,,,,,,,,,,,
174,PT00M35.60S,2021-10-20T02:42:06.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,89.53679369250986,45.34313725490197,1610612747,34,30,2021-10-20T02:42:10Z,1710000,-23.0,46.0,1,right,A. Davis floating Jump Shot (14 PTS) (C. Anthony 2 AST),"[203076, 2546]",1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,5.15,Made,14.0,C. Anthony,2546.0,2.0,,,,,,,,,,,,,,,
176,PT00M27.70S,2021-10-20T02:42:15.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,8.722076215505908,51.470588235294116,1610612744,34,32,2021-10-20T02:45:17Z,1730000,-7.0,29.0,1,left,S. Curry driving finger roll Layup (8 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,3.04,Made,8.0,,,,,,,,,,,,,,,,,,
177,PT00M08.90S,2021-10-20T02:42:36.8Z,1,REGULAR,3pt,Jump Shot,[],203076,76.00197109067017,90.44117647058823,1610612747,34,32,2021-10-20T02:42:41Z,1740000,202.0,173.0,1,right,MISS A. Davis 26' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,,
178,PT00M05.90S,2021-10-20T02:42:40.0Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612744,34,32,2021-10-20T02:42:40Z,1750000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,177.0,1.0,1.0,0.0,,,
179,PT00M01.50S,2021-10-20T02:42:46.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,29.878449408672807,23.039215686274503,1610612744,34,32,2021-10-20T02:42:59Z,1760000,135.0,228.0,1,left,MISS S. Curry 26' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,,
180,PT00M01.00S,2021-10-20T02:42:47.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,34,32,2021-10-20T02:42:59Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,179.0,,,,,,
181,PT00M00.00S,2021-10-20T02:42:49.6Z,1,REGULAR,period,end,[],0,,,1610612744,34,32,2021-10-20T02:42:49Z,1780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-10-20T02:46:11.2Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612744,34,32,2021-10-20T02:46:28Z,1790000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2021-10-20T02:46:11.2Z,2,REGULAR,substitution,out,['startperiod'],200765,,,1610612744,34,32,2021-10-20T02:46:28Z,1800000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2021-10-20T02:46:11.2Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,34,32,2021-10-20T02:46:28Z,1810000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2021-10-20T02:46:11.2Z,2,REGULAR,substitution,out,['startperiod'],1629308,,,1610612744,34,32,2021-10-20T02:46:28Z,1820000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2021-10-20T02:46:11.2Z,2,REGULAR,substitution,in,['startperiod'],2730,,,1610612744,34,32,2021-10-20T02:46:28Z,1830000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-10-20T02:46:11.2Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612744,34,32,2021-10-20T02:46:28Z,1840000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2021-10-20T02:46:11.2Z,2,REGULAR,substitution,in,['startperiod'],203490,,,1610612744,34,32,2021-10-20T02:46:28Z,1850000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2021-10-20T02:46:11.2Z,2,REGULAR,substitution,in,['startperiod'],1629673,,,1610612744,34,32,2021-10-20T02:46:28Z,1860000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2021-10-20T02:46:28.3Z,2,REGULAR,period,start,[],0,,,1610612744,34,32,2021-10-20T02:46:28Z,1870000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M38.00S,2021-10-20T02:46:49.7Z,2,REGULAR,3pt,Jump Shot,[],2738,32.769382391590014,55.14705882352941,1610612744,34,32,2021-10-20T02:46:54Z,1880000,-26.0,256.0,1,left,MISS A. Iguodala 25' 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
