actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-03-12T03:40:41.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-12T03:40:41Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-12T03:40:55.5Z,1,REGULAR,jumpball,recovered,[],1628398,,,1610612764,0,0,2022-03-12T03:40:55Z,40000,,,0,,Jump Ball K. Porzingis vs. L. James: Tip to K. Kuzma,"[1628398, 204001, 2544]",1610612764.0,WAS,startperiod,K. Kuzma,1628398.0,Kuzma,K. Kuzma,Porzingis,204001.0,James,2544.0,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-03-12T03:41:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,19.760183968462556,46.07843137254902,1610612764,0,0,2022-03-12T03:41:11Z,70000,20.0,133.0,1,left,MISS K. Kuzma 13' pullup Shot,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,13.46,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2022-03-12T03:41:09.3Z,1,REGULAR,rebound,offensive,[],204001,,,1610612764,0,0,2022-03-12T03:41:09Z,80000,,,0,,K. Porzingis REBOUND (Off:1 Def:0),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M42.00S,2022-03-12T03:41:10.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630557,6.093955321944804,49.01960784313726,1610612764,0,2,2022-03-12T03:41:13Z,90000,5.0,5.0,1,left,C. Kispert cutting Layup (2 PTS) (K. Porzingis 1 AST),"[1630557, 204001]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,0.69,Made,,,,,2.0,K. Porzingis,204001.0,1.0,,,,,,,,,,
11,PT11M27.00S,2022-03-12T03:41:24.4Z,1,REGULAR,3pt,Jump Shot,[],2544,76.39618922470433,11.519607843137265,1610612747,3,2,2022-03-12T03:41:29Z,110000,-192.0,169.0,1,right,L. James 25' 3PT  (3 PTS) (R. Westbrook 1 AST),"[2544, 201566]",1610612747.0,LAL,,,,James,L. James,,,,,25.63,Made,,,,,3.0,R. Westbrook,201566.0,1.0,,,,,,,,,,
13,PT11M05.00S,2022-03-12T03:41:50.5Z,1,REGULAR,violation,kicked ball,[],1626169,,,1610612764,3,2,2022-03-12T03:41:57Z,130000,,,0,,S. Johnson kicked ball VIOLATION,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,1628172.0,,,,,,,,,
14,PT10M58.00S,2022-03-12T03:42:12.8Z,1,REGULAR,3pt,Jump Shot,[],1628398,23.04533508541394,87.99019607843137,1610612764,3,2,2022-03-12T03:42:18Z,140000,-190.0,164.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2022-03-12T03:42:14.8Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,3,2,2022-03-12T03:42:18Z,150000,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M43.00S,2022-03-12T03:42:29.6Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612747,3,2,2022-03-12T03:42:34Z,160000,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1628398, 201566]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Westbrook,201566.0,,,,,
18,PT10M43.00S,2022-03-12T03:43:00.3Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,4,2,2022-03-12T03:43:19Z,180000,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
19,PT10M43.00S,2022-03-12T03:43:00.3Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,4,2,2022-03-12T03:43:19Z,190000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M41.00S,2022-03-12T03:43:02.3Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,4,2,2022-03-12T03:43:19Z,200000,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,
21,PT10M24.00S,2022-03-12T03:43:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,7.408015768725363,55.88235294117647,1610612764,4,2,2022-03-12T03:43:39Z,210000,-29.0,17.0,1,left,MISS R. Neto cutting Layup,[203526],1610612764.0,WAS,cutting,,,Neto,R. Neto,,,,,3.4,Missed,,,,,,,,,,,,,,,,,,
