actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
648,PT00M07.50S,2021-11-29T04:54:16.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,109,104,2021-11-29T04:55:13Z,6440000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M02.10S,2021-11-29T04:56:18.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203924,93.08475689881735,49.26470588235294,1610612765,109,106,2021-11-29T04:56:22Z,6450000,-4.0,13.0,1,right,J. Grant cutting DUNK (32 PTS) (K. Hayes 8 AST),"[203924, 1630165]",1610612765.0,DET,cutting,,,Grant,J. Grant,,,,,,,1.3,Made,,,,,,,,,32.0,K. Hayes,1630165.0,8.0,,,,
651,PT00M00.90S,2021-11-29T04:56:34.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612747,109,106,2021-11-29T04:57:26Z,6470000,,,0,,K. Hayes take personal FOUL (4 PF) (Horton-Tucker 2 FT),"[1630165, 1629659]",1610612765.0,DET,take,,,Hayes,K. Hayes,,,,,2534.0,,,,,,,,4.0,0.0,Horton-Tucker,1629659.0,,,,,,,,
653,PT00M00.90S,2021-11-29T04:57:14.7Z,4,REGULAR,freethrow,1 of 2,[],1629659,,,1610612747,110,106,2021-11-29T04:57:38Z,6490000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (12 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,,,,,,,,,12.0,,,,,,,
654,PT00M00.90S,2021-11-29T04:57:14.7Z,4,REGULAR,freethrow,2 of 2,[],1629659,,,1610612747,110,106,2021-11-29T04:57:38Z,6500000,,,0,,MISS T. Horton-Tucker Free Throw 2 of 2,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,,,,,,,,,,,,,,,
655,PT00M00.80S,2021-11-29T04:57:14.8Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612765,110,106,2021-11-29T04:58:26Z,6510000,,,0,,S. Bey REBOUND (Off:4 Def:7),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,654.0,11.0,7.0,4.0,,,,,,,,,,,,
657,PT00M00.40S,2021-11-29T04:57:24.7Z,4,REGULAR,3pt,Jump Shot,[],1630180,16.475032851511173,50.49019607843137,1610612765,110,106,2021-11-29T04:58:17Z,6515000,2.0,733.0,1,right,MISS S. Bey 73' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,73.26,Missed,,,,,,,,,,,,,,,,
658,PT00M00.10S,2021-11-29T04:57:25.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,110,106,2021-11-29T04:58:17Z,6517500,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,657.0,,,,,,,,,,,,,,,
656,PT00M00.00S,2021-11-29T04:57:34.7Z,4,REGULAR,period,end,[],0,,,1610612765,110,106,2021-11-29T04:57:34Z,6520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M00.00S,2021-11-29T04:59:21.1Z,4,REGULAR,game,end,[],0,,,0,110,106,2021-11-29T04:59:21Z,6530000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
