actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
93,PT04M22.00S,2021-11-29T02:57:38.3Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,14,13,2021-11-29T02:57:40Z,930000,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,92.0,3.0,3.0,0.0,,,,,,,,,,,,
94,PT04M16.00S,2021-11-29T02:57:47.2Z,1,REGULAR,turnover,3-second-violation,[],1630191,,,1610612765,14,13,2021-11-29T02:57:55Z,940000,,,0,,I. Stewart 3-second-violation TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,1204.0,1.0,,,,,,,,,,,,,,,,,,
95,PT04M16.00S,2021-11-29T02:57:56.1Z,1,REGULAR,substitution,out,[],1630165,,,1610612747,14,13,2021-11-29T02:58:00Z,950000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M16.00S,2021-11-29T02:57:56.1Z,1,REGULAR,substitution,in,[],202709,,,1610612747,14,13,2021-11-29T02:58:00Z,960000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M50.00S,2021-11-29T02:58:31.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203076,83.09789750328515,38.23529411764706,1610612747,16,13,2021-11-29T02:58:35Z,970000,-59.0,106.0,1,right,A. Davis 12' step back Jump Shot (9 PTS) (T. Horton-Tucker 1 AST),"[203076, 1629659]",1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,,,12.16,Made,,,,,,,,,9.0,T. Horton-Tucker,1629659.0,1.0,,,,
99,PT03M30.00S,2021-11-29T02:58:52.6Z,1,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612765,16,13,2021-11-29T02:58:59Z,990000,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Stewart 2 FT),"[1629659, 1630191]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,1627534.0,,,,,,,,1.0,0.0,Stewart,1630191.0,,,,,,,,
101,PT03M30.00S,2021-11-29T02:59:24.2Z,1,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,16,13,2021-11-29T02:59:24Z,1010000,,,0,,MISS I. Stewart Free Throw 1 of 2,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Missed,,,,,,,,,,,,,,,,
102,PT03M30.00S,2021-11-29T02:59:24.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,16,13,2021-11-29T02:59:24Z,1020000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,
103,PT03M30.00S,2021-11-29T02:59:47.4Z,1,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,16,14,2021-11-29T02:59:47Z,1030000,,,0,,I. Stewart Free Throw 2 of 2 (3 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,,,,,,,,,3.0,,,,,,,
104,PT03M22.00S,2021-11-29T03:00:01.9Z,1,REGULAR,foul,offensive,[],201566,,,1610612747,16,14,2021-11-29T03:00:10Z,1040000,,,0,,R. Westbrook charge offensive FOUL (1 PF),"[201566, 202709]",1610612747.0,LAL,charge,,,Westbrook,R. Westbrook,,,,,1627534.0,,,,,,,,1.0,0.0,Joseph,202709.0,,,,,,,,
106,PT03M22.00S,2021-11-29T03:00:01.9Z,1,REGULAR,turnover,offensive foul,[],201566,,,1610612747,16,14,2021-11-29T03:00:01Z,1060000,,,0,,R. Westbrook offensive foul TURNOVER (2 TO),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,1627534.0,2.0,,,,,,,,,,,,,,,,,,
107,PT03M22.00S,2021-11-29T03:00:09.1Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,16,14,2021-11-29T03:00:15Z,1070000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M22.00S,2021-11-29T03:00:09.1Z,1,REGULAR,substitution,in,[],1626168,,,1610612765,16,14,2021-11-29T03:00:15Z,1080000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M10.00S,2021-11-29T03:00:33.1Z,1,REGULAR,turnover,bad pass,[],1628402,,,1610612765,16,14,2021-11-29T03:00:36Z,1090000,,,0,,F. Jackson bad pass TURNOVER (1 TO),"[1628402, 203076]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,1.0,,,,,,,,,,,,,,,Davis,203076.0,,
110,PT03M10.00S,2021-11-29T03:00:33.1Z,1,REGULAR,steal,,[],203076,,,1610612747,16,14,2021-11-29T03:00:35Z,1100000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M05.00S,2021-11-29T03:00:42.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,16,14,2021-11-29T03:00:42Z,1110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M57.00S,2021-11-29T03:01:08.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,93.2161629434954,50.0,1610612747,16,14,2021-11-29T03:01:13Z,1120000,0.0,11.0,1,right,MISS A. Davis cutting Layup - blocked,"[203076, 1630595]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,,,1.13,Missed,,,,,,,,,,,,,,,Cunningham,1630595.0
151,PT02M57.00S,2021-11-29T03:01:08.5Z,1,REGULAR,block,,[],1630595,,,1610612747,16,14,2021-11-29T03:07:14Z,1125000,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M54.00S,2021-11-29T03:01:11.5Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,16,14,2021-11-29T03:01:13Z,1130000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,
114,PT02M44.00S,2021-11-29T03:01:21.3Z,1,REGULAR,2pt,Jump Shot,[],203924,17.000657030223394,79.90196078431373,1610612765,16,14,2021-11-29T03:02:17Z,1140000,-150.0,107.0,1,left,MISS J. Grant 18' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,,,18.4,Missed,,,,,,,,,,,,,,,,
115,PT02M40.00S,2021-11-29T03:01:25.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,16,14,2021-11-29T03:01:28Z,1150000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,
116,PT02M37.00S,2021-11-29T03:01:28.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2546,71.66557161629436,79.65686274509804,1610612747,16,14,2021-11-29T03:01:34Z,1160000,148.0,214.0,1,right,MISS C. Anthony 26' running pullup 3PT,[2546],1610612747.0,LAL,running pullup,,,Anthony,C. Anthony,,,,,,,26.02,Missed,,,,,,,,,,,,,,,,
117,PT02M35.00S,2021-11-29T03:01:30.1Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,16,14,2021-11-29T03:01:34Z,1170000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,,,,,
118,PT02M23.00S,2021-11-29T03:01:41.8Z,1,REGULAR,3pt,Jump Shot,[],1628402,8.327858081471746,4.656862745098039,1610612765,16,17,2021-11-29T03:01:47Z,1180000,227.0,26.0,1,left,F. Jackson 3PT  (3 PTS) (J. Grant 2 AST),"[1628402, 203924]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,22.82,Made,,,,,,,,,3.0,J. Grant,203924.0,2.0,,,,
120,PT02M12.00S,2021-11-29T03:01:54.8Z,1,REGULAR,foul,personal,['2freethrow'],202709,,,1610612747,16,17,2021-11-29T03:02:01Z,1200000,,,0,,C. Joseph shooting personal FOUL (1 PF) (Westbrook 2 FT),"[202709, 201566]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,1627534.0,,,,,,,,1.0,0.0,Westbrook,201566.0,,,,,,,,
122,PT02M12.00S,2021-11-29T03:02:18.1Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,16,17,2021-11-29T03:02:48Z,1220000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,
123,PT02M12.00S,2021-11-29T03:02:18.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,16,17,2021-11-29T03:02:48Z,1230000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,
124,PT02M12.00S,2021-11-29T03:02:18.9Z,1,REGULAR,substitution,out,[],203924,,,1610612747,16,17,2021-11-29T03:02:27Z,1240000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M12.00S,2021-11-29T03:02:18.9Z,1,REGULAR,substitution,in,[],1628977,,,1610612747,16,17,2021-11-29T03:02:27Z,1250000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M12.00S,2021-11-29T03:02:18.1Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,16,17,2021-11-29T03:02:48Z,1260000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,
127,PT02M08.00S,2021-11-29T03:02:22.1Z,1,REGULAR,rebound,defensive,[],1628402,,,1610612765,16,17,2021-11-29T03:02:48Z,1270000,,,0,,F. Jackson REBOUND (Off:0 Def:1),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,
128,PT01M56.00S,2021-11-29T03:02:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,11.744415243101187,62.745098039215684,1610612765,16,17,2021-11-29T03:03:04Z,1280000,-64.0,58.0,1,left,MISS C. Cunningham 8' Layup - blocked,"[1630595, 203076]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,8.61,Missed,,,,,,,,,,,,,,,Davis,203076.0
129,PT01M56.00S,2021-11-29T03:02:59.0Z,1,REGULAR,block,,[],203076,,,1610612765,16,17,2021-11-29T03:03:01Z,1290000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M53.00S,2021-11-29T03:03:02.0Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,16,17,2021-11-29T03:03:04Z,1300000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,
131,PT01M52.00S,2021-11-29T03:03:06.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,16,17,2021-11-29T03:03:06Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M52.00S,2021-11-29T03:03:21.9Z,1,REGULAR,substitution,out,[],1630595,,,1610612747,16,17,2021-11-29T03:03:33Z,1320000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M52.00S,2021-11-29T03:03:21.9Z,1,REGULAR,substitution,in,[],1628367,,,1610612747,16,17,2021-11-29T03:03:33Z,1330000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M34.00S,2021-11-29T03:03:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,92.42772667542707,53.67647058823529,1610612747,18,17,2021-11-29T03:04:03Z,1340000,18.0,19.0,1,right,A. Davis Layup (11 PTS) (M. Monk 1 AST),"[203076, 1628370]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,2.62,Made,,,,,,,,,11.0,M. Monk,1628370.0,1.0,,,,
136,PT01M17.00S,2021-11-29T03:04:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,15.292378449408673,59.55882352941176,1610612765,18,19,2021-11-29T03:04:17Z,1360000,-48.0,91.0,1,left,H. Diallo 10' step back Jump Shot (2 PTS) (T. Lyles 1 AST),"[1628977, 1626168]",1610612765.0,DET,step back,,,Diallo,H. Diallo,,,,,,,10.3,Made,,,,,,,,,2.0,T. Lyles,1626168.0,1.0,,,,
138,PT00M59.70S,2021-11-29T03:04:29.1Z,1,REGULAR,3pt,Jump Shot,[],201566,90.5880420499343,4.901960784313729,1610612747,21,19,2021-11-29T03:04:36Z,1380000,-225.0,36.0,1,right,R. Westbrook 3PT  (6 PTS) (M. Monk 2 AST),"[201566, 1628370]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,22.84,Made,,,,,,,,,6.0,M. Monk,1628370.0,2.0,,,,
140,PT00M46.40S,2021-11-29T03:04:48.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629659,,,1610612765,21,19,2021-11-29T03:04:54Z,1400000,,,0,,T. Horton-Tucker shooting personal FOUL (2 PF) (Diallo 2 FT),"[1629659, 1628977]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,1627534.0,,,,,,,,2.0,0.0,Diallo,1628977.0,,,,,,,,
142,PT00M46.40S,2021-11-29T03:05:17.7Z,1,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,21,20,2021-11-29T03:05:17Z,1420000,,,0,,H. Diallo Free Throw 1 of 2 (3 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,,,,,,,,,3.0,,,,,,,
143,PT00M46.40S,2021-11-29T03:05:36.7Z,1,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,21,21,2021-11-29T03:05:36Z,1430000,,,0,,H. Diallo Free Throw 2 of 2 (4 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,,,,,,,,,4.0,,,,,,,
144,PT00M26.50S,2021-11-29T03:06:04.1Z,1,REGULAR,foul,personal,[],1628977,,,1610612747,21,21,2021-11-29T03:06:18Z,1440000,,,0,,H. Diallo personal FOUL (1 PF),"[1628977, 2546]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,1627534.0,,,,,,,,1.0,0.0,Anthony,2546.0,,,,,,,,
146,PT00M20.00S,2021-11-29T03:06:28.7Z,1,REGULAR,3pt,Jump Shot,[],2546,90.8508541392904,96.07843137254902,1610612747,21,21,2021-11-29T03:06:35Z,1460000,230.0,34.0,1,right,MISS C. Anthony 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,23.28,Missed,,,,,,,,,,,,,,,,
147,PT00M18.40S,2021-11-29T03:06:30.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,21,21,2021-11-29T03:10:03Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,
148,PT00M18.40S,2021-11-29T03:06:34.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612747,21,21,2021-11-29T03:06:45Z,1480000,,,0,,T. Lyles loose ball personal FOUL (1 PF) (Davis 2 FT),"[1626168, 203076]",1610612765.0,DET,loose ball,,,Lyles,T. Lyles,,,,,2534.0,,,,,,,,1.0,0.0,Davis,203076.0,,,,,,,,
152,PT00M18.40S,2021-11-29T03:07:06.4Z,1,REGULAR,substitution,out,[],1629659,,,1610612747,21,21,2021-11-29T03:07:15Z,1510000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M18.40S,2021-11-29T03:07:06.4Z,1,REGULAR,substitution,out,[],1628370,,,1610612747,21,21,2021-11-29T03:07:15Z,1520000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M18.40S,2021-11-29T03:07:06.4Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,21,21,2021-11-29T03:07:15Z,1530000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M18.40S,2021-11-29T03:07:06.4Z,1,REGULAR,substitution,in,[],202340,,,1610612747,21,21,2021-11-29T03:07:15Z,1540000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M18.40S,2021-11-29T03:07:06.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,22,21,2021-11-29T03:11:05Z,1542500,,,0,,A. Davis Free Throw 1 of 2 (12 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,12.0,,,,,,,
156,PT00M18.40S,2021-11-29T03:07:06.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,23,21,2021-11-29T03:11:05Z,1543750,,,0,,A. Davis Free Throw 2 of 2 (13 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,13.0,,,,,,,
157,PT00M02.70S,2021-11-29T03:07:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,14.898160315374511,62.254901960784316,1610612765,23,21,2021-11-29T03:08:29Z,1545000,-61.0,88.0,1,left,MISS H. Diallo 10' step back Shot,[1628977],1610612765.0,DET,step back,,,Diallo,H. Diallo,,,,,,,10.68,Missed,,,,,,,,,,,,,,,,
158,PT00M00.10S,2021-11-29T03:07:54.7Z,1,REGULAR,rebound,offensive,[],1626168,,,1610612765,23,21,2021-11-29T03:08:29Z,1547500,,,0,,T. Lyles REBOUND (Off:1 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,157.0,3.0,2.0,1.0,,,,,,,,,,,,
159,PT00M00.00S,2021-11-29T03:07:57.3Z,1,REGULAR,period,end,[],0,,,1610612765,23,21,2021-11-29T03:07:57Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-11-29T03:10:23.2Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612765,23,21,2021-11-29T03:10:45Z,1590000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-11-29T03:10:23.2Z,2,REGULAR,substitution,out,['startperiod'],202340,,,1610612765,23,21,2021-11-29T03:10:45Z,1600000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-29T03:10:23.2Z,2,REGULAR,substitution,in,['startperiod'],201961,,,1610612765,23,21,2021-11-29T03:10:45Z,1610000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-29T03:10:23.2Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612765,23,21,2021-11-29T03:10:45Z,1620000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-29T03:10:47.3Z,2,REGULAR,period,start,[],0,,,1610612765,23,21,2021-11-29T03:10:47Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M47.00S,2021-11-29T03:11:00.2Z,2,REGULAR,3pt,Jump Shot,[],1626168,30.009855453350852,75.73529411764706,1610612765,23,24,2021-11-29T03:11:05Z,1640000,-129.0,230.0,1,left,T. Lyles 26' 3PT  (3 PTS) (F. Jackson 1 AST),"[1626168, 1628402]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,26.32,Made,,,,,,,,,3.0,F. Jackson,1628402.0,1.0,,,,
167,PT11M31.00S,2021-11-29T03:11:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201961,92.69053876478318,48.28431372549019,1610612747,25,24,2021-11-29T03:11:20Z,1660000,-9.0,16.0,1,right,W. Ellington reverse Layup (2 PTS) (L. James 3 AST),"[201961, 2544]",1610612747.0,LAL,reverse,,,Ellington,W. Ellington,,,,,,,1.83,Made,,,,,,,,,2.0,L. James,2544.0,3.0,,,,
169,PT11M27.00S,2021-11-29T03:11:24.0Z,2,REGULAR,foul,personal,[],1630559,,,1610612765,25,24,2021-11-29T03:11:31Z,1680000,,,0,,A. Reaves personal FOUL (1 PF),"[1630559, 202709]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,1204.0,,,,,,,,1.0,0.0,Joseph,202709.0,,,,,,,,
171,PT11M21.00S,2021-11-29T03:11:47.7Z,2,REGULAR,2pt,Jump Shot,[],1628367,10.82457293035479,27.205882352941174,1610612765,25,24,2021-11-29T03:11:52Z,1700000,114.0,49.0,1,left,MISS J. Jackson 12' Jump Shot,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,12.42,Missed,,,,,,,,,,,,,,,,
172,PT11M18.00S,2021-11-29T03:11:50.7Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,25,24,2021-11-29T03:11:52Z,1710000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,171.0,3.0,3.0,0.0,,,,,,,,,,,,
173,PT11M11.00S,2021-11-29T03:11:57.8Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612747,25,24,2021-11-29T03:12:02Z,1720000,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1628367]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,3.0,,,,,,,,,,,,,,,Jackson,1628367.0,,
174,PT11M11.00S,2021-11-29T03:11:57.8Z,2,REGULAR,steal,,[],1628367,,,1610612765,25,24,2021-11-29T03:11:59Z,1730000,,,0,,J. Jackson STEAL (1 STL),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M08.00S,2021-11-29T03:12:01.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628402,5.436925098554539,50.98039215686275,1610612765,25,26,2021-11-29T03:12:11Z,1740000,-5.0,-1.0,1,left,F. Jackson running DUNK (5 PTS) (J. Jackson 1 AST),"[1628402, 1628367]",1610612765.0,DET,running,,,Jackson,F. Jackson,,,,,,,0.51,Made,,,,,,,,,5.0,J. Jackson,1628367.0,1.0,,,,
177,PT10M51.00S,2021-11-29T03:12:20.1Z,2,REGULAR,turnover,backcourt,[],1630559,,,1610612747,25,26,2021-11-29T03:12:24Z,1760000,,,0,,A. Reaves backcourt TURNOVER (1 TO),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,2534.0,1.0,,,,,,,,,,,,,,,,,,
178,PT10M41.00S,2021-11-29T03:12:40.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202709,7.539421813403408,54.411764705882355,1610612765,25,26,2021-11-29T03:12:43Z,1770000,-22.0,18.0,1,left,MISS C. Joseph driving Layup,[202709],1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,,,2.88,Missed,,,,,,,,,,,,,,,,
179,PT10M40.00S,2021-11-29T03:12:41.6Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,25,26,2021-11-29T03:12:43Z,1780000,,,0,,R. Westbrook REBOUND (Off:0 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,178.0,4.0,4.0,0.0,,,,,,,,,,,,
180,PT10M28.00S,2021-11-29T03:12:54.8Z,2,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612747,25,26,2021-11-29T03:13:02Z,1790000,,,0,,T. Lyles shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1626168, 201566]",1610612765.0,DET,shooting,,,Lyles,T. Lyles,,,,,1627534.0,,,,,,,,2.0,0.0,Westbrook,201566.0,,,,,,,,
182,PT10M28.00S,2021-11-29T03:13:25.3Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,26,26,2021-11-29T03:13:25Z,1810000,,,0,,R. Westbrook Free Throw 1 of 2 (7 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,,,,,7.0,,,,,,,
183,PT10M28.00S,2021-11-29T03:13:45.1Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,27,26,2021-11-29T03:13:45Z,1820000,,,0,,R. Westbrook Free Throw 2 of 2 (8 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,,,,,8.0,,,,,,,
184,PT10M16.00S,2021-11-29T03:13:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202709,6.356767411300922,47.79411764705882,1610612765,27,28,2021-11-29T03:14:04Z,1830000,11.0,7.0,1,left,C. Joseph driving Layup (2 PTS) (F. Jackson 2 AST),"[202709, 1628402]",1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,,,1.32,Made,,,,,,,,,2.0,F. Jackson,1628402.0,2.0,,,,
186,PT10M08.00S,2021-11-29T03:14:06.5Z,2,REGULAR,3pt,Jump Shot,[],2544,68.9060446780552,75.39445465686275,1610612747,30,28,2021-11-29T03:14:16Z,1850000,127.0,240.0,1,right,L. James 27' 3PT  (5 PTS) (A. Reaves 1 AST),"[2544, 1630559]",1610612747.0,LAL,,,,James,L. James,,,,,,,27.14,Made,,,,,,,,,5.0,A. Reaves,1630559.0,1.0,,,,
