actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
36,PT09M01.00S,2022-04-02T02:44:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630529,75.607752956636,86.27450980392157,1610612740,6,5,2022-04-02T02:44:57Z,360000,181.0,177.0,1,right,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M58.00S,2022-04-02T02:44:54.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,6,5,2022-04-02T02:44:57Z,370000,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,
38,PT08M51.00S,2022-04-02T02:45:02.3Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,6,5,2022-04-02T02:45:06Z,380000,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 203468]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,1.0,McCollum,203468.0,,,
39,PT08M51.00S,2022-04-02T02:45:02.3Z,1,REGULAR,steal,,[],203468,,,1610612740,6,5,2022-04-02T02:45:04Z,390000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M44.00S,2022-04-02T02:45:09.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203468,93.2161629434954,31.862745098039213,1610612740,6,5,2022-04-02T02:45:17Z,400000,-91.0,11.0,1,right,MISS C. McCollum 9' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,9.14,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M41.00S,2022-04-02T02:45:12.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,6,5,2022-04-02T02:45:17Z,410000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,
42,PT08M40.00S,2022-04-02T02:45:14.5Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612747,6,5,2022-04-02T02:47:09Z,420000,,,0,,J. Hayes flagrant-type-1 personal FOUL (1 PF) (James 2 FT),"[1629637, 2544]",1610612740.0,NOP,flagrant-type-1,,,Hayes,J. Hayes,,,,,,,,,,,,,,,202037.0,1.0,0.0,James,2544.0,,,,,,
44,PT08M40.00S,2022-04-02T02:45:24.2Z,1,REGULAR,instantreplay,request,[],0,,,1610612747,6,5,2022-04-02T02:46:53Z,440000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,,Common Foul to Flagrant 1,,
45,PT08M40.00S,2022-04-02T02:47:17.1Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,6,5,2022-04-02T02:47:38Z,450000,,,0,,MISS L. James flagrant Free Throw 1 of 2,[2544],1610612747.0,LAL,flagrant,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,,
46,PT08M40.00S,2022-04-02T02:47:17.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,6,5,2022-04-02T02:47:38Z,460000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,
47,PT08M40.00S,2022-04-02T02:47:17.1Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,6,5,2022-04-02T02:47:38Z,470000,,,0,,MISS L. James flagrant Free Throw 2 of 2,[2544],1610612747.0,LAL,flagrant,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M40.00S,2022-04-02T02:47:17.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,6,5,2022-04-02T02:47:38Z,480000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,
49,PT08M32.00S,2022-04-02T02:47:58.1Z,1,REGULAR,turnover,bad pass,[],202340,,,1610612747,6,5,2022-04-02T02:51:44Z,490000,,,0,,A. Bradley bad pass TURNOVER (1 TO),"[202340, 1629637]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,1.0,Hayes,1629637.0,,,
50,PT08M32.00S,2022-04-02T02:47:58.1Z,1,REGULAR,steal,,[],1629637,,,1610612740,6,5,2022-04-02T02:48:02Z,500000,,,0,,J. Hayes STEAL (2 STL),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M25.00S,2022-04-02T02:48:04.8Z,1,REGULAR,turnover,bad pass,[],1629637,,,1610612740,6,5,2022-04-02T02:48:08Z,510000,,,0,,J. Hayes bad pass TURNOVER (1 TO),"[1629637, 202340]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,1.0,Bradley,202340.0,,,
52,PT08M25.00S,2022-04-02T02:48:04.8Z,1,REGULAR,steal,,[],202340,,,1610612747,6,5,2022-04-02T02:48:06Z,520000,,,0,,A. Bradley STEAL (1 STL),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M21.00S,2022-04-02T02:48:08.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202340,9.773324572930349,79.41176470588235,1610612747,8,5,2022-04-02T02:48:13Z,530000,-147.0,39.0,1,left,A. Bradley 15' Jump Shot (2 PTS),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,15.23,Made,2.0,,,,,,,,,,,,,,,,,,
54,PT08M11.00S,2022-04-02T02:48:18.4Z,1,REGULAR,3pt,Jump Shot,[],1630529,73.50525624178712,85.04901960784314,1610612740,8,5,2022-04-02T02:48:23Z,540000,175.0,197.0,1,right,MISS H. Jones 26' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
55,PT08M08.00S,2022-04-02T02:48:21.4Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,8,5,2022-04-02T02:49:27Z,550000,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,54.0,2.0,1.0,1.0,,,,,,,,,,,
56,PT08M08.00S,2022-04-02T02:48:26.5Z,1,REGULAR,foul,personal,['2freethrow'],2730,,,1610612740,8,5,2022-04-02T02:48:40Z,560000,,,0,,D. Howard shooting personal FOUL (1 PF) (Hayes 2 FT),"[2730, 1629637]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,,,,,,,,,,,202037.0,1.0,0.0,Hayes,1629637.0,,,,,,
58,PT08M08.00S,2022-04-02T02:48:49.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629637,,,1610612740,8,6,2022-04-02T02:48:49Z,580000,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
59,PT08M08.00S,2022-04-02T02:49:08.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629637,,,1610612740,8,7,2022-04-02T02:49:08Z,590000,,,0,,J. Hayes Free Throw 2 of 2 (2 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
60,PT07M55.00S,2022-04-02T02:49:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,4.911300919842304,50.73529411764706,1610612747,10,7,2022-04-02T02:49:24Z,600000,-4.0,-6.0,1,left,R. Westbrook driving Layup (2 PTS) (A. Davis 2 AST),"[201566, 203076]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,0.73,Made,2.0,A. Davis,203076.0,2.0,,,,,,,,,,,,,,,
62,PT07M46.00S,2022-04-02T02:49:37.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,10,7,2022-04-02T02:49:37Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M37.00S,2022-04-02T02:49:57.9Z,1,REGULAR,2pt,Jump Shot,[],1627742,85.06898817345598,67.8921568627451,1610612740,10,7,2022-04-02T02:50:03Z,630000,89.0,88.0,1,right,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,12.54,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M32.00S,2022-04-02T02:50:02.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,10,7,2022-04-02T02:50:03Z,640000,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,63.0,3.0,3.0,0.0,,,,,,,,,,,
65,PT07M26.00S,2022-04-02T02:50:09.0Z,1,REGULAR,turnover,lost ball,[],2544,,,1610612747,10,7,2022-04-02T02:50:15Z,650000,,,0,,L. James lost ball TURNOVER (1 TO),"[2544, 1627742]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,1.0,Ingram,1627742.0,,,
66,PT07M26.00S,2022-04-02T02:50:09.0Z,1,REGULAR,steal,,[],1627742,,,1610612740,10,7,2022-04-02T02:50:11Z,660000,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M20.00S,2022-04-02T02:50:13.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203468,79.54993429697765,9.558823529411768,1610612740,10,10,2022-04-02T02:50:22Z,670000,-202.0,140.0,1,right,C. McCollum 24' 3PT running (6 PTS) (B. Ingram 1 AST),"[203468, 1627742]",1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,24.58,Made,6.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,,
69,PT07M04.00S,2022-04-02T02:50:32.0Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612747,10,10,2022-04-02T02:51:02Z,690000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Howard 2 FT),"[202685, 2730]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,1201.0,1.0,0.0,Howard,2730.0,,,,,,
71,PT07M04.00S,2022-04-02T02:51:03.0Z,1,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,11,10,2022-04-02T02:51:03Z,710000,,,0,,D. Howard Free Throw 1 of 2 (3 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
73,PT07M04.00S,2022-04-02T02:51:21.6Z,1,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,12,10,2022-04-02T02:51:21Z,730000,,,0,,D. Howard Free Throw 2 of 2 (4 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
74,PT06M54.00S,2022-04-02T02:51:37.1Z,1,REGULAR,violation,kicked ball,[],2730,,,1610612740,12,10,2022-04-02T02:51:49Z,740000,,,0,,D. Howard kicked ball VIOLATION,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,1201.0,,,,,,,,,,
75,PT06M54.00S,2022-04-02T02:51:49.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,12,10,2022-04-02T02:51:49Z,750000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M40.00S,2022-04-02T02:55:01.5Z,1,REGULAR,2pt,Jump Shot,[],203468,73.89947437582128,75.49019607843138,1610612740,12,10,2022-04-02T02:55:06Z,760000,127.0,193.0,1,right,MISS C. McCollum 23' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M36.00S,2022-04-02T02:55:05.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,12,10,2022-04-02T02:58:25Z,770000,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,76.0,4.0,4.0,0.0,,,,,,,,,,,
78,PT06M29.00S,2022-04-02T02:55:12.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",2544,17.920499342969777,59.55882352941176,1610612747,14,10,2022-04-02T02:55:25Z,780000,-48.0,116.0,1,left,L. James 12' turnaround fadeaway Jump Shot (4 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,12.55,Made,4.0,,,,,,,,,,,,,,,,,,
79,PT06M10.00S,2022-04-02T02:55:31.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,84.54336399474376,60.049019607843135,1610612740,14,12,2022-04-02T02:55:37Z,790000,50.0,93.0,1,right,J. Valanciunas 10' driving floating Jump Shot (2 PTS) (B. Ingram 2 AST),"[202685, 1627742]",1610612740.0,NOP,driving floating,,,Valanciunas,J. Valanciunas,,,,,10.55,Made,2.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,,
81,PT05M50.00S,2022-04-02T02:55:51.7Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,14,12,2022-04-02T02:55:57Z,810000,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1630529]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,2.0,Jones,1630529.0,,,
82,PT05M50.00S,2022-04-02T02:55:51.7Z,1,REGULAR,steal,,[],1630529,,,1610612740,14,12,2022-04-02T02:55:54Z,820000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M44.00S,2022-04-02T02:55:57.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203468,90.45663600525624,39.950980392156865,1610612740,14,14,2022-04-02T02:56:05Z,830000,-50.0,37.0,1,right,C. McCollum 6' running Jump Shot (8 PTS),[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,6.25,Made,8.0,,,,,,,,,,,,,,,,,,
84,PT05M35.00S,2022-04-02T02:56:06.0Z,1,REGULAR,2pt,Jump Shot,[],203076,23.833771353482263,26.960784313725497,1610612747,14,14,2022-04-02T02:58:06Z,840000,115.0,172.0,1,left,MISS A. Davis 20' pullup Shot,[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,20.66,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M33.00S,2022-04-02T02:56:08.0Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,14,14,2022-04-02T02:56:09Z,850000,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,,
86,PT05M27.00S,2022-04-02T02:56:14.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,67.9862023653088,38.970588235294116,1610612740,14,17,2022-04-02T02:56:30Z,860000,-55.0,248.0,1,right,C. McCollum 25' 3PT running pullup (11 PTS),[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,25.44,Made,11.0,,,,,,,,,,,,,,,,,,
87,PT05M27.00S,2022-04-02T02:56:20.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,14,17,2022-04-02T02:56:20Z,870000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M27.00S,2022-04-02T02:58:39.4Z,1,REGULAR,substitution,out,[],201566,,,1610612747,14,17,2022-04-02T02:59:06Z,880000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M27.00S,2022-04-02T02:58:39.4Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,14,17,2022-04-02T02:59:06Z,890000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M06.00S,2022-04-02T02:59:31.7Z,1,REGULAR,3pt,Jump Shot,[],2544,25.936268068331145,88.23529411764706,1610612747,17,17,2022-04-02T02:59:37Z,900000,-191.0,191.0,1,left,L. James 27' 3PT step back (7 PTS),[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,27.05,Made,7.0,,,,,,,,,,,,,,,,,,
91,PT04M39.00S,2022-04-02T02:59:57.8Z,1,REGULAR,3pt,Jump Shot,[],203468,73.89947437582128,16.666666666666657,1610612740,17,20,2022-04-02T03:00:03Z,910000,-167.0,193.0,1,right,C. McCollum 25' 3PT  (14 PTS) (B. Ingram 3 AST),"[203468, 1627742]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,25.49,Made,14.0,B. Ingram,1627742.0,3.0,,,,,,,,,,,,,,,
93,PT04M31.00S,2022-04-02T03:00:09.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,17,20,2022-04-02T03:00:09Z,930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M25.00S,2022-04-02T03:00:27.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,17,20,2022-04-02T03:00:27Z,940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M25.00S,2022-04-02T03:00:29.5Z,1,REGULAR,substitution,out,[],202685,,,1610612747,17,20,2022-04-02T03:00:33Z,950000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
