actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
88,PT06M02.00S,2021-11-11T03:31:07.9Z,1,REGULAR,3pt,Jump Shot,[],2546,65.22667542706964,58.33333333333333,1610612747,8,6,2021-11-11T03:31:15Z,880000,42.0,274.0,1,right,C. Anthony 27' 3PT  (3 PTS) (R. Westbrook 2 AST),"[2546, 201566]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,27.76,Made,,,,,,,,,,3.0,,,,R. Westbrook,201566.0,2.0,,,
90,PT05M46.00S,2021-11-11T03:31:24.4Z,1,REGULAR,3pt,Jump Shot,[],1629130,14.635348226018394,97.30392156862744,1610612748,8,9,2021-11-11T03:31:31Z,900000,-237.0,85.0,1,left,D. Robinson 25' 3PT pullup (3 PTS) (K. Lowry 1 AST),"[1629130, 200768]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,25.13,Made,,,,,,,,,,3.0,,,,K. Lowry,200768.0,1.0,,,
92,PT05M34.00S,2021-11-11T03:31:37.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,91.77069645203679,50.0,1610612747,10,9,2021-11-11T03:31:47Z,920000,0.0,25.0,1,right,A. Davis alley-oop DUNK (2 PTS) (R. Westbrook 3 AST),"[203076, 201566]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,2.49,Made,,,,,,,,,,2.0,,,,R. Westbrook,201566.0,3.0,,,
94,PT05M34.00S,2021-11-11T03:31:45.0Z,1,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612747,10,9,2021-11-11T03:31:55Z,940000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Davis 1 FT),"[1629130, 203076]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,201639.0,1.0,0.0,Davis,203076.0,,,,,,,,,,
96,PT05M34.00S,2021-11-11T03:32:10.0Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,10,9,2021-11-11T03:32:10Z,960000,,,0,,MISS A. Davis Free Throw 1 of 1,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
97,PT05M32.00S,2021-11-11T03:32:10.8Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,10,9,2021-11-11T03:32:10Z,970000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
98,PT05M23.00S,2021-11-11T03:32:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,8.722076215505908,51.22549019607843,1610612748,10,11,2021-11-11T03:32:24Z,980000,-6.0,29.0,1,left,D. Dedmon reverse Layup (2 PTS) (K. Lowry 2 AST),"[203473, 200768]",1610612748.0,MIA,reverse,,,Dedmon,D. Dedmon,,,,,3.01,Made,,,,,,,,,,2.0,,,,K. Lowry,200768.0,2.0,,,
100,PT05M13.00S,2021-11-11T03:32:28.9Z,1,REGULAR,3pt,Jump Shot,[],203145,93.34756898817345,96.32352941176471,1610612747,10,11,2021-11-11T03:32:37Z,1000000,232.0,10.0,1,right,MISS K. Bazemore 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
101,PT05M10.00S,2021-11-11T03:32:31.9Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,10,11,2021-11-11T03:32:37Z,1010000,,,0,,A. Davis REBOUND (Off:3 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,100.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
102,PT05M09.00S,2021-11-11T03:32:33.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203076,90.8508541392904,49.26470588235294,1610612747,10,11,2021-11-11T03:32:39Z,1020000,-4.0,34.0,1,right,MISS A. Davis turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,3.37,Missed,,,,,,,,,,,,,,,,,,,
103,PT05M09.00S,2021-11-11T03:32:36.8Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,10,11,2021-11-11T03:32:36Z,1030000,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,102.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
104,PT05M09.00S,2021-11-11T03:32:36.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201566,94.40999984741211,50.0,1610612747,10,11,2021-11-11T03:33:23Z,1040000,0.0,0.0,1,right,MISS R. Westbrook tip Layup,[201566],1610612747.0,LAL,tip,,,Westbrook,R. Westbrook,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
105,PT05M09.00S,2021-11-11T03:32:36.8Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,10,11,2021-11-11T03:33:23Z,1050000,,,0,,A. Davis REBOUND (Off:4 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,104.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
106,PT05M09.00S,2021-11-11T03:32:38.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,92.42772667542707,49.26470588235294,1610612747,12,11,2021-11-11T03:33:21Z,1060000,-4.0,19.0,1,right,A. Davis putback Layup (4 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,1.91,Made,,,,,,,,,,4.0,,,,,,,,,
107,PT05M09.00S,2021-11-11T03:32:41.7Z,1,REGULAR,foul,personal,['1freethrow'],203473,,,1610612747,12,11,2021-11-11T03:33:02Z,1070000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Davis 1 FT),"[203473, 203076]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,201245.0,1.0,0.0,Davis,203076.0,,,,,,,,,,
109,PT05M09.00S,2021-11-11T03:32:54.1Z,1,REGULAR,substitution,out,[],203145,,,1610612747,12,11,2021-11-11T03:33:03Z,1090000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT05M09.00S,2021-11-11T03:32:54.1Z,1,REGULAR,substitution,out,[],200768,,,1610612747,12,11,2021-11-11T03:33:03Z,1100000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M09.00S,2021-11-11T03:32:54.1Z,1,REGULAR,substitution,in,[],201961,,,1610612747,12,11,2021-11-11T03:33:03Z,1110000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M09.00S,2021-11-11T03:32:54.1Z,1,REGULAR,substitution,in,[],1629639,,,1610612747,12,11,2021-11-11T03:33:03Z,1120000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT05M09.00S,2021-11-11T03:33:14.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203076,,,1610612747,13,11,2021-11-11T03:33:14Z,1130000,,,0,,A. Davis Free Throw 1 of 1 (5 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
114,PT04M58.00S,2021-11-11T03:33:26.2Z,1,REGULAR,2pt,Jump Shot,[],1629639,10.561760840998687,30.882352941176478,1610612748,13,11,2021-11-11T03:33:32Z,1140000,96.0,47.0,1,left,MISS T. Herro 10' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,10.64,Missed,,,,,,,,,,,,,,,,,,,
115,PT04M56.00S,2021-11-11T03:33:28.2Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,13,11,2021-11-11T03:33:32Z,1150000,,,0,,R. Westbrook REBOUND (Off:1 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,114.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
116,PT04M52.00S,2021-11-11T03:33:32.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203076,92.16491458607096,50.49019607843137,1610612747,13,11,2021-11-11T03:34:22Z,1160000,2.0,21.0,1,right,MISS A. Davis running reverse Layup,[203076],1610612747.0,LAL,running reverse,,,Davis,A. Davis,,,,,2.12,Missed,,,,,,,,,,,,,,,,,,,
117,PT04M48.00S,2021-11-11T03:33:36.5Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,13,11,2021-11-11T03:34:22Z,1170000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
118,PT04M42.00S,2021-11-11T03:33:41.8Z,1,REGULAR,2pt,Jump Shot,[],200782,6.093955321944804,73.52941176470588,1610612748,13,11,2021-11-11T03:33:51Z,1180000,-118.0,5.0,1,left,MISS P. Tucker 11' driving floating Shot,[200782],1610612748.0,MIA,driving floating,,,Tucker,P. Tucker,,,,,11.77,Missed,,,,,,,,,,,,,,,,,,,
119,PT04M42.00S,2021-11-11T03:33:41.8Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,13,11,2021-11-11T03:33:51Z,1190000,,,0,,D. Dedmon REBOUND (Off:1 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,118.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
120,PT04M38.00S,2021-11-11T03:33:46.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,5.590000152587891,50.0,1610612748,13,13,2021-11-11T03:33:46Z,1200000,0.0,0.0,1,left,D. Dedmon tip Layup (4 PTS),[203473],1610612748.0,MIA,tip,,,Dedmon,D. Dedmon,,,,,0.0,Made,,,,,,,,,,4.0,,,,,,,,,
121,PT04M22.00S,2021-11-11T03:34:02.2Z,1,REGULAR,3pt,Jump Shot,[],1628370,64.1754270696452,48.774509803921575,1610612747,13,13,2021-11-11T03:34:09Z,1210000,-6.0,284.0,1,right,MISS M. Monk 28' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,28.44,Missed,,,,,,,,,,,,,,,,,,,
122,PT04M19.00S,2021-11-11T03:34:05.2Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,13,13,2021-11-11T03:34:09Z,1220000,,,0,,P. Tucker REBOUND (Off:0 Def:4),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,121.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
123,PT04M11.00S,2021-11-11T03:34:14.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,18.971747700394218,37.745098039215684,1610612748,13,15,2021-11-11T03:34:48Z,1230000,61.0,126.0,1,left,J. Butler 13' turnaround Jump Shot (4 PTS),[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,13.99,Made,,,,,,,,,,4.0,,,,,,,,,
124,PT04M11.00S,2021-11-11T03:34:19.7Z,1,REGULAR,foul,personal,['1freethrow'],1628370,,,1610612748,13,15,2021-11-11T03:34:42Z,1240000,,,0,,M. Monk shooting personal FOUL (1 PF) (Butler 1 FT),"[1628370, 202710]",1610612747.0,LAL,shooting,,,Monk,M. Monk,,,,,,,,,,,201245.0,1.0,0.0,Butler,202710.0,,,,,,,,,,
126,PT04M11.00S,2021-11-11T03:34:33.8Z,1,REGULAR,substitution,out,[],201566,,,1610612748,13,15,2021-11-11T03:34:42Z,1260000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT04M11.00S,2021-11-11T03:34:33.8Z,1,REGULAR,substitution,in,[],202340,,,1610612748,13,15,2021-11-11T03:34:42Z,1270000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT04M11.00S,2021-11-11T03:34:50.2Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,13,16,2021-11-11T03:34:50Z,1280000,,,0,,J. Butler Free Throw 1 of 1 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
129,PT04M00.00S,2021-11-11T03:35:02.5Z,1,REGULAR,2pt,Jump Shot,[],203076,81.38961892247043,29.65686274509804,1610612747,15,16,2021-11-11T03:35:07Z,1290000,-102.0,122.0,1,right,A. Davis 15' Jump Shot (7 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,15.91,Made,,,,,,,,,,7.0,,,,,,,,,
130,PT03M49.00S,2021-11-11T03:35:13.9Z,1,REGULAR,3pt,Jump Shot,[],1629130,31.84954007884363,26.715686274509807,1610612748,15,16,2021-11-11T03:35:18Z,1300000,116.0,247.0,1,left,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,,
131,PT03M45.00S,2021-11-11T03:35:17.9Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,15,16,2021-11-11T03:35:18Z,1310000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
132,PT03M29.00S,2021-11-11T03:35:34.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,93.34756898817345,47.549019607843135,1610612747,17,16,2021-11-11T03:35:40Z,1320000,-12.0,10.0,1,right,A. Davis DUNK (9 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,1.59,Made,,,,,,,,,,9.0,,,,,,,,,
133,PT03M29.00S,2021-11-11T03:35:49.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,17,16,2021-11-11T03:35:49Z,1330000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M29.00S,2021-11-11T03:38:39.8Z,1,REGULAR,substitution,out,[],200782,,,1610612748,17,16,2021-11-11T03:38:55Z,1340000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M29.00S,2021-11-11T03:38:39.8Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,17,16,2021-11-11T03:38:55Z,1350000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M12.00S,2021-11-11T03:39:21.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201961,,,1610612748,17,16,2021-11-11T03:39:27Z,1360000,,,0,,W. Ellington shooting personal FOUL (1 PF) (Butler 2 FT),"[201961, 202710]",1610612747.0,LAL,shooting,,,Ellington,W. Ellington,,,,,,,,,,,201245.0,1.0,0.0,Butler,202710.0,,,,,,,,,,
138,PT03M12.00S,2021-11-11T03:39:53.5Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,17,17,2021-11-11T03:39:53Z,1380000,,,0,,J. Butler Free Throw 1 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
139,PT03M12.00S,2021-11-11T03:40:14.9Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,17,18,2021-11-11T03:40:14Z,1390000,,,0,,J. Butler Free Throw 2 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
140,PT02M58.00S,2021-11-11T03:40:33.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612747,17,18,2021-11-11T03:40:39Z,1400000,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Davis 2 FT),"[203473, 203076]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,201245.0,2.0,0.0,Davis,203076.0,,,,,,,,,,
142,PT02M58.00S,2021-11-11T03:41:04.2Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,18,18,2021-11-11T03:41:04Z,1420000,,,0,,A. Davis Free Throw 1 of 2 (10 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
143,PT02M58.00S,2021-11-11T03:41:20.3Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,19,18,2021-11-11T03:41:20Z,1430000,,,0,,A. Davis Free Throw 2 of 2 (11 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
144,PT02M34.00S,2021-11-11T03:41:45.4Z,1,REGULAR,3pt,Jump Shot,[],202710,32.37516425755584,73.77450980392157,1610612748,19,18,2021-11-11T03:41:50Z,1440000,-119.0,252.0,1,left,MISS J. Butler 27' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,,
145,PT02M29.00S,2021-11-11T03:41:50.4Z,1,REGULAR,rebound,defensive,[],202340,,,1610612747,19,18,2021-11-11T03:41:50Z,1450000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
146,PT02M23.00S,2021-11-11T03:41:57.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,90.8508541392904,46.32352941176471,1610612747,19,18,2021-11-11T03:42:01Z,1460000,-18.0,34.0,1,right,MISS A. Davis floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,,
147,PT02M20.00S,2021-11-11T03:42:00.0Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,19,18,2021-11-11T03:42:01Z,1470000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,146.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
148,PT02M12.00S,2021-11-11T03:42:07.2Z,1,REGULAR,3pt,Jump Shot,[],1629639,9.116294349540084,5.392156862745097,1610612748,19,18,2021-11-11T03:42:12Z,1480000,223.0,33.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
149,PT02M08.00S,2021-11-11T03:42:11.1Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612748,19,18,2021-11-11T03:42:11Z,1490000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,148.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
150,PT02M08.00S,2021-11-11T03:42:11.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628997,5.590000152587891,50.0,1610612748,19,20,2021-11-11T03:42:14Z,1500000,0.0,0.0,1,left,C. Martin tip Layup (2 PTS),[1628997],1610612748.0,MIA,tip,,,Martin,C. Martin,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
151,PT02M02.00S,2021-11-11T03:42:17.7Z,1,REGULAR,3pt,Jump Shot,[],202340,94.26741130091985,4.166666666666657,1610612747,22,20,2021-11-11T03:43:38Z,1510000,-229.0,1.0,1,right,A. Bradley 3PT running (5 PTS) (M. Monk 1 AST),"[202340, 1628370]",1610612747.0,LAL,running,,,Bradley,A. Bradley,,,,,22.92,Made,,,,,,,,,,5.0,,,,M. Monk,1628370.0,1.0,,,
153,PT01M45.00S,2021-11-11T03:42:33.6Z,1,REGULAR,3pt,Jump Shot,[],1628997,21.994086727989497,12.990196078431367,1610612748,22,20,2021-11-11T03:42:38Z,1530000,185.0,154.0,1,left,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,24.08,Missed,,,,,,,,,,,,,,,,,,,
154,PT01M43.00S,2021-11-11T03:42:35.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,22,20,2021-11-11T03:46:12Z,1540000,,,0,,A. Davis REBOUND (Off:4 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,153.0,6.0,2.0,4.0,,,,,,,,,,,,,,,
155,PT01M35.00S,2021-11-11T03:42:43.8Z,1,REGULAR,3pt,Jump Shot,[],202340,92.95335085413929,4.901960784313729,1610612747,25,20,2021-11-11T03:42:49Z,1550000,-225.0,14.0,1,right,A. Bradley 3PT  (8 PTS) (A. Davis 1 AST),"[202340, 203076]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,22.59,Made,,,,,,,,,,8.0,,,,A. Davis,203076.0,1.0,,,
157,PT01M14.00S,2021-11-11T03:43:04.7Z,1,REGULAR,3pt,Jump Shot,[],1629639,26.19908015768725,81.86274509803921,1610612748,25,23,2021-11-11T03:43:10Z,1570000,-159.0,194.0,1,left,T. Herro 25' 3PT  (3 PTS) (J. Butler 1 AST),"[1629639, 202710]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,25.09,Made,,,,,,,,,,3.0,,,,J. Butler,202710.0,1.0,,,
159,PT00M56.30S,2021-11-11T03:43:25.1Z,1,REGULAR,3pt,Jump Shot,[],202340,78.10446780551905,90.68627450980392,1610612747,28,23,2021-11-11T03:43:28Z,1590000,203.0,153.0,1,right,A. Bradley 25' 3PT  (11 PTS),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,25.47,Made,,,,,,,,,,11.0,,,,,,,,,
160,PT00M34.80S,2021-11-11T03:43:49.8Z,1,REGULAR,2pt,Jump Shot,[],1629639,8.984888304862025,90.19607843137254,1610612748,28,23,2021-11-11T03:48:43Z,1600000,-201.0,32.0,1,left,MISS T. Herro 20' step back Shot - blocked,"[1629639, 202340]",1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,20.35,Missed,,,,,,,,,,,,,,,,,Bradley,202340.0,
161,PT00M34.80S,2021-11-11T03:43:49.8Z,1,REGULAR,block,,[],202340,,,1610612748,28,23,2021-11-11T03:43:53Z,1610000,,,0,,A. Bradley BLOCK (1 BLK),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M33.20S,2021-11-11T03:43:51.4Z,1,REGULAR,rebound,offensive,[],1629639,,,1610612748,28,23,2021-11-11T03:43:55Z,1620000,,,0,,T. Herro REBOUND (Off:1 Def:0),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
163,PT00M31.40S,2021-11-11T03:43:56.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629639,17.263469119579497,78.92156862745098,1610612748,28,25,2021-11-11T03:44:01Z,1630000,-145.0,110.0,1,left,T. Herro 18' Jump Shot (5 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,18.16,Made,,,,,,,,,,5.0,,,,,,,,,
164,PT00M26.40S,2021-11-11T03:44:01.1Z,1,REGULAR,3pt,Jump Shot,[],2546,66.14651773981603,36.51960784313726,1610612747,28,25,2021-11-11T03:44:08Z,1640000,-67.0,266.0,1,right,MISS C. Anthony 27' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M26.40S,2021-11-11T03:44:01.1Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,28,25,2021-11-11T03:44:08Z,1650000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,164.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
166,PT00M03.60S,2021-11-11T03:44:23.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,7.933639947437584,50.245098039215684,1610612748,28,25,2021-11-11T03:44:36Z,1660000,-1.0,22.0,1,left,MISS D. Robinson driving floating Shot,[1629130],1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M03.20S,2021-11-11T03:44:24.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,28,25,2021-11-11T03:44:36Z,1670000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,,
168,PT00M03.20S,2021-11-11T03:44:31.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,28,25,2021-11-11T03:44:31Z,1680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M02.80S,2021-11-11T03:44:40.6Z,1,REGULAR,turnover,bad pass,[],1628370,,,1610612747,28,25,2021-11-11T03:45:07Z,1690000,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 202710]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,1.0,Butler,202710.0,,,,,,
170,PT00M02.80S,2021-11-11T03:44:40.6Z,1,REGULAR,steal,,[],202710,,,1610612748,28,25,2021-11-11T03:44:42Z,1700000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M00.40S,2021-11-11T03:44:44.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,29.61563731931669,12.74509803921569,1610612748,28,25,2021-11-11T03:50:41Z,1710000,186.0,226.0,1,left,MISS C. Martin 29' running 3PT,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,29.28,Missed,,,,,,,,,,,,,,,,,,,
172,PT00M00.10S,2021-11-11T03:44:44.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,28,25,2021-11-11T03:45:21Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,
173,PT00M00.00S,2021-11-11T03:44:47.3Z,1,REGULAR,period,end,[],0,,,1610612748,28,25,2021-11-11T03:44:47Z,1730000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-11-11T03:47:58.1Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612748,28,25,2021-11-11T03:48:20Z,1740000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
