actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
95,PT05M00.00S,2021-11-01T02:54:20.1Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,13,5,2021-11-01T02:54:22Z,930000,,,0,,D. Nwaba REBOUND (Off:0 Def:1),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,93.0,,,,,,,,,,1.0,1.0,0.0,,,,,
96,PT04M58.00S,2021-11-01T02:54:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628021,9.379106438896187,45.09803921568627,1610612745,13,5,2021-11-01T02:54:31Z,940000,25.0,36.0,1,left,MISS D. Nwaba cutting Layup - blocked,"[1628021, 2544]",1610612745.0,HOU,cutting,,,Nwaba,D. Nwaba,,,,,4.33,Missed,,,,,,,,,,,,,,,,,James,2544.0
97,PT04M58.00S,2021-11-01T02:54:24.5Z,1,REGULAR,block,,[],2544,,,1610612745,13,5,2021-11-01T02:54:27Z,950000,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M58.00S,2021-11-01T02:54:24.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,13,5,2021-11-01T02:54:31Z,960000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,
99,PT04M58.00S,2021-11-01T02:54:29.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,13,5,2021-11-01T02:54:29Z,970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M58.00S,2021-11-01T02:54:30.2Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,13,5,2021-11-01T02:54:36Z,980000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M58.00S,2021-11-01T02:54:30.2Z,1,REGULAR,substitution,in,[],201571,,,1610612745,13,5,2021-11-01T02:54:36Z,990000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M49.00S,2021-11-01T02:54:55.1Z,1,REGULAR,foul,personal,['2freethrow'],203076,,,1610612745,13,5,2021-11-01T02:55:06Z,1000000,,,0,,A. Davis shooting personal FOUL (1 PF) (Wood 2 FT),"[203076, 1626174]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,,,,,,,2004.0,1.0,0.0,Wood,1626174.0,,,,,,,,,
104,PT04M49.00S,2021-11-01T02:55:29.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626174,,,1610612745,13,6,2021-11-01T02:56:08Z,1020000,,,0,,C. Wood Free Throw 1 of 2 (1 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
105,PT04M49.00S,2021-11-01T02:55:29.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626174,,,1610612745,13,6,2021-11-01T02:56:08Z,1030000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,
106,PT04M49.00S,2021-11-01T02:55:29.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,13,6,2021-11-01T02:56:08Z,1040000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,105.0,,,,,,,,,,2.0,2.0,0.0,,,,,
108,PT04M33.00S,2021-11-01T02:56:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.2161629434954,53.431372549019606,1610612747,15,6,2021-11-01T02:56:19Z,1060000,17.0,11.0,1,right,L. James driving Layup (2 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,2.06,Made,,,,,,,,,,2.0,,,,,,,,
109,PT04M18.00S,2021-11-01T02:56:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,8.722076215505908,46.07843137254902,1610612745,15,8,2021-11-01T02:56:32Z,1070000,20.0,29.0,1,left,C. Wood driving Layup (3 PTS) (E. Gordon 1 AST),"[1626174, 201569]",1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,3.54,Made,,,,,,,,,,3.0,,,,E. Gordon,201569.0,1.0,,
111,PT03M54.00S,2021-11-01T02:56:51.4Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612747,15,8,2021-11-01T02:57:13Z,1090000,,,0,,D. Theis shooting personal FOUL (2 PF) (Bazemore 2 FT),"[1628464, 203145]",1610612745.0,HOU,shooting,,,Theis,D. Theis,,,,,,,,,,,2004.0,2.0,0.0,Bazemore,203145.0,,,,,,,,,
113,PT03M54.00S,2021-11-01T02:57:24.9Z,1,REGULAR,freethrow,1 of 2,[],203145,,,1610612747,16,8,2021-11-01T02:58:01Z,1110000,,,0,,K. Bazemore Free Throw 1 of 2 (7 PTS),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
114,PT03M54.00S,2021-11-01T02:57:25.6Z,1,REGULAR,substitution,out,[],2544,,,1610612747,16,8,2021-11-01T02:57:50Z,1120000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M54.00S,2021-11-01T02:57:25.6Z,1,REGULAR,substitution,out,[],1628370,,,1610612747,16,8,2021-11-01T02:57:50Z,1130000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M54.00S,2021-11-01T02:57:25.6Z,1,REGULAR,substitution,out,[],202340,,,1610612747,16,8,2021-11-01T02:57:50Z,1140000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M54.00S,2021-11-01T02:57:25.6Z,1,REGULAR,substitution,out,[],1628464,,,1610612747,16,8,2021-11-01T02:57:50Z,1150000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M54.00S,2021-11-01T02:57:25.6Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,16,8,2021-11-01T02:57:50Z,1160000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M54.00S,2021-11-01T02:57:25.6Z,1,REGULAR,substitution,in,[],201566,,,1610612747,16,8,2021-11-01T02:57:50Z,1170000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M54.00S,2021-11-01T02:57:25.6Z,1,REGULAR,substitution,in,[],2546,,,1610612747,16,8,2021-11-01T02:57:50Z,1180000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M54.00S,2021-11-01T02:57:25.6Z,1,REGULAR,substitution,in,[],1630578,,,1610612747,16,8,2021-11-01T02:57:50Z,1190000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M54.00S,2021-11-01T02:57:24.9Z,1,REGULAR,freethrow,2 of 2,[],203145,,,1610612747,16,8,2021-11-01T02:58:01Z,1200000,,,0,,MISS K. Bazemore Free Throw 2 of 2,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,Missed,,,,,,,,,,,,,,,,,,
123,PT03M49.00S,2021-11-01T02:57:29.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,16,8,2021-11-01T02:58:01Z,1210000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,122.0,,,,,,,,,,1.0,1.0,0.0,,,,,
124,PT03M34.00S,2021-11-01T02:58:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,5.962549277266746,50.0,1610612745,16,10,2021-11-01T02:58:19Z,1220000,0.0,4.0,1,left,C. Wood driving Layup (5 PTS) (D. Augustin 1 AST),"[1626174, 201571]",1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,0.35,Made,,,,,,,,,,5.0,,,,D. Augustin,201571.0,1.0,,
126,PT03M29.00S,2021-11-01T02:58:24.4Z,1,REGULAR,foul,personal,[],1628021,,,1610612747,16,10,2021-11-01T02:58:50Z,1240000,,,0,,D. Nwaba personal FOUL (1 PF),"[1628021, 201566]",1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,200833.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,
128,PT03M29.00S,2021-11-01T02:58:38.5Z,1,REGULAR,substitution,out,[],203145,,,1610612747,16,10,2021-11-01T02:58:41Z,1260000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M29.00S,2021-11-01T02:58:38.5Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,16,10,2021-11-01T02:58:41Z,1270000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M24.00S,2021-11-01T02:58:52.6Z,1,REGULAR,3pt,Jump Shot,[],2546,75.47634691195795,83.82352941176471,1610612747,19,10,2021-11-01T02:58:56Z,1280000,169.0,178.0,1,right,C. Anthony 24' 3PT  (3 PTS) (R. Westbrook 2 AST),"[2546, 201566]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,24.55,Made,,,,,,,,,,3.0,,,,R. Westbrook,201566.0,2.0,,
132,PT03M08.00S,2021-11-01T02:59:09.1Z,1,REGULAR,turnover,bad pass,[],201569,,,1610612745,19,10,2021-11-01T02:59:13Z,1300000,,,0,,E. Gordon bad pass TURNOVER (2 TO),"[201569, 203076]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,2.0,Davis,203076.0,,,,,,,,,,,,,,
133,PT03M08.00S,2021-11-01T02:59:09.1Z,1,REGULAR,steal,,[],203076,,,1610612747,19,10,2021-11-01T02:59:10Z,1310000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M05.00S,2021-11-01T02:59:11.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203076,93.74178712220763,50.49019607843137,1610612747,21,10,2021-11-01T02:59:35Z,1320000,2.0,6.0,1,right,A. Davis running DUNK (4 PTS),[203076],1610612747.0,LAL,running,,,Davis,A. Davis,,,,,0.68,Made,,,,,,,,,,4.0,,,,,,,,
135,PT03M04.00S,2021-11-01T02:59:19.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,21,10,2021-11-01T02:59:19Z,1330000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M46.00S,2021-11-01T03:02:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,7.276609724047319,54.16666666666667,1610612745,21,10,2021-11-01T03:02:33Z,1340000,-21.0,16.0,1,left,MISS E. Gordon driving Layup,[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,2.62,Missed,,,,,,,,,,,,,,,,,,
137,PT02M44.00S,2021-11-01T03:02:31.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,21,10,2021-11-01T03:02:33Z,1350000,,,0,,A. Davis REBOUND (Off:1 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,136.0,,,,,,,,,,5.0,4.0,1.0,,,,,
138,PT02M33.00S,2021-11-01T03:02:42.3Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,21,10,2021-11-01T03:02:46Z,1360000,,,0,,A. Davis lost ball TURNOVER (2 TO),"[203076, 1630578]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,2.0,Sengun,1630578.0,,,,,,,,,,,,,,
139,PT02M33.00S,2021-11-01T03:02:42.3Z,1,REGULAR,steal,,[],1630578,,,1610612745,21,10,2021-11-01T03:02:44Z,1370000,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M30.00S,2021-11-01T03:02:46.3Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,21,10,2021-11-01T03:02:49Z,1380000,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 201566]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,1.0,Westbrook,201566.0,,,,,,,,,,,,,,
141,PT02M30.00S,2021-11-01T03:02:46.3Z,1,REGULAR,steal,,[],201566,,,1610612747,21,10,2021-11-01T03:02:47Z,1390000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M26.00S,2021-11-01T03:02:49.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",2546,96.36990801576873,95.34313725490196,1610612747,24,10,2021-11-01T03:02:59Z,1400000,227.0,-18.0,1,right,C. Anthony 3PT running (6 PTS) (R. Westbrook 3 AST),"[2546, 201566]",1610612747.0,LAL,running,,,Anthony,C. Anthony,,,,,22.74,Made,,,,,,,,,,6.0,,,,R. Westbrook,201566.0,3.0,,
144,PT02M11.00S,2021-11-01T03:03:06.6Z,1,REGULAR,foul,personal,['2freethrow'],2546,,,1610612745,24,10,2021-11-01T03:03:13Z,1420000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Gordon 2 FT),"[2546, 201569]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,200833.0,1.0,0.0,Gordon,201569.0,,,,,,,,,
146,PT02M11.00S,2021-11-01T03:03:34.9Z,1,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,24,11,2021-11-01T03:03:57Z,1440000,,,0,,E. Gordon Free Throw 1 of 2 (1 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
147,PT02M11.00S,2021-11-01T03:03:34.9Z,1,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,24,11,2021-11-01T03:03:57Z,1450000,,,0,,MISS E. Gordon Free Throw 2 of 2,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,
148,PT02M08.00S,2021-11-01T03:03:37.9Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,24,11,2021-11-01T03:03:57Z,1460000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,147.0,,,,,,,,,,1.0,1.0,0.0,,,,,
149,PT01M55.00S,2021-11-01T03:04:06.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,84.1491458607096,44.85294117647059,1610612747,24,11,2021-11-01T03:04:11Z,1470000,-26.0,96.0,1,right,MISS A. Davis 9' Hook,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,9.99,Missed,,,,,,,,,,,,,,,,,,
150,PT01M53.00S,2021-11-01T03:04:08.9Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,24,11,2021-11-01T03:04:11Z,1480000,,,0,,D. Nwaba REBOUND (Off:0 Def:2),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,149.0,,,,,,,,,,2.0,2.0,0.0,,,,,
151,PT01M41.00S,2021-11-01T03:04:20.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201569,5.962549277266746,47.30392156862745,1610612745,24,11,2021-11-01T03:04:27Z,1490000,13.0,4.0,1,left,MISS E. Gordon driving Hook - blocked,"[201569, 2546]",1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,1.39,Missed,,,,,,,,,,,,,,,,,Anthony,2546.0
152,PT01M41.00S,2021-11-01T03:04:20.9Z,1,REGULAR,block,,[],2546,,,1610612745,24,11,2021-11-01T03:04:23Z,1500000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M38.00S,2021-11-01T03:04:23.9Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,24,11,2021-11-01T03:04:27Z,1510000,,,0,,C. Wood REBOUND (Off:1 Def:6),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,151.0,,,,,,,,,,7.0,6.0,1.0,,,,,
154,PT01M32.00S,2021-11-01T03:04:33.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,24,11,2021-11-01T03:04:33Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M32.00S,2021-11-01T03:04:36.4Z,1,REGULAR,substitution,out,[],203076,,,1610612745,24,11,2021-11-01T03:04:46Z,1530000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M32.00S,2021-11-01T03:04:36.4Z,1,REGULAR,substitution,out,[],201571,,,1610612745,24,11,2021-11-01T03:04:46Z,1540000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M32.00S,2021-11-01T03:04:36.4Z,1,REGULAR,substitution,in,[],201599,,,1610612745,24,11,2021-11-01T03:04:46Z,1550000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M32.00S,2021-11-01T03:04:36.4Z,1,REGULAR,substitution,in,[],1629645,,,1610612745,24,11,2021-11-01T03:04:46Z,1560000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M31.00S,2021-11-01T03:04:54.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626174,9.773324572930349,75.98039215686275,1610612745,24,11,2021-11-01T03:05:16Z,1570000,-130.0,39.0,1,left,MISS C. Wood 13' fadeaway Shot - blocked,"[1626174, 201599]",1610612745.0,HOU,fadeaway,,,Wood,C. Wood,,,,,13.57,Missed,,,,,,,,,,,,,,,,,Jordan,201599.0
160,PT01M31.00S,2021-11-01T03:04:54.4Z,1,REGULAR,block,,[],201599,,,1610612745,24,11,2021-11-01T03:04:59Z,1580000,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M31.00S,2021-11-01T03:04:54.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,24,11,2021-11-01T03:05:05Z,1590000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,
162,PT01M31.00S,2021-11-01T03:05:05.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,24,11,2021-11-01T03:05:10Z,1600000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,,,,,,,200833.0,,,,,,,,,,,,,
163,PT01M22.00S,2021-11-01T03:05:16.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],2546,78.76149802890933,88.97058823529412,1610612747,24,11,2021-11-01T03:05:22Z,1610000,195.0,147.0,1,right,MISS C. Anthony 24' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,24.42,Missed,,,,,,,,,,,,,,,,,,
164,PT01M18.00S,2021-11-01T03:05:20.6Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,24,11,2021-11-01T03:05:22Z,1620000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,163.0,,,,,,,,,,1.0,1.0,0.0,,,,,
165,PT01M08.00S,2021-11-01T03:05:30.5Z,1,REGULAR,3pt,Jump Shot,[],1626174,6.8823915900131425,95.34313725490196,1610612745,24,11,2021-11-01T03:05:36Z,1630000,-227.0,12.0,1,left,MISS C. Wood 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,22.7,Missed,,,,,,,,,,,,,,,,,,
166,PT01M02.00S,2021-11-01T03:05:36.5Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,24,11,2021-11-01T03:05:36Z,1640000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,165.0,,,,,,,,,,2.0,1.0,1.0,,,,,
167,PT01M02.00S,2021-11-01T03:05:36.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629645,5.590000152587891,50.0,1610612745,24,13,2021-11-01T03:05:36Z,1650000,0.0,0.0,1,left,K. Porter Jr. tip Layup (4 PTS),[1629645],1610612745.0,HOU,tip,,,Porter Jr.,K. Porter Jr.,,,,,0.0,Made,,,,,,,,,,4.0,,,,,,,,
168,PT00M56.20S,2021-11-01T03:05:51.6Z,1,REGULAR,foul,offensive,[],201566,,,1610612747,24,13,2021-11-01T03:06:00Z,1660000,,,0,,R. Westbrook offensive FOUL (2 PF),"[201566, 1630578]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,2004.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,
170,PT00M56.20S,2021-11-01T03:05:51.6Z,1,REGULAR,turnover,offensive foul,[],201566,,,1610612747,24,13,2021-11-01T03:05:51Z,1680000,,,0,,R. Westbrook offensive foul TURNOVER (1 TO),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,1.0,,,2004.0,,,,,,,,,,,,,
171,PT00M56.20S,2021-11-01T03:05:57.8Z,1,REGULAR,substitution,out,[],201566,,,1610612745,24,13,2021-11-01T03:06:07Z,1690000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M56.20S,2021-11-01T03:05:57.8Z,1,REGULAR,substitution,in,[],2544,,,1610612745,24,13,2021-11-01T03:06:07Z,1700000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M47.40S,2021-11-01T03:06:19.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201569,7.408015768725363,53.92156862745098,1610612745,24,13,2021-11-01T03:06:25Z,1710000,-20.0,17.0,1,left,MISS E. Gordon cutting Layup - blocked,"[201569, 201599]",1610612745.0,HOU,cutting,,,Gordon,E. Gordon,,,,,2.6,Missed,,,,,,,,,,,,,,,,,Jordan,201599.0
174,PT00M47.40S,2021-11-01T03:06:19.9Z,1,REGULAR,block,,[],201599,,,1610612745,24,13,2021-11-01T03:06:22Z,1720000,,,0,,D. Jordan BLOCK (2 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M44.40S,2021-11-01T03:06:22.9Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,24,13,2021-11-01T03:06:25Z,1730000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,173.0,,,,,,,,,,1.0,1.0,0.0,,,,,
176,PT00M39.60S,2021-11-01T03:06:27.7Z,1,REGULAR,3pt,Jump Shot,[],2546,75.47634691195795,86.76470588235294,1610612747,27,13,2021-11-01T03:06:37Z,1740000,184.0,178.0,1,right,C. Anthony 25' 3PT  (9 PTS) (L. James 4 AST),"[2546, 2544]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,25.59,Made,,,,,,,,,,9.0,,,,L. James,2544.0,4.0,,
178,PT00M23.30S,2021-11-01T03:06:58.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2546,,,1610612745,27,13,2021-11-01T03:10:44Z,1760000,,,0,,C. Anthony personal FOUL (2 PF) (Sengun 2 FT),"[2546, 1630578]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,2004.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,
181,PT00M23.30S,2021-11-01T03:07:28.3Z,1,REGULAR,substitution,out,[],201599,,,1610612745,27,13,2021-11-01T03:10:44Z,1790000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M23.30S,2021-11-01T03:07:28.3Z,1,REGULAR,substitution,in,[],202340,,,1610612745,27,13,2021-11-01T03:10:44Z,1800000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M23.30S,2021-11-01T03:07:29.1Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,27,14,2021-11-01T03:41:22Z,1802500,,,0,,A. Sengun Free Throw 1 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
183,PT00M23.30S,2021-11-01T03:07:29.1Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,27,15,2021-11-01T03:41:22Z,1803750,,,0,,A. Sengun Free Throw 2 of 2 (2 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
184,PT00M01.70S,2021-11-01T03:08:12.7Z,1,REGULAR,2pt,Jump Shot,[],1628370,87.69710906701708,8.82352941176471,1610612747,27,15,2021-11-01T03:09:16Z,1805000,-206.0,63.0,1,right,MISS M. Monk 21' step back Shot,[1628370],1610612747.0,LAL,step back,,,Monk,M. Monk,,,,,21.54,Missed,,,,,,,,,,,,,,,,,,
185,PT00M00.10S,2021-11-01T03:08:14.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,27,15,2021-11-01T03:08:46Z,1807500,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,
186,PT00M00.00S,2021-11-01T03:08:17.3Z,1,REGULAR,period,end,[],0,,,1610612747,27,15,2021-11-01T03:08:17Z,1840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
